all_cv_runs,all_ev_runs,instance,mean_aware_weighted_carbon_g_per_kwh,mean_charging_action_count,mean_charging_energy_kwh,mean_depot_charging_action_count,mean_depot_charging_energy_kwh,mean_ev_carbon_saved_kg,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_physical_vehicle_share,mean_ev_route_share,mean_low_carbon_charging_share,mean_naive_weighted_carbon_g_per_kwh,mean_public_charging_action_count,mean_public_charging_energy_kwh,mean_shifted_action_count,mean_shifted_energy_kwh,mixed_runs,runs,size
0,5,L-main-threeshift-10c-01,148.0798737274676,4.0,447.75658148441846,4.0,447.75658148441846,0.0238463501657634,1.0,1.0,1.0,1.0,1.0,0.04747210836291047,148.1331311247943,0.0,0.0,4.0,447.75658148441846,0,5,10
5,0,L-main-threeshift-15c-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,15
0,2,L-main-threeshift-20c-01,130.5376342297674,5.6,684.8859894820291,5.6,684.8859894820291,7.1592541275535755,0.8355555555555556,0.8397973284200828,0.813370964471134,0.6333333333333333,0.8380952380952381,0.08248028631906687,141.0549182069409,0.0,0.0,5.4,663.1248188026182,3,5,20
0,3,L-main-threeshift-25c-01,125.74322368328679,7.0,746.9838786651403,7.0,746.9838786651403,11.34068091692678,0.9418181818181818,0.9449457593688363,0.9404940492943364,0.8,0.9428571428571428,0.14016009548239308,140.93669216119855,0.0,0.0,7.0,746.9838786651402,2,5,25
0,0,L-main-threeshift-50c-01,112.05790903747507,14.4,1330.5105381200592,14.4,1330.5105381200592,16.424733139847856,0.8578947368421053,0.8643104125736739,0.8252872941531132,0.61,0.8761928104575164,0.18890734678093474,124.37257597560696,0.0,0.0,13.6,1243.5720095310503,5,5,50
0,0,L-main-threeshift-75c-01,117.61756401771163,24.2,2045.1101770485468,24.2,2045.1101770485468,35.2923158519163,0.9067484662576687,0.9135595815258994,0.8741318804357073,0.7142857142857143,0.9235604395604395,0.1553882331999601,134.89191268248481,0.0,0.0,23.4,1950.2845664601962,5,5,75
0,1,L-main-threeshift-100c-01,124.1978334550377,32.8,3155.1740687545716,32.8,3155.1740687545716,46.12550381491277,0.9466063348416289,0.9499126847152295,0.9392742861006862,0.8455555555555556,0.9573693305845259,0.1359101090578435,138.69508293869413,0.0,0.0,32.0,3070.538078060761,4,5,100
0,0,L-main-threeshift-150c-01,140.31990030781583,38.0,4395.585158446638,38.0,4395.585158446638,31.47818701165786,0.760248447204969,0.7762619686982939,0.7085561158221559,0.5302631578947368,0.7963090262315224,0.08134115745308115,148.0233339050802,0.0,0.0,37.6,4350.6651050474775,5,5,150
0,0,L-main-threeshift-200c-01,109.02324962366338,59.8,4936.247260474016,59.8,4936.247260474016,107.17345568195233,0.8605790645879733,0.8716017298841454,0.8217332610981858,0.6762573099415204,0.8880923202614379,0.19673873024244828,131.17486695498621,0.0,0.0,59.2,4874.585622743741,5,5,200
