absolute_shift_hours,aware_ev_indirect_kg,aware_weighted_carbon_g_per_kwh,aware_zero_violation,charging_action_count,charging_energy_kwh,cv_customer_count,cv_demand,cv_distance_m,cv_physical_vehicle_count,cv_route_count,depot_charging_action_count,depot_charging_energy_kwh,ev_carbon_saved_kg,ev_customer_count,ev_customer_share,ev_demand,ev_demand_share,ev_distance_m,ev_distance_share,ev_physical_vehicle_count,ev_physical_vehicle_share,ev_route_count,ev_route_share,instance,low_carbon_charging_share,naive_ev_indirect_kg,naive_weighted_carbon_g_per_kwh,naive_zero_violation,public_charging_action_count,public_charging_energy_kwh,route_count,same_charging_action_multiset,same_electricity_kwh,same_route_structure,seed,shifted_action_count,shifted_energy_kwh,size
14.710842657087845,95.37138734098832,126.4747314443999,True,8,754.0746380862248,0,0.0,0.0,0,0,8,754.0746380862248,10.633518015269615,55,1.0,24336.0,1.0,1145830.13601079,1.0,1,1.0,8,1.0,L-main-threeshift-25c-01,0.16549875761610258,106.00490535625794,140.576144591322,True,0,0,8,True,True,True,3,8,754.0746380862247,25
4.08610891403979,110.63751750577569,152.75334872443545,True,6,724.2886550746848,7,3370.0,174641.74993226194,1,1,6,724.2886550746848,3.7987633236437404,48,0.8727272727272727,20966.0,0.8615220249835635,1096604.0514842519,0.8626215718961169,1,0.5,6,0.8571428571428571,L-main-threeshift-25c-01,0.0013234221546832665,114.43628082941943,157.99816830986998,True,0,0,7,True,True,True,4,6,724.2886550746847,25
12.525642774734395,108.03284926684216,130.3320263974804,True,7,828.9048536494686,0,0.0,0.0,0,0,7,828.9048536494686,9.515659280573686,55,1.0,24336.0,1.0,1242245.0477473645,1.0,1,1.0,7,1.0,L-main-threeshift-25c-01,0.09323193235576352,117.54850854741585,141.8118231904157,True,0,0,7,True,True,True,5,7,828.9048536494686,25
20.782719297591868,171.69075163285842,123.63318267055156,True,14,1388.7109263406012,16,6980.0,379094.67820343387,2,2,14,1388.7109263406012,9.903189682231954,98,0.8596491228070176,43920.0,0.86286836935167,2117732.0197825944,0.8481694069879915,3,0.6,14,0.875,L-main-threeshift-50c-01,0.11617495153858831,181.59394131509038,130.76439298537775,True,0,0,16,True,True,True,1,12,1157.4043665606473,50
47.60538336750155,105.43378121381258,91.80650241818526,True,13,1148.434788786028,26,10517.0,628541.9559834232,3,3,13,1148.434788786028,14.229889743220852,88,0.7719298245614035,40383.0,0.7933791748526523,1747318.5680329062,0.7354466099209856,3,0.5,13,0.8125,L-main-threeshift-50c-01,0.31479376769815076,119.66367095703343,104.19718396333664,True,0,0,16,True,True,True,2,12,1046.0445120673323,50
25.78148442762824,151.99760485367838,121.21866862411134,True,15,1253.9125085180556,17,6964.0,544738.5638702975,2,2,15,1253.9125085180556,19.983917709441243,97,0.8508771929824561,43936.0,0.8631827111984283,1909007.213566283,0.7779971466973307,3,0.6,15,0.8823529411764706,L-main-threeshift-50c-01,0.11596811124001677,171.98152256311963,137.1559190891054,True,0,0,17,True,True,True,3,15,1253.9125085180556,50
29.595349042395178,150.38937574262764,112.66564874031221,True,13,1334.8290044400883,15,6738.0,387234.33405303716,2,2,13,1334.8290044400883,12.948908436274507,99,0.868421052631579,44162.0,0.86762278978389,2004942.913973598,0.8381247316132296,3,0.6,13,0.8666666666666667,L-main-threeshift-50c-01,0.1986067575573572,163.33828417890214,122.36644816346086,True,0,0,15,True,True,True,4,13,1334.8290044400883,50
39.8921747761688,169.4072616216163,110.96554273421494,True,17,1526.6654625155231,7,3334.0,185090.0876051038,1,1,17,1526.6654625155231,25.057760128070726,107,0.9385964912280702,47566.0,0.9344990176817288,2339964.3568870304,0.926698575546029,3,0.75,17,0.9444444444444444,L-main-threeshift-50c-01,0.19899314587056055,194.46502174968703,127.37893567675421,True,0,0,18,True,True,True,5,16,1425.6696560691282,50
83.43774055139798,253.08663258639672,123.6159252766818,True,24,2047.3626842166873,16,7101.0,411096.17877324705,2,2,24,2047.3626842166873,32.38804421786455,147,0.901840490797546,71279.0,0.909402908905333,3096584.956853088,0.8828011547007847,5,0.7142857142857143,24,0.9230769230769231,L-main-threeshift-75c-01,0.12714296507937278,285.47467680426126,139.43532282043265,True,0,0,26,True,True,True,1,24,2047.3626842166875,75
127.12166691277781,221.2987432710544,115.39878982638977,True,26,1917.6868631290195,16,6696.0,481027.0508339701,2,2,26,1917.6868631290195,35.502715561657936,147,0.901840490797546,71684.0,0.9145700433784129,2916588.1564966673,0.8584221515738114,5,0.7142857142857143,26,0.9285714285714286,L-main-threeshift-75c-01,0.15675368559722386,256.80145883271234,133.912091577714,True,0,0,28,True,True,True,2,26,1917.6868631290201,75
86.1100723763361,227.3887180727376,109.17188131460871,True,24,2082.850596093097,15,7264.0,474600.57328093983,2,2,24,2082.850596093097,45.81308919788839,148,0.9079754601226994,71116.0,0.9073232967593774,3160782.2715398464,0.8694496306057317,5,0.7142857142857143,24,0.9230769230769231,L-main-threeshift-75c-01,0.19894096916862958,273.201807270626,131.1672607642064,True,0,0,26,True,True,True,3,22,1851.5541771868066,75
75.43095915728904,252.92170533155263,120.11491588267802,True,24,2105.664425379054,17,6748.0,461975.24722153024,2,2,24,2105.664425379054,31.74107093225001,146,0.8957055214723927,71632.0,0.9139066088287828,3208175.419151839,0.8741263535978953,5,0.7142857142857143,24,0.9230769230769231,L-main-threeshift-75c-01,0.15645357401420845,284.66277626380264,135.18905141428635,True,0,0,26,True,True,True,4,23,1980.1795808705108,75
100.60670259693667,248.19559063220854,119.7863077881998,True,23,2071.986316424876,12,6067.0,403425.96602722094,2,2,23,2071.986316424876,31.016659349920616,151,0.9263803680981595,72313.0,0.9225950497575912,3131061.1623286833,0.8858601117003139,5,0.7142857142857143,23,0.92,L-main-threeshift-75c-01,0.13764997214036578,279.21224998212915,134.7558368357847,True,0,0,25,True,True,True,5,22,1954.6395268979563,75
81.8102264162292,426.89621767024425,128.33701224999845,True,35,3326.368677172079,0,0.0,0.0,0,0,35,3326.368677172079,39.69452347313825,221,1.0,97921.0,1.0,5068514.701344216,1.0,7,1.0,35,1.0,L-main-threeshift-100c-01,0.1009822657319013,466.5907411433825,140.27030267133702,True,0,0,35,True,True,True,1,32,3019.6507983978204,100
110.44927508163363,376.85235799635,112.80739879119908,True,37,3340.6705768819747,8,3537.0,261882.55782329937,1,1,37,3340.6705768819747,69.1262156784415,213,0.9638009049773756,94384.0,0.9638790453528865,5105533.69782155,0.9512088227649792,7,0.875,37,0.9736842105263158,L-main-threeshift-100c-01,0.20588855795970143,445.9785736747915,133.49971612317637,True,0,0,38,True,True,True,2,36,3224.2085021871803,100
119.43739667780011,427.5130725434192,124.52061344988832,True,34,3433.2714937632895,10,3460.0,249054.06951194926,1,1,34,3433.2714937632895,51.194782427519556,211,0.9547511312217195,94461.0,0.9646653935315203,5241207.178765791,0.9546371186635104,7,0.875,34,0.9714285714285714,L-main-threeshift-100c-01,0.17007351030458093,478.70785497093874,139.43198370432856,True,0,0,35,True,True,True,3,34,3433.2714937632886,100
91.3142475498117,333.7103917969285,118.68700588222923,True,29,2811.684306267383,14,7053.0,383664.470815876,2,2,29,2811.684306267383,45.231690141387105,207,0.9366515837104072,90868.0,0.9279725492999459,4244224.589843932,0.9170973059667129,7,0.7777777777777778,29,0.9354838709677419,L-main-threeshift-100c-01,0.1247401156511955,378.9420819383156,134.77405023516866,True,0,0,31,True,True,True,4,29,2811.6843062673834,100
62.04339434071951,391.31172002700947,136.63713690187336,True,29,2863.875289688132,27,10473.0,629819.5697167167,3,3,29,2863.875289688132,25.380307354077445,194,0.8778280542986425,87448.0,0.8930464353917954,4346166.279133509,0.8734281831082287,7,0.7,29,0.90625,L-main-threeshift-100c-01,0.07786609564183843,416.6920273810869,145.49936195946,True,0,0,32,True,True,True,5,29,2863.8752896881324,100
45.44326297901091,628.8975519073393,144.80407604369665,True,34,4343.092881705627,97,41458.0,3663108.154306204,10,12,34,4343.092881705627,30.278387934806346,225,0.6987577639751553,106010.0,0.7188678221715897,6538878.8034775285,0.6409416940578041,10,0.5,34,0.7391304347826086,L-main-threeshift-150c-01,0.05686943542084009,659.1759398421457,151.77569483231335,True,0,0,46,True,True,True,1,33,4226.694215871839,150
65.52364409628798,657.4182729744884,142.34048967066965,True,36,4618.631525685657,90,38957.0,3354807.263357844,10,11,36,4618.631525685657,20.076236638236765,232,0.7204968944099379,108511.0,0.7358274337483386,6942758.178197195,0.6742135524752506,10,0.5,36,0.7659574468085106,L-main-threeshift-150c-01,0.07339641350126119,677.4945096127252,146.68728298522322,True,0,0,47,True,True,True,2,36,4618.63152568566,150
32.7522111894612,752.8770834600027,151.56472253218817,True,35,4967.363584887719,80,34573.0,2992402.760840288,10,10,35,4967.363584887719,3.83962129808981,242,0.7515527950310559,112895.0,0.7655559172159384,7465300.339859748,0.7138565962309662,10,0.5,35,0.7777777777777778,L-main-threeshift-150c-01,0.04119556217145844,756.7167047580925,152.33769218348795,True,0,0,45,True,True,True,3,35,4967.363584887719,150
168.42959619482298,470.8260504605421,125.6393034589482,True,45,3747.44238067494,44,18009.0,1316816.6052660868,6,6,45,3747.44238067494,70.83582225057421,278,0.8633540372670807,129459.0,0.8778785906094881,5686100.991764152,0.8119617163816814,10,0.625,45,0.8823529411764706,L-main-threeshift-150c-01,0.1319244790341839,541.6618727111163,144.5417481278416,True,0,0,51,True,True,True,4,44,3639.2407795129193,150
109.57707096736566,590.370434850055,137.2509098335765,True,40,4301.395419279247,75,31974.0,2769758.3677155976,9,9,40,4301.395419279247,32.36086693658217,247,0.7670807453416149,115494.0,0.7831800797461144,6518717.73051858,0.7018070199650777,10,0.5263157894736842,40,0.8163265306122449,L-main-threeshift-150c-01,0.10331989713766217,622.7313017866371,144.77425139653485,True,0,0,49,True,True,True,5,40,4301.395419279247,150
230.99613306285093,512.0206101991683,104.96427681624351,True,61,4878.046376630985,61,25035.0,1504288.4112504867,7,7,61,4878.046376630985,119.73989909690351,388,0.8641425389755011,176597.0,0.8758381606094271,7423272.159961629,0.8315006211101802,14,0.6666666666666666,61,0.8970588235294118,L-main-threeshift-200c-01,0.2163933318285797,631.7605092960719,129.5109682274887,True,0,0,68,True,True,True,1,61,4878.046376630985,200
246.46510662375394,478.1849678369392,107.35758315949408,True,60,4454.133129343377,51,20915.0,1349263.9964347556,6,6,60,4454.133129343377,97.08411993281061,398,0.8864142538975501,180717.0,0.8962714251706079,6758891.426088436,0.8335917448391886,14,0.7,60,0.9090909090909091,L-main-threeshift-200c-01,0.17282562048703776,575.2690877697498,129.15399496704205,True,0,0,66,True,True,True,2,60,4454.133129343376,200
94.8955044244796,724.6117405074676,129.29059204100605,True,49,5604.520244424655,128,52979.0,4218519.433289827,14,15,49,5604.520244424655,40.026529336621365,321,0.7149220489977728,148653.0,0.7372490477701952,8479024.200729527,0.667768857120716,14,0.5,49,0.765625,L-main-threeshift-200c-01,0.10519179986461133,764.638269844089,136.43242177682325,True,0,0,64,True,True,True,3,47,5396.364026052371,200
272.87815916754676,469.18607378801414,100.77179108433154,True,61,4655.926710634454,39,17070.0,990971.767165381,5,5,61,4655.926710634454,133.6896351602627,410,0.9131403118040089,184562.0,0.9153408189176321,7070510.425916835,0.8770732548394435,14,0.7368421052631579,61,0.9242424242424242,L-main-threeshift-200c-01,0.23901903991209852,602.8757089482768,129.4856526781806,True,0,0,66,True,True,True,4,60,4555.774740355362,200
302.96618193833706,522.7630917509778,102.73200501724169,True,68,5088.609841336607,34,13447.0,872805.2943844633,4,4,68,5088.609841336607,145.32709488316345,415,0.9242761692650334,188185.0,0.9333091969528646,7745947.009909688,0.8987318275814002,14,0.7777777777777778,68,0.9444444444444444,L-main-threeshift-200c-01,0.25026385911991406,668.0901866341412,131.2912971253965,True,0,0,72,True,True,True,5,68,5088.609841336608,200
