absolute_shift_hours,aware_ev_indirect_kg,aware_weighted_carbon_g_per_kwh,aware_zero_violation,charging_action_count,charging_energy_kwh,cv_customer_count,cv_demand,cv_distance_m,cv_physical_vehicle_count,cv_route_count,depot_charging_action_count,depot_charging_energy_kwh,ev_carbon_saved_kg,ev_customer_count,ev_customer_share,ev_demand,ev_demand_share,ev_distance_m,ev_distance_share,ev_physical_vehicle_count,ev_physical_vehicle_share,ev_route_count,ev_route_share,instance,low_carbon_charging_share,naive_ev_indirect_kg,naive_weighted_carbon_g_per_kwh,naive_zero_violation,public_charging_action_count,public_charging_energy_kwh,route_count,same_charging_action_multiset,same_electricity_kwh,same_route_structure,seed,shifted_action_count,shifted_energy_kwh,size
2.398456637793665,66.30373804685522,148.07987372746754,True,4,447.75658148441846,0,0.0,0.0,0,0,4,447.75658148441846,0.023846350165783292,22,1.0,11625.0,1.0,692160.2232936148,1.0,1,1.0,4,1.0,L-main-threeshift-10c-01,0.047472108362910465,66.327584397021,148.1331311247943,True,0,0,4,True,True,True,1,4,447.7565814844184,10
2.398456637793665,66.30373804685523,148.07987372746757,True,4,447.75658148441846,0,0.0,0.0,0,0,4,447.75658148441846,0.023846350165783292,22,1.0,11625.0,1.0,692160.2232936148,1.0,1,1.0,4,1.0,L-main-threeshift-10c-01,0.04747210836291047,66.32758439702101,148.13313112479432,True,0,0,4,True,True,True,2,4,447.7565814844184,10
2.398456637793665,66.30373804685526,148.07987372746763,True,4,447.75658148441846,0,0.0,0.0,0,0,4,447.75658148441846,0.02384635016574066,22,1.0,11625.0,1.0,692160.2232936148,1.0,1,1.0,4,1.0,L-main-threeshift-10c-01,0.04747210836291047,66.327584397021,148.1331311247943,True,0,0,4,True,True,True,3,4,447.7565814844184,10
2.398456637793665,66.30373804685524,148.0798737274676,True,4,447.75658148441846,0,0.0,0.0,0,0,4,447.75658148441846,0.02384635016575487,22,1.0,11625.0,1.0,692160.2232936148,1.0,1,1.0,4,1.0,L-main-threeshift-10c-01,0.047472108362910465,66.327584397021,148.1331311247943,True,0,0,4,True,True,True,4,4,447.7565814844184,10
2.398456637793665,66.30373804685524,148.0798737274676,True,4,447.75658148441846,0,0.0,0.0,0,0,4,447.75658148441846,0.02384635016575487,22,1.0,11625.0,1.0,692160.2232936148,1.0,1,1.0,4,1.0,L-main-threeshift-10c-01,0.04747210836291047,66.327584397021,148.1331311247943,True,0,0,4,True,True,True,5,4,447.75658148441846,10
0.0,0.0,0.0,True,0,0,34,13776.0,991557.4933002352,2,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,L-main-threeshift-15c-01,0.0,0.0,0.0,True,0,0,5,True,True,True,1,0,0.0,15
0.0,0.0,0.0,True,0,0,34,13776.0,991557.4933002352,2,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,L-main-threeshift-15c-01,0.0,0.0,0.0,True,0,0,5,True,True,True,2,0,0.0,15
0.0,0.0,0.0,True,0,0,34,13776.0,991557.4933002352,2,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,L-main-threeshift-15c-01,0.0,0.0,0.0,True,0,0,5,True,True,True,3,0,0.0,15
0.0,0.0,0.0,True,0,0,34,13776.0,991557.4933002352,2,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,L-main-threeshift-15c-01,0.0,0.0,0.0,True,0,0,5,True,True,True,4,0,0.0,15
0.0,0.0,0.0,True,0,0,34,13776.0,1069273.8977929899,2,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,L-main-threeshift-15c-01,0.0,0.0,0.0,True,0,0,4,True,True,True,5,0,0.0,15
8.805410733381594,68.01144273831483,126.64147863658631,True,4,537.0392344634749,16,6717.0,480692.0947016617,2,2,4,537.0392344634749,5.984432339562886,29,0.6444444444444445,12822.0,0.6562260095194227,802530.8141490286,0.625402499140083,1,0.3333333333333333,4,0.6666666666666666,L-main-threeshift-20c-01,0.12289604886305339,73.99587507787771,137.78485877629174,True,0,0,6,True,True,True,1,4,537.0392344634749,20
22.658754456892563,93.31193405716051,117.0620738855444,True,7,797.1149917298987,0,0.0,0.0,0,0,7,797.1149917298987,11.15772222914984,45,1.0,19539.0,1.0,1217357.28990062,1.0,1,1.0,7,1.0,L-main-threeshift-20c-01,0.1374969989818687,104.46965628631035,131.05970577669143,True,0,0,7,True,True,True,2,7,797.1149917298987,20
3.4075771338717438,124.7410993321149,138.63731545486408,True,7,899.7656866251615,0,0.0,0.0,0,0,7,899.7656866251615,3.9935162243810822,45,1.0,19539.0,1.0,1366495.8077499298,1.0,1,1.0,7,1.0,L-main-threeshift-20c-01,0.05482298152473137,128.73461555649598,143.07571123250253,True,0,0,7,True,True,True,3,6,790.9598332281068,20
7.580641411847367,91.51319891348314,133.93984043525273,True,6,683.2410626748591,5,2120.0,201584.22201721894,1,1,6,683.2410626748591,11.608617654839051,40,0.8888888888888888,17419.0,0.8914990531756999,1038980.6638969559,0.8375061036257921,1,0.5,6,0.8571428571428571,L-main-threeshift-20c-01,0.06167900993306307,103.12181656832219,150.93035562676042,True,0,0,7,True,True,True,4,6,683.2410626748591,20
2.415050342695166,69.19527338416235,136.40746273658954,True,4,507.26897191675135,16,6814.0,494962.5956246372,2,2,4,507.26897191675135,3.051982189835016,29,0.6444444444444445,12725.0,0.651261579405292,754773.2233643635,0.6039462195897951,1,0.3333333333333333,4,0.6666666666666666,L-main-threeshift-20c-01,0.035506392292617844,72.24725557399736,142.42395962245837,True,0,0,6,True,True,True,5,4,507.2689719167513,20
34.61770103285339,92.2056779216397,118.97079357910741,True,8,775.0278463119545,0,0.0,0.0,0,0,8,775.0278463119545,20.864124362814337,55,1.0,24336.0,1.0,1178338.339226636,1.0,1,1.0,8,1.0,L-main-threeshift-25c-01,0.24047877421364325,113.06980228445404,145.89127709734265,True,0,0,8,True,True,True,1,8,775.0278463119544,25
17.544140191303672,65.38321779814373,100.18521827101077,True,6,652.623400203369,9,3329.0,188341.77157422126,1,1,6,652.623400203369,11.891339602332522,46,0.8363636363636363,21007.0,0.863206771860618,987682.0363778909,0.8398486745755657,1,0.5,6,0.8571428571428571,L-main-threeshift-25c-01,0.20026759107177275,77.27455740047625,118.40604761704245,True,0,0,7,True,True,True,2,6,652.623400203369,25
