alpha,condition,contract_sha256,dependency,eval_budget,execution,input_fingerprint,instance,seed,spec_id,task_id
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-15c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,329be3f8f0947a003fcad2ed472867da981f28dde67b9bf7855d5a5b301a8140,L-main-threeshift-15c-01,3,L-main-threeshift-15c-01__mixed__seed3,L-main-threeshift-15c-01__mixed__seed3__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,f36f46417e64715fd118dc49b3bda441f55f32a81f9c85e5391d9a28b1a0cd3b,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__geographic__seed1,L-main-threeshift-20c-01__geographic__seed1__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,f36f46417e64715fd118dc49b3bda441f55f32a81f9c85e5391d9a28b1a0cd3b,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__geographic__seed1,L-main-threeshift-20c-01__geographic__seed1__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,f36f46417e64715fd118dc49b3bda441f55f32a81f9c85e5391d9a28b1a0cd3b,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__geographic__seed1,L-main-threeshift-20c-01__geographic__seed1__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,f36f46417e64715fd118dc49b3bda441f55f32a81f9c85e5391d9a28b1a0cd3b,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__geographic__seed1,L-main-threeshift-20c-01__geographic__seed1__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,f36f46417e64715fd118dc49b3bda441f55f32a81f9c85e5391d9a28b1a0cd3b,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__geographic__seed1,L-main-threeshift-20c-01__geographic__seed1__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,ce9c51a2e3a9b539c8d867b788e0ef312446016c688caba31dc3c47a195135b1,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__geographic__seed2,L-main-threeshift-20c-01__geographic__seed2__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,ce9c51a2e3a9b539c8d867b788e0ef312446016c688caba31dc3c47a195135b1,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__geographic__seed2,L-main-threeshift-20c-01__geographic__seed2__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,ce9c51a2e3a9b539c8d867b788e0ef312446016c688caba31dc3c47a195135b1,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__geographic__seed2,L-main-threeshift-20c-01__geographic__seed2__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,ce9c51a2e3a9b539c8d867b788e0ef312446016c688caba31dc3c47a195135b1,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__geographic__seed2,L-main-threeshift-20c-01__geographic__seed2__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,ce9c51a2e3a9b539c8d867b788e0ef312446016c688caba31dc3c47a195135b1,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__geographic__seed2,L-main-threeshift-20c-01__geographic__seed2__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,aae9e603bb23b2709b2cd190a2a7f1c0d9599b8d0430c1b3cc82046a8cf52c9a,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__geographic__seed3,L-main-threeshift-20c-01__geographic__seed3__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,aae9e603bb23b2709b2cd190a2a7f1c0d9599b8d0430c1b3cc82046a8cf52c9a,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__geographic__seed3,L-main-threeshift-20c-01__geographic__seed3__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,aae9e603bb23b2709b2cd190a2a7f1c0d9599b8d0430c1b3cc82046a8cf52c9a,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__geographic__seed3,L-main-threeshift-20c-01__geographic__seed3__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,aae9e603bb23b2709b2cd190a2a7f1c0d9599b8d0430c1b3cc82046a8cf52c9a,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__geographic__seed3,L-main-threeshift-20c-01__geographic__seed3__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,aae9e603bb23b2709b2cd190a2a7f1c0d9599b8d0430c1b3cc82046a8cf52c9a,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__geographic__seed3,L-main-threeshift-20c-01__geographic__seed3__alpha_100
0.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,a0b2849f7e9f9b75fad6bab15a19fa0b91debf24fb4dce9e3eb36b79ae38ea7a,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__mixed__seed1,L-main-threeshift-20c-01__mixed__seed1__alpha_000
0.25,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,a0b2849f7e9f9b75fad6bab15a19fa0b91debf24fb4dce9e3eb36b79ae38ea7a,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__mixed__seed1,L-main-threeshift-20c-01__mixed__seed1__alpha_025
0.5,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,a0b2849f7e9f9b75fad6bab15a19fa0b91debf24fb4dce9e3eb36b79ae38ea7a,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__mixed__seed1,L-main-threeshift-20c-01__mixed__seed1__alpha_050
0.75,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,a0b2849f7e9f9b75fad6bab15a19fa0b91debf24fb4dce9e3eb36b79ae38ea7a,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__mixed__seed1,L-main-threeshift-20c-01__mixed__seed1__alpha_075
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,a0b2849f7e9f9b75fad6bab15a19fa0b91debf24fb4dce9e3eb36b79ae38ea7a,L-main-threeshift-20c-01,1,L-main-threeshift-20c-01__mixed__seed1,L-main-threeshift-20c-01__mixed__seed1__alpha_100
0.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,d8248e748b2a33f1f7bed8dd63c9eea008ef3035be3c2b328b9e738562b54fad,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__mixed__seed2,L-main-threeshift-20c-01__mixed__seed2__alpha_000
0.25,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,d8248e748b2a33f1f7bed8dd63c9eea008ef3035be3c2b328b9e738562b54fad,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__mixed__seed2,L-main-threeshift-20c-01__mixed__seed2__alpha_025
0.5,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,d8248e748b2a33f1f7bed8dd63c9eea008ef3035be3c2b328b9e738562b54fad,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__mixed__seed2,L-main-threeshift-20c-01__mixed__seed2__alpha_050
0.75,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,d8248e748b2a33f1f7bed8dd63c9eea008ef3035be3c2b328b9e738562b54fad,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__mixed__seed2,L-main-threeshift-20c-01__mixed__seed2__alpha_075
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,d8248e748b2a33f1f7bed8dd63c9eea008ef3035be3c2b328b9e738562b54fad,L-main-threeshift-20c-01,2,L-main-threeshift-20c-01__mixed__seed2,L-main-threeshift-20c-01__mixed__seed2__alpha_100
0.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,e15bee9c76f6a398e31009d9d69eb85f8b06820b0254d7230f63cdb53ddfbaee,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__mixed__seed3,L-main-threeshift-20c-01__mixed__seed3__alpha_000
0.25,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,e15bee9c76f6a398e31009d9d69eb85f8b06820b0254d7230f63cdb53ddfbaee,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__mixed__seed3,L-main-threeshift-20c-01__mixed__seed3__alpha_025
0.5,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,e15bee9c76f6a398e31009d9d69eb85f8b06820b0254d7230f63cdb53ddfbaee,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__mixed__seed3,L-main-threeshift-20c-01__mixed__seed3__alpha_050
0.75,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,e15bee9c76f6a398e31009d9d69eb85f8b06820b0254d7230f63cdb53ddfbaee,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__mixed__seed3,L-main-threeshift-20c-01__mixed__seed3__alpha_075
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-20c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,e15bee9c76f6a398e31009d9d69eb85f8b06820b0254d7230f63cdb53ddfbaee,L-main-threeshift-20c-01,3,L-main-threeshift-20c-01__mixed__seed3,L-main-threeshift-20c-01__mixed__seed3__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,cacec6ad1e0cb426f439c6a71e676415b752f6ede9398ee1cf2814782b0a6815,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__geographic__seed1,L-main-threeshift-25c-01__geographic__seed1__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,cacec6ad1e0cb426f439c6a71e676415b752f6ede9398ee1cf2814782b0a6815,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__geographic__seed1,L-main-threeshift-25c-01__geographic__seed1__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,cacec6ad1e0cb426f439c6a71e676415b752f6ede9398ee1cf2814782b0a6815,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__geographic__seed1,L-main-threeshift-25c-01__geographic__seed1__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,cacec6ad1e0cb426f439c6a71e676415b752f6ede9398ee1cf2814782b0a6815,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__geographic__seed1,L-main-threeshift-25c-01__geographic__seed1__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,cacec6ad1e0cb426f439c6a71e676415b752f6ede9398ee1cf2814782b0a6815,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__geographic__seed1,L-main-threeshift-25c-01__geographic__seed1__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,f1976b487c1dc56f6c994c6b26255e9c31be823b2e70919d795920eb2ba744b0,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__geographic__seed2,L-main-threeshift-25c-01__geographic__seed2__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,f1976b487c1dc56f6c994c6b26255e9c31be823b2e70919d795920eb2ba744b0,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__geographic__seed2,L-main-threeshift-25c-01__geographic__seed2__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,f1976b487c1dc56f6c994c6b26255e9c31be823b2e70919d795920eb2ba744b0,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__geographic__seed2,L-main-threeshift-25c-01__geographic__seed2__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,f1976b487c1dc56f6c994c6b26255e9c31be823b2e70919d795920eb2ba744b0,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__geographic__seed2,L-main-threeshift-25c-01__geographic__seed2__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,f1976b487c1dc56f6c994c6b26255e9c31be823b2e70919d795920eb2ba744b0,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__geographic__seed2,L-main-threeshift-25c-01__geographic__seed2__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,2b4f8fefcd61ed4fa298eeaeb40d239ce3b9f19f8ac7073a3f491477550a1c78,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__geographic__seed3,L-main-threeshift-25c-01__geographic__seed3__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,2b4f8fefcd61ed4fa298eeaeb40d239ce3b9f19f8ac7073a3f491477550a1c78,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__geographic__seed3,L-main-threeshift-25c-01__geographic__seed3__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,2b4f8fefcd61ed4fa298eeaeb40d239ce3b9f19f8ac7073a3f491477550a1c78,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__geographic__seed3,L-main-threeshift-25c-01__geographic__seed3__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,2b4f8fefcd61ed4fa298eeaeb40d239ce3b9f19f8ac7073a3f491477550a1c78,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__geographic__seed3,L-main-threeshift-25c-01__geographic__seed3__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__geographic__seed3__alpha_000,4000,run_or_conditional_reuse,2b4f8fefcd61ed4fa298eeaeb40d239ce3b9f19f8ac7073a3f491477550a1c78,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__geographic__seed3,L-main-threeshift-25c-01__geographic__seed3__alpha_100
0.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,0736f6e31b2a07df1e6076e636e28bb46a9460a733c4d2b3f49c1c88f420ad25,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__mixed__seed1,L-main-threeshift-25c-01__mixed__seed1__alpha_000
0.25,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,0736f6e31b2a07df1e6076e636e28bb46a9460a733c4d2b3f49c1c88f420ad25,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__mixed__seed1,L-main-threeshift-25c-01__mixed__seed1__alpha_025
0.5,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,0736f6e31b2a07df1e6076e636e28bb46a9460a733c4d2b3f49c1c88f420ad25,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__mixed__seed1,L-main-threeshift-25c-01__mixed__seed1__alpha_050
0.75,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,0736f6e31b2a07df1e6076e636e28bb46a9460a733c4d2b3f49c1c88f420ad25,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__mixed__seed1,L-main-threeshift-25c-01__mixed__seed1__alpha_075
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed1__alpha_000,4000,run_or_conditional_reuse,0736f6e31b2a07df1e6076e636e28bb46a9460a733c4d2b3f49c1c88f420ad25,L-main-threeshift-25c-01,1,L-main-threeshift-25c-01__mixed__seed1,L-main-threeshift-25c-01__mixed__seed1__alpha_100
0.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,905ca453cdcb73caf212660cb402390709eca5ef48f596c9bc64d4d39e1724ec,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__mixed__seed2,L-main-threeshift-25c-01__mixed__seed2__alpha_000
0.25,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,905ca453cdcb73caf212660cb402390709eca5ef48f596c9bc64d4d39e1724ec,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__mixed__seed2,L-main-threeshift-25c-01__mixed__seed2__alpha_025
0.5,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,905ca453cdcb73caf212660cb402390709eca5ef48f596c9bc64d4d39e1724ec,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__mixed__seed2,L-main-threeshift-25c-01__mixed__seed2__alpha_050
0.75,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,905ca453cdcb73caf212660cb402390709eca5ef48f596c9bc64d4d39e1724ec,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__mixed__seed2,L-main-threeshift-25c-01__mixed__seed2__alpha_075
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed2__alpha_000,4000,run_or_conditional_reuse,905ca453cdcb73caf212660cb402390709eca5ef48f596c9bc64d4d39e1724ec,L-main-threeshift-25c-01,2,L-main-threeshift-25c-01__mixed__seed2,L-main-threeshift-25c-01__mixed__seed2__alpha_100
0.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,d923d666985c467e424c0cee466d9814e3b13c91b641a39139bff53e9c1e4e40,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__mixed__seed3,L-main-threeshift-25c-01__mixed__seed3__alpha_000
0.25,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,d923d666985c467e424c0cee466d9814e3b13c91b641a39139bff53e9c1e4e40,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__mixed__seed3,L-main-threeshift-25c-01__mixed__seed3__alpha_025
0.5,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,d923d666985c467e424c0cee466d9814e3b13c91b641a39139bff53e9c1e4e40,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__mixed__seed3,L-main-threeshift-25c-01__mixed__seed3__alpha_050
0.75,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,d923d666985c467e424c0cee466d9814e3b13c91b641a39139bff53e9c1e4e40,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__mixed__seed3,L-main-threeshift-25c-01__mixed__seed3__alpha_075
1.0,mixed,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-25c-01__mixed__seed3__alpha_000,4000,run_or_conditional_reuse,d923d666985c467e424c0cee466d9814e3b13c91b641a39139bff53e9c1e4e40,L-main-threeshift-25c-01,3,L-main-threeshift-25c-01__mixed__seed3,L-main-threeshift-25c-01__mixed__seed3__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,952a12a82cfa690075e45f5674b5be51f509166c15322fda32c80250089027f8,L-main-threeshift-50c-01,1,L-main-threeshift-50c-01__geographic__seed1,L-main-threeshift-50c-01__geographic__seed1__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-50c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,952a12a82cfa690075e45f5674b5be51f509166c15322fda32c80250089027f8,L-main-threeshift-50c-01,1,L-main-threeshift-50c-01__geographic__seed1,L-main-threeshift-50c-01__geographic__seed1__alpha_025
0.5,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-50c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,952a12a82cfa690075e45f5674b5be51f509166c15322fda32c80250089027f8,L-main-threeshift-50c-01,1,L-main-threeshift-50c-01__geographic__seed1,L-main-threeshift-50c-01__geographic__seed1__alpha_050
0.75,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-50c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,952a12a82cfa690075e45f5674b5be51f509166c15322fda32c80250089027f8,L-main-threeshift-50c-01,1,L-main-threeshift-50c-01__geographic__seed1,L-main-threeshift-50c-01__geographic__seed1__alpha_075
1.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-50c-01__geographic__seed1__alpha_000,4000,run_or_conditional_reuse,952a12a82cfa690075e45f5674b5be51f509166c15322fda32c80250089027f8,L-main-threeshift-50c-01,1,L-main-threeshift-50c-01__geographic__seed1,L-main-threeshift-50c-01__geographic__seed1__alpha_100
0.0,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,,4000,run_unrestricted,6d6593d6a84835f847de367b1eb1266806381af4b7a3039163e2868dbcb1f3e7,L-main-threeshift-50c-01,2,L-main-threeshift-50c-01__geographic__seed2,L-main-threeshift-50c-01__geographic__seed2__alpha_000
0.25,geographic,89fdf5eb7d7694347ed5de0f8a30e64d0d469c5a185a8ee589ac48baa28e9bbc,L-main-threeshift-50c-01__geographic__seed2__alpha_000,4000,run_or_conditional_reuse,6d6593d6a84835f847de367b1eb1266806381af4b7a3039163e2868dbcb1f3e7,L-main-threeshift-50c-01,2,L-main-threeshift-50c-01__geographic__seed2,L-main-threeshift-50c-01__geographic__seed2__alpha_025
