alpha,candidate_pool_size,condition,cost_increment_pct,displayed_theta,eligible_candidate_count,formula_theta,independent_profit_json,instance,lower_bound_slack_json,minimum_lower_bound_slack,natural_satisfaction,raw_executed_search,raw_reused_from_alpha0,raw_task_id,seed,selected_candidate_id,selected_certificate_path,selected_certificate_sha256,selected_cost_carbon,selected_cost_elec,selected_cost_fix,selected_cost_fuel,selected_cost_km,selected_cost_occ,selected_cost_transship,selected_cross_site_customer_count,selected_depot_profit_json,selected_minimum_profit_ratio,selected_profit_ratio_json,selected_solution_path,selected_solution_sha256,selected_source_alpha,selected_source_kind,selected_total_cost,spec_id,total_search_evaluations_exposed,unique_candidate_solution_count,unrestricted_mu
0.0,6,geographic,0.0,0.8364643556830976,6,0.8364643556830976,"{""D0"": 513.3857201631863, ""D1"": 898.33106602854}",L-main-threeshift-10c-01,"{""D0"": 0.0, ""D1"": 0.3312604103449369}",0.0,False,True,False,L-main-threeshift-10c-01__geographic__seed3__alpha_000,3,L-main-threeshift-10c-01__geographic__seed3__alpha_000,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed3__alpha_000.json,e2b0d543134e3bd14cba74e728b722f834bf48b546f951f2d25aa949667ff739,0.0,67.14906774972984,320.0,61.79210722314829,273.93653550002733,0.0,0.0,2,"{""D0"": 429.4288556332027, ""D1"": 1049.0034338938917}",0.8364643556830976,"{""D0"": 0.8364643556830976, ""D1"": 1.1677247660280345}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed3__alpha_000.json,912e275ed4a069bacdc713331e30bf08b9ff410abef7a03e651742d130df1951,0.0,level_search,722.8777104729054,L-main-threeshift-10c-01__geographic__seed3,20000,5,0.8364643556830976
0.25,6,geographic,6.356363103769416,0.8773482667623232,5,0.8773482667623232,"{""D0"": 513.3857201631863, ""D1"": 898.33106602854}",L-main-threeshift-10c-01,"{""D0"": 0.12941452985188195, ""D1"": 0.14190393179277494}",0.12941452985188195,False,True,False,L-main-threeshift-10c-01__geographic__seed3__alpha_025,3,L-main-threeshift-10c-01__geographic__seed3__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,a999037c592e3a17b17df79a4b034c3bceb54a9aa3c5f3f2e76c7d43682863c7,0.0,51.733467197376974,320.0,110.31025236811048,286.7827229812908,0.0,0.0,2,"{""D0"": 516.8576433732871, ""D1"": 915.6259140799344}",1.0067627966142052,"{""D0"": 1.0067627966142052, ""D1"": 1.0192521985550982}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,3071aa0f66f22fb10727f49060f2a68d1d6b4d1f043808950857fb716995c5fe,0.5,level_search,768.8264425467783,L-main-threeshift-10c-01__geographic__seed3,20000,5,0.8364643556830976
0.5,6,geographic,6.356363103769416,0.9182321778415488,5,0.9182321778415488,"{""D0"": 513.3857201631863, ""D1"": 898.33106602854}",L-main-threeshift-10c-01,"{""D0"": 0.08853061877265644, ""D1"": 0.10102002071354943}",0.08853061877265644,False,True,False,L-main-threeshift-10c-01__geographic__seed3__alpha_050,3,L-main-threeshift-10c-01__geographic__seed3__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,a999037c592e3a17b17df79a4b034c3bceb54a9aa3c5f3f2e76c7d43682863c7,0.0,51.733467197376974,320.0,110.31025236811048,286.7827229812908,0.0,0.0,2,"{""D0"": 516.8576433732871, ""D1"": 915.6259140799344}",1.0067627966142052,"{""D0"": 1.0067627966142052, ""D1"": 1.0192521985550982}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,3071aa0f66f22fb10727f49060f2a68d1d6b4d1f043808950857fb716995c5fe,0.5,level_search,768.8264425467783,L-main-threeshift-10c-01__geographic__seed3,20000,5,0.8364643556830976
0.75,6,geographic,6.356363103769416,0.9591160889207744,4,0.9591160889207744,"{""D0"": 513.3857201631863, ""D1"": 898.33106602854}",L-main-threeshift-10c-01,"{""D0"": 0.04764670769343082, ""D1"": 0.06013610963432381}",0.04764670769343082,False,True,False,L-main-threeshift-10c-01__geographic__seed3__alpha_075,3,L-main-threeshift-10c-01__geographic__seed3__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,a999037c592e3a17b17df79a4b034c3bceb54a9aa3c5f3f2e76c7d43682863c7,0.0,51.733467197376974,320.0,110.31025236811048,286.7827229812908,0.0,0.0,2,"{""D0"": 516.8576433732871, ""D1"": 915.6259140799344}",1.0067627966142052,"{""D0"": 1.0067627966142052, ""D1"": 1.0192521985550982}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,3071aa0f66f22fb10727f49060f2a68d1d6b4d1f043808950857fb716995c5fe,0.5,level_search,768.8264425467783,L-main-threeshift-10c-01__geographic__seed3,20000,5,0.8364643556830976
1.0,6,geographic,6.356363103769416,1.0,3,1.0,"{""D0"": 513.3857201631863, ""D1"": 898.33106602854}",L-main-threeshift-10c-01,"{""D0"": 0.006762796614205202, ""D1"": 0.019252198555098188}",0.006762796614205202,False,True,False,L-main-threeshift-10c-01__geographic__seed3__alpha_100,3,L-main-threeshift-10c-01__geographic__seed3__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,a999037c592e3a17b17df79a4b034c3bceb54a9aa3c5f3f2e76c7d43682863c7,0.0,51.733467197376974,320.0,110.31025236811048,286.7827229812908,0.0,0.0,2,"{""D0"": 516.8576433732871, ""D1"": 915.6259140799344}",1.0067627966142052,"{""D0"": 1.0067627966142052, ""D1"": 1.0192521985550982}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed3__alpha_050.json,3071aa0f66f22fb10727f49060f2a68d1d6b4d1f043808950857fb716995c5fe,0.5,level_search,768.8264425467783,L-main-threeshift-10c-01__geographic__seed3,20000,5,0.8364643556830976
0.0,6,mixed,0.0,0.6687747771943073,6,0.6687747771943073,"{""D0"": 456.8600219957514, ""D1"": 860.8495579971884}",L-main-threeshift-10c-01,"{""D0"": 0.9093711726417186, ""D1"": 0.24388146692196244}",0.24388146692196244,False,True,False,L-main-threeshift-10c-01__mixed__seed1__alpha_000,1,L-main-threeshift-10c-01__mixed__seed1__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed1__alpha_050.json,a3e7819f861dd92835aecf4d6936ec5634e3a299cf15b6f15f1a7cfdab3d1de0,0.0,45.04998296470919,320.0,87.35242117706784,242.25607815276516,0.0,0.0,7,"{""D0"": 720.9917933545928, ""D1"": 785.659724350865}",0.9126562441162698,"{""D0"": 1.578145949836026, ""D1"": 0.9126562441162698}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed1__alpha_050.json,0520cef2deb0a9e70779c918047128470cab6b541dbbc937a9d4e5f04e7e5ed0,0.5,level_search,694.6584822945423,L-main-threeshift-10c-01__mixed__seed1,20000,6,0.6687747771943073
0.25,6,mixed,0.0,0.7515810828957306,5,0.7515810828957306,"{""D0"": 456.8600219957514, ""D1"": 860.8495579971884}",L-main-threeshift-10c-01,"{""D0"": 0.8265648669402954, ""D1"": 0.16107516122053922}",0.16107516122053922,False,True,False,L-main-threeshift-10c-01__mixed__seed1__alpha_025,1,L-main-threeshift-10c-01__mixed__seed1__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed1__alpha_050.json,a3e7819f861dd92835aecf4d6936ec5634e3a299cf15b6f15f1a7cfdab3d1de0,0.0,45.04998296470919,320.0,87.35242117706784,242.25607815276516,0.0,0.0,7,"{""D0"": 720.9917933545928, ""D1"": 785.659724350865}",0.9126562441162698,"{""D0"": 1.578145949836026, ""D1"": 0.9126562441162698}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed1__alpha_050.json,0520cef2deb0a9e70779c918047128470cab6b541dbbc937a9d4e5f04e7e5ed0,0.5,level_search,694.6584822945423,L-main-threeshift-10c-01__mixed__seed1,20000,6,0.6687747771943073
0.5,6,mixed,0.0,0.8343873885971537,5,0.8343873885971537,"{""D0"": 456.8600219957514, ""D1"": 860.8495579971884}",L-main-threeshift-10c-01,"{""D0"": 0.7437585612388723, ""D1"": 0.07826885551911611}",0.07826885551911611,False,True,False,L-main-threeshift-10c-01__mixed__seed1__alpha_050,1,L-main-threeshift-10c-01__mixed__seed1__alpha_050,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed1__alpha_050.json,a3e7819f861dd92835aecf4d6936ec5634e3a299cf15b6f15f1a7cfdab3d1de0,0.0,45.04998296470919,320.0,87.35242117706784,242.25607815276516,0.0,0.0,7,"{""D0"": 720.9917933545928, ""D1"": 785.659724350865}",0.9126562441162698,"{""D0"": 1.578145949836026, ""D1"": 0.9126562441162698}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed1__alpha_050.json,0520cef2deb0a9e70779c918047128470cab6b541dbbc937a9d4e5f04e7e5ed0,0.5,level_search,694.6584822945423,L-main-threeshift-10c-01__mixed__seed1,20000,6,0.6687747771943073
0.75,6,mixed,0.3056212346654094,0.9171936942985768,4,0.9171936942985768,"{""D0"": 456.8600219957514, ""D1"": 860.8495579971884}",L-main-threeshift-10c-01,"{""D0"": 0.40647751247620856, ""D1"": 0.12804821687381485}",0.12804821687381485,False,True,False,L-main-threeshift-10c-01__mixed__seed1__alpha_075,1,L-main-threeshift-10c-01__mixed__seed1__alpha_075,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed1__alpha_075.json,b1129fe765c9b67861ffe87b94f37235294565eb08774469f199880de008312e,0.0,47.40225129454288,320.0,84.72007463101806,244.65918019927793,0.0,0.0,6,"{""D0"": 604.7324566422712, ""D1"": 899.7960372328898}",1.0452419111723916,"{""D0"": 1.3236712067747853, ""D1"": 1.0452419111723916}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed1__alpha_075.json,0c1a3dc9b76bee963168d446408da8af296ac399555b9fdeeaa1ed3db9902d09,0.75,level_search,696.7815061248389,L-main-threeshift-10c-01__mixed__seed1,20000,6,0.6687747771943073
1.0,6,mixed,0.3056212346654094,1.0,3,1.0,"{""D0"": 456.8600219957514, ""D1"": 860.8495579971884}",L-main-threeshift-10c-01,"{""D0"": 0.32367120677478534, ""D1"": 0.045241911172391625}",0.045241911172391625,False,True,False,L-main-threeshift-10c-01__mixed__seed1__alpha_100,1,L-main-threeshift-10c-01__mixed__seed1__alpha_075,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed1__alpha_075.json,b1129fe765c9b67861ffe87b94f37235294565eb08774469f199880de008312e,0.0,47.40225129454288,320.0,84.72007463101806,244.65918019927793,0.0,0.0,6,"{""D0"": 604.7324566422712, ""D1"": 899.7960372328898}",1.0452419111723916,"{""D0"": 1.3236712067747853, ""D1"": 1.0452419111723916}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed1__alpha_075.json,0c1a3dc9b76bee963168d446408da8af296ac399555b9fdeeaa1ed3db9902d09,0.75,level_search,696.7815061248389,L-main-threeshift-10c-01__mixed__seed1,20000,6,0.6687747771943073
0.0,6,mixed,0.0,0.9032824323398098,6,0.9032824323398098,"{""D0"": 438.5903725723322, ""D1"": 860.9544836131017}",L-main-threeshift-10c-01,"{""D0"": 0.7445217846936839, ""D1"": 0.0}",0.0,False,True,False,L-main-threeshift-10c-01__mixed__seed2__alpha_000,2,L-main-threeshift-10c-01__mixed__seed2__alpha_000,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed2__alpha_000.json,bf8ca0f9bc37bd4dc58005be75a5c895d416f3b15ad2484a1ea564a790621efd,0.0,84.25504000709242,320.0,24.02899135650268,272.62984306951705,0.0,0.0,6,"{""D0"": 722.7110654749802, ""D1"": 777.6850600919074}",0.9032824323398098,"{""D0"": 1.6478042170334937, ""D1"": 0.9032824323398098}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed2__alpha_000.json,9952d17ab63803b0a75112c033309d9429bb126299f11600d1b7cb9c7b850a4a,0.0,level_search,700.9138744331121,L-main-threeshift-10c-01__mixed__seed2,20000,6,0.9032824323398098
0.25,6,mixed,2.571682150903181,0.9274618242548573,5,0.9274618242548573,"{""D0"": 438.5903725723322, ""D1"": 860.9544836131017}",L-main-threeshift-10c-01,"{""D0"": 0.6101155660890574, ""D1"": 0.011036346617389392}",0.011036346617389392,False,True,False,L-main-threeshift-10c-01__mixed__seed2__alpha_025,2,L-main-threeshift-10c-01__mixed__seed2__alpha_025,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed2__alpha_025.json,39fa1b59eb50741f88ee856a54c363343160049830304c833d479878175d86a5,0.0,64.19291196535507,320.0,65.2652688750385,269.4809705947189,0.0,0.0,7,"{""D0"": 674.3666404897318, ""D1"": 808.0042080751557}",0.9384981708722467,"{""D0"": 1.5375773903439147, ""D1"": 0.9384981708722467}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed2__alpha_025.json,b7298c2055b6fdef4338cef75e3d1f6e81ff8f8231addb9cd05c5dcbca56267c,0.25,level_search,718.9391514351124,L-main-threeshift-10c-01__mixed__seed2,20000,6,0.9032824323398098
0.5,6,mixed,2.903325075134262,0.9516412161699048,4,0.9516412161699048,"{""D0"": 438.5903725723322, ""D1"": 860.9544836131017}",L-main-threeshift-10c-01,"{""D0"": 0.3870523292597723, ""D1"": 0.08547309526035596}",0.08547309526035596,False,True,False,L-main-threeshift-10c-01__mixed__seed2__alpha_050,2,L-main-threeshift-10c-01__mixed__seed2__alpha_100,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__mixed__seed2__alpha_100.json,d74c9fab2325f01f15249ae595ec68e15b2a532dd19e73d2929a8105fe16444c,0.0,46.85604296007332,320.0,95.78661839912067,258.62102134542977,0.0,0.0,6,"{""D0"": 587.1381008501785, ""D1"": 892.9082164451977}",1.0371143114302608,"{""D0"": 1.3386935454296771, ""D1"": 1.0371143114302608}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__mixed__seed2__alpha_100.json,c279208e57dba22712d7cc9ec7e4d43568fe3e25fa92e387f6addf9bc2bc80cc,1.0,level_search,721.2636827046238,L-main-threeshift-10c-01__mixed__seed2,20000,6,0.9032824323398098
