alpha,candidate_pool_size,condition,cost_increment_pct,displayed_theta,eligible_candidate_count,formula_theta,independent_profit_json,instance,lower_bound_slack_json,minimum_lower_bound_slack,natural_satisfaction,raw_executed_search,raw_reused_from_alpha0,raw_task_id,seed,selected_candidate_id,selected_certificate_path,selected_certificate_sha256,selected_cost_carbon,selected_cost_elec,selected_cost_fix,selected_cost_fuel,selected_cost_km,selected_cost_occ,selected_cost_transship,selected_cross_site_customer_count,selected_depot_profit_json,selected_minimum_profit_ratio,selected_profit_ratio_json,selected_solution_path,selected_solution_sha256,selected_source_alpha,selected_source_kind,selected_total_cost,spec_id,total_search_evaluations_exposed,unique_candidate_solution_count,unrestricted_mu
0.0,6,geographic,0.0,0.8567723093589141,6,0.8567723093589141,"{""D0"": 513.3857201631863, ""D1"": 885.1544565398159}",L-main-threeshift-10c-01,"{""D0"": 0.5361687008299785, ""D1"": 0.0}",0.0,False,True,False,L-main-threeshift-10c-01__geographic__seed1__alpha_000,1,L-main-threeshift-10c-01__geographic__seed1__alpha_000,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed1__alpha_000.json,2291e07facf3a16217aad928ad281183b9e177ce8a082d849139e2f47aca3279,0.0,63.55589096460055,320.0,69.48982565701985,274.77243184876596,0.0,0.0,2,"{""D0"": 715.1160236606609, ""D1"": 758.3758278689527}",0.8567723093589141,"{""D0"": 1.3929410101888926, ""D1"": 0.8567723093589141}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed1__alpha_000.json,6689e9f3da1bd24ca6da3426074ae7bc69b891ef48a2cf4eb173268450a11679,0.0,level_search,727.8181484703864,L-main-threeshift-10c-01__geographic__seed1,20000,3,0.8567723093589141
0.25,6,geographic,1.3422741652754562,0.8925792320191857,5,0.8925792320191857,"{""D0"": 513.3857201631863, ""D1"": 885.1544565398159}",L-main-threeshift-10c-01,"{""D0"": 0.2910342594817461, ""D1"": 0.07456527648833289}",0.07456527648833289,False,True,False,L-main-threeshift-10c-01__geographic__seed1__alpha_025,1,L-main-threeshift-10c-01__geographic__seed1__alpha_025,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed1__alpha_025.json,57bca8e005a05a634162cdcd38516bb984601995aa98820b35e1ed41d524673e,0.0,64.21490036029321,320.0,73.04451913688492,280.32804395031246,0.0,0.0,1,"{""D0"": 607.6502647290692, ""D1"": 856.0722718234399}",0.9671445085075185,"{""D0"": 1.1836134915009318, ""D1"": 0.9671445085075185}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed1__alpha_025.json,58eee05ae8d2615ed75bb40c7ff2ae39cd6645883b1073f048f6fa87cbfd30bf,0.25,level_search,737.5874634474906,L-main-threeshift-10c-01__geographic__seed1,20000,3,0.8567723093589141
0.5,6,geographic,1.3422741652754562,0.9283861546794571,5,0.9283861546794571,"{""D0"": 513.3857201631863, ""D1"": 885.1544565398159}",L-main-threeshift-10c-01,"{""D0"": 0.2552273368214747, ""D1"": 0.038758353828061476}",0.038758353828061476,False,True,False,L-main-threeshift-10c-01__geographic__seed1__alpha_050,1,L-main-threeshift-10c-01__geographic__seed1__alpha_025,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed1__alpha_025.json,57bca8e005a05a634162cdcd38516bb984601995aa98820b35e1ed41d524673e,0.0,64.21490036029321,320.0,73.04451913688492,280.32804395031246,0.0,0.0,1,"{""D0"": 607.6502647290692, ""D1"": 856.0722718234399}",0.9671445085075185,"{""D0"": 1.1836134915009318, ""D1"": 0.9671445085075185}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed1__alpha_025.json,58eee05ae8d2615ed75bb40c7ff2ae39cd6645883b1073f048f6fa87cbfd30bf,0.25,level_search,737.5874634474906,L-main-threeshift-10c-01__geographic__seed1,20000,3,0.8567723093589141
0.75,6,geographic,1.3422741652754562,0.9641930773397285,5,0.9641930773397285,"{""D0"": 513.3857201631863, ""D1"": 885.1544565398159}",L-main-threeshift-10c-01,"{""D0"": 0.21942041416120328, ""D1"": 0.002951431167790064}",0.002951431167790064,False,True,False,L-main-threeshift-10c-01__geographic__seed1__alpha_075,1,L-main-threeshift-10c-01__geographic__seed1__alpha_025,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed1__alpha_025.json,57bca8e005a05a634162cdcd38516bb984601995aa98820b35e1ed41d524673e,0.0,64.21490036029321,320.0,73.04451913688492,280.32804395031246,0.0,0.0,1,"{""D0"": 607.6502647290692, ""D1"": 856.0722718234399}",0.9671445085075185,"{""D0"": 1.1836134915009318, ""D1"": 0.9671445085075185}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed1__alpha_025.json,58eee05ae8d2615ed75bb40c7ff2ae39cd6645883b1073f048f6fa87cbfd30bf,0.25,level_search,737.5874634474906,L-main-threeshift-10c-01__geographic__seed1,20000,3,0.8567723093589141
1.0,6,geographic,10.298132161740213,1.0,2,1.0,"{""D0"": 513.3857201631863, ""D1"": 885.1544565398159}",L-main-threeshift-10c-01,"{""D0"": 0.0, ""D1"": 0.0}",0.0,False,True,False,L-main-threeshift-10c-01__geographic__seed1__alpha_100,1,frozen_independent_start,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-10c-01__geographic__seed1__independent.json,8e7e215b3816e552205a6fa332cab63d446b92b6ba68289d2dce54b443a7f67f,0.0,68.64278810578323,400.0,57.594336360060396,276.5326988311538,0.0,0.0,0,"{""D0"": 513.3857201631863, ""D1"": 885.1544565398159}",1.0,"{""D0"": 1.0, ""D1"": 1.0}",baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-10c-01__geographic__seed1__independent.json,92fd0f675db1ab2d758b9478830f0c1348bd3a69cae453aa9538f21a1995bff4,,independent_start,802.7698232969974,L-main-threeshift-10c-01__geographic__seed1,20000,3,0.8567723093589141
0.0,6,geographic,0.0,0.8801077317581487,6,0.8801077317581487,"{""D0"": 523.0881080263014, ""D1"": 892.6858565159864}",L-main-threeshift-10c-01,"{""D0"": 0.4982294590356069, ""D1"": 0.0}",0.0,False,True,False,L-main-threeshift-10c-01__geographic__seed2__alpha_000,2,L-main-threeshift-10c-01__geographic__seed2__alpha_000,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed2__alpha_000.json,a3e7819f861dd92835aecf4d6936ec5634e3a299cf15b6f15f1a7cfdab3d1de0,0.0,45.04998296470919,320.0,87.35242117706784,242.25607815276516,0.0,0.0,3,"{""D0"": 720.9917933545928, ""D1"": 785.659724350865}",0.8801077317581487,"{""D0"": 1.3783371907937556, ""D1"": 0.8801077317581487}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed2__alpha_000.json,10eb0778cc3d71a31d70620c70d30ee21d351a4877608244d34cb555a63806ce,0.0,level_search,694.6584822945423,L-main-threeshift-10c-01__geographic__seed2,20000,4,0.8801077317581487
0.25,6,geographic,3.816575119721415,0.9100807988186115,5,0.9100807988186115,"{""D0"": 523.0881080263014, ""D1"": 892.6858565159864}",L-main-threeshift-10c-01,"{""D0"": 0.2863580750877983, ""D1"": 0.0469147688232161}",0.0469147688232161,False,True,False,L-main-threeshift-10c-01__geographic__seed2__alpha_025,2,L-main-threeshift-10c-01__geographic__seed2__alpha_025,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed2__alpha_025.json,d74c9fab2325f01f15249ae595ec68e15b2a532dd19e73d2929a8105fe16444c,0.0,46.85604296007332,320.0,95.8405704069067,258.47403172985014,0.0,0.0,3,"{""D0"": 625.8429469208224, ""D1"": 854.2964079823474}",0.9569955676418276,"{""D0"": 1.1964388739064098, ""D1"": 0.9569955676418276}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed2__alpha_025.json,0081654cc03056cc6a63d9b153939339bddbbf3488c5b09e1c573a4102335c25,0.25,level_search,721.1706450968302,L-main-threeshift-10c-01__geographic__seed2,20000,4,0.8801077317581487
0.5,6,geographic,3.816575119721415,0.9400538658790744,5,0.9400538658790744,"{""D0"": 523.0881080263014, ""D1"": 892.6858565159864}",L-main-threeshift-10c-01,"{""D0"": 0.25638500802733544, ""D1"": 0.016941701762753225}",0.016941701762753225,False,True,False,L-main-threeshift-10c-01__geographic__seed2__alpha_050,2,L-main-threeshift-10c-01__geographic__seed2__alpha_025,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed2__alpha_025.json,d74c9fab2325f01f15249ae595ec68e15b2a532dd19e73d2929a8105fe16444c,0.0,46.85604296007332,320.0,95.8405704069067,258.47403172985014,0.0,0.0,3,"{""D0"": 625.8429469208224, ""D1"": 854.2964079823474}",0.9569955676418276,"{""D0"": 1.1964388739064098, ""D1"": 0.9569955676418276}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed2__alpha_025.json,0081654cc03056cc6a63d9b153939339bddbbf3488c5b09e1c573a4102335c25,0.25,level_search,721.1706450968302,L-main-threeshift-10c-01__geographic__seed2,20000,4,0.8801077317581487
0.75,6,geographic,3.8299684072382187,0.9700269329395372,3,0.9700269329395372,"{""D0"": 523.0881080263014, ""D1"": 892.6858565159864}",L-main-threeshift-10c-01,"{""D0"": 0.15241896449359027, ""D1"": 0.03022215796695371}",0.03022215796695371,False,True,False,L-main-threeshift-10c-01__geographic__seed2__alpha_075,2,L-main-threeshift-10c-01__geographic__seed2__alpha_075,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed2__alpha_075.json,d74c9fab2325f01f15249ae595ec68e15b2a532dd19e73d2929a8105fe16444c,0.0,46.85604296007332,320.0,95.78661839912067,258.62102134542977,0.0,0.0,2,"{""D0"": 587.1381008501786, ""D1"": 892.9082164451977}",1.000249090906491,"{""D0"": 1.1224458974331275, ""D1"": 1.000249090906491}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed2__alpha_075.json,057c1fa3d450c706f6b0cf4d57b2704fc8a031869449a85fcc6a0a3238a7ce3a,0.75,level_search,721.2636827046238,L-main-threeshift-10c-01__geographic__seed2,20000,4,0.8801077317581487
1.0,6,geographic,3.8299684072382187,1.0,3,1.0,"{""D0"": 523.0881080263014, ""D1"": 892.6858565159864}",L-main-threeshift-10c-01,"{""D0"": 0.1224458974331275, ""D1"": 0.00024909090649094523}",0.00024909090649094523,False,True,False,L-main-threeshift-10c-01__geographic__seed2__alpha_100,2,L-main-threeshift-10c-01__geographic__seed2__alpha_075,baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/certificates/L-main-threeshift-10c-01__geographic__seed2__alpha_075.json,d74c9fab2325f01f15249ae595ec68e15b2a532dd19e73d2929a8105fe16444c,0.0,46.85604296007332,320.0,95.78661839912067,258.62102134542977,0.0,0.0,2,"{""D0"": 587.1381008501786, ""D1"": 892.9082164451977}",1.000249090906491,"{""D0"": 1.1224458974331275, ""D1"": 1.000249090906491}",baselines/e6_fairness/e6_profit_guarantee_frontier_20260715/solutions/L-main-threeshift-10c-01__geographic__seed2__alpha_075.json,057c1fa3d450c706f6b0cf4d57b2704fc8a031869449a85fcc6a0a3238a7ce3a,0.75,level_search,721.2636827046238,L-main-threeshift-10c-01__geographic__seed2,20000,4,0.8801077317581487
