row_id,category,query,title,publication_year,authors,venue,doi,openalex_id,url,cited_by_count,source_mapping,abstract
166,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,An Attraction Map Framework of a Complex Multi-Echelon Vehicle Routing Problem with Random Walk Analysis,2021,Anita Agárdi; László Kovács; Tamás Bányai,Applied Sciences,https://doi.org/10.3390/app11052100,https://openalex.org/W3135412983,https://doi.org/10.3390/app11052100,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The paper aims to investigate the basin of attraction map of a complex Vehicle Routing Problem with random walk analysis. The Vehicle Routing Problem (VRP) is a common discrete optimization problem in field of logistics. In the case of the base VRP, the positions of one single depot and many customers (which have product demands) are given. The vehicles and their capacity limits are also fixed in the system and the objective function is the minimization of the length of the route. In the literature, many approaches have appeared to simulate the transportation demands. Most of the approaches are using some kind of metaheuristics. Solving the problems with metaheuristics requires exploring the fitness landscape of the optimization problem. The fitness landscape analysis consists of the investigation of the following elements: the set of the possible states, the fitness function and the neighborhood relationship. We use also metaheuristics are used to perform neighborhood discovery depending on the neighborhood interpretation. In this article, the following neighborhood operators are used for the basin of attraction map: 2-opt, Order Crossover (OX), Partially Matched Crossover (PMX), "
167,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Home chemotherapy delivery: An integrated production scheduling and multi-trip vehicle routing problem,2024,Yasemin Arda; Diego Cattaruzza; Véronique François; Maxime Ogier,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2024.03.039,https://openalex.org/W4393249226,https://doi.org/10.1016/j.ejor.2024.03.039,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
168,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Adaptive large variable neighborhood search for a multiperiod vehicle and technician routing problem,2020,Benjamin Graf,Networks,https://doi.org/10.1002/net.21959,https://openalex.org/W3036321199,https://doi.org/10.1002/net.21959,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Abstract The VeRoLog Solver Challenge 2018–2019 of the EURO working group vehicle routing and logistics (VeRoLog) considers a multiperiod vehicle and technician routing and scheduling problem. This paper proposes a combination of large neighborhood and local search heuristics and a decomposition approach to efficiently generate competitive solutions under restricted computational resources. The interplay of the heuristics, the decomposition, and the way the search space is explored are orchestrated by an adaptive layer that explicitly considers the instance to be solved, a time limit and the performance of the computing environment. In a computational study it is shown that the method is efficient and effective, especially under tight time restrictions."
169,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,"Artificial Societies and Social Simulation Using Ant Colony, Particle Swarm Optimization and Cultural Algorithms",2010,Alberto Ochoa; Arturo Hernndez; Laura Cruz; Julio Ponce; F. Montes; Liang Li,InTech eBooks,https://doi.org/10.5772/8058,https://openalex.org/W1538324066,https://doi.org/10.5772/8058,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"section 6 we analyse three cases of study: Logistics using a point of view of each one of these techniques (Ant Colony, Particle Swarm Optimization and Cultural Algorithms); Stratagems in an intelligent game board (Cultural Algorithms), and a Friendship Algorithm to demostrate the concept of Six Degrees of Separation in Societies of Memory-Alpha (Cultural Algorithms). Finally, in section 7 we provide our conclusions and our main future research in each technique."
170,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Integrated Inbound and Outbound Scheduling for Coal Port: Constraint Programming and Adaptive Local Search,2024,Xuan Lu; Yu Zhang; Lanbo Zheng; Caiyun Yang; Junjie Wang,Journal of Marine Science and Engineering,https://doi.org/10.3390/jmse12010124,https://openalex.org/W4390730697,https://doi.org/10.3390/jmse12010124,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The effective production scheduling of dry bulk ports is a challenging task that demands meticulous planning, task allocation based on customer requirements, as well as strategic route and timing scheduling. Dry bulk ports dedicated to handling commodities like coal and iron ore frequently engage in blending operations as a strategic imperative to gain market competitiveness. The process of blending coal and ore entails the timely arrival of the requisite raw materials at predetermined locations. Simultaneously, it necessitates the coordination of the sequencing of goods entering and departing the port to align with the operational demands associated with material stockpiles. This paper describes and analyzes an operational scheduling problem encountered by one of the largest coal blending sea ports in China. Specifically, a rich constraint programming model is presented to define operation sequences integrating daily inbound and outbound services provided by the port, minimizing the overall operation time. In order to enhance the practicality of the method, a CP-based adaptive simulated annealing local search algorithm has been designed and developed for the optimization problem. "
171,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Metaheuristics in the Balance: A Survey on Memory‐Saving Approaches for Platforms with Seriously Limited Resources,2023,Souheila Khalfi; Fabio Caraffini; Giovanni Iacca,International Journal of Intelligent Systems,https://doi.org/10.1155/2023/5708085,https://openalex.org/W4388333929,https://doi.org/10.1155/2023/5708085,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"In the last three decades, the field of computational intelligence has seen a profusion of population‐based metaheuristics applied to a variety of problems, where they achieved state‐of‐the‐art results. This remarkable growth has been fuelled and, to some extent, exacerbated by various sources of inspiration and working philosophies, which have been thoroughly reviewed in several recent survey papers. However, the present survey addresses an important gap in the literature. Here, we reflect on a systematic categorisation of what we call “lightweight” metaheuristics, i.e., optimisation algorithms characterised by purposely limited memory and computational requirements. We focus mainly on two classes of lightweight algorithms: single‐solution metaheuristics and “compact” optimisation algorithms. Our analysis is mostly focused on single‐objective continuous optimisation. We provide an updated and unified view of the most important achievements in the field of lightweight metaheuristics, background concepts, and most important applications. We then discuss the implications of these algorithms and the main open questions and suggest future research directions."
172,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Genetic Algorithm for Multi-Criteria Optimization of Multi-Depots Pick-up and Delivery Problems with Time Windows and Multi-Vehicles,2015,Essia Ben Alaïa; Imen Harbaoui Dridi; Hanen Bouchriha; Pierre Borne; S Parragh; Karl Doerner,Acta Polytechnica Hungarica,https://doi.org/10.12700/aph.12.8.2015.8.9,https://openalex.org/W2556251151,https://doi.org/10.12700/aph.12.8.2015.8.9,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The m-MDPDPTW is a variant of pick-up and delivery problem (PDP) and a challenging problem in the field of vehicle routing problem (VRP). The aim is to discover a set of satisfying solutions (routes) minimizing total travel distance, total tardiness time and the total number of vehicles. These routes satisfy transportation requests without contravening any of the instance specific constraints (precedence, capacity and time window constraints). In our problem each request is transported by one of the vehicles between paired pick-up and delivery locations. Such that, the depot does not retain the goods. In this paper, we assume that all vehicles have the same capacity and depart from and return to the same depot. The new encoding and structure algorithm on which this contribution is based uses a genetic algorithm, a selection process using ranking with several Pareto fronts and an elitist selection strategy for replacement. An improved encoding chromosome path representation is given to simulate the process of evolution using several types of populations in different sizes. The performance of the new algorithm is tested on data sets instances of Li & Lim's PDPTW benchmark problems. T"
173,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Split Demand One-to-One Pickup and Delivery Problems With the Shortest-Path Transport Along Real-Life Paths,2020,Jian Xiong; Xin Qi; Fu Zhuo; Weixiong Zha,IEEE Access,https://doi.org/10.1109/access.2020.3017132,https://openalex.org/W3056066159,https://doi.org/10.1109/access.2020.3017132,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"A variation of the One-to-one Pickup and Delivery Problem (OPDP) in connected graphs, the Split Demand One-to-one Pickup and Delivery Problem with the Shortest-path Transport along Real-life Paths (SDOPDPSTRP) is abstracted from passenger train operation plans based on networks. Unlike the classical OPDP, in the SDOPDPSTRP: the demands can be split and must be transported along the shortest path according to passengers requirements and vehicles should travel along a real-life path. A new kind of integer programming model is formulated for the SDOPDPSTRP based on the connection relationship between pickup-delivery demands (pd-pairs). Two different categories of splitting strategies are proposed to solve the SDOPDPSTRP: split the demands before the calculation and split the demands during the calculation. Two Multi-Start Variable Neighborhood Descent (a MS_VND originating from the other literature and a new MS_VND’ IN developed in this article) and seven neighborhood operators are proposed for these two splitting strategies to solve the SDOPDPSTRP. The results show that Approach III outperforms Approach I and Approach II in terms of average solutions with the same algorithm terminati"
174,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,The evolution of the cold chain logistics vehicle routing problem: a bibliometric and visualization revie,2024,Bo Qi; G. Li,Digital Transportation and Safety,https://doi.org/10.48130/dts-0024-0010,https://openalex.org/W4401285981,https://doi.org/10.48130/dts-0024-0010,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"This paper uses the bibliometric analysis software CiteSpace to examine the current status and evolution of cold-chain logistics vehicle routing problems (CCVRP). 7381 relevant articles published in the Web of Science core collection from 2008 to 2024 were analyzed, an in-depth understanding of the publication trends and category distribution were gained. Subsequently, CiteSpace was used to create a scientific knowledge graph and perform visualization analysis. The analysis includes collaboration among authors, countries, and institutions; co-citation analysis of authors, journals, and references; citation burst detection of keywords; and co-citation cluster analysis of references. Based on a deep understanding of current research hotspots, an in-depth discussion of existing research was conducted from three perspectives: optimization objectives, distribution scenarios, and solution algorithms. The results show that CCVRP involves complex factors such as temperature requirements, time window constraints, and multi-objective optimization. These intricate constraints are causing research to become increasingly interdisciplinary and comprehensive. The evolution of hot topics shows tha"
175,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A hybrid metaheuristic to optimize electric first-mile feeder services with charging synchronization constraints and customer rejections,2024,Tai-Yu Ma; Yumeng Fang; Richard D. Connors; Francesco Viti; Haruko Nakao,Transportation Research Part E Logistics and Transportation Review,https://doi.org/10.1016/j.tre.2024.103505,https://openalex.org/W4393965192,https://doi.org/10.1016/j.tre.2024.103505,11,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,
176,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,The Dial-a-Ride Problem with School Bell Time Adjustment,2022,Samuel Vercraene; Fabien Lehuédé; Thibaud Monteiro; Olivier Péton,Transportation Science,https://doi.org/10.1287/trsc.2022.1160,https://openalex.org/W4286470634,https://doi.org/10.1287/trsc.2022.1160,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"In this paper, we study a paratransit application in which children are transported every day from their homes to their special schools or medical-social establishments. To optimize this transportation system, the establishments collaborate to propose a joint transportation plan. We propose a new algorithm to jointly build vehicle routes that visit several establishments and simultaneously set the establishments’ opening hours. This algorithm combines a large neighborhood search, the resolution of a route-based model, and the progressive shrinkage of the planning window. It is applied to a real case from the area of Lyon in France, including 34 schools and 575 heterogeneous users served by a heterogeneous fleet of reconfigurable vehicles. On average, we show that in addition to the 10% of saving that can be expected by sharing vehicle routes between schools, 7% of additional savings can be achieved by school bell adjustment. This cost saving also decreases average user ride times and the number of vehicles required, creating longer routes that are more attractive for driver services. Funding: This work was supported by the European Union through the European Regional Development Fu"
177,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A matheuristic approach to large-scale avionic scheduling,2020,Emil Karlsson; Elina Rönnberg; Andreas Stenberg; Hannes Uppman,Annals of Operations Research,https://doi.org/10.1007/s10479-020-03608-6,https://openalex.org/W2947458461,https://doi.org/10.1007/s10479-020-03608-6,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,Abstract Pre-runtime scheduling of avionic systems is used to ensure that the systems provide the desired functionality at the correct time. This paper considers scheduling of an integrated modular avionic system which from a more general perspective can be seen as a multiprocessor scheduling problem that includes a communication network. The addressed system is practically relevant and the computational evaluations are made on large-scale instances developed together with the industrial partner Saab. A subset of the instances is made publicly available. Our contribution is a matheuristic for solving these large-scale instances and it is obtained by improving the model formulations used in a previously suggested constraint generation procedure and by including an adaptive large neighbourhood search to extend it into a matheuristic. Characteristics of our adaptive large neighbourhood search are that it is made over both discrete and continuous variables and that it needs to balance the search for feasibility and profitable objective value. The repair operation is to apply a mixed-integer programming solver on a model where most of the constraints are treated as soft and a violation
178,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Continuing Plan Quality Optimisation,2015,Fazlul Hasan Siddiqui; Patrik Haslum,Journal of Artificial Intelligence Research,https://doi.org/10.1613/jair.4980,https://openalex.org/W2180271880,https://doi.org/10.1613/jair.4980,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Finding high quality plans for large planning problems is hard. Although some current anytime planners are often able to improve plans quickly, they tend to reach a limit at which the plans produced are still very far from the best possible, but these planners fail to find any further improvement, even when given several hours of runtime. We present an approach to continuing plan quality optimisation at larger time scales, and its implementation in a system called BDPO2. Key to this approach is a decomposition into subproblems of improving parts of the current best plan. The decomposition is based on block deordering, a form of plan deordering which identifies hierarchical plan structure. BDPO2 can be seen as an application of the large neighbourhood search (LNS) local search strategy to planning, where the neighbourhood of a plan is defined by replacing one or more subplans with improved subplans. On-line learning is also used to adapt the strategy for selecting subplans and subplanners over the course of plan optimisation. Even starting from the best plans found by other means, BDPO2 is able to continue improving plan quality, often producing better plans than other anytime plann"
179,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A Hybrid Adaptive Simulated Annealing and Tempering Algorithm for Solving the Half-Open Multi-Depot Vehicle Routing Problem,2024,Shichang Xiao; Peng Pan; Peng Zheng; Zigao Wu,Mathematics,https://doi.org/10.3390/math12070947,https://openalex.org/W4393145137,https://doi.org/10.3390/math12070947,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The half-open multi-depot vehicle routing problem (HOMDVRP) is a typical decision optimization problem in the field of collaborative logistics that considers resource sharing. This study aims to develop an effective meta-heuristic algorithm for solving the HOMDVRP. Firstly, a mixed-integer programming model of HOMDVRP is established to minimize the total travel distance of the vehicles. After that, a novel hybrid adaptive simulated annealing and tempering algorithm (HASATA) is proposed based on the features of HOMDVRP. The proposed algorithm combines the strengths of the simulated annealing algorithm and the large-neighborhood search algorithm to balance the algorithm’s searching capabilities in both breadth and depth. Meanwhile, an adaptive Markov chain length mechanism and a tempering mechanism are designed to improve the algorithm’s computational efficiency and convergence ability. Finally, simulation experiments are conducted to verify the effectiveness of the proposed model and the computational performance of the proposed algorithm. Four comparison algorithms are selected and analyzed using 24 groups of problem instances. The comparison results show that the proposed HASATA c"
180,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Joint mission and route planning of unmanned air vehicles via a learning-based heuristic,2023,Jianmai Shi; Jiaming Zhang; Hongtao Lei; Zhong Liu; Rui Wang,Journal of Systems Engineering and Electronics,https://doi.org/10.23919/jsee.2023.000005,https://openalex.org/W4316661094,https://doi.org/10.23919/jsee.2023.000005,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Unmanned air vehicles (UAVs) have been regularly employed in modern wars to conduct different missions. Instead of addressing mission planning and route planning separately, this study investigates the issue of joint mission and route planning for a fleet of UAVs. The mission planning determines the configuration of weapons in UAVs and the weapons to attack targets, while the route planning determines the UAV's visiting sequence for the targets. The problem is formulated as an integer linear programming model. Due to the inefficiency of CPLEX on large scale optimization problems, an effective learning-based heuristic, namely, population based adaptive large neighborhood search (P-ALNS), is proposed to solve the model. In P-ALNS, seven neighborhood structures are designed and adaptively utilized in terms of their historical performance. The effectiveness and superiority of the proposed model and algorithm are demonstrated on test instances of small, medium and large sizes. In particular, P-ALNS achieves comparable solutions or as good as those of CPLEX on small-size (20 targets) instances in much shorter time."
181,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Beyond fifty years of vehicle routing: Insights into the history and the future,2025,Claudia Archetti; Leandro C. Coelho; M. Grazia Speranza; Pieter Vansteenwegen,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2025.06.014,https://openalex.org/W4411690650,https://doi.org/10.1016/j.ejor.2025.06.014,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Vehicle routing problems (VRPs) are a large class of well-studied and computationally hard combinatorial optimization problems. In the classical capacitated VRP, a fleet of homogeneous capacitated vehicles, that start and end their route at a depot, must satisfy customers’ demand at minimum cost. Many variants and extensions of this problem have been studied. In this paper, after discussing the capacitated VRP, we review the literature for the most-studied variants and extensions of the VRP and then focus on the most recent developments and trends."
182,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Adaptive Large Neighborhood Search for a Production Planning Problem Arising in Pig Farming,2019,Nat Praseeratasang; Rapeepan Pitakaso; Kanchana Sethanan; Sasitorn Kaewman; Paulina Golińska-Dawson,Journal of Open Innovation Technology Market and Complexity,https://doi.org/10.3390/joitmc5020026,https://openalex.org/W2946655988,https://doi.org/10.3390/joitmc5020026,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"This article aims to resolve a particular production planning and workforce assignment problem. Many production lines may have different production capacities while producing the same product. Each production line is composed of three production stages, and each stage requires different periods of times and numbers of workers. Moreover, the workers will have different skill levels which can affect the number of workers required for production line. The number of workers required in each farm also depends on the amount of pigs that it is producing. Production planning must fulfill all the demands and can only make use of the workers available. A production plan aims to generate maximal profit for the company. A mathematical model has been developed to solve the proposed problem, when the size of problem increases, the model is unable to resolve large issues within a reasonable timeframe. A metaheuristic method called adaptive large-scale neighborhood search (ALNS) has been developed to solve the case study. Eight destroy and four repair operators (including ant colony optimization based destroy and repair methods) have been presented. Moreover, three formulas which are used to make "
183,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Model-Based Vehicle-Miles Traveled and Emission Evaluation of On-Demand Food Delivery Considering the Impact of COVID-19 Pandemic,2023,Haishan Liu; Peng Hao; Yejia Liao; Kanok Boriboonsomsin; Matthew Barth,Transportation Research Record Journal of the Transportation Research Board,https://doi.org/10.1177/03611981231169276,https://openalex.org/W4381279595,https://doi.org/10.1177/03611981231169276,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"The market for on-demand food delivery (ODFD) has increased considerably, especially during the COVID-19 pandemic. It is crucial for transportation and environmental agencies to understand how ODFD has reshaped the travel patterns of people, affecting vehicle-miles traveled (VMT) as well as pollutant emissions in the transportation system. However, the lack of public data from food delivery companies makes it challenging to quantify the impact of on-demand delivery on the real-world transportation network. In this research, we propose a comprehensive framework to quantify the VMT and emissions incurred by ODFD with three main components: (i) a daily activity generation tool, Comprehensive Econometric Micro-simulator for Daily Activity-travel Patterns, to create a simulation scenario of ODFD behaviors based on a real-world roadway network and population demographics in the City of Riverside, California; (ii) an efficient order dispatching and routing algorithm, adaptive large neighborhood search, to obtain a high quality order dispatching and routing plan; (iii) an emission evaluation model, emission factor (EMFAC), to evaluate pollutant emissions from all dining-related trips. Both"
184,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Mathematical modeling of a bi-objective hub location-routing problem for rapid transit networks,2022,Malihe Fallah-Tafti; Mahboobeh Honarvar; Reza Tavakkoli‐Moghaddam; Ahmad Sadegheih,RAIRO - Operations Research,https://doi.org/10.1051/ro/2022170,https://openalex.org/W4299566484,https://doi.org/10.1051/ro/2022170,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"This paper aims to develop a mathematical model for rapid transit networks based on a hub and spoke model, comprising stopovers (stations) in the hub and non-hub (spoke) alignments. Due to the use of rapid transit systems in both the hub-level sub-network ( i.e ., the network among the hub nodes) and the spoke-level sub-network ( i.e ., the network which connect the spoke nodes to each other and to the hub nodes), the proposed model relaxes some of the usual assumptions in classical hub location models. In the proposed model, the transshipment of flows among the spoke nodes is possible, the setup costs of all the hub and spoke nodes and edges are considerable, and both hub and spoke edges have capacity constraints. In addition to the network infrastructure designed through decisions about the locations of the hub and spoke nodes and edges, the hub and spoke rapid transit lines are determined along with the routes of demands in those lines. The model incorporates profit and service time criteria. An adaptive large neighborhood search solution algorithm is developed whose efficiency is proved by the computational results. Some managerial insight is also provided through the analysis "
185,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Data-Driven Bus Route Optimization Algorithm Under Sudden Interruption of Public Transport,2022,Ruisong Liu; Ning Wang,IEEE Access,https://doi.org/10.1109/access.2022.3140947,https://openalex.org/W4205352499,https://doi.org/10.1109/access.2022.3140947,10,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"With the continuous expansion of urban traffic operation scale, public transport emergencies occur from time to time, causing serious traffic jams and potential safety hazards in a short time. In view of this, a new adaptive bus route optimization strategy based on the emergency demand responsive public transport is proposed. Firstly, in order to improve the fine-grained passenger carrying capacity of emergency demand responsive public transport and build a clustering model of passenger information, this paper proposes an adaptive clustering algorithm, which considers the main influencing factors such as vehicle capacity, passenger travel time window and the number of stations visited. Aiming at minimizing the cost of vehicle operation and passenger traffic, a multi-objective optimization model of emergency bus route is constructed based on Vehicle Routing Problems with Time Windows (VRPTW) to ensure the operation efficiency of emergency bus. Secondly, a Modified Adaptive Large Neighborhood Search with Nearest Vehicle Dispatch (NVD) algorithm (MALNSN) is proposed, which is an extension of the Adaptive Large Neighborhood Search algorithm (ALNS), by improving the generation rules of "
186,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,DRL-Based Dynamic Destroy Approaches for Agile-Satellite Mission Planning,2023,Wei Huang; Zongwang Li; Xiaohe HE; Junyan Xiang; Xu Du; Xuwen Liang,Remote Sensing,https://doi.org/10.3390/rs15184503,https://openalex.org/W4386748751,https://doi.org/10.3390/rs15184503,9,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Agile-satellite mission planning is a crucial issue in the construction of satellite constellations. The large scale of remote sensing missions and the high complexity of constraints in agile-satellite mission planning pose challenges in the search for an optimal solution. To tackle the issue, a dynamic destroy deep-reinforcement learning (D3RL) model is designed to facilitate subsequent optimization operations via adaptive destruction to the existing solutions. Specifically, we first perform a clustering and embedding operation to reconstruct tasks into a clustering graph, thereby improving data utilization. Secondly, the D3RL model is established based on graph attention networks (GATs) to enhance the search efficiency for optimal solutions. Moreover, we present two applications of the D3RL model for intensive scenes: the deep-reinforcement learning (DRL) method and the D3RL-based large-neighborhood search method (DRL-LNS). Experimental simulation results illustrate that the D3RL-based approaches outperform the competition in terms of solutions’ quality and computational efficiency, particularly in more challenging large-scale scenarios. DRL-LNS outperforms ALNS with an average s"
187,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Parallel adaptive large neighborhood search based on spark to solve VRPTW,2024,Songzuo Liu; Jian Sun; Xiaohong Duan; G.Y. Liu,Scientific Reports,https://doi.org/10.1038/s41598-024-74432-2,https://openalex.org/W4403317515,https://doi.org/10.1038/s41598-024-74432-2,9,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Aiming at the multi-objective vehicle path planning problem with time windows (VRPTW), a Spark-based parallel Adaptive Large Neighborhood Search algorithm (Spark-ALNS) is proposed to solve it. The main design of the 4-point strategy: (1) Design a new simulated annealing algorithm cooling strategy to achieve a better jump out of the local optimal solution. (2) Adopt CW initialization to accelerate the convergence speed. (3) Use three destruction operators and three repair operators to implement local path optimization. (4) A new parallel strategy is proposed to improve the algorithm's accuracy and reduce the running time. To illustrate the algorithm's effectiveness, the arithmetic example in Solomon is used as an example. The experimental results show that the proposed Spark-ALNS can find better solutions, get the known optimal solutions for 41 out of 56 instances, and find new optimal solutions for 31 algorithms, which outperforms other evolutionary algorithms. The runtime is 3-5 times better than other parallel algorithms and is able to solve VRPTW effectively."
188,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Heuristic Algorithms for Heterogeneous and Multi-Trip Electric Vehicle Routing Problem with Pickup and Delivery,2024,Li Wang; Yifan Ding; Zhiyuan Chen; Zhiyuan Su; Yufeng Zhuang,World Electric Vehicle Journal,https://doi.org/10.3390/wevj15020069,https://openalex.org/W4391840327,https://doi.org/10.3390/wevj15020069,9,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"In light of the widespread use of electric vehicles for urban distribution, this paper delves into the electric vehicle routing problem (EVRP): specifically addressing multiple trips per vehicle, diverse vehicle types, and simultaneous pickup and delivery. The primary objective is to minimize the overall cost, which encompasses travel expenses, waiting times, recharging costs, and fixed vehicle costs. The focal problem is formulated as a heterogeneous and multi-trip electric vehicle routing problem with pickup and delivery (H-MT-EVRP-PD). Additionally, we introduce two heuristic algorithms to efficiently approximate solutions within a reasonable computational time. The variable neighborhood search (VNS) algorithm and the adaptive large neighborhood search (ALNS) algorithm are presented and compared based on our computational experiences with both. Through solving a series of large-scale real-world instances for the H-MT-EVRP-PD and smaller instances using an exact method, we demonstrate the efficacy of the proposed approaches."
189,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,A lexicographic maximin approach to the selective assessment routing problem,2022,Mohammadmehdi Hakimifar; Vera Hemmelmayr; Fabien Tricoire,OR Spectrum,https://doi.org/10.1007/s00291-022-00687-8,https://openalex.org/W4285083870,https://doi.org/10.1007/s00291-022-00687-8,9,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Abstract Max-min approaches have been widely applied to address equity as an essential consideration in humanitarian operations. These approaches, however, have a significant drawback of being neutral when it comes to solutions with the same minimum values. These equivalent solutions, from a max-min point of view, might be significantly different. We address this problem using the lexicographic maximin approach, a refinement of the classic max-min approach. We apply this approach in the rapid needs assessment process, which is carried out immediately after the onset of a disaster, to investigate the disaster’s impact on the affected community groups through field visits. We construct routes for an assessment plan to cover community groups, each carrying a distinct characteristic, such that the vector of coverage ratios are maximized. We define the leximin selective assessment problem, which considers the bi-objective optimization of total assessment time and coverage ratio vector maximization. We solve the bi-objective problem by a heuristic approach based on the multi-directional local search framework."
190,ALNS original / operator selection,adaptive large neighborhood search operator selection vehicle routing Ropke Pisinger,Congestion avoidance and break scheduling within vehicle routing,2010,A.L. Kok,,https://doi.org/10.3990/1.9789036529907,https://openalex.org/W1563186773,https://doi.org/10.3990/1.9789036529907,9,solver/src/setp_solver/search/winner_operators.py; solver/src/setp_solver/search/resetp_alns/select.py,"Vehicle routing is a complex daily task for businesses such as logistic service providers and distribution firms. Planners have to assign many orders to many vehicles and, for each vehicle, assign a delivery sequence. The objective is to minimize total transport costs. These costs typically include the number of vehicles used and the total travel distance or time. Two general timing restrictions make vehicle routing particularly difficult: traffic congestion and driving hours regulations. As a result of traffic congestion, travel times depend on the time of departure. Therefore, vehicle routing also involves the subtask of optimizing each vehicle's departure times (both from the depot and from the customers). Driving hours regulations -which pose restrictions on driving and working times (between breaks) -have to be taken into account, making departure time optimization particularly difficult."
