instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-prd-50c-01-V2-LOCATIONS,CURRENT_25,11,100,118.83797512500314,1823.5779234168672,176.00289782108706,170.3863481487068,5.616549672380281,4,1,38.069153916034026,50,50,12223.0,12223.0,"{""D_guangzhou"": {""num_cv"": 3, ""num_ev"": 1, ""total_fleet_cap"": 4}, ""D_shenzhen"": {""num_cv"": 3, ""num_ev"": 1, ""total_fleet_cap"": 4}}",6313a81faf734bf00cbeebe94302a6df232f1b2e79bf88d1e39b39b6964a80d7
