city,city_zh,region,region_zh,hourly_calendar_row,minute_of_day,time,tariff_period,tariff_period_varies_by_date,carbon_mean_kgco2e_per_kwh,carbon_std_kgco2e_per_kwh,carbon_min_kgco2e_per_kwh,carbon_max_kgco2e_per_kwh,depot_energy_mean_cny_per_kwh,public_total_mean_cny_per_kwh,n_dates
dongguan,东莞,prd,珠三角,19,540,09:00,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,20,570,09:30,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,21,600,10:00,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,22,630,10:30,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,23,660,11:00,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,24,690,11:30,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,25,720,12:00,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,26,750,12:30,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,27,780,13:00,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,28,810,13:30,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,29,840,14:00,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,30,870,14:30,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,31,900,15:00,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,32,930,15:30,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,33,960,16:00,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,34,990,16:30,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,35,1020,17:00,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,36,1050,17:30,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,37,1080,18:00,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,38,1110,18:30,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.32716875,1.72716875,28
dongguan,东莞,prd,珠三角,39,1140,19:00,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,40,1170,19:30,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,41,1200,20:00,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,42,1230,20:30,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,43,1260,21:00,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,44,1290,21:30,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,45,1320,22:00,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,46,1350,22:30,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,47,1380,23:00,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.79206875,1.19206875,28
dongguan,东莞,prd,珠三角,48,1410,23:30,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,1,0,00:00,valley,False,0.39401071,0.06476812,0.27890000,0.49330000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,2,30,00:30,valley,False,0.39401071,0.06476812,0.27890000,0.49330000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,3,60,01:00,valley,False,0.38631786,0.07074894,0.27520000,0.49110000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,4,90,01:30,valley,False,0.38631786,0.07074894,0.27520000,0.49110000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,5,120,02:00,valley,False,0.38842143,0.07754749,0.26990000,0.49920000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,6,150,02:30,valley,False,0.38842143,0.07754749,0.26990000,0.49920000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,7,180,03:00,valley,False,0.38457857,0.08610255,0.24180000,0.50480000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,8,210,03:30,valley,False,0.38457857,0.08610255,0.24180000,0.50480000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,9,240,04:00,valley,False,0.37789643,0.09541823,0.21920000,0.52110000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,10,270,04:30,valley,False,0.37789643,0.09541823,0.21920000,0.52110000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,11,300,05:00,valley,False,0.37427500,0.10003030,0.21850000,0.52750000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,12,330,05:30,valley,False,0.37427500,0.10003030,0.21850000,0.52750000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,13,360,06:00,valley,False,0.37054286,0.09948952,0.21890000,0.52330000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,14,390,06:30,valley,False,0.37054286,0.09948952,0.21890000,0.52330000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,15,420,07:00,valley,False,0.36360714,0.09719735,0.21720000,0.50420000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,16,450,07:30,valley,False,0.36360714,0.09719735,0.21720000,0.50420000,0.31816875,0.71816875,28
foshan,佛山,prd,珠三角,17,480,08:00,flat,False,0.31077143,0.09948023,0.07680000,0.45060000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,18,510,08:30,flat,False,0.31077143,0.09948023,0.07680000,0.45060000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,19,540,09:00,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,20,570,09:30,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,21,600,10:00,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,22,630,10:30,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,23,660,11:00,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,24,690,11:30,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,25,720,12:00,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,26,750,12:30,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,27,780,13:00,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,28,810,13:30,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,29,840,14:00,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,30,870,14:30,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,31,900,15:00,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,32,930,15:30,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,33,960,16:00,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,34,990,16:30,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,35,1020,17:00,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,36,1050,17:30,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,37,1080,18:00,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,38,1110,18:30,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.32716875,1.72716875,28
foshan,佛山,prd,珠三角,39,1140,19:00,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,40,1170,19:30,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,41,1200,20:00,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,42,1230,20:30,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,43,1260,21:00,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,44,1290,21:30,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,45,1320,22:00,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,46,1350,22:30,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,47,1380,23:00,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.79206875,1.19206875,28
foshan,佛山,prd,珠三角,48,1410,23:30,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,1,0,00:00,valley,False,0.39401071,0.06476812,0.27890000,0.49330000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,2,30,00:30,valley,False,0.39401071,0.06476812,0.27890000,0.49330000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,3,60,01:00,valley,False,0.38631786,0.07074894,0.27520000,0.49110000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,4,90,01:30,valley,False,0.38631786,0.07074894,0.27520000,0.49110000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,5,120,02:00,valley,False,0.38842143,0.07754749,0.26990000,0.49920000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,6,150,02:30,valley,False,0.38842143,0.07754749,0.26990000,0.49920000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,7,180,03:00,valley,False,0.38457857,0.08610255,0.24180000,0.50480000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,8,210,03:30,valley,False,0.38457857,0.08610255,0.24180000,0.50480000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,9,240,04:00,valley,False,0.37789643,0.09541823,0.21920000,0.52110000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,10,270,04:30,valley,False,0.37789643,0.09541823,0.21920000,0.52110000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,11,300,05:00,valley,False,0.37427500,0.10003030,0.21850000,0.52750000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,12,330,05:30,valley,False,0.37427500,0.10003030,0.21850000,0.52750000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,13,360,06:00,valley,False,0.37054286,0.09948952,0.21890000,0.52330000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,14,390,06:30,valley,False,0.37054286,0.09948952,0.21890000,0.52330000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,15,420,07:00,valley,False,0.36360714,0.09719735,0.21720000,0.50420000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,16,450,07:30,valley,False,0.36360714,0.09719735,0.21720000,0.50420000,0.31816875,0.71816875,28
guangzhou,广州,prd,珠三角,17,480,08:00,flat,False,0.31077143,0.09948023,0.07680000,0.45060000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,18,510,08:30,flat,False,0.31077143,0.09948023,0.07680000,0.45060000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,19,540,09:00,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,20,570,09:30,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,21,600,10:00,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,22,630,10:30,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,23,660,11:00,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,24,690,11:30,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,25,720,12:00,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,26,750,12:30,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,27,780,13:00,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,28,810,13:30,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,29,840,14:00,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,30,870,14:30,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,31,900,15:00,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,32,930,15:30,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,33,960,16:00,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,34,990,16:30,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,35,1020,17:00,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,36,1050,17:30,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,37,1080,18:00,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,38,1110,18:30,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.32716875,1.72716875,28
guangzhou,广州,prd,珠三角,39,1140,19:00,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,40,1170,19:30,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,41,1200,20:00,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,42,1230,20:30,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,43,1260,21:00,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,44,1290,21:30,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,45,1320,22:00,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,46,1350,22:30,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,47,1380,23:00,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.79206875,1.19206875,28
guangzhou,广州,prd,珠三角,48,1410,23:30,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.79206875,1.19206875,28
shenzhen,深圳,prd,珠三角,1,0,00:00,valley,False,0.39401071,0.06476812,0.27890000,0.49330000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,2,30,00:30,valley,False,0.39401071,0.06476812,0.27890000,0.49330000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,3,60,01:00,valley,False,0.38631786,0.07074894,0.27520000,0.49110000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,4,90,01:30,valley,False,0.38631786,0.07074894,0.27520000,0.49110000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,5,120,02:00,valley,False,0.38842143,0.07754749,0.26990000,0.49920000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,6,150,02:30,valley,False,0.38842143,0.07754749,0.26990000,0.49920000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,7,180,03:00,valley,False,0.38457857,0.08610255,0.24180000,0.50480000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,8,210,03:30,valley,False,0.38457857,0.08610255,0.24180000,0.50480000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,9,240,04:00,valley,False,0.37789643,0.09541823,0.21920000,0.52110000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,10,270,04:30,valley,False,0.37789643,0.09541823,0.21920000,0.52110000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,11,300,05:00,valley,False,0.37427500,0.10003030,0.21850000,0.52750000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,12,330,05:30,valley,False,0.37427500,0.10003030,0.21850000,0.52750000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,13,360,06:00,valley,False,0.37054286,0.09948952,0.21890000,0.52330000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,14,390,06:30,valley,False,0.37054286,0.09948952,0.21890000,0.52330000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,15,420,07:00,valley,False,0.36360714,0.09719735,0.21720000,0.50420000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,16,450,07:30,valley,False,0.36360714,0.09719735,0.21720000,0.50420000,0.25716875,0.65716875,28
shenzhen,深圳,prd,珠三角,17,480,08:00,flat,False,0.31077143,0.09948023,0.07680000,0.45060000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,18,510,08:30,flat,False,0.31077143,0.09948023,0.07680000,0.45060000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,19,540,09:00,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,20,570,09:30,flat,False,0.21254643,0.10470069,0.02020000,0.38910000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,21,600,10:00,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,22,630,10:30,peak,False,0.14495000,0.10370311,0.01490000,0.32810000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,23,660,11:00,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,24,690,11:30,peak,False,0.09889286,0.08344641,0.01440000,0.29850000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,25,720,12:00,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,26,750,12:30,flat,False,0.06497857,0.04797369,0.01440000,0.17100000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,27,780,13:00,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,28,810,13:30,flat,False,0.05763929,0.03970959,0.01450000,0.14280000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,29,840,14:00,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,30,870,14:30,peak,False,0.06176071,0.04506710,0.01450000,0.14720000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,31,900,15:00,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,32,930,15:30,peak,False,0.07089643,0.05411282,0.01440000,0.18670000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,33,960,16:00,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,34,990,16:30,peak,False,0.12730000,0.09893578,0.01540000,0.30870000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,35,1020,17:00,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,36,1050,17:30,peak,False,0.21091786,0.06791702,0.07180000,0.31650000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,37,1080,18:00,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,38,1110,18:30,peak,False,0.22938214,0.06362781,0.11720000,0.34600000,1.15526875,1.55526875,28
shenzhen,深圳,prd,珠三角,39,1140,19:00,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,40,1170,19:30,flat,False,0.23289286,0.06573888,0.11550000,0.35910000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,41,1200,20:00,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,42,1230,20:30,flat,False,0.23070000,0.06524104,0.11610000,0.35740000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,43,1260,21:00,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,44,1290,21:30,flat,False,0.22990714,0.06529149,0.11590000,0.35710000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,45,1320,22:00,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,46,1350,22:30,flat,False,0.23166071,0.06627204,0.11430000,0.34920000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,47,1380,23:00,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.75776875,1.15776875,28
shenzhen,深圳,prd,珠三角,48,1410,23:30,flat,False,0.23440714,0.06878856,0.11310000,0.35840000,0.75776875,1.15776875,28
