task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-cy-25c-02-V2-LOCATIONS__seed5,cn-cy-25c-02-V2-LOCATIONS,cy,25,5,1445.3985408390429,9.997650208999403,1478.9456568731896,9.13997308301623,1478.9456568731896,9.806939000001876,1441.5252141764643,29.282022792001953,151.98715872445678,116.99760886191257,116.99760886191257,150.71321039716904,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1441.5252141764643,1441.5252141764643,0.0,1,5.0,True,time_limited_mip_recombination,805a70c4a8ddf66bec2ed4faefd4f4e57be43d3ef3735937d1c203464853ec51,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-25c-03-V2-LOCATIONS__seed1,cn-cy-25c-03-V2-LOCATIONS,cy,25,1,1538.2691303491974,10.4720020419918,1479.9830196040152,9.807530291000148,1479.7388864856903,10.178216959000565,1479.7388864856903,30.637378167011775,133.2723842114105,118.29322417854522,118.50005051916841,118.50005051916841,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1479.7388864856869,1479.7388864856869,0.0,1,5.0,True,best_exact_hgs_parent,0770efa07d46ee3255cac4b1baca61ee4a8934ba2539f1c577bbbd98b6c52a17,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-25c-03-V2-LOCATIONS__seed2,cn-cy-25c-03-V2-LOCATIONS,cy,25,2,1538.2691303491974,9.149013667018153,1538.5132634675222,10.606590624985984,1538.2691303491974,10.76305033301469,1538.2691303491974,30.864021790999686,133.2723842114105,133.0655578707873,133.2723842114105,133.2723842114105,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1538.2691303491895,1538.2691303491895,0.0,1,5.0,True,best_exact_hgs_parent,7757546d73aefb9bb718922b3d885415be311bb794f84e64e693a08620967f5f,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-25c-03-V2-LOCATIONS__seed3,cn-cy-25c-03-V2-LOCATIONS,cy,25,3,1538.2691303491974,10.331102833995828,1525.0341386180671,10.435734291997505,1479.7388864856903,9.80547474999912,1479.7388864856903,31.301449041988235,133.2723842114105,127.19173221331567,118.50005051916841,118.50005051916841,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1479.7388864856925,1479.7388864856925,0.0,1,5.0,True,best_exact_hgs_parent,50fc9b7708aac86a14ec666d21741b52de548544f8adf83750c53f1cc02d202a,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-25c-03-V2-LOCATIONS__seed4,cn-cy-25c-03-V2-LOCATIONS,cy,25,4,1538.2691303491974,9.612587125011487,1479.9830196040152,9.996312708011828,1479.7388864856903,10.082089500006987,1479.7388864856903,29.871178041998064,133.2723842114105,118.29322417854522,118.50005051916841,118.50005051916841,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1479.7388864856905,1479.7388864856905,0.0,0,5.0,True,best_exact_hgs_parent,75f79a931699d42016c33e03616374a3862b118faf5a95fb2053cbc38751579a,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-25c-03-V2-LOCATIONS__seed5,cn-cy-25c-03-V2-LOCATIONS,cy,25,5,1538.2691303491974,10.1355750420189,1503.4915090078296,10.043099208996864,1500.748737211352,10.709813666995615,1500.748737211352,31.649206250003772,133.2723842114105,122.89965838147583,121.64394385895253,121.64394385895253,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1500.7487372113485,1500.7487372113485,0.0,1,5.0,True,best_exact_hgs_parent,aa2f40f99bd2a5691767231a5246e12c4728fb7ef1ec809148fef8c91b4480fe,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed1,cn-cy-50c-01-V2-LOCATIONS,cy,50,1,2687.5470250969447,24.427570332976757,2554.9626718192767,24.33131329200114,2554.9626718192767,25.716301208012737,2554.9626718192767,74.96751170800417,229.06824205904962,188.89854527021504,188.89854527021504,188.89854527021504,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2554.9626718192767,2554.9626718192767,0.0,1,5.0,True,best_exact_hgs_parent,4abe75648d2838cdb20997e6db111f5c0b3e191433726a1fd66a78ed16eeb5f8,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed2,cn-cy-50c-01-V2-LOCATIONS,cy,50,2,2687.5470250969447,24.531282750016544,2554.9626718192767,23.73029537498951,2554.9626718192767,24.845141625002725,2554.9626718192767,73.56163195898989,229.06824205904962,188.89854527021504,188.89854527021504,188.89854527021504,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2554.9626718192767,2554.9626718192767,0.0,1,5.0,True,best_exact_hgs_parent,ff63c2ba7585ecd724850b99053789d332c5d7abfb04cd61dc5cc156cb659c24,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed3,cn-cy-50c-01-V2-LOCATIONS,cy,50,3,2639.9807403284435,24.02903866599081,2554.9626718192767,22.893887250014814,2554.9626718192767,25.09889666698291,2554.9626718192767,72.57012812499306,217.2966554171658,188.89854527021504,188.89854527021504,188.89854527021504,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2554.9626718192767,2554.9391670608516,9.199648466252004e-06,1,5.0,True,best_exact_hgs_parent,aff105dd55eb76c0da22efd8c6008c387a2ee5fc796ae5cf839ecf703508debd,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed4,cn-cy-50c-01-V2-LOCATIONS,cy,50,4,2687.5470250969447,23.323072333005257,2554.9626718192767,24.587650625006063,2554.9626718192767,24.861087333003525,2554.9626718192767,73.28705912499572,229.06824205904962,188.89854527021504,188.89854527021504,188.89854527021504,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2554.9626718192767,2554.865710435488,3.795021542123919e-05,1,5.0,True,best_exact_hgs_parent,b8fb1d30a97d4a9ca7fa490aa3ad99c2facfab5bb89225dfe3ca583ecdcd9f71,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-01-V2-LOCATIONS__seed5,cn-cy-50c-01-V2-LOCATIONS,cy,50,5,2632.3553175194415,23.95434954200755,2554.9626718192767,23.911634791002143,2554.9626718192767,25.139934874983737,2554.9626718192767,73.54797987500206,216.0311665417531,188.89854527021504,188.89854527021504,188.89854527021504,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2554.96267181927,2554.96267181927,0.0,1,5.0,True,best_exact_hgs_parent,72c5669a5c2c6b321ac2dc7b33599c7adff081b534e4cd8a3abb7f0a5b1b4064,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed1,cn-cy-50c-02-V2-LOCATIONS,cy,50,1,2647.9920689054943,22.19957179200719,2569.7527036301794,20.046428542002104,2569.7527036301794,19.432230040983995,2569.7527036301794,62.124740374973044,211.6909547206466,189.14517294391666,189.14517294391666,189.14517294391666,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2569.75270363018,2569.75270363018,0.0,1,5.0,True,best_exact_hgs_parent,5f78c6efc78b197e28ed62ad91e54541d09b219a8089e1c5f347db19e01f1f06,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed2,cn-cy-50c-02-V2-LOCATIONS,cy,50,2,2647.968129250253,23.326241083996138,2569.7527036301794,18.864505417004693,2569.7527036301794,20.158130083000287,2569.7527036301794,62.78496341701248,211.85084303502472,189.14517294391666,189.14517294391666,189.14517294391666,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2569.752703630179,2569.752703630179,0.0,1,5.0,True,best_exact_hgs_parent,d11f7f28a678fcf358864e49ed448b0384c121678dc03dc4c9f9974466d04221,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed3,cn-cy-50c-02-V2-LOCATIONS,cy,50,3,2666.730610418029,23.300000666000415,2569.7527036301794,19.279004915995756,2569.7527036301794,20.100006874999963,2569.7527036301794,63.62966183302342,215.83194105422052,189.14517294391666,189.14517294391666,189.14517294391666,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2569.75270363018,2569.75270363018,0.0,1,5.0,True,best_exact_hgs_parent,dfba56c22b1f3bd70e3f016df30aa122704e9435bf9ea7c514128cfb19158cc3,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed4,cn-cy-50c-02-V2-LOCATIONS,cy,50,4,2671.0075254083395,23.64701916699414,2569.7527036301794,21.642577124992386,2569.7527036301794,19.08358999999473,2569.7527036301794,64.89865991700208,217.01637733556876,189.14517294391666,189.14517294391666,189.14517294391666,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2569.7527036301735,2569.7527036301735,0.0,1,5.0,True,best_exact_hgs_parent,3497899206e4248252afe05306736788748797442b261d854f925c83eb8bb8ab,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-02-V2-LOCATIONS__seed5,cn-cy-50c-02-V2-LOCATIONS,cy,50,5,2671.0075254083395,22.59609087498393,2569.7527036301794,22.43473120802082,2569.7527036301794,19.500991624983726,2569.7527036301794,64.99857570798486,217.01637733556876,189.14517294391666,189.14517294391666,189.14517294391666,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2569.752703629956,2569.752703629956,0.0,1,5.0,True,best_exact_hgs_parent,e8fd5443c48928aa3f44832d951500515c3cf26e2004816ac609581b3f063488,86f65846c928fdafb82c9f324bdd938a58a7138883cc198ba9fd0cfba64568a1,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed1,cn-cy-50c-03-V2-LOCATIONS,cy,50,1,2720.714627976415,19.429876707989024,2719.9033915460254,22.946944541996345,2719.9033915460254,21.818983416975243,2719.9033915460254,64.61909399999422,227.81646205081464,226.78487407531907,226.78487407531907,226.78487407531907,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2719.9033915460254,2719.9033915460254,0.0,1,5.0,True,best_exact_hgs_parent,5d931df9b698d9e54be5dd1e0c7accea7675bb34cdbe11b0f19414db0a071485,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed2,cn-cy-50c-03-V2-LOCATIONS,cy,50,2,2720.714627976415,19.73258470799192,2719.9033915460254,22.137778832984623,2719.9033915460254,22.89140066699474,2719.9033915460254,65.16320008301409,227.81646205081464,226.78487407531907,226.78487407531907,226.78487407531907,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2719.9033915460254,2719.9033915460254,0.0,1,5.0,True,best_exact_hgs_parent,f91ddaaaf9dd7ed0f473521ce33cb7df9b71f0019c4156ce7dc834308f3b260a,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed3,cn-cy-50c-03-V2-LOCATIONS,cy,50,3,2720.714627976415,21.24444029200822,2719.9033915460254,22.119581083999947,2719.9033915460254,21.760324250004487,2719.9033915460254,65.51463479199447,227.81646205081464,226.78487407531907,226.78487407531907,226.78487407531907,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2719.9033915460254,2719.9033915460254,0.0,1,5.0,True,best_exact_hgs_parent,e8cfaa37f07e98f0fec6cde9e92cb122b3174a4dd420136737d55a0c68debb37,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed4,cn-cy-50c-03-V2-LOCATIONS,cy,50,4,2720.714627976415,22.116225416015368,2719.9033915460254,22.004072457988514,2719.9033915460254,21.63128337499802,2719.9033915460254,66.15140904200962,227.81646205081464,226.78487407531907,226.78487407531907,226.78487407531907,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2719.9033915460254,2719.9033915460254,0.0,1,5.0,True,best_exact_hgs_parent,dca17c5933676bf3daa6bc58c97e6514149bba784e0adeee142e78abbaca58db,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-50c-03-V2-LOCATIONS__seed5,cn-cy-50c-03-V2-LOCATIONS,cy,50,5,2720.714627976415,20.710561082989443,2719.9033915460254,21.76828570800717,2719.9033915460254,21.913830125005916,2719.9033915460254,64.85689541700413,227.81646205081464,226.78487407531907,226.78487407531907,226.78487407531907,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2719.9033915460254,2719.9033915460254,0.0,1,5.0,True,best_exact_hgs_parent,a7dd8dae35e691bdd435784e4bdb9bf8305d19d19970a5eae186bc5cb303574e,c8f04633da62b0416191e6a6e1e809f490ce76febabdad8c35a5270f234ba81f,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed1,cn-cy-75c-01-V2-LOCATIONS,cy,75,1,3666.491858768272,24.053136834001634,3554.3284189961605,30.215455291996477,3556.5004049110926,28.180391667003278,3552.311451169535,83.33432079199702,323.1976864281318,284.85505492566455,285.83387846337206,285.2911773274178,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3552.311451169535,3552.311451169535,0.0,1,5.0,True,time_limited_mip_recombination,8bac285d88210482c55c2c02ea8adabfc73ca7663c16acf43de424a8d5ffc819,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed2,cn-cy-75c-01-V2-LOCATIONS,cy,75,2,3666.491858768272,26.212578917009523,3552.311451169535,28.547383249999257,3556.0998897144814,29.28052408300573,3552.311451169535,84.96107400002074,323.1976864281318,285.2911773274178,286.25702528993673,285.2911773274178,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3552.311451169535,3552.3114511695344,0.0,1,5.0,True,best_exact_hgs_parent,350f2c42dc00bb512a05cb07a12c599b06eb37f632f05fa4a6dca78e32be561d,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed3,cn-cy-75c-01-V2-LOCATIONS,cy,75,3,3666.491858768272,25.320017833000747,3552.311451169535,29.191344833001494,3552.311451169535,28.1523640420055,3552.311451169535,83.59019841699046,323.1976864281318,285.2911773274178,285.2911773274178,285.2911773274178,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3552.3114511695367,3552.311451169536,0.0,1,5.0,True,best_exact_hgs_parent,e019c3443a1f1d69f3f0d6ee4ecd7023c1b1b91ff7b2490903f27c6c7f4ea657,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed4,cn-cy-75c-01-V2-LOCATIONS,cy,75,4,3666.491858768272,26.215609000006225,3558.2606148974573,29.627085832995363,3553.211802903587,28.967130167002324,3552.6579027796342,85.83102795900777,323.1976864281318,286.03739935311825,284.422665719898,285.5859797428024,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3552.6579027796342,3552.487610633643,4.793373036514065e-05,1,5.0,True,time_limited_mip_recombination,fd7f76a5cebf76440ac904e22769c7dd71e1305da8844823936a50c00a33fe81,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-01-V2-LOCATIONS__seed5,cn-cy-75c-01-V2-LOCATIONS,cy,75,5,3666.491858768272,25.874448334012413,3553.9997445192726,29.640641750011127,3552.311451169535,29.806565542006865,3552.311451169535,86.25197391700931,323.1976864281318,286.1299996799708,285.2911773274178,285.2911773274178,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3552.311451169535,3552.311451169535,0.0,1,5.0,True,best_exact_hgs_parent,f4eeac160b9a3da43a0daf5a5bd90e1ca8a8c2898e2ee16cc1dd9d50b6679cd0,23cae4a34a63f1b8186c32aaf5809bf88b9b076a6a1e4c8ece05734e69306a1f,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed1,cn-cy-75c-02-V2-LOCATIONS,cy,75,1,3935.354673376081,30.61168583401013,3793.235754531287,29.16958629200235,3793.562919170296,30.734124500013422,3791.4238007995455,91.61342854201212,342.3546968543003,300.1987340632479,299.31503157882344,298.8552828318012,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3791.4238007995455,3791.4238007995455,0.0,1,5.0,True,time_limited_mip_recombination,f5df4c134794a39a7dd078c30ad982551217f4e1b44a28f1f144d48b706ce55a,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed2,cn-cy-75c-02-V2-LOCATIONS,cy,75,2,3897.2410319297055,31.28458520802087,3793.235754531287,29.81403483398026,3791.991656260127,29.63538991700625,3791.991656260127,91.61165062498185,327.127441450886,300.1987340632479,299.02132587787287,299.02132587787287,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3791.9916562601265,3791.8080580005226,4.841736908910905e-05,1,5.0,True,best_exact_hgs_parent,af23deca30e115d18e63c8dd74ce413ae6537d97d7d12d3f941b1a3e88c22f2b,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed3,cn-cy-75c-02-V2-LOCATIONS,cy,75,3,3883.055927327539,30.505215042008786,3793.235754531287,30.869841457984876,3794.261902683365,31.33112804099801,3791.4238007995455,93.8251745000016,330.00743983523347,300.1987340632479,299.41876705974374,298.8552828318012,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3791.4238007995455,3791.358352865385,1.7262099306018014e-05,1,5.0,True,time_limited_mip_recombination,a3117dccb3d301d35d5224f8c1909272fedb7ffc1f1646afbc0e3ed964804ae7,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed4,cn-cy-75c-02-V2-LOCATIONS,cy,75,4,3935.354673376081,31.806000915996265,3793.235754531287,30.126025166013278,3791.4238007995455,29.508692500006873,3791.4238007995455,92.32103779099998,342.3546968543003,300.1987340632479,298.8552828318012,298.8552828318012,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3791.4238007995455,3791.4238007995455,0.0,1,5.0,True,best_exact_hgs_parent,ac4b2da70bea7cf7cb4638336fe9851ae877802a55d7e21935eafe3629f10262,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-02-V2-LOCATIONS__seed5,cn-cy-75c-02-V2-LOCATIONS,cy,75,5,3886.836685994981,31.539117082982557,3793.235754531287,29.065996166988043,3791.991656260127,28.65648183299345,3791.4238007995455,91.20617458299967,330.4058899908436,300.1987340632479,299.02132587787287,298.8552828318012,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3791.4238007995455,3791.423800799545,0.0,1,5.0,True,time_limited_mip_recombination,ea627653e59acc64948e2cca523d23143a82476bea8d63282e47d64e4ace4249,440aeb7be0869d1cf5fe590ee4b079edb85114913bd0650a49a3f4d778964db1,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed1,cn-cy-75c-03-V2-LOCATIONS,cy,75,1,3703.421850641588,26.46787300001597,3646.0214365849506,29.017307292000623,3644.248602807421,28.95369437499903,3644.248602807421,85.90951420800411,330.6149234196916,314.26445497226405,313.9788177085926,313.9788177085926,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3644.2486028072813,3644.2486028072813,0.0,1,5.0,True,best_exact_hgs_parent,fdd3f8402a40436da281083db5757cf533efcde7dfdea01eef50fbc00d7f3385,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed2,cn-cy-75c-03-V2-LOCATIONS,cy,75,2,3703.421850641588,27.025504999997793,3643.8821335782973,27.73132175000501,3646.0214365849506,28.991479416989023,3642.1498460696434,85.33748029099661,330.6149234196916,313.7964877461972,314.26445497226405,313.7570129568643,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3642.1498460696434,3642.1498460696434,0.0,1,5.0,True,time_limited_mip_recombination,8af58cf324cab4c5a4d1dfb94e5b29e39702b3d258891b4750effae6b89e80c2,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed3,cn-cy-75c-03-V2-LOCATIONS,cy,75,3,3703.421850641588,27.967777584010037,3645.588267438523,28.686480250005843,3647.6932255333336,28.454371583997272,3645.588267438523,86.1500467499718,330.6149234196916,314.48339039769286,314.78290930527714,314.48339039769286,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3645.5882674385225,3645.5882674385225,0.0,1,5.0,True,best_exact_hgs_parent,997d46d45b52e49b38d56a136fd3b215170bb4b8c7a4ac4bd41fdaf6064cc070,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
D6-E2__cn-cy-75c-03-V2-LOCATIONS__seed4,cn-cy-75c-03-V2-LOCATIONS,cy,75,4,3703.421850641588,27.05570741702104,3645.588267438523,28.72425058297813,3645.6445485196123,27.768455957993865,3642.1498460696434,84.40239524998469,330.6149234196916,314.48339039769286,314.40597674611854,313.7570129568643,80,False,True,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3642.1498460696434,3642.149846069588,1.5232535494940694e-14,1,5.0,True,time_limited_mip_recombination,22f6d533573df422ecb606728b0135d3fe8175e32f9ec263b91b66b40dd1fc33,676a778788ab1ed78fec79436ad6f05af25179dc7f3caee81c4750270cc13f91,75ac982c19da10732ed9e6d52dee8f0faf0eb0893a022865550d71e2f4bb40de,PASS
