E_total,battery_kwh,cost_elec,cost_fix,cost_fuel,ev_routes,failure_reason,feasible,mask,route_count,source_profile,source_seed,source_solution_path,source_start,total_cost
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C002 and C038,False,1000101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C002 and C038,False,1000110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1000111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,2,charging_repair:No feasible charging insert between C041 and C040,False,1001000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C041 and C040,False,1001001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C041 and C040,False,1001010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C041 and C040,False,1001011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C002 and C038,False,1001100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1001101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1001110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1001111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,2,charging_repair:No feasible charging insert between C053 and D1,False,1010000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C053 and D1,False,1010001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C053 and D1,False,1010010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C053 and D1,False,1010011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C002 and C038,False,1010100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1010101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1010110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1010111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C041 and C040,False,1011000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C041 and C040,False,1011001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C041 and C040,False,1011010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C041 and C040,False,1011011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1011100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1011101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1011110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,6,charging_repair:No feasible charging insert between C002 and C038,False,1011111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,2,charging_repair:No feasible charging insert between C023 and C004,False,1100000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C023 and C004,False,1100001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C023 and C004,False,1100010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C023 and C004,False,1100011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C002 and C038,False,1100100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1100101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1100110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1100111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C041 and C040,False,1101000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C041 and C040,False,1101001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C041 and C040,False,1101010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C041 and C040,False,1101011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1101100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1101101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1101110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,6,charging_repair:No feasible charging insert between C002 and C038,False,1101111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,3,charging_repair:No feasible charging insert between C053 and D1,False,1110000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C053 and D1,False,1110001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C053 and D1,False,1110010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C053 and D1,False,1110011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C002 and C038,False,1110100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1110101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1110110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,6,charging_repair:No feasible charging insert between C002 and C038,False,1110111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,4,charging_repair:No feasible charging insert between C041 and C040,False,1111000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C041 and C040,False,1111001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C041 and C040,False,1111010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,6,charging_repair:No feasible charging insert between C041 and C040,False,1111011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,5,charging_repair:No feasible charging insert between C002 and C038,False,1111100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,6,charging_repair:No feasible charging insert between C002 and C038,False,1111101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,6,charging_repair:No feasible charging insert between C002 and C038,False,1111110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
N/A,80.0,,,,7,charging_repair:No feasible charging insert between C002 and C038,False,1111111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,N/A
605.569079371841,280.0,0.0,560.0,337.57363317843544,0,,True,0000000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1348.597512970941
556.0654932954296,280.0,14.964490029602429,560.0,303.52443888271176,1,,True,0000001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1327.0207981817332
560.926082306162,280.0,12.724081887103699,560.0,308.52759995359645,1,,True,0000010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1330.0282331609194
511.4224962297506,280.0,27.688571916706127,560.0,274.47840565787277,2,,True,0000011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1308.4515183717115
521.469560780399,280.0,24.177555990926493,560.0,282.4996277660192,1,,True,0000100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1313.467493783558
471.96597470398774,280.0,39.14204602052892,560.0,248.4504334702956,2,,True,0000101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1291.8907789943503
476.82656371471995,280.0,36.90163787803019,560.0,253.45359454118022,2,,True,0000110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1294.8982139735365
427.3229776383086,280.0,51.86612790763262,560.0,219.40440024545657,3,,True,0000111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1273.3214991843283
525.2900794624366,280.0,24.976787675293505,560.0,280.240988852699,1,,True,0001000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1312.2004114650586
475.7864933860252,280.0,39.94127770489593,560.0,246.19179455697537,2,,True,0001001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1290.6236966758509
480.6470823967575,280.0,37.7008695623972,560.0,251.19495562786003,2,,True,0001010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1293.6311316550368
431.1434963203462,280.0,52.66535959199963,560.0,217.14576133213637,3,,True,0001011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1272.0544168658294
441.19056087099466,280.0,49.15434366622,560.0,225.16698344028285,2,,True,0001100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1277.0703922776759
391.6869747945833,280.0,64.11883369582243,560.0,191.1177891445592,3,,True,0001101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1255.493677488468
396.5475638053156,280.0,61.878425553323694,560.0,196.1209502154438,3,,True,0001110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1258.501112467654
347.0439777289042,280.0,76.84291558292612,560.0,162.07175591972018,4,,True,0001111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1236.9243976784462
536.3285352601047,280.0,19.227633829244258,560.0,293.6212512816503,1,,True,0010000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1320.387195912815
486.8249491836933,280.0,34.192123858846685,560.0,259.5720569859266,2,,True,0010001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1298.8104811236076
491.6855381944256,280.0,31.951715716347955,560.0,264.57521805681125,2,,True,0010010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1301.8179161027936
442.1819521180143,280.0,46.916205745950386,560.0,230.52602376108766,3,,True,0010011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1280.241201313586
452.2290166686627,280.0,43.40518982017075,560.0,238.54724586923405,2,,True,0010100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1285.2571767254321
402.72543059225137,280.0,58.36967984977318,560.0,204.49805157351042,3,,True,0010101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1263.6804619362244
407.58601960298364,280.0,56.129271707274455,560.0,209.50121264439505,3,,True,0010110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1266.6878969154106
358.08243352657234,280.0,71.09376173687687,560.0,175.45201834867143,4,,True,0010111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1245.111182126203
456.04953535070024,280.0,44.20442150453776,560.0,236.28860695591388,2,,True,0011000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1283.990094406933
406.5459492742889,280.0,59.16891153414019,560.0,202.23941266019023,3,,True,0011001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1262.4133796177252
411.40653828502116,280.0,56.928503391641456,560.0,207.24257373107488,3,,True,0011010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1265.4208145969114
361.9029522086098,280.0,71.89299342124389,560.0,173.19337943535123,4,,True,0011011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1243.8440998077035
371.9500167592583,280.0,68.38197749546426,560.0,181.21460154349768,3,,True,0011100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1248.86007521955
322.44643068284694,280.0,83.34646752506669,560.0,147.16540724777403,4,,True,0011101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1227.283360430342
327.30701969357926,280.0,81.10605938256795,560.0,152.16856831865866,4,,True,0011110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1230.2907954095285
277.80343361716785,280.0,96.07054941217038,560.0,118.11937402293502,5,,True,0011111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1208.7140806203204
551.728439794835,280.0,15.406029216050772,560.0,302.3166538390684,1,,True,0100000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1326.036225051318
502.22485371842373,280.0,30.3705192456532,560.0,268.2674595433448,2,,True,0100001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1304.4595102621104
507.08544272915606,280.0,28.13011110315447,560.0,273.2706206142294,2,,True,0100010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1307.4669452412966
457.5818566527447,280.0,43.0946011327569,560.0,239.22142631850576,3,,True,0100011,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1285.8902304520886
467.6289212033932,280.0,39.58358520697726,560.0,247.24264842665224,2,,True,0100100,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1290.9062058639352
418.12533512698184,280.0,54.54807523657969,560.0,213.1934541309286,3,,True,0100101,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1269.3294910747277
422.98592413771405,280.0,52.30766709408097,560.0,218.1966152018132,3,,True,0100110,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1272.3369260539137
373.4823380613028,280.0,67.27215712368339,560.0,184.1474209060896,4,,True,0100111,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1250.760211264706
471.44943988543065,280.0,40.38281689134428,560.0,244.984009513332,2,,True,0101000,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1289.6391235454357
421.9458538090193,280.0,55.34730692094671,560.0,210.93481521760836,3,,True,0101001,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1268.062408756228
426.80644281975157,280.0,53.10689877844797,560.0,215.93797628849302,3,,True,0101010,7,BALANCED_COVERAGE,2,baselines/e2_alns/m1_scheduler_realization_20260710/solutions/BALANCED_COVERAGE__SHARED_ONE_EV__seed2.json,SHARED_ONE_EV,1271.069843735414
