battery_kwh,category,constraint_mechanism,constraint_promotable,constraint_scenario,constraint_source_class,cv_shell_composition,cv_shell_cost,cv_shell_ev_route_share,ev_shell_composition,ev_shell_cost,ev_shell_ev_route_share,free_mixed_composition,free_mixed_cost,free_mixed_ev_route_share,instance,no_feasible_statuses,phase,seed,size,winner_composition,winner_cv_route_count,winner_depot_charging_energy_share,winner_depot_peak_capacity,winner_depot_peak_concurrent_at_one_depot,winner_ev_customer_share,winner_ev_demand_share,winner_ev_distance_share,winner_ev_route_count,winner_ev_route_share,winner_ev_routes_drive_kwh_over_battery,winner_ev_routes_with_public_charge,winner_max_ev_drive_kwh,winner_max_ev_route_distance_m,winner_public_charging_energy_share,winner_public_peak_concurrent_at_one_station,winner_route_count,winner_station_capacity_violation_count,winner_status,winner_total_cost,winner_variant
82.6,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,11164.214856565932,0.0,,,,balanced_mixed,11344.82941671199,0.39436619718309857,e2-vanilla-200c-01,,stage_a,1,200,all_cv,67,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,67,0,OK,11164.214856565932,cv_shell
82.6,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1301.9615626919804,0.0,,,,balanced_mixed,1258.9999741623587,0.42857142857142855,e2-vanilla-20c-01,,stage_a,1,20,balanced_mixed,4,0.9763490870271473,3,3,0.3,0.3742790002136296,0.25671061633347986,3,0.42857142857142855,1,1,87.05424789965538,135938.99614595168,0.02365091297285283,1,7,0,OK,1258.9999741623587,free_mixed
82.6,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,1213.2666144034245,0.0,,,,balanced_mixed,1173.0660285478589,0.42857142857142855,e2-vanilla-25c-01,,stage_a,1,25,balanced_mixed,4,0.9767409956978413,3,3,0.28,0.41155750190403656,0.3718760912354799,3,0.42857142857142855,1,1,88.31007264631842,139105.8687666674,0.023259004302158687,1,7,0,OK,1173.0660285478589,free_mixed
82.6,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,2752.305491322416,0.0,,,,balanced_mixed,2724.4917291422917,0.4375,e2-vanilla-50c-01,,stage_a,1,50,balanced_mixed,9,0.9830877662721269,7,7,0.36,0.41170111562743233,0.3319422623896658,7,0.4375,1,1,91.23975807658984,145109.0435834842,0.016912233727873163,1,16,0,OK,2724.4917291422917,free_mixed
82.6,vanilla,depot_charging_capacity,False,depot_chargers_manifest_total_diagnostic,diagnostic_only,all_cv,4668.631771653173,0.0,,,,balanced_mixed,4480.407980182557,0.32,e2-vanilla-75c-01,,stage_a,1,75,balanced_mixed,17,1.0,11,8,0.28,0.29730173498987467,0.21793371572136805,8,0.32,0,0,82.2521162968095,130450.53964369676,0.0,0,25,0,OK,4480.407980182557,free_mixed
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,5059.385878752753,0.0,,,,balanced_mixed,4907.65505011508,0.42424242424242425,e2-multidepot-100c-01,,stage_a,1,100,balanced_mixed,19,1.0,7,7,0.42,0.4290826215680845,0.3201819069347076,14,0.42424242424242425,0,0,81.34429384281582,128699.66271010516,0.0,0,33,0,OK,4907.65505011508,free_mixed
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,629.1244202104523,0.0,,,,balanced_mixed,593.0480859708845,0.5,e2-multidepot-10c-01,,stage_a,1,10,balanced_mixed,2,1.0,1,1,0.4,0.4831599365191324,0.4424582506359281,2,0.5,0,0,80.40539010735723,128994.01159145366,0.0,0,4,0,OK,593.0480859708845,free_mixed
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,7270.566593981815,0.0,,,,balanced_mixed,7372.146506395357,0.39215686274509803,e2-multidepot-150c-01,,stage_a,1,150,all_cv,48,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,48,0,OK,7270.566593981815,cv_shell
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,945.2956479699312,0.0,,,,balanced_mixed,911.825701849272,0.4,e2-multidepot-15c-01,,stage_a,1,15,balanced_mixed,3,1.0,1,1,0.3333333333333333,0.4326083945144757,0.2821609552112844,2,0.4,0,0,80.36454503964926,126984.22687758475,0.0,0,5,0,OK,911.825701849272,free_mixed
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,9549.623080396133,0.0,,,,balanced_mixed,10933.123766318646,0.39705882352941174,e2-multidepot-200c-01,,stage_a,1,200,all_cv,66,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,66,0,OK,9549.623080396133,cv_shell
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1172.824422818402,0.0,,,,balanced_mixed,1160.77333549022,0.2857142857142857,e2-multidepot-20c-01,,stage_a,1,20,balanced_mixed,5,1.0,1,1,0.3,0.30132450331125826,0.2373656108474558,2,0.2857142857142857,0,0,75.91204766037204,121592.52527618762,0.0,0,7,0,OK,1160.77333549022,free_mixed
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1045.8722145551653,0.0,,,,balanced_mixed,1048.023871728491,0.2857142857142857,e2-multidepot-25c-01,,stage_a,1,25,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1045.8722145551653,cv_shell
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,2426.9046973084396,0.0,,,,balanced_mixed,2372.791798645194,0.375,e2-multidepot-50c-01,,stage_a,1,50,balanced_mixed,10,1.0,3,3,0.34,0.38398339531263515,0.29937093018071886,6,0.375,0,0,76.01819342401387,121344.71511920558,0.0,0,16,0,OK,2372.791798645194,free_mixed
82.6,multidepot,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,4257.4366557039775,0.0,,,,balanced_mixed,4109.483966718867,0.37037037037037035,e2-multidepot-75c-01,,stage_a,1,75,balanced_mixed,17,1.0,5,5,0.30666666666666664,0.351075474796125,0.31873400604934854,10,0.37037037037037035,0,0,82.2521162968095,130450.53964369676,0.0,0,27,0,OK,4109.483966718867,free_mixed
82.6,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,5107.53757812103,0.0,,,,balanced_mixed,4887.7735289396915,0.5161290322580645,e2-threeshift-100c-01,,stage_a,1,100,balanced_mixed,15,1.0,7,5,0.52,0.5097774173199964,0.35457462164541725,16,0.5161290322580645,0,0,78.77257460051511,124382.01155158109,0.0,0,31,0,OK,4887.7735289396915,free_mixed
82.6,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,8525.481461998606,0.0,,,,balanced_mixed,7323.69444228616,0.64,e2-threeshift-150c-01,,stage_a,1,150,balanced_mixed,18,1.0,10,9,0.5666666666666667,0.622761157222778,0.41484102774828885,32,0.64,0,0,80.9086548411803,130121.71933819809,0.0,0,50,0,OK,7323.69444228616,free_mixed
82.6,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,9537.791917774082,0.0,,,,balanced_mixed,10910.649327139727,0.29508196721311475,e2-threeshift-200c-01,,stage_a,1,200,all_cv,64,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,64,0,OK,9537.791917774082,cv_shell
82.6,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,2462.8943357576422,0.0,,,,balanced_mixed,2353.7948969231215,0.625,e2-threeshift-50c-01,,stage_a,1,50,balanced_mixed,6,1.0,3,3,0.54,0.5847635180314715,0.4377339909476147,10,0.625,0,0,74.76182878764403,119260.85178725213,0.0,0,16,0,OK,2353.7948969231215,free_mixed
82.6,threeshift,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,3960.5538278976487,0.0,,,,balanced_mixed,3866.489644396439,0.3333333333333333,e2-threeshift-75c-01,,stage_a,1,75,balanced_mixed,16,1.0,5,3,0.28,0.3378590824639131,0.216083214177841,8,0.3333333333333333,0,0,77.85387494469286,123005.04766127604,0.0,0,24,0,OK,3866.489644396439,free_mixed
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,5826.874187184658,0.0,,,,balanced_mixed,5925.717709402313,0.20588235294117646,e2-vanilla-100c-01,,stage_a,1,100,all_cv,32,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,32,0,OK,5826.874187184658,cv_shell
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,725.5299337929874,0.0,,,,balanced_mixed,710.5876196728672,0.25,e2-vanilla-10c-01,,stage_a,1,10,balanced_mixed,3,1.0,1,1,0.2,0.2616822429906542,0.13513895558375247,1,0.25,0,0,53.56564599179561,85313.61651194919,0.0,0,4,0,OK,710.5876196728672,free_mixed
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,7592.641707650496,0.0,,,,cv_heavy_mixed,7803.581745245609,0.19230769230769232,e2-vanilla-150c-01,,stage_a,1,150,all_cv,50,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,50,0,OK,7592.641707650496,cv_shell
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1050.287293367975,0.0,,,,cv_heavy_mixed,1029.8291052249417,0.2,e2-vanilla-15c-01,,stage_a,1,15,cv_heavy_mixed,4,1.0,1,1,0.2,0.21263332871588864,0.11534773171498756,1,0.2,0,0,73.52022213856796,116489.54193352879,0.0,0,5,0,OK,1029.8291052249417,free_mixed
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,11164.214856565932,0.0,,,,cv_heavy_mixed,11575.805283431435,0.19718309859154928,e2-vanilla-200c-01,,stage_a,1,200,all_cv,67,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,67,0,OK,11164.214856565932,cv_shell
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1301.9615626919804,0.0,,,,cv_heavy_mixed,1205.7983349570081,0.16666666666666666,e2-vanilla-20c-01,,stage_a,1,20,cv_heavy_mixed,5,1.0,1,1,0.1,0.1683400982696005,0.10908787193605715,1,0.16666666666666666,0,0,80.27340504087637,126876.67696139657,0.0,0,6,0,OK,1205.7983349570081,free_mixed
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,1213.2666144034245,0.0,,,,cv_heavy_mixed,1202.5946221261304,0.14285714285714285,e2-vanilla-25c-01,,stage_a,1,25,cv_heavy_mixed,6,1.0,1,1,0.12,0.13052170601675553,0.08714409579940896,1,0.14285714285714285,0,0,55.93509819230632,89131.03500989299,0.0,0,7,0,OK,1202.5946221261304,free_mixed
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,2752.305491322416,0.0,,,,cv_heavy_mixed,2749.9598983960177,0.1875,e2-vanilla-50c-01,,stage_a,1,50,cv_heavy_mixed,13,1.0,3,3,0.12,0.19670500735103347,0.1387821480730724,3,0.1875,0,0,81.29639592592478,128572.71232334801,0.0,0,16,0,OK,2749.9598983960177,free_mixed
82.6,vanilla,charging_capacity_combo,False,depot_manifest_ev_no_public_diagnostic,diagnostic_only,all_cv,4668.631771653173,0.0,,,,cv_heavy_mixed,4927.946490089146,0.18518518518518517,e2-vanilla-75c-01,,stage_a,1,75,all_cv,25,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,25,0,OK,4668.631771653173,cv_shell
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,5059.385878752753,0.0,,,,balanced_mixed,5058.882474643407,0.21212121212121213,e2-multidepot-100c-01,,stage_a,1,100,balanced_mixed,26,0.947064741580448,100,4,0.21,0.20684146627191208,0.17467474253263648,7,0.21212121212121213,1,1,105.32446553447548,167953.67017806266,0.052935258419552086,1,33,0,OK,5058.882474643407,free_mixed
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,629.1244202104523,0.0,,,,balanced_mixed,607.9904000910046,0.25,e2-multidepot-10c-01,,stage_a,1,10,balanced_mixed,3,1.0,10,1,0.2,0.2214776935284782,0.26632026688162,1,0.25,0,0,80.40539010735723,128994.01159145366,0.0,0,4,0,OK,607.9904000910046,free_mixed
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,7270.566593981815,0.0,,,,balanced_mixed,7244.821665800362,0.20408163265306123,e2-multidepot-150c-01,,stage_a,1,150,balanced_mixed,39,1.0,150,7,0.18666666666666668,0.18896768440273473,0.1198881949385248,10,0.20408163265306123,0,0,74.20143440123442,117396.98769697288,0.0,0,49,0,OK,7244.821665800362,free_mixed
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,945.2956479699312,0.0,,,,all_cv,945.2956479699312,0.0,e2-multidepot-15c-01,,stage_a,1,15,all_cv,5,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,OK,945.2956479699312,free_mixed
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,9549.623080396133,0.0,,,,balanced_mixed,9371.184763117431,0.21212121212121213,e2-multidepot-200c-01,,stage_a,1,200,balanced_mixed,52,0.9820302553963494,200,8,0.2,0.2073348978919631,0.20544269857941572,14,0.21212121212121213,2,2,96.47833900097196,153107.21957248982,0.017969744603650608,1,66,0,OK,9371.184763117431,free_mixed
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,1172.824422818402,0.0,,,,cv_heavy_mixed,1181.9792577432904,0.14285714285714285,e2-multidepot-20c-01,,stage_a,1,20,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1172.824422818402,cv_shell
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,1045.8722145551653,0.0,,,,cv_heavy_mixed,1062.7840735602974,0.14285714285714285,e2-multidepot-25c-01,,stage_a,1,25,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1045.8722145551653,cv_shell
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,2426.9046973084396,0.0,,,,cv_heavy_mixed,2455.2384999569726,0.1875,e2-multidepot-50c-01,,stage_a,1,50,all_cv,16,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,16,0,OK,2426.9046973084396,cv_shell
82.6,multidepot,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,4257.4366557039775,0.0,,,,cv_heavy_mixed,4059.0403933643647,0.2,e2-multidepot-75c-01,,stage_a,1,75,cv_heavy_mixed,20,0.94771943273849,75,3,0.21333333333333335,0.20354660390783208,0.19253248323866387,5,0.2,1,1,103.80191309483237,162802.49772565838,0.052280567261509946,1,25,0,OK,4059.0403933643647,free_mixed
82.6,threeshift,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,5107.53757812103,0.0,,,,balanced_mixed,4975.381892746692,0.22580645161290322,e2-threeshift-100c-01,,stage_a,1,100,balanced_mixed,24,0.9294173103858142,46,2,0.2,0.23483824457060468,0.2032947191302611,7,0.22580645161290322,3,3,95.78072091279182,151854.87509206473,0.07058268961418576,1,31,0,OK,4975.381892746692,free_mixed
82.6,threeshift,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,8525.481461998606,0.0,,,,balanced_mixed,7357.287896325947,0.20833333333333334,e2-threeshift-150c-01,,stage_a,1,150,balanced_mixed,38,0.9619808257601571,70,3,0.18,0.20998266702366022,0.16886732121773124,10,0.20833333333333334,2,2,104.3053979338845,165263.66729529286,0.038019174239842995,1,48,0,OK,7357.287896325947,free_mixed
82.6,threeshift,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,9537.791917774082,0.0,,,,balanced_mixed,9729.673390336646,0.21212121212121213,e2-threeshift-200c-01,,stage_a,1,200,all_cv,64,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,64,0,OK,9537.791917774082,cv_shell
82.6,threeshift,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,2462.8943357576422,0.0,,,,cv_heavy_mixed,2427.296115157577,0.1875,e2-threeshift-50c-01,,stage_a,1,50,cv_heavy_mixed,13,1.0,22,1,0.16,0.18495074221013685,0.1257915198892738,3,0.1875,0,0,63.11512511120185,100438.16074670081,0.0,0,16,0,OK,2427.296115157577,free_mixed
82.6,threeshift,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,3960.5538278976487,0.0,,,,balanced_mixed,3613.1541563619726,0.20833333333333334,e2-threeshift-75c-01,,stage_a,1,75,balanced_mixed,19,1.0,34,2,0.17333333333333334,0.21020437330284408,0.2073007547194899,5,0.20833333333333334,0,0,81.93303079325176,131147.77942226513,0.0,0,24,0,OK,3613.1541563619726,free_mixed
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,5826.874187184658,0.0,,,,balanced_mixed,5903.92682462218,0.21212121212121213,e2-vanilla-100c-01,,stage_a,1,100,all_cv,32,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,32,0,OK,5826.874187184658,cv_shell
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,725.5299337929874,0.0,,,,balanced_mixed,706.981077605641,0.25,e2-vanilla-10c-01,,stage_a,1,10,balanced_mixed,3,1.0,10,1,0.2,0.23928760359724915,0.20723617005156647,1,0.25,0,0,82.38720454213102,131996.04338894613,0.0,0,4,0,OK,706.981077605641,free_mixed
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,7592.641707650496,0.0,,,,balanced_mixed,7445.3022716185105,0.20408163265306123,e2-vanilla-150c-01,,stage_a,1,150,balanced_mixed,39,1.0,150,10,0.15333333333333332,0.20347643919770125,0.1439746951368176,10,0.20408163265306123,0,0,71.0627865733412,112992.03361262917,0.0,0,49,0,OK,7445.3022716185105,free_mixed
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,1050.287293367975,0.0,,,,all_cv,1050.287293367975,0.0,e2-vanilla-15c-01,,stage_a,1,15,all_cv,5,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,5,0,OK,1050.287293367975,free_mixed
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,11164.214856565932,0.0,,,,cv_heavy_mixed,11074.99321469828,0.19402985074626866,e2-vanilla-200c-01,,stage_a,1,200,cv_heavy_mixed,54,1.0,200,13,0.16,0.18755146574440051,0.11203925936648262,13,0.19402985074626866,0,0,78.84222792319851,126734.79390908852,0.0,0,67,0,OK,11074.99321469828,free_mixed
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,1301.9615626919804,0.0,,,,cv_heavy_mixed,1254.7389582665144,0.16666666666666666,e2-vanilla-20c-01,,stage_a,1,20,cv_heavy_mixed,5,0.948833652496893,20,1,0.15,0.16599017303994873,0.110340091753269,1,0.16666666666666666,1,1,87.05424789965538,135938.99614595168,0.051166347503106946,1,6,0,OK,1254.7389582665144,free_mixed
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,1213.2666144034245,0.0,,,,cv_heavy_mixed,1254.6539968240663,0.14285714285714285,e2-vanilla-25c-01,,stage_a,1,25,all_cv,7,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,7,0,OK,1213.2666144034245,cv_shell
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,2752.305491322416,0.0,,,,cv_heavy_mixed,2782.368334118519,0.1875,e2-vanilla-50c-01,,stage_a,1,50,all_cv,15,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,15,0,OK,2752.305491322416,cv_shell
82.6,vanilla,ev_fleet_capital,False,goeke_ev_cap_only,source_backed_diagnostic,all_cv,4668.631771653173,0.0,,,,cv_heavy_mixed,4543.700076906188,0.2,e2-vanilla-75c-01,,stage_a,1,75,cv_heavy_mixed,20,1.0,75,5,0.16,0.18376115155163922,0.1303975204059678,5,0.2,0,0,81.88427938130287,129716.16671855989,0.0,0,25,0,OK,4543.700076906188,free_mixed
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-100c-01,INIT_INFEASIBLE,stage_a,1,100,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-10c-01,INIT_INFEASIBLE,stage_a,1,10,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-150c-01,INIT_INFEASIBLE,stage_a,1,150,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-15c-01,INIT_INFEASIBLE,stage_a,1,15,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-200c-01,INIT_INFEASIBLE,stage_a,1,200,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-20c-01,INIT_INFEASIBLE,stage_a,1,20,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-25c-01,INIT_INFEASIBLE,stage_a,1,25,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-50c-01,INIT_INFEASIBLE,stage_a,1,50,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,,,goeke_total_cap,,,,,,,,,,,e2-multidepot-75c-01,INIT_INFEASIBLE,stage_a,1,75,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,threeshift,,,goeke_total_cap,,,,,,,,,,,e2-threeshift-100c-01,INIT_INFEASIBLE,stage_a,1,100,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,threeshift,,,goeke_total_cap,,,,,,,,,,,e2-threeshift-150c-01,INIT_INFEASIBLE,stage_a,1,150,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,threeshift,,,goeke_total_cap,,,,,,,,,,,e2-threeshift-200c-01,INIT_INFEASIBLE,stage_a,1,200,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,threeshift,,,goeke_total_cap,,,,,,,,,,,e2-threeshift-50c-01,INIT_INFEASIBLE,stage_a,1,50,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,threeshift,,,goeke_total_cap,,,,,,,,,,,e2-threeshift-75c-01,INIT_INFEASIBLE,stage_a,1,75,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-100c-01,INIT_INFEASIBLE,stage_a,1,100,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-10c-01,INIT_INFEASIBLE,stage_a,1,10,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-150c-01,INIT_INFEASIBLE,stage_a,1,150,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-15c-01,INIT_INFEASIBLE,stage_a,1,15,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-200c-01,INIT_INFEASIBLE,stage_a,1,200,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-20c-01,INIT_INFEASIBLE,stage_a,1,20,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-25c-01,INIT_INFEASIBLE,stage_a,1,25,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-50c-01,INIT_INFEASIBLE,stage_a,1,50,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,vanilla,,,goeke_total_cap,,,,,,,,,,,e2-vanilla-75c-01,INIT_INFEASIBLE,stage_a,1,75,,,,,,,,,,,,,,,,,,,NO_FEASIBLE_ROW,,
82.6,multidepot,public_charging_availability,False,public_charging_disabled_diagnostic,diagnostic_only,all_cv,5059.385878752753,0.0,,,,balanced_mixed,4826.086728252263,0.6666666666666666,e2-multidepot-100c-01,,stage_a,1,100,balanced_mixed,11,1.0,100,14,0.62,0.6524526613985389,0.44102228427458845,22,0.6666666666666666,0,0,81.34429384281582,128699.66271010516,0.0,0,33,0,OK,4826.086728252263,free_mixed
82.6,multidepot,public_charging_availability,False,public_charging_disabled_diagnostic,diagnostic_only,all_cv,629.1244202104523,0.0,all_ev,585.3439824113559,1.0,balanced_mixed,573.0291200582521,0.75,e2-multidepot-10c-01,,stage_a,1,10,balanced_mixed,1,1.0,10,2,0.7,0.7268559336977606,0.6814339662848842,3,0.75,0,0,80.40539010735723,128994.01159145366,0.0,0,4,0,OK,573.0291200582521,free_mixed
82.6,multidepot,public_charging_availability,False,public_charging_disabled_diagnostic,diagnostic_only,all_cv,7270.566593981815,0.0,,,,balanced_mixed,7272.313703940902,0.6470588235294118,e2-multidepot-150c-01,,stage_a,1,150,all_cv,48,0.0,,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,48,0,OK,7270.566593981815,cv_shell
82.6,multidepot,public_charging_availability,False,public_charging_disabled_diagnostic,diagnostic_only,all_cv,945.2956479699312,0.0,,,,balanced_mixed,937.6889751006869,0.6,e2-multidepot-15c-01,,stage_a,1,15,balanced_mixed,2,1.0,15,3,0.5333333333333333,0.5762570993212356,0.29263416321656965,3,0.6,0,0,68.4658219619149,108719.76504787148,0.0,0,5,0,OK,937.6889751006869,free_mixed
