all_cv_count,all_ev_count,balanced_count,battery_kwh,category,constraint_scenario,cv_heavy_count,ev_heavy_count,expected_winner_rows,fake_balance_flag,max_depot_peak_concurrent,mean_depot_charging_energy_share,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,mean_public_charging_energy_share,missing_or_infeasible_winner_rows,phase,public_charge_route_total,route_share_in_practical_band,size,winner_count
0,0,1,82.6,multidepot,public_charging_disabled_diagnostic,0,0,1,False,3,1.0,0.64,0.7297220106626047,0.5188025663467667,0.7142857142857143,0.0,0,stage_a,0,True,25,1
0,0,1,82.6,multidepot,public_charging_disabled_diagnostic,0,0,1,False,7,1.0,0.5,0.616405777047479,0.45217889059445343,0.625,0.0,0,stage_a,0,True,50,1
0,0,1,82.6,multidepot,public_charging_disabled_diagnostic,0,0,1,False,12,1.0,0.6266666666666667,0.6426303978983088,0.5224053274175199,0.6666666666666666,0.0,0,stage_a,0,True,75,1
0,0,1,82.6,multidepot,public_charging_disabled_diagnostic,0,0,1,False,14,1.0,0.62,0.6524526613985389,0.44102228427458845,0.6666666666666666,0.0,0,stage_a,0,True,100,1
1,0,0,82.6,multidepot,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,82.6,multidepot,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,82.6,threeshift,public_charging_disabled_diagnostic,0,0,1,False,3,1.0,0.54,0.5847635180314715,0.4377339909476147,0.625,0.0,0,stage_a,0,True,50,1
0,0,1,82.6,threeshift,public_charging_disabled_diagnostic,0,0,1,False,3,1.0,0.28,0.3378590824639131,0.216083214177841,0.3333333333333333,0.0,0,stage_a,0,True,75,1
0,0,1,82.6,threeshift,public_charging_disabled_diagnostic,0,0,1,False,5,1.0,0.52,0.5097774173199964,0.35457462164541725,0.5161290322580645,0.0,0,stage_a,0,True,100,1
0,0,1,82.6,threeshift,public_charging_disabled_diagnostic,0,0,1,False,9,1.0,0.5666666666666667,0.622761157222778,0.41484102774828885,0.64,0.0,0,stage_a,0,True,150,1
1,0,0,82.6,threeshift,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,82.6,vanilla,public_charging_disabled_diagnostic,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.13513895558375247,0.25,0.0,0,stage_a,0,True,10,1
0,0,0,82.6,vanilla,public_charging_disabled_diagnostic,1,0,1,True,1,1.0,0.2,0.21263332871588864,0.11534773171498756,0.2,0.0,0,stage_a,0,True,15,1
0,0,0,82.6,vanilla,public_charging_disabled_diagnostic,1,0,1,False,1,1.0,0.1,0.1683400982696005,0.10813017113916777,0.16666666666666666,0.0,0,stage_a,0,False,20,1
0,0,0,82.6,vanilla,public_charging_disabled_diagnostic,1,0,1,False,1,1.0,0.12,0.13052170601675553,0.08714409579940896,0.14285714285714285,0.0,0,stage_a,0,False,25,1
0,0,1,82.6,vanilla,public_charging_disabled_diagnostic,0,0,1,False,8,1.0,0.46,0.4731038657787771,0.37456000772190606,0.5,0.0,0,stage_a,0,True,50,1
1,0,0,82.6,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,75,1
1,0,0,82.6,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,82.6,vanilla,public_charging_disabled_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
0,0,1,82.6,vanilla,public_charging_disabled_diagnostic,0,0,1,False,34,1.0,0.45,0.4688941040843215,0.3247573800637435,0.4927536231884058,0.0,0,stage_a,0,True,200,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,2,1.0,0.7,0.7268559336977606,0.6814339662848842,0.75,0.0,0,stage_a,0,True,10,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,3,1.0,0.5333333333333333,0.5762570993212356,0.29263416321656965,0.6,0.0,0,stage_a,0,True,15,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,3,1.0,0.5,0.5240333262123478,0.3749011168919849,0.5714285714285714,0.0,0,stage_a,0,True,20,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,3,1.0,0.64,0.7297220106626047,0.5188025663467667,0.7142857142857143,0.0,0,stage_a,0,True,25,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,6,0.9655444380989825,0.5,0.6120383983395312,0.48053760386660244,0.625,0.034455561901017576,0,stage_a,1,True,50,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,12,0.9824587570754115,0.6266666666666667,0.6256636199441739,0.4969545781673162,0.6538461538461539,0.01754124292458855,0,stage_a,1,True,75,1
0,0,1,82.6,multidepot,unbounded_reference,0,0,1,False,15,1.0,0.71,0.726639545038233,0.5287152379390451,0.7428571428571429,0.0,0,stage_a,0,True,100,1
1,0,0,82.6,multidepot,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,82.6,multidepot,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,82.6,threeshift,unbounded_reference,0,0,1,False,3,0.9926708709379387,0.62,0.663977176481077,0.5364145210481884,0.6875,0.007329129062061231,0,stage_a,1,True,50,1
0,0,1,82.6,threeshift,unbounded_reference,0,0,1,False,3,0.9711911069957704,0.5866666666666667,0.624639131056167,0.48780081369174555,0.64,0.02880889300422965,0,stage_a,3,True,75,1
0,0,1,82.6,threeshift,unbounded_reference,0,0,1,False,6,0.989832490560341,0.55,0.5565693430656934,0.4065211182034849,0.5806451612903226,0.01016750943965894,0,stage_a,2,True,100,1
0,0,1,82.6,threeshift,unbounded_reference,0,0,1,False,7,0.9712022591451621,0.6866666666666666,0.7143018192579231,0.5260499230491099,0.7346938775510204,0.028797740854837814,0,stage_a,7,True,150,1
1,0,0,82.6,threeshift,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,82.6,vanilla,unbounded_reference,0,0,1,False,2,1.0,0.4,0.5173690707106331,0.36619770322383605,0.5,0.0,0,stage_a,0,True,10,1
0,0,0,82.6,vanilla,unbounded_reference,1,0,1,True,1,1.0,0.2,0.21263332871588864,0.11534773171498756,0.2,0.0,0,stage_a,0,True,15,1
0,0,1,82.6,vanilla,unbounded_reference,0,0,1,False,3,0.9763490870271473,0.3,0.3742790002136296,0.25671061633347986,0.42857142857142855,0.02365091297285283,0,stage_a,1,True,20,1
0,0,1,82.6,vanilla,unbounded_reference,0,0,1,False,4,0.9808710447755883,0.4,0.5622619954303123,0.45203099660645396,0.5714285714285714,0.019128955224411572,0,stage_a,1,True,25,1
0,0,1,82.6,vanilla,unbounded_reference,0,0,1,False,8,0.9854096312041911,0.4,0.47984952002075587,0.38443758248287957,0.5,0.014590368795808868,0,stage_a,1,True,50,1
0,0,1,82.6,vanilla,unbounded_reference,0,0,1,False,8,1.0,0.28,0.29730173498987467,0.21793371572136805,0.32,0.0,0,stage_a,0,True,75,1
1,0,0,82.6,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,82.6,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,82.6,vanilla,unbounded_reference,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,1,1.0,0.5,0.5053782401692823,0.4151303741656648,0.5,0.0,0,stage_a,0,True,10,1
0,0,1,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,1,1.0,0.4,0.41570854689015097,0.28287377875526104,0.4,0.0,0,stage_a,0,True,15,1
0,0,1,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,1,1.0,0.3,0.30132450331125826,0.2373656108474558,0.2857142857142857,0.0,0,stage_a,0,True,20,1
1,0,0,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,25,1
0,0,1,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,3,1.0,0.4,0.36353022571996885,0.3716657266814577,0.375,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,5,0.9847575332129646,0.30666666666666664,0.3546877565541021,0.35209292930247355,0.37037037037037035,0.0152424667870354,0,stage_a,2,True,75,1
1,0,0,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,89.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,0,1,False,3,1.0,0.62,0.6724914188918112,0.5395387428452622,0.6875,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,0,1,False,3,0.9869507221959861,0.64,0.671773617264542,0.5270423075817262,0.68,0.013049277804013952,0,stage_a,3,True,75,1
0,0,1,89.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,0,1,False,7,0.9858109304245994,0.65,0.6647742633144093,0.5268009231041133,0.6875,0.014189069575400564,0,stage_a,2,True,100,1
0,0,1,89.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,0,1,False,10,0.9819606486924028,0.74,0.77341713287206,0.5998025758746046,0.7843137254901961,0.018039351307597283,0,stage_a,4,True,150,1
1,0,0,89.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.13513895558375247,0.25,0.0,0,stage_a,0,True,10,1
0,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,0,1,True,1,1.0,0.2,0.21263332871588864,0.11534773171498756,0.2,0.0,0,stage_a,0,True,15,1
0,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,0,1,False,1,1.0,0.15,0.16599017303994873,0.11358939081970336,0.14285714285714285,0.0,0,stage_a,0,False,20,1
1,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,25,1
1,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
0,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,0,1,True,5,0.9058553286142895,0.16,0.20409391932570742,0.17309426054329183,0.2,0.09414467138571049,0,stage_a,3,True,75,1
1,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,89.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,2,1.0,0.7,0.7268559336977606,0.6814613389047129,0.75,0.0,0,stage_a,0,True,10,1
1,0,0,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,0.9418323618841437,0.65,0.6919461653492843,0.5479989025911536,0.7142857142857143,0.05816763811585626,0,stage_a,1,True,20,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,1.0,0.64,0.741051028179741,0.658927268074785,0.7142857142857143,0.0,0,stage_a,0,True,25,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,7,1.0,0.72,0.7389085877367465,0.6152606727686851,0.75,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,9,0.9891142830054213,0.5466666666666666,0.5952602484811997,0.5067975434378621,0.6153846153846154,0.010885716994578718,0,stage_a,2,True,75,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,14,0.9718297110666633,0.64,0.6624209248333298,0.5317448465527144,0.6666666666666666,0.028170288933336743,0,stage_a,3,True,100,1
0,0,1,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,20,0.9755601588985385,0.6533333333333333,0.6982886746783303,0.5934564854614848,0.7307692307692307,0.024439841101461385,0,stage_a,5,True,150,1
1,0,0,89.0,multidepot,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,5,1.0,0.68,0.7343199750367762,0.6114250920837001,0.7647058823529411,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,0.9869507221959861,0.64,0.671773617264542,0.5270423075817262,0.68,0.013049277804013952,0,stage_a,3,True,75,1
0,0,1,89.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,7,0.9858109304245994,0.65,0.6647742633144093,0.5268009231041133,0.6875,0.014189069575400564,0,stage_a,2,True,100,1
0,0,0,89.0,threeshift,depot_chargers_manifest_total_diagnostic,0,1,1,False,11,0.9826360910110701,0.76,0.7956963488014881,0.6232008263812968,0.803921568627451,0.017363908988930053,0,stage_a,4,False,150,1
1,0,0,89.0,threeshift,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,2,0.9213762568729664,0.4,0.4831599365191324,0.3841683245373059,0.5,0.07862374312703356,0,stage_a,1,True,10,1
0,0,0,89.0,vanilla,depot_chargers_manifest_total_diagnostic,1,0,1,True,1,1.0,0.2,0.21263332871588864,0.11534773171498756,0.2,0.0,0,stage_a,0,True,15,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,1.0,0.3,0.3742790002136296,0.2540907236085139,0.42857142857142855,0.0,0,stage_a,0,True,20,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,3,1.0,0.36,0.4266945925361767,0.3978659316901731,0.42857142857142855,0.0,0,stage_a,0,True,25,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,7,1.0,0.34,0.4151604254951137,0.3205351269849364,0.4375,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,11,0.978856262876575,0.3466666666666667,0.39212413113677413,0.30227401289177513,0.4230769230769231,0.02114373712342493,0,stage_a,1,True,75,1
1,0,0,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,20,0.9600054904866184,0.3466666666666667,0.38191289085169927,0.40895240015318823,0.38461538461538464,0.03999450951338152,0,stage_a,3,True,150,1
0,0,1,89.0,vanilla,depot_chargers_manifest_total_diagnostic,0,0,1,False,28,0.9683668096253825,0.33,0.3812994071146245,0.3313154828290818,0.4,0.031633190374617474,0,stage_a,6,True,200,1
0,0,1,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,1,1.0,0.4,0.4831599365191324,0.44247602380557327,0.5,0.0,0,stage_a,0,True,10,1
0,0,1,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,1,1.0,0.4,0.41570854689015097,0.28287377875526104,0.4,0.0,0,stage_a,0,True,15,1
0,0,1,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,1,1.0,0.3,0.30132450331125826,0.2373656108474558,0.2857142857142857,0.0,0,stage_a,0,True,20,1
1,0,0,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,25,1
0,0,1,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,3,1.0,0.4,0.36353022571996885,0.3716657266814577,0.375,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,5,1.0,0.3333333333333333,0.35750643095616,0.2983517483246578,0.38461538461538464,0.0,0,stage_a,0,True,75,1
0,0,1,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,7,1.0,0.38,0.41547210803212,0.3154346200056789,0.42424242424242425,0.0,0,stage_a,0,True,100,1
1,0,0,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,89.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,3,1.0,0.62,0.6625507065483885,0.5214182247782793,0.6875,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,4,1.0,0.5066666666666667,0.5485779619837073,0.39336232179825475,0.56,0.0,0,stage_a,0,True,75,1
1,0,0,89.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
0,0,1,89.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,9,1.0,0.6733333333333333,0.7021687358200752,0.5128497255136778,0.7254901960784313,0.0,0,stage_a,0,True,150,1
1,0,0,89.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.13513895558375247,0.25,0.0,0,stage_a,0,True,10,1
0,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,0,1,True,1,1.0,0.2,0.21263332871588864,0.11534773171498756,0.2,0.0,0,stage_a,0,True,15,1
0,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,0,1,False,1,1.0,0.15,0.16599017303994873,0.11358939081970336,0.14285714285714285,0.0,0,stage_a,0,False,20,1
0,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,0,1,False,1,1.0,0.08,0.14927646610814926,0.13674796833853514,0.14285714285714285,0.0,0,stage_a,0,False,25,1
1,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
0,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,0,1,False,5,1.0,0.14666666666666667,0.17251381971430135,0.15364815403389548,0.19230769230769232,0.0,0,stage_a,0,False,75,1
1,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
1,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
1,0,0,89.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,multidepot,goeke_ev_cap_only,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.17737270768572286,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,89.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
1,0,0,89.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,20,1
1,0,0,89.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,25,1
1,0,0,89.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
0,0,0,89.0,multidepot,goeke_ev_cap_only,1,0,1,False,3,0.9720885791918285,0.18666666666666668,0.18365168846806415,0.18263579178548422,0.19230769230769232,0.027911420808171637,0,stage_a,1,False,75,1
0,0,1,89.0,multidepot,goeke_ev_cap_only,0,0,1,True,4,0.9519998977689891,0.19,0.2103559181239217,0.17573372484624186,0.21212121212121213,0.04800010223101091,0,stage_a,1,True,100,1
1,0,0,89.0,multidepot,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,150,1
0,0,1,89.0,multidepot,goeke_ev_cap_only,0,0,1,False,8,0.933036114623678,0.2,0.21080368906455862,0.2623142592978569,0.208955223880597,0.06696388537632189,0,stage_a,5,True,200,1
0,0,0,89.0,threeshift,goeke_ev_cap_only,1,0,1,True,1,1.0,0.14,0.19511434048054205,0.1277680870513066,0.2,0.0,0,stage_a,0,True,50,1
0,0,1,89.0,threeshift,goeke_ev_cap_only,0,0,1,True,2,0.984573496631621,0.22666666666666666,0.19991424896384163,0.18448784941339605,0.20833333333333334,0.01542650336837896,0,stage_a,1,True,75,1
0,0,1,89.0,threeshift,goeke_ev_cap_only,0,0,1,False,2,0.9593328684208206,0.2,0.22456519780120754,0.23894300175367617,0.22580645161290322,0.04066713157917944,0,stage_a,4,True,100,1
0,0,0,89.0,threeshift,goeke_ev_cap_only,1,0,1,True,5,0.975761388968086,0.18,0.20168256697152037,0.17552650802110384,0.2,0.024238611031914055,0,stage_a,3,True,150,1
1,0,0,89.0,threeshift,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,200,1
0,0,1,89.0,vanilla,goeke_ev_cap_only,0,0,1,True,1,1.0,0.2,0.2616822429906542,0.1351389555837525,0.25,0.0,0,stage_a,0,True,10,1
1,0,0,89.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,15,1
0,0,0,89.0,vanilla,goeke_ev_cap_only,1,0,1,False,1,1.0,0.15,0.16599017303994873,0.10739456405315471,0.16666666666666666,0.0,0,stage_a,0,False,20,1
1,0,0,89.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,25,1
1,0,0,89.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,50,1
0,0,0,89.0,vanilla,goeke_ev_cap_only,1,0,1,True,5,0.9608936051684661,0.18666666666666668,0.20278036232280663,0.16417604468652044,0.2,0.039106394831533955,0,stage_a,1,True,75,1
1,0,0,89.0,vanilla,goeke_ev_cap_only,0,0,1,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0,stage_a,0,False,100,1
0,0,1,89.0,vanilla,goeke_ev_cap_only,0,0,1,True,10,0.9729749179000907,0.21333333333333335,0.20274038529590782,0.134285515622982,0.20833333333333334,0.027025082099909312,0,stage_a,1,True,150,1
0,0,1,89.0,vanilla,goeke_ev_cap_only,0,0,1,True,14,0.9908793179752593,0.19,0.2063982213438735,0.1430086876552493,0.208955223880597,0.009120682024740801,0,stage_a,1,True,200,1
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,10,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,15,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,20,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,25,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,50,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,75,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,100,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,150,0
0,0,0,89.0,multidepot,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,200,0
0,0,0,89.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,50,0
0,0,0,89.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,75,0
0,0,0,89.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,100,0
0,0,0,89.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,150,0
0,0,0,89.0,threeshift,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,200,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,10,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,15,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,20,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,25,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,50,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,75,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,100,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,150,0
0,0,0,89.0,vanilla,goeke_total_cap,0,0,1,False,0,,,,,,,1,stage_a,0,False,200,0
0,0,1,89.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,2,1.0,0.7,0.7268559336977606,0.6814613389047129,0.75,0.0,0,stage_a,0,True,10,1
0,0,1,89.0,multidepot,public_charging_disabled_diagnostic,0,0,1,False,3,1.0,0.5333333333333333,0.5762570993212356,0.29263416321656965,0.6,0.0,0,stage_a,0,True,15,1
