battery_kwh,category,constraint_scenario,in_band_count,instance,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_ev_route_share,phase,reason,required_majority,size,winner_count
150.0,multidepot,unbounded_reference,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
150.0,multidepot,unbounded_reference,0,e2-multidepot-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
150.0,multidepot,unbounded_reference,0,e2-multidepot-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
150.0,threeshift,unbounded_reference,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9553458268072214,0.96875,stage_a,route_share_outside_practical_band,1,100,1
150.0,threeshift,unbounded_reference,0,e2-threeshift-150c-01,0.94,0.9583867649338388,0.9245708280892688,0.9629629629629629,stage_a,route_share_outside_practical_band,1,150,1
150.0,threeshift,unbounded_reference,0,e2-threeshift-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
150.0,threeshift,unbounded_reference,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
150.0,threeshift,unbounded_reference,0,e2-threeshift-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
150.0,vanilla,unbounded_reference,0,e2-vanilla-100c-01,0.97,0.9702017082365971,0.9560426152469228,0.9705882352941176,stage_a,route_share_outside_practical_band,1,100,1
150.0,vanilla,unbounded_reference,0,e2-vanilla-150c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,150,1
150.0,vanilla,unbounded_reference,0,e2-vanilla-20c-01,0.8,0.8383892330698569,0.7700050632492821,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
150.0,vanilla,unbounded_reference,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7692060724832323,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
150.0,vanilla,unbounded_reference,0,e2-vanilla-50c-01,0.84,0.8645247773069272,0.8292952571765562,0.875,stage_a,route_share_outside_practical_band,1,50,1
150.0,vanilla,unbounded_reference,0,e2-vanilla-75c-01,0.7733333333333333,0.7996551912867386,0.7418977814834243,0.8148148148148148,stage_a,route_share_outside_practical_band,1,75,1
176.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-75c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-100c-01,0.93,0.9318509507073984,0.9304137942366975,0.9375,stage_a,route_share_outside_practical_band,1,100,1
176.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-150c-01,0.8666666666666667,0.8930851288699745,0.8480497786978132,0.9074074074074074,stage_a,route_share_outside_practical_band,1,150,1
176.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-200c-01,0.925,0.9213630549573089,0.9446673522869352,0.927536231884058,stage_a,route_share_outside_practical_band,1,200,1
176.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-75c-01,0.8533333333333334,0.8335000714591968,0.8823402957748033,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-100c-01,0.19,0.2141472661824533,0.2036111586790317,0.21875,stage_a,fake_balance,1,100,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.13513895558375247,0.25,stage_a,fake_balance,1,10,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-15c-01,0.13333333333333333,0.14378722814794292,0.20095309431457212,0.2,stage_a,fake_balance,1,15,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-200c-01,0.14,0.1720808629776021,0.21583654218417234,0.2028985507246377,stage_a,fake_balance,1,200,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-20c-01,0.1,0.1487929929502243,0.14022768468955132,0.14285714285714285,stage_a,route_share_outside_practical_band,1,20,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.17290368206118256,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-50c-01,0.16,0.18477038830753265,0.1956475362129022,0.1875,stage_a,route_share_outside_practical_band,1,50,1
176.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-75c-01,0.2,0.18696294674620983,0.20905174789305717,0.2,stage_a,fake_balance,1,75,1
176.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-100c-01,0.83,0.8375045261879912,0.7866409437363184,0.8484848484848485,stage_a,route_share_outside_practical_band,1,100,1
176.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
176.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
176.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-50c-01,0.86,0.8704056040819856,0.8433074884915145,0.875,stage_a,route_share_outside_practical_band,1,50,1
176.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9553219770288914,0.96875,stage_a,route_share_outside_practical_band,1,100,1
176.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-150c-01,0.9133333333333333,0.9352197624113975,0.8848512162162377,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,1
176.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
176.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,vanilla,depot_chargers_manifest_total_diagnostic,0,e2-vanilla-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
176.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-75c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-100c-01,0.93,0.9318509507073984,0.9304137942366975,0.9375,stage_a,route_share_outside_practical_band,1,100,1
176.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-150c-01,0.8933333333333333,0.9178022349675183,0.8857512093792348,0.9259259259259259,stage_a,route_share_outside_practical_band,1,150,1
176.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-200c-01,0.925,0.9213630549573089,0.9446673522869352,0.927536231884058,stage_a,route_share_outside_practical_band,1,200,1
176.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-75c-01,0.9466666666666667,0.9325996855795341,0.9265701218613432,0.9230769230769231,stage_a,route_share_outside_practical_band,1,75,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-100c-01,0.19,0.2141472661824533,0.2036111586790317,0.21875,stage_a,fake_balance,1,100,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.13513895558375247,0.25,stage_a,fake_balance,1,10,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-15c-01,0.13333333333333333,0.14378722814794292,0.20095309431457212,0.2,stage_a,fake_balance,1,15,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-200c-01,0.14,0.1720808629776021,0.21583654218417234,0.2028985507246377,stage_a,fake_balance,1,200,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-20c-01,0.1,0.1487929929502243,0.14022768468955132,0.14285714285714285,stage_a,route_share_outside_practical_band,1,20,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.17290368206118256,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,0,e2-vanilla-50c-01,0.16,0.18477038830753265,0.1956475362129022,0.1875,stage_a,route_share_outside_practical_band,1,50,1
176.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-75c-01,0.2,0.18696294674620983,0.20905174789305717,0.2,stage_a,fake_balance,1,75,1
176.0,multidepot,goeke_ev_cap_only,1,e2-multidepot-100c-01,0.2,0.2017721357217406,0.1919773366735521,0.21212121212121213,stage_a,fake_balance,1,100,1
176.0,multidepot,goeke_ev_cap_only,0,e2-multidepot-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
176.0,multidepot,goeke_ev_cap_only,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,multidepot,goeke_ev_cap_only,0,e2-multidepot-20c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,20,1
176.0,multidepot,goeke_ev_cap_only,0,e2-multidepot-25c-01,0.08,0.12633282559025133,0.07586319154437016,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
176.0,multidepot,goeke_ev_cap_only,0,e2-multidepot-50c-01,0.2,0.18969990486897864,0.16040934379821226,0.1875,stage_a,route_share_outside_practical_band,1,50,1
176.0,multidepot,goeke_ev_cap_only,0,e2-multidepot-75c-01,0.2,0.2001532483170051,0.18673705113614425,0.19230769230769232,stage_a,route_share_outside_practical_band,1,75,1
176.0,threeshift,goeke_ev_cap_only,1,e2-threeshift-150c-01,0.2,0.20754477685554443,0.19622347166616433,0.2,stage_a,fake_balance,1,150,1
176.0,threeshift,goeke_ev_cap_only,1,e2-threeshift-200c-01,0.195,0.21145499666560988,0.12007374305390583,0.21875,stage_a,fake_balance,1,200,1
176.0,threeshift,goeke_ev_cap_only,0,e2-threeshift-50c-01,0.16,0.18267730575491464,0.15428178337201942,0.1875,stage_a,route_share_outside_practical_band,1,50,1
176.0,vanilla,goeke_ev_cap_only,1,e2-vanilla-100c-01,0.18,0.19957826577775883,0.18371931918062995,0.21875,stage_a,fake_balance,1,100,1
176.0,vanilla,goeke_ev_cap_only,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.1351389555837525,0.25,stage_a,fake_balance,1,10,1
176.0,vanilla,goeke_ev_cap_only,1,e2-vanilla-150c-01,0.20666666666666667,0.20548643254490637,0.17234944522865303,0.20833333333333334,stage_a,fake_balance,1,150,1
176.0,vanilla,goeke_ev_cap_only,0,e2-vanilla-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
176.0,vanilla,goeke_ev_cap_only,1,e2-vanilla-200c-01,0.225,0.21675312911725955,0.15196236044006203,0.208955223880597,stage_a,fake_balance,1,200,1
176.0,vanilla,goeke_ev_cap_only,0,e2-vanilla-20c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,20,1
176.0,vanilla,goeke_ev_cap_only,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.1716214482888466,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
176.0,vanilla,goeke_ev_cap_only,0,e2-vanilla-50c-01,0.18,0.1737870794776442,0.23173086090783115,0.1875,stage_a,route_share_outside_practical_band,1,50,1
176.0,multidepot,goeke_total_cap,0,e2-multidepot-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-10c-01,,,,,stage_a,missing_or_infeasible,1,10,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-15c-01,,,,,stage_a,missing_or_infeasible,1,15,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-20c-01,,,,,stage_a,missing_or_infeasible,1,20,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-25c-01,,,,,stage_a,missing_or_infeasible,1,25,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
176.0,multidepot,goeke_total_cap,0,e2-multidepot-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
176.0,threeshift,goeke_total_cap,0,e2-threeshift-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
176.0,threeshift,goeke_total_cap,0,e2-threeshift-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
176.0,threeshift,goeke_total_cap,0,e2-threeshift-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
176.0,threeshift,goeke_total_cap,0,e2-threeshift-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
176.0,threeshift,goeke_total_cap,0,e2-threeshift-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-100c-01,,,,,stage_a,missing_or_infeasible,1,100,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-10c-01,,,,,stage_a,missing_or_infeasible,1,10,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-150c-01,,,,,stage_a,missing_or_infeasible,1,150,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-15c-01,,,,,stage_a,missing_or_infeasible,1,15,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-200c-01,,,,,stage_a,missing_or_infeasible,1,200,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-20c-01,,,,,stage_a,missing_or_infeasible,1,20,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-25c-01,,,,,stage_a,missing_or_infeasible,1,25,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-50c-01,,,,,stage_a,missing_or_infeasible,1,50,0
176.0,vanilla,goeke_total_cap,0,e2-vanilla-75c-01,,,,,stage_a,missing_or_infeasible,1,75,0
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-100c-01,0.88,0.9004451639012545,0.8139382978020328,0.9090909090909091,stage_a,route_share_outside_practical_band,1,100,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-10c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-150c-01,0.96,0.9556952170651266,0.9238088825928283,0.9615384615384616,stage_a,route_share_outside_practical_band,1,150,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-20c-01,0.85,0.8506729331339458,0.7250563455329645,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
176.0,multidepot,public_charging_disabled_diagnostic,0,e2-multidepot-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9553219770288914,0.96875,stage_a,route_share_outside_practical_band,1,100,1
176.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-150c-01,0.92,0.939813705733974,0.8956017128702641,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,1
176.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
176.0,threeshift,public_charging_disabled_diagnostic,0,e2-threeshift-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-100c-01,0.97,0.9702017082365971,0.9560426152469228,0.9705882352941176,stage_a,route_share_outside_practical_band,1,100,1
176.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-150c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,150,1
176.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-20c-01,0.8,0.8383892330698569,0.7700050632492821,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
176.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7692060724832323,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
176.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-50c-01,0.84,0.8645247773069272,0.8292952571765562,0.875,stage_a,route_share_outside_practical_band,1,50,1
176.0,vanilla,public_charging_disabled_diagnostic,0,e2-vanilla-75c-01,0.7733333333333333,0.7996551912867386,0.7418977814834243,0.8148148148148148,stage_a,route_share_outside_practical_band,1,75,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-100c-01,0.88,0.9004451639012545,0.8139382978020328,0.9090909090909091,stage_a,route_share_outside_practical_band,1,100,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-10c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,10,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-150c-01,0.96,0.9556952170651266,0.9238088825928283,0.9615384615384616,stage_a,route_share_outside_practical_band,1,150,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-20c-01,0.85,0.8506729331339458,0.7250563455329645,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
176.0,multidepot,unbounded_reference,0,e2-multidepot-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,threeshift,unbounded_reference,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9553219770288914,0.96875,stage_a,route_share_outside_practical_band,1,100,1
176.0,threeshift,unbounded_reference,0,e2-threeshift-150c-01,0.9133333333333333,0.9352197624113975,0.8848512162162377,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,1
176.0,threeshift,unbounded_reference,0,e2-threeshift-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
176.0,threeshift,unbounded_reference,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
176.0,threeshift,unbounded_reference,0,e2-threeshift-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
176.0,vanilla,unbounded_reference,0,e2-vanilla-100c-01,0.97,0.9702017082365971,0.9560426152469228,0.9705882352941176,stage_a,route_share_outside_practical_band,1,100,1
176.0,vanilla,unbounded_reference,0,e2-vanilla-150c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,150,1
176.0,vanilla,unbounded_reference,0,e2-vanilla-20c-01,0.8,0.8383892330698569,0.7700050632492821,0.8571428571428571,stage_a,route_share_outside_practical_band,1,20,1
176.0,vanilla,unbounded_reference,0,e2-vanilla-25c-01,0.8,0.8535795887281036,0.7692060724832323,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
176.0,vanilla,unbounded_reference,0,e2-vanilla-50c-01,0.84,0.8645247773069272,0.8292952571765562,0.875,stage_a,route_share_outside_practical_band,1,50,1
176.0,vanilla,unbounded_reference,0,e2-vanilla-75c-01,0.7733333333333333,0.7996551912867386,0.7418977814834243,0.8148148148148148,stage_a,route_share_outside_practical_band,1,75,1
180.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
180.0,multidepot,depot_chargers_manifest_ev_diagnostic,0,e2-multidepot-75c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,1
180.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-100c-01,0.93,0.9318509507073984,0.9304137942366975,0.9375,stage_a,route_share_outside_practical_band,1,100,1
180.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-150c-01,0.8666666666666667,0.8930851288699745,0.8480497786978132,0.9074074074074074,stage_a,route_share_outside_practical_band,1,150,1
180.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-200c-01,0.925,0.9213630549573089,0.9446673522869352,0.927536231884058,stage_a,route_share_outside_practical_band,1,200,1
180.0,threeshift,depot_chargers_manifest_ev_diagnostic,0,e2-threeshift-75c-01,0.8533333333333334,0.8335000714591968,0.8823402957748033,0.8461538461538461,stage_a,route_share_outside_practical_band,1,75,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-100c-01,0.19,0.2141472661824533,0.2036111586790317,0.21875,stage_a,fake_balance,1,100,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.13513895558375247,0.25,stage_a,fake_balance,1,10,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-15c-01,0.13333333333333333,0.14378722814794292,0.20095309431457212,0.2,stage_a,fake_balance,1,15,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-200c-01,0.14,0.1720808629776021,0.21583654218417234,0.2028985507246377,stage_a,fake_balance,1,200,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-20c-01,0.1,0.1487929929502243,0.14022768468955132,0.14285714285714285,stage_a,route_share_outside_practical_band,1,20,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-25c-01,0.12,0.14232673267326731,0.17290368206118256,0.14285714285714285,stage_a,route_share_outside_practical_band,1,25,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,0,e2-vanilla-50c-01,0.16,0.18477038830753265,0.1956475362129022,0.1875,stage_a,route_share_outside_practical_band,1,50,1
180.0,vanilla,depot_chargers_manifest_ev_diagnostic,1,e2-vanilla-75c-01,0.2,0.18696294674620983,0.20905174789305717,0.2,stage_a,fake_balance,1,75,1
180.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-100c-01,0.83,0.8375045261879912,0.7866409437363184,0.8484848484848485,stage_a,route_share_outside_practical_band,1,100,1
180.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-15c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,15,1
180.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
180.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-25c-01,0.8,0.8535795887281036,0.6917908450790337,0.8571428571428571,stage_a,route_share_outside_practical_band,1,25,1
180.0,multidepot,depot_chargers_manifest_total_diagnostic,0,e2-multidepot-50c-01,0.86,0.8704056040819856,0.8433074884915145,0.875,stage_a,route_share_outside_practical_band,1,50,1
180.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-100c-01,0.96,0.9649004235378931,0.9553219770288914,0.96875,stage_a,route_share_outside_practical_band,1,100,1
180.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-150c-01,0.9133333333333333,0.9352197624113975,0.8848512162162377,0.9444444444444444,stage_a,route_share_outside_practical_band,1,150,1
180.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
180.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-50c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,50,1
180.0,threeshift,depot_chargers_manifest_total_diagnostic,0,e2-threeshift-75c-01,1.0,1.0,1.0,1.0,stage_a,route_share_outside_practical_band,1,75,1
180.0,vanilla,depot_chargers_manifest_total_diagnostic,0,e2-vanilla-150c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,150,1
180.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-200c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,200,1
180.0,multidepot,depot_manifest_ev_no_public_diagnostic,0,e2-multidepot-75c-01,0.0,0.0,0.0,0.0,stage_a,route_share_outside_practical_band,1,75,1
180.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-100c-01,0.93,0.9318509507073984,0.9304137942366975,0.9375,stage_a,route_share_outside_practical_band,1,100,1
180.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-150c-01,0.8666666666666667,0.8930851288699745,0.8480497786978132,0.9074074074074074,stage_a,route_share_outside_practical_band,1,150,1
180.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-200c-01,0.925,0.9213630549573089,0.9446673522869352,0.927536231884058,stage_a,route_share_outside_practical_band,1,200,1
180.0,threeshift,depot_manifest_ev_no_public_diagnostic,0,e2-threeshift-75c-01,0.9466666666666667,0.9325996855795341,0.9265701218613432,0.9230769230769231,stage_a,route_share_outside_practical_band,1,75,1
180.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-100c-01,0.19,0.2141472661824533,0.2036111586790317,0.21875,stage_a,fake_balance,1,100,1
180.0,vanilla,depot_manifest_ev_no_public_diagnostic,1,e2-vanilla-10c-01,0.2,0.2616822429906542,0.13513895558375247,0.25,stage_a,fake_balance,1,10,1
