battery_kwh,category,constraint_scenario,cv_over_manifest,depot_charging_energy_share,depot_peak_capacity,depot_peak_concurrent,ev_over_manifest,fake_balance,in_practical_band,instance,manifest_num_cv,manifest_num_ev,public_charging_energy_share,size,source_artifact,winner_composition,winner_cv_route_count,winner_ev_customer_share,winner_ev_demand_share,winner_ev_distance_share,winner_ev_route_count,winner_ev_route_share
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,9,0.7933333333333333,0.8110040058318116,0.8397774095702115,46,0.8363636363636363
123.9,multidepot,unbounded_reference,False,,,,True,False,True,e2-multidepot-15c-01,2,0,,15,09l_stage_a,balanced_mixed,2,0.5333333333333333,0.609918271228702,0.43315580300291207,3,0.6
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-200c-01,14,14,,200,09l_stage_a,ev_heavy_mixed,1,0.975,0.9840147397891963,0.9713650539235051,73,0.9864864864864865
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7343566514226715,6,0.8571428571428571
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.86,0.8717893280290582,0.7814224854412429,14,0.875
123.9,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,all_ev,0,1.0,1.0,1.0,26,1.0
123.9,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9392403352257367,0.923057466800096,31,0.9393939393939394
123.9,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,5,0.8866666666666667,0.8908445246114172,0.7903531659525104,47,0.9038461538461539
123.9,threeshift,unbounded_reference,True,,,,True,False,True,e2-threeshift-200c-01,14,14,,200,09l_stage_a,balanced_mixed,19,0.675,0.6972483082069727,0.7773181267880135,52,0.7323943661971831
123.9,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.94,0.9313065573039718,0.8954375569210853,15,0.9375
123.9,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.96,0.9556095469486923,0.921772722022266,25,0.9615384615384616
123.9,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,5,0.8,0.8418709663677607,0.7870334353692988,29,0.8529411764705882
123.9,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
123.9,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-150c-01,10,10,,150,09l_stage_a,balanced_mixed,11,0.7,0.7605135391453282,0.7861218907091476,42,0.7924528301886793
123.9,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-15c-01,2,0,,15,09l_stage_a,balanced_mixed,3,0.3333333333333333,0.4326083945144757,0.3296902611616007,2,0.4
123.9,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-200c-01,14,14,,200,09l_stage_a,ev_heavy_mixed,1,0.98,0.9835824275362319,0.9782398603966271,72,0.9863013698630136
123.9,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7835055290213226,6,0.8571428571428571
123.9,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.76,0.8657654226961158,0.8149315094453078,7,0.875
123.9,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9314191818732163,0.9134247293842157,15,0.9375
123.9,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,5,0.8,0.7979858792622189,0.75083347609508,22,0.8148148148148148
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
140.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
140.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
140.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
140.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9649004235378931,0.9575133955114449,32,0.9696969696969697
140.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,5,0.8666666666666667,0.8945506813409805,0.810965501730903,48,0.9056603773584906
140.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,73,1.0
140.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.928721080550974,0.898367758128573,15,0.9375
140.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9564670573102758,0.9170226138144072,27,0.9642857142857143
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
140.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
140.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
140.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
141.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
141.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
141.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
141.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9649004235378931,0.9575133955114449,32,0.9696969696969697
141.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,5,0.8733333333333333,0.8989473387539986,0.8081662098812508,47,0.9038461538461539
141.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,73,1.0
141.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.928721080550974,0.898367758128573,15,0.9375
141.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9564670573102758,0.9174553703504452,27,0.9642857142857143
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
141.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
141.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
141.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
150.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
150.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
150.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
150.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,3,0.87,0.8949040281157069,0.8566857571471568,29,0.90625
150.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,2,0.9466666666666667,0.9592886433775347,0.9356548398449638,51,0.9622641509433962
150.0,threeshift,unbounded_reference,True,,,,False,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_cv,64,0.0,0.0,0.0,0,0.0
150.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,all_ev,0,1.0,1.0,1.0,16,1.0
150.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,3,0.8,0.8693440045733886,0.8107410648409711,22,0.88
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
150.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
150.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
150.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
176.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
176.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
176.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
176.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
176.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,3,0.9133333333333333,0.93395149584995,0.89085846720192,51,0.9444444444444444
176.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,73,1.0
176.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,all_ev,0,1.0,1.0,1.0,16,1.0
176.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9658710876089752,0.9454118731954189,23,0.9583333333333334
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
176.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
176.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
176.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
180.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
180.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.8,0.8383892330698569,0.7351429717370075,6,0.8571428571428571
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-25c-01,2,1,,25,09l_stage_a,ev_heavy_mixed,1,0.8,0.8535795887281036,0.6721325420601498,7,0.875
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.9,0.9350082158609357,0.8911302970209383,15,0.9375
180.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9623994307919654,0.9361363958444553,27,0.9642857142857143
180.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,2,0.92,0.9292376317923763,0.9106642510360613,29,0.9354838709677419
180.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,3,0.9133333333333333,0.93395149584995,0.89085846720192,51,0.9444444444444444
180.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-200c-01,14,14,,200,09l_stage_a,all_ev,0,1.0,1.0,1.0,73,1.0
180.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,1,0.92,0.9333571078322115,0.8693577270880778,16,0.9411764705882353
180.0,threeshift,unbounded_reference,False,,,,True,False,False,e2-threeshift-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,1,0.9466666666666667,0.9658710876089752,0.9454118731954189,23,0.9583333333333334
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,4,0.86,0.8666851264137682,0.818938703832407,28,0.875
180.0,vanilla,unbounded_reference,False,,,,True,False,True,e2-vanilla-10c-01,1,1,,10,09l_stage_a,balanced_mixed,1,0.7,0.7545406453888203,0.6493442543727527,3,0.75
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-150c-01,10,10,,150,09l_stage_a,ev_heavy_mixed,1,0.98,0.9777060597052953,0.9659144677512043,53,0.9814814814814815
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7928933396571236,5,0.8333333333333334
180.0,vanilla,unbounded_reference,True,,,,True,False,True,e2-vanilla-200c-01,14,14,,200,09l_stage_a,balanced_mixed,23,0.595,0.6456789361001317,0.6588136525303839,49,0.6805555555555556
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-20c-01,2,1,,20,09l_stage_a,ev_heavy_mixed,1,0.85,0.8506729331339458,0.7846681058734033,6,0.8571428571428571
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-25c-01,2,1,,25,09l_stage_a,all_ev,0,1.0,1.0,1.0,8,1.0
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-50c-01,4,3,,50,09l_stage_a,ev_heavy_mixed,2,0.84,0.8619302949061662,0.8251722802005311,14,0.875
180.0,vanilla,unbounded_reference,False,,,,True,False,False,e2-vanilla-75c-01,6,5,,75,09l_stage_a,ev_heavy_mixed,4,0.8,0.836106398117235,0.7947675594379814,22,0.8461538461538461
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-100c-01,7,7,,100,09l_stage_a,ev_heavy_mixed,1,0.96,0.9698396131972992,0.9212737098118179,34,0.9714285714285714
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-10c-01,1,1,,10,09l_stage_a,all_ev,0,1.0,1.0,1.0,4,1.0
194.0,multidepot,unbounded_reference,True,,,,False,False,False,e2-multidepot-150c-01,10,10,,150,09l_stage_a,all_cv,48,0.0,0.0,0.0,0,0.0
194.0,multidepot,unbounded_reference,False,,,,True,False,False,e2-multidepot-15c-01,2,0,,15,09l_stage_a,ev_heavy_mixed,1,0.8,0.7926305582490649,0.7278694611925719,5,0.8333333333333334
194.0,multidepot,unbounded_reference,True,,,,True,False,True,e2-multidepot-200c-01,14,14,,200,09l_stage_a,balanced_mixed,15,0.77,0.7700922266139657,0.7307208684890634,59,0.7972972972972973
