mechanism_id,binding,bundle,budget,seed,evaluations,candidate_scores,actual_moves,candidate_channel_sum,mechanism_candidate_evaluations,generic_candidate_evaluations,attempts,changed,accepted,best_improved,scope_violations,search_loop_count,search_restart_count,budget_closed,feasible,start_cost,final_cost,final_recomputed_cost,objective_match,start_signature,final_signature,elapsed_seconds,events_json
multi_depot_responsibility,binding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,963.0311701401012,963.0311701401012,963.0311701401012,True,e780fc84de0aef28ceb8c1a64cf1b9535e2c084b3f04a8dd935d510a3fd4e637,e780fc84de0aef28ceb8c1a64cf1b9535e2c084b3f04a8dd935d510a3fd4e637,0.021446708007715642,[]
multi_depot_responsibility,binding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,True,True,963.0311701401012,828.678306576153,828.678306576153,True,e780fc84de0aef28ceb8c1a64cf1b9535e2c084b3f04a8dd935d510a3fd4e637,69ec9dda9f47ab0180cd81c204b4bbcba71aa3276596a0d097363267e8a6adbb,0.029370207979809493,"[{""accepted"": true, ""best_improved"": true, ""candidate_objective"": 828.678306576153, ""changed"": true, ""charging_changed"": false, ""eval_before"": 0, ""evaluations_added"": 1, ""expert_activity"": {""accepted_moves"": [{""exact_objective_delta"": -134.35286356394812, ""kind"": ""handover"", ""moved_customers"": [""C13""], ""proxy_delta"": -74.26442227543703, ""round"": 1, ""route_indices"": [3, 0]}], ""complete_candidate_evaluations_before_submission"": 0, ""complete_route_search_evaluations"": 0, ""current_objective"": 963.0311701401012, ""estimated_objective"": 828.6783065761531, ""exact_decoder_updates"": 1, ""final_recomputed_cost"": null, ""full_feasibility_checks"": 1, ""improvements"": 1, ""independent_final_replays"": 0, ""local_exact_evaluations"": 2, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_closure_error"": null, ""proposal_signature_changed"": true, ""proxy_moves_considered"": 1141, ""stop_reason"": ""round_limit_reached"", ""strict_local_or_separable_improvement"": true}, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_delta"": -134.35286356394818, ""pressure"": 0.9816580308216878, ""previous_objective"": 963.0311701401012, ""proposal_built"": true, ""responsibility_changed"": true, ""route_customer_order_changed"": true, ""scope_respected"": true, ""signal_metrics"": {""best_boundary_customer"": ""C16"", ""best_responsibility_pressure"": 0.9816580308216878, ""boundary_candidate_count"": 4, ""cross_served_customer_count"": 1, ""cross_site_misassignment_candidate_count"": 0, ""depot_count"": 2, ""home_served_customer_count"": 24}, ""signal_reason"": ""responsibility_mismatch_or_boundary_present"", ""vehicle_type_changed"": false}]"
multi_depot_responsibility,binding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,2,1,2,2,2,2,1,1,1,1,1,1,0,1,0,True,True,963.0311701401012,717.6688564517575,717.6688564517575,True,e780fc84de0aef28ceb8c1a64cf1b9535e2c084b3f04a8dd935d510a3fd4e637,7361ede9eabe88fd946962b9cbf56b115c05db4e683ac11dabcefcc9af0b0f9e,0.029242374992463738,"[{""accepted"": true, ""best_improved"": true, ""candidate_objective"": 828.678306576153, ""changed"": true, ""charging_changed"": false, ""eval_before"": 0, ""evaluations_added"": 1, ""expert_activity"": {""accepted_moves"": [{""exact_objective_delta"": -134.35286356394812, ""kind"": ""handover"", ""moved_customers"": [""C13""], ""proxy_delta"": -74.26442227543703, ""round"": 1, ""route_indices"": [3, 0]}], ""complete_candidate_evaluations_before_submission"": 0, ""complete_route_search_evaluations"": 0, ""current_objective"": 963.0311701401012, ""estimated_objective"": 828.6783065761531, ""exact_decoder_updates"": 1, ""final_recomputed_cost"": null, ""full_feasibility_checks"": 1, ""improvements"": 1, ""independent_final_replays"": 0, ""local_exact_evaluations"": 2, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_closure_error"": null, ""proposal_signature_changed"": true, ""proxy_moves_considered"": 1141, ""stop_reason"": ""round_limit_reached"", ""strict_local_or_separable_improvement"": true}, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_delta"": -134.35286356394818, ""pressure"": 0.9816580308216878, ""previous_objective"": 963.0311701401012, ""proposal_built"": true, ""responsibility_changed"": true, ""route_customer_order_changed"": true, ""scope_respected"": true, ""signal_metrics"": {""best_boundary_customer"": ""C16"", ""best_responsibility_pressure"": 0.9816580308216878, ""boundary_candidate_count"": 4, ""cross_served_customer_count"": 1, ""cross_site_misassignment_candidate_count"": 0, ""depot_count"": 2, ""home_served_customer_count"": 24}, ""signal_reason"": ""responsibility_mismatch_or_boundary_present"", ""vehicle_type_changed"": false}]"
multi_depot_responsibility,binding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,5,1,5,5,5,5,1,4,1,1,1,1,0,1,0,True,True,963.0311701401012,713.499823810566,713.499823810566,True,e780fc84de0aef28ceb8c1a64cf1b9535e2c084b3f04a8dd935d510a3fd4e637,cfec65d59844e196d7c32a28d02a7703c195b695b19907ac0b50a0a3bdfdd392,0.04381545900832862,"[{""accepted"": true, ""best_improved"": true, ""candidate_objective"": 828.678306576153, ""changed"": true, ""charging_changed"": false, ""eval_before"": 0, ""evaluations_added"": 1, ""expert_activity"": {""accepted_moves"": [{""exact_objective_delta"": -134.35286356394812, ""kind"": ""handover"", ""moved_customers"": [""C13""], ""proxy_delta"": -74.26442227543703, ""round"": 1, ""route_indices"": [3, 0]}], ""complete_candidate_evaluations_before_submission"": 0, ""complete_route_search_evaluations"": 0, ""current_objective"": 963.0311701401012, ""estimated_objective"": 828.6783065761531, ""exact_decoder_updates"": 1, ""final_recomputed_cost"": null, ""full_feasibility_checks"": 1, ""improvements"": 1, ""independent_final_replays"": 0, ""local_exact_evaluations"": 2, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_closure_error"": null, ""proposal_signature_changed"": true, ""proxy_moves_considered"": 1141, ""stop_reason"": ""round_limit_reached"", ""strict_local_or_separable_improvement"": true}, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_delta"": -134.35286356394818, ""pressure"": 0.9816580308216878, ""previous_objective"": 963.0311701401012, ""proposal_built"": true, ""responsibility_changed"": true, ""route_customer_order_changed"": true, ""scope_respected"": true, ""signal_metrics"": {""best_boundary_customer"": ""C16"", ""best_responsibility_pressure"": 0.9816580308216878, ""boundary_candidate_count"": 4, ""cross_served_customer_count"": 1, ""cross_site_misassignment_candidate_count"": 0, ""depot_count"": 2, ""home_served_customer_count"": 24}, ""signal_reason"": ""responsibility_mismatch_or_boundary_present"", ""vehicle_type_changed"": false}]"
multi_depot_responsibility,nonbinding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,828.678306576153,828.678306576153,828.678306576153,True,69ec9dda9f47ab0180cd81c204b4bbcba71aa3276596a0d097363267e8a6adbb,69ec9dda9f47ab0180cd81c204b4bbcba71aa3276596a0d097363267e8a6adbb,0.0018796660006046295,[]
multi_depot_responsibility,nonbinding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,True,True,828.678306576153,717.6688564517575,717.6688564517575,True,69ec9dda9f47ab0180cd81c204b4bbcba71aa3276596a0d097363267e8a6adbb,7361ede9eabe88fd946962b9cbf56b115c05db4e683ac11dabcefcc9af0b0f9e,0.03036412497749552,"[{""accepted"": false, ""best_improved"": false, ""changed"": false, ""eval_before"": 0, ""evaluations_added"": 0, ""expert_activity"": {""accepted_moves"": [], ""complete_candidate_evaluations_before_submission"": 0, ""complete_route_search_evaluations"": 0, ""current_objective"": 828.678306576153, ""estimated_objective"": 828.678306576153, ""exact_decoder_updates"": 0, ""final_recomputed_cost"": null, ""full_feasibility_checks"": 1, ""improvements"": 0, ""independent_final_replays"": 0, ""local_exact_evaluations"": 1, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_closure_error"": null, ""proposal_signature_changed"": false, ""proxy_moves_considered"": 1145, ""stop_reason"": ""no_improving_exact_candidate"", ""strict_local_or_separable_improvement"": false}, ""mechanism_id"": ""multi_depot_responsibility"", ""pressure"": 0.9816580308216878, ""proposal_built"": false, ""signal_metrics"": {""best_boundary_customer"": ""C16"", ""best_responsibility_pressure"": 0.9816580308216878, ""boundary_candidate_count"": 4, ""cross_served_customer_count"": 0, ""cross_site_misassignment_candidate_count"": 0, ""depot_count"": 2, ""home_served_customer_count"": 25}, ""signal_reason"": ""responsibility_mismatch_or_boundary_present""}]"
multi_depot_responsibility,nonbinding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,2,1,2,2,2,2,0,2,1,0,0,0,0,1,0,True,True,828.678306576153,717.6688564517575,717.6688564517575,True,69ec9dda9f47ab0180cd81c204b4bbcba71aa3276596a0d097363267e8a6adbb,7361ede9eabe88fd946962b9cbf56b115c05db4e683ac11dabcefcc9af0b0f9e,0.03340166696580127,"[{""accepted"": false, ""best_improved"": false, ""changed"": false, ""eval_before"": 0, ""evaluations_added"": 0, ""expert_activity"": {""accepted_moves"": [], ""complete_candidate_evaluations_before_submission"": 0, ""complete_route_search_evaluations"": 0, ""current_objective"": 828.678306576153, ""estimated_objective"": 828.678306576153, ""exact_decoder_updates"": 0, ""final_recomputed_cost"": null, ""full_feasibility_checks"": 1, ""improvements"": 0, ""independent_final_replays"": 0, ""local_exact_evaluations"": 1, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_closure_error"": null, ""proposal_signature_changed"": false, ""proxy_moves_considered"": 1145, ""stop_reason"": ""no_improving_exact_candidate"", ""strict_local_or_separable_improvement"": false}, ""mechanism_id"": ""multi_depot_responsibility"", ""pressure"": 0.9816580308216878, ""proposal_built"": false, ""signal_metrics"": {""best_boundary_customer"": ""C16"", ""best_responsibility_pressure"": 0.9816580308216878, ""boundary_candidate_count"": 4, ""cross_served_customer_count"": 0, ""cross_site_misassignment_candidate_count"": 0, ""depot_count"": 2, ""home_served_customer_count"": 25}, ""signal_reason"": ""responsibility_mismatch_or_boundary_present""}]"
multi_depot_responsibility,nonbinding,models/data_bundle/generated_instances/L-main_mixed23_archive_20260709/L-main-multidepot-25c-01,5,1,5,5,5,5,0,5,1,0,0,0,0,1,0,True,True,828.678306576153,713.499823810566,713.499823810566,True,69ec9dda9f47ab0180cd81c204b4bbcba71aa3276596a0d097363267e8a6adbb,cfec65d59844e196d7c32a28d02a7703c195b695b19907ac0b50a0a3bdfdd392,0.046189584012608975,"[{""accepted"": false, ""best_improved"": false, ""changed"": false, ""eval_before"": 0, ""evaluations_added"": 0, ""expert_activity"": {""accepted_moves"": [], ""complete_candidate_evaluations_before_submission"": 0, ""complete_route_search_evaluations"": 0, ""current_objective"": 828.678306576153, ""estimated_objective"": 828.678306576153, ""exact_decoder_updates"": 0, ""final_recomputed_cost"": null, ""full_feasibility_checks"": 1, ""improvements"": 0, ""independent_final_replays"": 0, ""local_exact_evaluations"": 1, ""mechanism_id"": ""multi_depot_responsibility"", ""objective_closure_error"": null, ""proposal_signature_changed"": false, ""proxy_moves_considered"": 1145, ""stop_reason"": ""no_improving_exact_candidate"", ""strict_local_or_separable_improvement"": false}, ""mechanism_id"": ""multi_depot_responsibility"", ""pressure"": 0.9816580308216878, ""proposal_built"": false, ""signal_metrics"": {""best_boundary_customer"": ""C16"", ""best_responsibility_pressure"": 0.9816580308216878, ""boundary_candidate_count"": 4, ""cross_served_customer_count"": 0, ""cross_site_misassignment_candidate_count"": 0, ""depot_count"": 2, ""home_served_customer_count"": 25}, ""signal_reason"": ""responsibility_mismatch_or_boundary_present""}]"
fleet_charge,binding,models/data_bundle/generated_instances/L-main_size_preserving_v2_archive_20260710/L-main-threeshift-20c-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,709.5492738220125,709.5492738220125,709.5492738220125,True,461a70064dc3035d58f0753d91fdc49c05b0de0ce4746f3e7789a366db2cbaeb,461a70064dc3035d58f0753d91fdc49c05b0de0ce4746f3e7789a366db2cbaeb,0.0018446669564582407,[]
fleet_charge,binding,models/data_bundle/generated_instances/L-main_size_preserving_v2_archive_20260710/L-main-threeshift-20c-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,True,True,709.5492738220125,621.2913242409613,621.2913242409613,True,461a70064dc3035d58f0753d91fdc49c05b0de0ce4746f3e7789a366db2cbaeb,1dfbf7b3aedbc1052d0f902e8b9cc3bad8614c08cfab4086fb20aed0def4b452,0.0035802919883280993,"[{""accepted"": true, ""best_improved"": true, ""candidate_objective"": 621.2913242409613, ""changed"": true, ""charging_changed"": true, ""eval_before"": 0, ""evaluations_added"": 1, ""expert_activity"": {""assembled_patterns"": 3, ""complete_candidate_evaluations_before_submission"": 0, ""complete_evaluations"": 0, ""current_objective"": 709.5492738220125, ""current_pattern"": [""cv"", ""cv"", ""cv""], ""current_proxy_cost"": 709.5492738220125, ""estimated_objective"": 621.2913242409613, ""exact_decoder_updates"": 1, ""feasibility_checks"": 3, ""improvements"": 1, ""mechanism_id"": ""fleet_charge"", ""objective_delta"": -88.25794958105121, ""patterns_considered"": 4, ""proposal_signature_changed"": true, ""route_proxy_evaluations"": 5, ""selected_pattern"": [""ev"", ""ev"", ""cv""], ""selected_proxy_cost"": 621.2913242409613, ""strict_local_or_separable_improvement"": true}, ""mechanism_id"": ""fleet_charge"", ""objective_delta"": -88.25794958105121, ""pressure"": 1.0, ""previous_objective"": 709.5492738220125, ""proposal_built"": true, ""responsibility_changed"": false, ""route_customer_order_changed"": false, ""scope_respected"": true, ""signal_metrics"": {""available_cv_limit"": 2, ""available_ev_limit"": 1, ""cv_to_ev_possible"": true, ""ev_to_cv_possible"": false, ""homogeneous_solution_with_both_fleet_types_available"": true, ""physical_cv_count"": 2, ""physical_ev_count"": 0, ""positive_charge_action_count"": 0, ""route_count"": 3}, ""signal_reason"": ""homogeneous_solution_in_mixed_fleet"", ""vehicle_type_changed"": true}]"
