instance_id,route_pair_indices,before_objective,after_objective,fallback_columns,fallback_objective,generated_segments,generated_options_before_dedup,columns_after_dedup,selected_routes,mip_status,mip_status_class,mip_dual_bound,mip_gap,mip_node_count,mip_seconds,mip_integral,mip_exact_cover,mip_fleet_feasible,mip_charger_feasible,exact_violation_count,direct_violation_count,wall_seconds
cn-jjj-15c-01-V2-LOCATIONS,"[0, 2]",890.1851758129094,890.1851758129094,2,574.195230894416,60,216,110,2,0,OPTIMAL,574.195230894416,0.0,1,0.01883608300704509,True,True,True,True,0,0,0.4310311249573715
