arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
cooperative,1,1,2381.970953031277,1,5,28,4836.527586043295,5817.011679870668,4,True,20,0,0,20,0.5698709579883143,True
cooperative,1,2,3309.8745990333464,1,5,28,4856.3532774744235,5851.550801501133,4,True,20,6,6,20,0.2955017499625683,True
independent,1,1,2381.970953031277,1,6,28,4988.170458332476,6059.75111325167,0,True,20,0,0,20,0.5365829159854911,True
independent,1,2,3309.8745990333464,1,6,28,5005.577231196505,6077.157886115699,0,True,20,6,6,20,0.40176316699944437,True
