stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,5851.550801501133,6077.157886115699,3.7123782011654423,1627.5323665246146,1677.1187023885598
