instance_id,route_index,depot_id,customers,distance_m,load_kg,ev_feasible,best_delta
cn-cy-200c-02-V2-LOCATIONS,30,D_chongqing,7,103922.893,1667.0,False,
cn-cy-200c-02-V2-LOCATIONS,31,D_chongqing,6,98404.054,1597.0,False,
cn-cy-200c-03-V2-LOCATIONS,0,D_chengdu,7,68163.219,1735.0,False,
cn-cy-200c-03-V2-LOCATIONS,1,D_chengdu,6,48350.399,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,2,D_chengdu,6,50560.264,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,3,D_chengdu,6,53612.961,1735.0,False,
cn-cy-200c-03-V2-LOCATIONS,4,D_chengdu,7,67924.219,1668.0,False,
cn-cy-200c-03-V2-LOCATIONS,5,D_chongqing,5,74864.779,1668.0,False,
cn-cy-200c-03-V2-LOCATIONS,6,D_chongqing,5,82010.947,1668.0,False,
cn-cy-200c-03-V2-LOCATIONS,7,D_chengdu,7,54548.789,1735.0,False,
cn-cy-200c-03-V2-LOCATIONS,8,D_chengdu,5,53957.96,1598.0,False,
cn-cy-200c-03-V2-LOCATIONS,9,D_chongqing,5,78233.46,1598.0,False,
cn-cy-200c-03-V2-LOCATIONS,10,D_chongqing,5,67031.972,1598.0,False,
cn-cy-200c-03-V2-LOCATIONS,11,D_chengdu,7,57339.397,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,12,D_chongqing,5,75410.059,1598.0,False,
cn-cy-200c-03-V2-LOCATIONS,13,D_chongqing,5,86779.717,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,14,D_chongqing,5,68875.304,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,15,D_chengdu,6,58770.405,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,16,D_chengdu,5,54283.961,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,17,D_chengdu,7,62877.796,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,18,D_chengdu,6,59630.036,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,19,D_chengdu,9,64891.433,1666.0,False,
cn-cy-200c-03-V2-LOCATIONS,20,D_chongqing,5,66132.094,1668.0,False,
cn-cy-200c-03-V2-LOCATIONS,21,D_chongqing,6,64286.41,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,22,D_chongqing,5,97901.265,1598.0,False,
cn-cy-200c-03-V2-LOCATIONS,23,D_chongqing,6,80202.637,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,24,D_chongqing,6,89090.215,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,25,D_chongqing,7,69133.408,1735.0,False,
cn-cy-200c-03-V2-LOCATIONS,26,D_chongqing,6,83198.774,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,27,D_chongqing,7,96207.447,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,28,D_chongqing,6,69783.487,1668.0,False,
cn-cy-200c-03-V2-LOCATIONS,29,D_chongqing,7,97102.674,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,30,D_chongqing,7,108122.517,1667.0,False,
cn-cy-200c-03-V2-LOCATIONS,31,D_chongqing,7,77674.397,1735.0,False,
cn-cy-200c-03-V2-LOCATIONS,32,D_chongqing,6,70091.859,1668.0,False,
cn-cy-20c-01-V2-LOCATIONS,0,D_chongqing,5,100851.612,1459.0,False,
cn-cy-20c-01-V2-LOCATIONS,1,D_chongqing,6,76271.983,1527.0,False,
cn-cy-20c-01-V2-LOCATIONS,2,D_chongqing,4,76550.011,1528.0,False,
cn-cy-20c-02-V2-LOCATIONS,0,D_chongqing,5,77346.369,1250.0,False,
cn-cy-20c-02-V2-LOCATIONS,1,D_chongqing,5,98175.711,1389.0,False,
cn-cy-20c-02-V2-LOCATIONS,2,D_chongqing,6,82446.143,1529.0,False,
cn-cy-20c-03-V2-LOCATIONS,0,D_chongqing,6,106063.756,1597.0,False,
cn-cy-20c-03-V2-LOCATIONS,1,D_chongqing,6,78653.072,1389.0,False,
cn-cy-20c-03-V2-LOCATIONS,2,D_chongqing,4,77778.074,1459.0,False,
cn-cy-25c-01-V2-LOCATIONS,0,D_chongqing,6,89211.595,1528.0,False,
cn-cy-25c-01-V2-LOCATIONS,1,D_chongqing,7,88530.824,1735.0,False,
cn-cy-25c-01-V2-LOCATIONS,2,D_chongqing,7,115567.152,1735.0,False,
cn-cy-25c-02-V2-LOCATIONS,0,D_chongqing,6,92049.395,1668.0,False,
cn-cy-25c-02-V2-LOCATIONS,1,D_chongqing,7,129469.267,1668.0,False,
cn-cy-25c-02-V2-LOCATIONS,2,D_chongqing,5,93997.28,1735.0,False,
cn-cy-25c-02-V2-LOCATIONS,3,D_chongqing,7,110528.506,1735.0,False,
cn-cy-25c-03-V2-LOCATIONS,0,D_chongqing,6,87749.928,1735.0,False,
cn-cy-25c-03-V2-LOCATIONS,1,D_chongqing,6,76513.654,1668.0,False,
cn-cy-25c-03-V2-LOCATIONS,2,D_chongqing,6,93126.507,1735.0,False,
cn-cy-50c-01-V2-LOCATIONS,0,D_chengdu,5,58734.571,1668.0,False,
cn-cy-50c-01-V2-LOCATIONS,1,D_chengdu,6,57659.131,1597.0,False,
cn-cy-50c-01-V2-LOCATIONS,2,D_chengdu,5,51226.327,1597.0,False,
cn-cy-50c-01-V2-LOCATIONS,4,D_chongqing,7,87546.804,1666.0,False,
cn-cy-50c-01-V2-LOCATIONS,5,D_chongqing,5,76482.41,1528.0,False,
cn-cy-50c-01-V2-LOCATIONS,6,D_chongqing,5,84479.408,1598.0,False,
cn-cy-50c-01-V2-LOCATIONS,7,D_chongqing,6,77760.712,1667.0,False,
cn-cy-50c-02-V2-LOCATIONS,0,D_chengdu,6,62434.507,1667.0,False,
cn-cy-50c-02-V2-LOCATIONS,1,D_chengdu,4,50345.248,1319.0,False,
cn-cy-50c-02-V2-LOCATIONS,2,D_chengdu,6,60989.184,1528.0,False,
cn-cy-50c-02-V2-LOCATIONS,4,D_chongqing,6,94572.964,1735.0,False,
cn-cy-50c-02-V2-LOCATIONS,5,D_chongqing,8,87193.826,1735.0,False,
cn-cy-50c-02-V2-LOCATIONS,6,D_chongqing,7,100950.821,1735.0,False,
cn-cy-50c-03-V2-LOCATIONS,0,D_chengdu,6,59758.056,1667.0,False,
cn-cy-50c-03-V2-LOCATIONS,1,D_chengdu,5,65906.108,1597.0,False,
cn-cy-50c-03-V2-LOCATIONS,2,D_chengdu,5,65140.045,1597.0,False,
cn-cy-50c-03-V2-LOCATIONS,4,D_chongqing,5,88939.814,1667.0,False,
cn-cy-50c-03-V2-LOCATIONS,5,D_chongqing,7,91763.078,1667.0,False,
cn-cy-50c-03-V2-LOCATIONS,6,D_chongqing,6,99593.863,1597.0,False,
cn-cy-50c-03-V2-LOCATIONS,7,D_chongqing,5,92446.162,1528.0,False,
cn-cy-50c-03-V2-LOCATIONS,8,D_chongqing,6,69563.873,1528.0,False,
cn-cy-75c-01-V2-LOCATIONS,0,D_chengdu,8,62676.91,1735.0,False,
cn-cy-75c-01-V2-LOCATIONS,1,D_chengdu,7,61967.536,1668.0,False,
cn-cy-75c-01-V2-LOCATIONS,2,D_chengdu,6,60056.937,1667.0,False,
cn-cy-75c-01-V2-LOCATIONS,3,D_chengdu,6,58681.04,1735.0,False,
cn-cy-75c-01-V2-LOCATIONS,5,D_chongqing,5,69484.471,1667.0,False,
cn-cy-75c-01-V2-LOCATIONS,6,D_chongqing,7,101873.263,1735.0,False,
cn-cy-75c-01-V2-LOCATIONS,7,D_chongqing,6,79837.859,1668.0,False,
cn-cy-75c-01-V2-LOCATIONS,8,D_chongqing,6,87791.732,1668.0,False,
cn-cy-75c-01-V2-LOCATIONS,9,D_chongqing,7,78300.789,1735.0,False,
cn-cy-75c-01-V2-LOCATIONS,10,D_chongqing,7,99821.344,1667.0,False,
cn-cy-75c-02-V2-LOCATIONS,0,D_chengdu,5,59201.537,1597.0,False,
cn-cy-75c-02-V2-LOCATIONS,1,D_chengdu,6,60583.872,1667.0,False,
cn-cy-75c-02-V2-LOCATIONS,2,D_chengdu,7,57045.114,1667.0,False,
cn-cy-75c-02-V2-LOCATIONS,3,D_chengdu,5,55960.899,1597.0,False,
cn-cy-75c-02-V2-LOCATIONS,4,D_chengdu,5,58424.021,1667.0,False,
cn-cy-75c-02-V2-LOCATIONS,6,D_chongqing,5,72025.525,1459.0,False,
cn-cy-75c-02-V2-LOCATIONS,7,D_chongqing,7,79399.191,1667.0,False,
cn-cy-75c-02-V2-LOCATIONS,8,D_chongqing,7,79848.656,1596.0,False,
cn-cy-75c-02-V2-LOCATIONS,9,D_chongqing,5,95599.176,1667.0,False,
cn-cy-75c-02-V2-LOCATIONS,10,D_chongqing,7,71331.837,1528.0,False,
cn-cy-75c-02-V2-LOCATIONS,11,D_chongqing,7,92890.49,1666.0,False,
cn-cy-75c-03-V2-LOCATIONS,0,D_chengdu,7,58457.282,1667.0,False,
cn-cy-75c-03-V2-LOCATIONS,1,D_chengdu,5,69239.486,1598.0,False,
cn-cy-75c-03-V2-LOCATIONS,2,D_chengdu,7,68678.776,1528.0,False,
cn-cy-75c-03-V2-LOCATIONS,3,D_chengdu,7,60508.777,1666.0,False,
cn-cy-75c-03-V2-LOCATIONS,4,D_chengdu,6,52408.766,1666.0,False,
cn-cy-75c-03-V2-LOCATIONS,5,D_chongqing,7,86160.62,1667.0,False,
cn-cy-75c-03-V2-LOCATIONS,6,D_chongqing,7,73279.239,1735.0,False,
cn-cy-75c-03-V2-LOCATIONS,7,D_chongqing,6,96116.138,1735.0,False,
cn-cy-75c-03-V2-LOCATIONS,8,D_chongqing,8,82229.945,1667.0,False,
cn-cy-75c-03-V2-LOCATIONS,9,D_chongqing,5,84497.131,1668.0,False,
cn-cy-75c-03-V2-LOCATIONS,10,D_chongqing,6,109131.412,1667.0,False,
cn-jjj-100c-01-V2-LOCATIONS,0,D_beijing,7,85977.246,1735.0,False,
cn-jjj-100c-01-V2-LOCATIONS,1,D_tianjin,7,46990.471,1735.0,False,
cn-jjj-100c-01-V2-LOCATIONS,4,D_tianjin,6,53397.417,1667.0,False,
cn-jjj-100c-01-V2-LOCATIONS,5,D_tianjin,7,34569.182,1667.0,False,
cn-jjj-100c-01-V2-LOCATIONS,7,D_beijing,5,76943.985,1667.0,False,
cn-jjj-100c-01-V2-LOCATIONS,8,D_beijing,7,77827.901,1735.0,False,
cn-jjj-100c-01-V2-LOCATIONS,9,D_beijing,7,71957.882,1668.0,False,
cn-jjj-100c-01-V2-LOCATIONS,10,D_beijing,6,69390.597,1667.0,False,
cn-jjj-100c-01-V2-LOCATIONS,11,D_beijing,6,78961.935,1735.0,False,
cn-jjj-100c-01-V2-LOCATIONS,12,D_beijing,7,80421.216,1735.0,False,
cn-jjj-100c-01-V2-LOCATIONS,14,D_beijing,6,92202.314,1668.0,False,
cn-jjj-100c-01-V2-LOCATIONS,15,D_beijing,8,90008.962,1735.0,False,
cn-jjj-100c-01-V2-LOCATIONS,16,D_beijing,6,99159.657,1667.0,False,
cn-jjj-100c-02-V2-LOCATIONS,0,D_beijing,6,82932.307,1735.0,False,
cn-jjj-100c-02-V2-LOCATIONS,1,D_tianjin,6,58888.091,1529.0,False,
cn-jjj-100c-02-V2-LOCATIONS,2,D_tianjin,6,61563.837,1666.0,False,
cn-jjj-100c-02-V2-LOCATIONS,3,D_tianjin,6,49256.682,1668.0,False,
cn-jjj-100c-02-V2-LOCATIONS,4,D_tianjin,5,52171.418,1597.0,False,
cn-jjj-100c-02-V2-LOCATIONS,5,D_tianjin,4,38148.914,1320.0,False,
cn-jjj-100c-02-V2-LOCATIONS,6,D_beijing,7,89544.872,1735.0,False,
cn-jjj-100c-02-V2-LOCATIONS,7,D_beijing,5,68567.229,1668.0,False,
cn-jjj-100c-02-V2-LOCATIONS,8,D_beijing,6,67605.477,1667.0,False,
cn-jjj-100c-02-V2-LOCATIONS,9,D_beijing,6,69706.898,1667.0,False,
cn-jjj-100c-02-V2-LOCATIONS,10,D_beijing,5,75615.665,1667.0,False,
cn-jjj-100c-02-V2-LOCATIONS,11,D_beijing,6,75945.504,1668.0,False,
cn-jjj-100c-02-V2-LOCATIONS,12,D_beijing,6,77262.158,1668.0,False,
cn-jjj-100c-02-V2-LOCATIONS,13,D_beijing,7,81681.744,1735.0,False,
cn-jjj-100c-02-V2-LOCATIONS,14,D_beijing,6,78216.387,1735.0,False,
cn-jjj-100c-02-V2-LOCATIONS,15,D_beijing,8,102953.799,1735.0,False,
cn-jjj-100c-03-V2-LOCATIONS,0,D_beijing,7,66182.215,1665.0,False,
cn-jjj-100c-03-V2-LOCATIONS,1,D_beijing,6,80671.848,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,2,D_beijing,7,81522.363,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,3,D_beijing,7,88379.012,1597.0,False,
cn-jjj-100c-03-V2-LOCATIONS,4,D_beijing,6,77041.965,1666.0,False,
cn-jjj-100c-03-V2-LOCATIONS,5,D_beijing,5,82356.414,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,6,D_beijing,7,81055.801,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,7,D_beijing,5,82007.523,1666.0,False,
cn-jjj-100c-03-V2-LOCATIONS,8,D_beijing,5,103538.685,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,9,D_tianjin,6,58056.322,1666.0,False,
cn-jjj-100c-03-V2-LOCATIONS,10,D_beijing,6,62417.527,1666.0,False,
cn-jjj-100c-03-V2-LOCATIONS,11,D_tianjin,6,45595.985,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,12,D_tianjin,7,48043.665,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,13,D_tianjin,4,39100.729,1249.0,False,
cn-jjj-100c-03-V2-LOCATIONS,15,D_beijing,6,66219.591,1667.0,False,
cn-jjj-100c-03-V2-LOCATIONS,16,D_beijing,6,70222.174,1598.0,False,
cn-jjj-10c-01-V2-LOCATIONS,0,D_beijing,5,101554.541,1668.0,False,
cn-jjj-10c-01-V2-LOCATIONS,1,D_beijing,5,73663.88,1528.0,False,
cn-jjj-10c-02-V2-LOCATIONS,1,D_beijing,6,72447.617,1458.0,False,
cn-jjj-10c-03-V2-LOCATIONS,0,D_beijing,6,84484.043,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,0,D_beijing,7,63011.127,1735.0,False,
cn-jjj-150c-01-V2-LOCATIONS,1,D_beijing,8,72223.397,1735.0,False,
cn-jjj-150c-01-V2-LOCATIONS,2,D_beijing,5,64376.653,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,3,D_beijing,6,80324.566,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,4,D_beijing,5,69105.622,1598.0,False,
cn-jjj-150c-01-V2-LOCATIONS,5,D_beijing,6,106355.943,1668.0,False,
cn-jjj-150c-01-V2-LOCATIONS,6,D_beijing,5,70421.029,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,7,D_beijing,7,81831.71,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,8,D_beijing,6,72168.871,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,9,D_beijing,6,76639.864,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,10,D_beijing,6,83291.585,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,11,D_beijing,9,82106.715,1735.0,False,
cn-jjj-150c-01-V2-LOCATIONS,12,D_beijing,8,82965.55,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,13,D_beijing,8,83542.171,1735.0,False,
cn-jjj-150c-01-V2-LOCATIONS,15,D_shijiazhuang,6,63720.749,1597.0,False,
cn-jjj-150c-01-V2-LOCATIONS,16,D_shijiazhuang,5,55085.199,1597.0,False,
cn-jjj-150c-01-V2-LOCATIONS,18,D_tianjin,8,63784.297,1667.0,False,
cn-jjj-150c-01-V2-LOCATIONS,19,D_tianjin,6,44884.101,1668.0,False,
cn-jjj-150c-01-V2-LOCATIONS,20,D_tianjin,7,51392.105,1735.0,False,
cn-jjj-150c-01-V2-LOCATIONS,21,D_tianjin,6,51057.62,1597.0,False,
cn-jjj-150c-01-V2-LOCATIONS,22,D_tianjin,5,41045.389,1459.0,False,
cn-jjj-150c-01-V2-LOCATIONS,23,D_tianjin,4,32905.763,1389.0,False,
cn-jjj-150c-02-V2-LOCATIONS,0,D_beijing,7,64845.107,1597.0,False,
cn-jjj-150c-02-V2-LOCATIONS,1,D_beijing,7,86525.24,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,2,D_beijing,7,76314.467,1735.0,False,
cn-jjj-150c-02-V2-LOCATIONS,3,D_beijing,5,77558.665,1668.0,False,
cn-jjj-150c-02-V2-LOCATIONS,4,D_tianjin,6,66850.79,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,5,D_tianjin,6,60289.533,1597.0,False,
cn-jjj-150c-02-V2-LOCATIONS,6,D_tianjin,4,57480.678,1528.0,False,
cn-jjj-150c-02-V2-LOCATIONS,7,D_tianjin,6,34773.865,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,8,D_tianjin,6,51875.392,1666.0,False,
cn-jjj-150c-02-V2-LOCATIONS,9,D_tianjin,8,53795.893,1527.0,False,
cn-jjj-150c-02-V2-LOCATIONS,10,D_beijing,7,74578.942,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,11,D_beijing,8,74065.489,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,12,D_beijing,6,92661.592,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,13,D_beijing,5,93831.115,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,14,D_beijing,6,82984.766,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,15,D_beijing,5,73800.961,1668.0,False,
cn-jjj-150c-02-V2-LOCATIONS,16,D_beijing,6,81993.015,1667.0,False,
cn-jjj-150c-02-V2-LOCATIONS,17,D_beijing,7,96001.707,1735.0,False,
cn-jjj-150c-02-V2-LOCATIONS,18,D_beijing,5,61753.608,1597.0,False,
cn-jjj-150c-02-V2-LOCATIONS,19,D_shijiazhuang,6,52253.666,1528.0,False,
cn-jjj-150c-02-V2-LOCATIONS,20,D_beijing,5,73683.598,1598.0,False,
cn-jjj-150c-02-V2-LOCATIONS,21,D_shijiazhuang,5,45155.523,1042.0,False,
cn-jjj-150c-02-V2-LOCATIONS,23,D_beijing,6,66549.704,1598.0,False,
cn-jjj-150c-02-V2-LOCATIONS,24,D_beijing,6,66149.278,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,0,D_beijing,6,59367.634,1668.0,False,
cn-jjj-150c-03-V2-LOCATIONS,1,D_beijing,7,91053.545,1735.0,False,
cn-jjj-150c-03-V2-LOCATIONS,2,D_beijing,6,85126.227,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,3,D_beijing,7,87452.049,1668.0,False,
cn-jjj-150c-03-V2-LOCATIONS,4,D_beijing,6,78050.752,1735.0,False,
cn-jjj-150c-03-V2-LOCATIONS,5,D_shijiazhuang,5,69518.625,1249.0,False,
cn-jjj-150c-03-V2-LOCATIONS,6,D_shijiazhuang,6,69626.248,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,7,D_shijiazhuang,5,50404.385,1528.0,False,
cn-jjj-150c-03-V2-LOCATIONS,8,D_beijing,6,78070.272,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,9,D_beijing,6,75802.123,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,10,D_beijing,6,64047.791,1665.0,False,
cn-jjj-150c-03-V2-LOCATIONS,11,D_beijing,6,71468.825,1666.0,False,
cn-jjj-150c-03-V2-LOCATIONS,12,D_beijing,5,59149.479,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,13,D_tianjin,6,47101.416,1735.0,False,
cn-jjj-150c-03-V2-LOCATIONS,14,D_beijing,7,73004.703,1668.0,False,
cn-jjj-150c-03-V2-LOCATIONS,15,D_tianjin,5,45286.872,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,16,D_beijing,7,63574.908,1666.0,False,
cn-jjj-150c-03-V2-LOCATIONS,17,D_tianjin,8,55091.501,1735.0,False,
cn-jjj-150c-03-V2-LOCATIONS,18,D_beijing,7,67282.395,1597.0,False,
cn-jjj-150c-03-V2-LOCATIONS,19,D_beijing,6,91262.677,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,20,D_beijing,6,101594.439,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,22,D_tianjin,6,56969.477,1667.0,False,
cn-jjj-150c-03-V2-LOCATIONS,23,D_tianjin,7,55136.658,1735.0,False,
cn-jjj-15c-01-V2-LOCATIONS,0,D_beijing,5,80580.554,1666.0,False,
cn-jjj-15c-01-V2-LOCATIONS,1,D_beijing,5,75660.359,1667.0,False,
cn-jjj-15c-02-V2-LOCATIONS,0,D_beijing,5,99848.743,1389.0,False,
cn-jjj-15c-02-V2-LOCATIONS,1,D_beijing,5,75921.055,1597.0,False,
cn-jjj-15c-02-V2-LOCATIONS,2,D_beijing,5,94789.838,1458.0,False,
cn-jjj-15c-03-V2-LOCATIONS,0,D_beijing,5,100691.501,1528.0,False,
cn-jjj-15c-03-V2-LOCATIONS,1,D_beijing,5,90758.575,1667.0,False,
cn-jjj-15c-03-V2-LOCATIONS,2,D_beijing,5,88325.058,1458.0,False,
cn-jjj-200c-01-V2-LOCATIONS,0,D_beijing,5,63215.459,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,1,D_beijing,7,65978.98,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,2,D_beijing,8,92884.154,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,3,D_beijing,5,70334.573,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,4,D_beijing,7,76918.223,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,5,D_beijing,5,73120.368,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,6,D_beijing,6,81643.013,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,7,D_beijing,7,97663.828,1666.0,False,
cn-jjj-200c-01-V2-LOCATIONS,8,D_beijing,6,110466.682,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,9,D_tianjin,7,54261.607,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,10,D_tianjin,8,62373.725,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,11,D_tianjin,4,50746.573,1668.0,False,
cn-jjj-200c-01-V2-LOCATIONS,12,D_tianjin,4,39204.523,1668.0,False,
cn-jjj-200c-01-V2-LOCATIONS,13,D_beijing,6,70889.951,1668.0,False,
cn-jjj-200c-01-V2-LOCATIONS,14,D_beijing,5,71348.703,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,15,D_beijing,6,82466.303,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,16,D_tianjin,5,59036.909,1668.0,False,
cn-jjj-200c-01-V2-LOCATIONS,17,D_tianjin,5,44625.289,1668.0,False,
cn-jjj-200c-01-V2-LOCATIONS,18,D_beijing,7,75000.175,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,19,D_beijing,6,80321.465,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,20,D_beijing,7,79622.739,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,21,D_beijing,8,79994.311,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,22,D_beijing,5,78832.051,1598.0,False,
cn-jjj-200c-01-V2-LOCATIONS,23,D_tianjin,6,58881.657,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,24,D_tianjin,8,47952.18,1735.0,False,
cn-jjj-200c-01-V2-LOCATIONS,25,D_beijing,5,60840.005,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,26,D_beijing,7,60885.073,1666.0,False,
cn-jjj-200c-01-V2-LOCATIONS,27,D_beijing,7,88553.918,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,28,D_beijing,6,87012.223,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,29,D_shijiazhuang,6,53420.074,1389.0,False,
cn-jjj-200c-01-V2-LOCATIONS,30,D_shijiazhuang,5,53488.726,1667.0,False,
cn-jjj-200c-01-V2-LOCATIONS,31,D_shijiazhuang,5,56001.843,1597.0,False,
cn-jjj-200c-02-V2-LOCATIONS,0,D_beijing,5,67910.264,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,1,D_beijing,5,63839.275,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,2,D_beijing,7,64889.12,1735.0,False,
cn-jjj-200c-02-V2-LOCATIONS,3,D_beijing,7,67782.286,1735.0,False,
cn-jjj-200c-02-V2-LOCATIONS,4,D_beijing,7,71932.95,1666.0,False,
cn-jjj-200c-02-V2-LOCATIONS,5,D_beijing,5,67136.907,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,6,D_beijing,6,68764.583,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,7,D_beijing,6,79132.4,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,8,D_beijing,4,69389.243,1668.0,False,
cn-jjj-200c-02-V2-LOCATIONS,9,D_beijing,7,78213.428,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,10,D_beijing,5,70077.98,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,11,D_beijing,8,85089.888,1735.0,False,
cn-jjj-200c-02-V2-LOCATIONS,12,D_beijing,5,76085.558,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,13,D_beijing,6,78693.006,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,14,D_beijing,5,72616.731,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,15,D_beijing,5,79442.546,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,16,D_beijing,6,77782.159,1735.0,False,
cn-jjj-200c-02-V2-LOCATIONS,17,D_beijing,7,103912.056,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,18,D_beijing,6,103542.608,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,19,D_beijing,8,81006.183,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,20,D_beijing,6,94488.139,1597.0,False,
cn-jjj-200c-02-V2-LOCATIONS,22,D_shijiazhuang,5,79179.2,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,23,D_shijiazhuang,5,48790.683,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,24,D_shijiazhuang,7,62391.569,1735.0,False,
cn-jjj-200c-02-V2-LOCATIONS,25,D_shijiazhuang,5,54438.791,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,26,D_tianjin,5,57268.94,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,27,D_tianjin,6,53782.677,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,28,D_tianjin,7,48634.073,1666.0,False,
cn-jjj-200c-02-V2-LOCATIONS,29,D_tianjin,7,45207.178,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,30,D_tianjin,7,47802.146,1667.0,False,
cn-jjj-200c-02-V2-LOCATIONS,31,D_tianjin,6,36878.843,1735.0,False,
cn-jjj-200c-03-V2-LOCATIONS,0,D_beijing,6,79615.236,1666.0,False,
cn-jjj-200c-03-V2-LOCATIONS,1,D_beijing,5,61463.104,1667.0,False,
cn-jjj-200c-03-V2-LOCATIONS,2,D_beijing,7,91563.845,1735.0,False,
cn-jjj-200c-03-V2-LOCATIONS,3,D_shijiazhuang,7,57933.701,1735.0,False,
cn-jjj-200c-03-V2-LOCATIONS,4,D_beijing,7,90767.046,1735.0,False,
