instance_id,route_index,depot_id,label,status,reason,delta_vs_all_cv,station_charging_kwh
cn-cy-100c-01-V2-LOCATIONS,9,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,10,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,10,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,10,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,11,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,11,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,11,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,12,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,12,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,12,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,13,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,13,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,13,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,14,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,14,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,14,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,15,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,15,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,15,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-01-V2-LOCATIONS,16,D_chongqing,ev_integrated,FEASIBLE,,-57.32098639341075,0
cn-cy-100c-01-V2-LOCATIONS,16,D_chongqing,ev_low_carbon,FEASIBLE,,-67.06867542643704,0
cn-cy-100c-01-V2-LOCATIONS,16,D_chongqing,ev_immediate,FEASIBLE,,-82.00976680189433,0
cn-cy-100c-01-V2-LOCATIONS,17,D_chongqing,ev_integrated,FEASIBLE,,-70.3051865810894,0
cn-cy-100c-01-V2-LOCATIONS,17,D_chongqing,ev_low_carbon,FEASIBLE,,-75.83702588595497,0
cn-cy-100c-01-V2-LOCATIONS,17,D_chongqing,ev_immediate,FEASIBLE,,-92.86775800427677,0
cn-cy-100c-02-V2-LOCATIONS,0,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,0,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,0,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,1,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,1,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,1,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,2,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,2,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,2,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,3,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,3,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,3,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,4,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,4,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,4,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,5,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,5,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,5,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,6,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,6,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,6,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,7,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,7,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,7,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,8,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,8,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,8,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,9,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,9,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,9,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,10,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,10,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,10,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,11,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,11,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,11,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,12,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,12,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,12,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,13,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,13,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,13,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,14,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,14,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,14,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,15,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,15,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-02-V2-LOCATIONS,15,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,0,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,0,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,0,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,1,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,1,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,1,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,2,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,2,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,2,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,3,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,3,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,3,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,4,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,4,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,4,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,5,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,5,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,5,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,6,D_chengdu,ev_integrated,FEASIBLE,,-45.307602875455814,0
cn-cy-100c-03-V2-LOCATIONS,6,D_chengdu,ev_low_carbon,FEASIBLE,,-45.307602875455814,0
cn-cy-100c-03-V2-LOCATIONS,6,D_chengdu,ev_immediate,FEASIBLE,,-65.72190400495037,0
cn-cy-100c-03-V2-LOCATIONS,7,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,7,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,7,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,8,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,8,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,8,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,9,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,9,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,9,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,10,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,10,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,10,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,11,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,11,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,11,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,12,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,12,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,12,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,13,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,13,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,13,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,14,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,14,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,14,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,15,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,15,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-100c-03-V2-LOCATIONS,15,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-10c-01-V2-LOCATIONS,0,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-10c-01-V2-LOCATIONS,0,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-10c-01-V2-LOCATIONS,0,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-10c-01-V2-LOCATIONS,1,D_chongqing,ev_integrated,FEASIBLE,,-61.110788367714235,0
cn-cy-10c-01-V2-LOCATIONS,1,D_chongqing,ev_low_carbon,FEASIBLE,,-67.80385931938758,0
cn-cy-10c-01-V2-LOCATIONS,1,D_chongqing,ev_immediate,FEASIBLE,,-84.16842084470954,0
cn-cy-10c-02-V2-LOCATIONS,0,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-10c-02-V2-LOCATIONS,0,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-10c-02-V2-LOCATIONS,0,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-10c-02-V2-LOCATIONS,1,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-10c-02-V2-LOCATIONS,1,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-10c-02-V2-LOCATIONS,1,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-10c-03-V2-LOCATIONS,0,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-10c-03-V2-LOCATIONS,0,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-10c-03-V2-LOCATIONS,0,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-10c-03-V2-LOCATIONS,1,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-10c-03-V2-LOCATIONS,1,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-10c-03-V2-LOCATIONS,1,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,0,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,0,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,0,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,1,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,1,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,1,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,2,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,2,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,2,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,3,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,3,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,3,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,4,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,4,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,4,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,5,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,5,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,5,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,6,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,6,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,6,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,7,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,7,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,7,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,8,D_chengdu,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,8,D_chengdu,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,8,D_chengdu,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,9,D_chengdu,ev_integrated,FEASIBLE,,-38.48017447637267,0
cn-cy-150c-01-V2-LOCATIONS,9,D_chengdu,ev_low_carbon,FEASIBLE,,-38.48017447637267,0
cn-cy-150c-01-V2-LOCATIONS,9,D_chengdu,ev_immediate,FEASIBLE,,-57.05174468495807,0
cn-cy-150c-01-V2-LOCATIONS,10,D_chengdu,ev_integrated,FEASIBLE,,-38.13068326106895,0
cn-cy-150c-01-V2-LOCATIONS,10,D_chengdu,ev_low_carbon,FEASIBLE,,-38.13068326106895,0
cn-cy-150c-01-V2-LOCATIONS,10,D_chengdu,ev_immediate,FEASIBLE,,-55.65062015492549,0
cn-cy-150c-01-V2-LOCATIONS,11,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,11,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,11,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,12,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,12,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,12,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,13,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,13,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,13,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,14,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,14,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,14,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,15,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,15,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,15,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,16,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,16,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,16,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,17,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,17,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,17,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,18,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,18,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,18,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,19,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,19,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,19,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,20,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,20,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,20,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,21,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,21,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,21,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,22,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,22,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,22,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,23,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,23,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,23,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,24,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,24,D_chongqing,ev_low_carbon,INFEASIBLE,CAPACITY,,
cn-cy-150c-01-V2-LOCATIONS,24,D_chongqing,ev_immediate,INFEASIBLE,CAPACITY,,
cn-cy-150c-02-V2-LOCATIONS,0,D_chongqing,ev_integrated,INFEASIBLE,CAPACITY,,
