instance_id,seed,hgs_seconds_per_view,best_parent_objective,final_objective,final_minus_parent,result,feasible,violation_count,route_pool_size,selected_source,sp_success,sp_mip_gap,elapsed_seconds
cn-jjj-25c-01-V2-LOCATIONS,1,2.0,1214.6067800693247,1214.6067800693247,0.0,tie,True,0,58,best_exact_hgs_parent,True,0.0,8.027081458014436
cn-prd-75c-01-V2-LOCATIONS,1,2.0,3587.883755035436,3585.588786650093,-2.2949683853430543,win,True,0,195,set_partitioning_recombination,True,5.135267895100423e-05,14.468530000012834
cn-cy-150c-01-V2-LOCATIONS,1,2.0,7422.230890412822,7354.568035308441,-67.66285510438138,win,True,0,541,set_partitioning_recombination,True,0.0,43.963160207960755
