instance_id,seed,trigger_second,future_customers,synthesized_idle_assets,iterations,education_rounds,initial_cost,best_cost,cost_delta,initial_emissions_kg,best_emissions_kg,best_feasible,committed_history_preserved,completed_customers,total_customers,completed_demand,total_demand,accepted_actions,verdict
cn-jjj-50c-01-V2-LOCATIONS,11,43200.0,30,2,1,2,2316.97883865434,2316.97883865434,0.0,218.1172641893549,218.1172641893549,True,True,50,50,13264.0,13264.0,"{""hgs_population"": 1, ""route_kernel"": 1}",TECHNICAL_TRIAL_COMPLETE
