row_type,category,instance,size,battery_kwh,status,violation_count,route_count,cv_route_count,ev_route_count,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,charging_action_count,total_cost,E_total,E_cv_direct,E_ev_indirect,cost_carbon,baseline_source,baseline_cost,baseline_E_total,cost_gap_pct_vs_baseline,E_total_gap_pct_vs_baseline,accepted_conversions,attempted_conversions,dominant_failure_reason,instance_verdict,solution_path,low_carbon_charging_share
ev_maximal,threeshift,e2-threeshift-100c-02,100,280.0,OK,0,14,8,6,0.42857142857142855,7,6,6,3404.8016386259405,1493.2335632232903,1393.2622217991784,99.97134142411188,75.16937757266044,rebuilt_make_shared_initial_solution,3583.539854977179,1899.7243736908242,-4.9877557829582635,-21.397357221763443,5,11,CHARGING_TIME_WINDOW_DETOUR,X_SEARCH_MISSED_FEASIBLE_EV,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,0.08880035047239232
ev_maximal,threeshift,e2-threeshift-200c-01,200,280.0,OK,0,27,16,11,0.4074074074074074,14,11,11,6264.431498827143,2601.0903121711613,2403.826463611903,197.2638485592585,130.93888631469628,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,6633.4344963179965,3446.841005421286,-5.562774422445498,-24.536980148486826,10,22,CHARGING_TIME_WINDOW_DETOUR,X_SEARCH_MISSED_FEASIBLE_EV,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,0.02186453599819459
