stage,category,instance,size,seed,algorithm,battery_kwh,status,gate_status,failure_reason,best_cost,actual_evals,elapsed_seconds,runtime_cap_seconds,eval_budget,checkpoint_path,checkpoint_readable,violation_count,route_count,ev_route_count,cv_route_count,ev_route_share,charging_action_count,low_carbon_charging_share,E_total,cost_carbon,seed_source,python,numpy,carbon_best_improvements,operator_counts,queue_action
stageB,threeshift,e2-threeshift-100c-02,100,2,alns_e2_carbon,280.0,OK,OK,,2552.5759938101637,16000,59.48827808297938,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__alns_e2_carbon__seed2.json,True,0,14,11,3,0.7857142857142857,11,0.12543244451303964,625.1653426111927,31.470823347047443,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,"{""destroy"": {""carbon_related_removal"": [0, 0, 0, 8], ""random_customer_removal"": [0, 0, 0, 8], ""route_segment_removal"": [56, 18, 3877, 11693], ""shaw_related_removal"": [0, 0, 0, 8], ""vehicle_type_swap"": [5, 0, 0, 198], ""whole_route_removal"": [1, 0, 1, 54], ""worst_carbon_removal"": [0, 0, 0, 8], ""worst_customer_removal"": [0, 0, 0, 8]}, ""repair"": {""greedy_insert_repair"": [61, 18, 3866, 11855], ""low_carbon_charging_repair"": [0, 0, 11, 52], ""regret2_insert_repair"": [0, 0, 0, 16], ""regret3_insert_repair"": [1, 0, 1, 62]}, ""scan"": {""infeasible"": 57, ""rebuild_accepts"": 0, ""rebuild_attempts"": 56, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15943.0, ""seconds"": 0.046369196905288845}, ""checkpoint_model_cost"": {""count"": 63.0, ""seconds"": 0.01721133492537774}, ""destroy:carbon_related_removal"": {""count"": 8.0, ""seconds"": 0.00499037402914837}, ""destroy:random_customer_removal"": {""count"": 8.0, ""seconds"": 0.0014102910063229501}, ""destroy:route_segment_removal"": {""count"": 15644.0, ""seconds"": 2.89127891685348}, ""destroy:shaw_related_removal"": {""count"": 8.0, ""seconds"": 0.03905620804289356}, ""destroy:vehicle_type_swap"": {""count"": 203.0, ""seconds"": 0.7934530009515584}, ""destroy:whole_route_removal"": {""count"": 56.0, ""seconds"": 0.008843667048495263}, ""destroy:worst_carbon_removal"": {""count"": 8.0, ""seconds"": 0.004628624999895692}, ""destroy:worst_customer_removal"": {""count"": 8.0, ""seconds"": 0.0015082920144777745}, ""final_check"": {""count"": 1.0, ""seconds"": 0.001049708022037521}, ""full_candidate_score"": {""count"": 15943.0, ""seconds"": 21.024187536590034}, ""history_model_cost"": {""count"": 63.0, ""seconds"": 0.017286251939367503}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001094249979360029}, ""local_search"": {""count"": 12924.0, ""seconds"": 0.014310438884422183}, ""repair:greedy_insert_repair"": {""count"": 15800.0, ""seconds"": 47.53490638255607}, ""repair:low_carbon_charging_repair"": {""count"": 63.0, ""seconds"": 3.31754392318544}, ""repair:regret2_insert_repair"": {""count"": 16.0, ""seconds"": 0.5360967890010215}, ""repair:regret3_insert_repair"": {""count"": 64.0, ""seconds"": 0.6728940820903517}, ""repair_full_check"": {""count"": 15576.0, ""seconds"": 16.07306046775193}, ""repair_solution_score"": {""count"": 1636.0, ""seconds"": 0.46416056639282033}, ""route_model_cost"": {""count"": 9779.0, ""seconds"": 0.24359457966056652}, ""scan_build"": {""count"": 57.0, ""seconds"": 0.060654705157503486}, ""scan_score"": {""count"": 57.0, ""seconds"": 0.038060835940996185}}}",SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,2,alns_e2_carbon_ablation,280.0,OK,OK,,2543.625884442625,16001,56.09973500002525,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__alns_e2_carbon_ablation__seed2.json,True,0,14,11,3,0.7857142857142857,11,0.11932333648916355,614.3640814760064,30.927087861502162,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,"{""destroy"": {""carbon_related_removal"": [0, 0, 0, 8], ""random_customer_removal"": [0, 0, 0, 8], ""route_segment_removal"": [58, 18, 4176, 11411], ""shaw_related_removal"": [0, 0, 0, 8], ""vehicle_type_swap"": [5, 0, 0, 184], ""whole_route_removal"": [1, 0, 1, 50], ""worst_carbon_removal"": [0, 0, 0, 8], ""worst_customer_removal"": [0, 0, 0, 8]}, ""repair"": {""greedy_insert_repair"": [63, 18, 4162, 11555], ""low_carbon_charging_repair"": [0, 0, 0, 16], ""regret2_insert_repair"": [0, 0, 0, 16], ""regret3_insert_repair"": [1, 0, 15, 98]}, ""scan"": {""infeasible"": 57, ""rebuild_accepts"": 0, ""rebuild_attempts"": 56, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15944.0, ""seconds"": 0.043813045747810975}, ""checkpoint_model_cost"": {""count"": 65.0, ""seconds"": 0.01790179082308896}, ""destroy:carbon_related_removal"": {""count"": 8.0, ""seconds"": 0.0390012500283774}, ""destroy:random_customer_removal"": {""count"": 8.0, ""seconds"": 0.0013737910194322467}, ""destroy:route_segment_removal"": {""count"": 15663.0, ""seconds"": 2.8690585143340286}, ""destroy:shaw_related_removal"": {""count"": 8.0, ""seconds"": 0.03884145902702585}, ""destroy:vehicle_type_swap"": {""count"": 189.0, ""seconds"": 0.7381676278018858}, ""destroy:whole_route_removal"": {""count"": 52.0, ""seconds"": 0.00814637597068213}, ""destroy:worst_carbon_removal"": {""count"": 8.0, ""seconds"": 0.0015702079981565475}, ""destroy:worst_customer_removal"": {""count"": 8.0, ""seconds"": 0.001566582970554009}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0010420000180602074}, ""full_candidate_score"": {""count"": 15944.0, ""seconds"": 20.813226075930288}, ""history_model_cost"": {""count"": 65.0, ""seconds"": 0.017863205954199657}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0011006249987985939}, ""local_search"": {""count"": 12436.0, ""seconds"": 0.013568800379289314}, ""repair:greedy_insert_repair"": {""count"": 15798.0, ""seconds"": 47.22698708777898}, ""repair:low_carbon_charging_repair"": {""count"": 16.0, ""seconds"": 0.2930859610205516}, ""repair:regret2_insert_repair"": {""count"": 16.0, ""seconds"": 0.45400158196571283}, ""repair:regret3_insert_repair"": {""count"": 114.0, ""seconds"": 0.7533349529549014}, ""repair_full_check"": {""count"": 15635.0, ""seconds"": 15.961141790117836}, ""repair_solution_score"": {""count"": 1524.0, ""seconds"": 0.4317748792236671}, ""route_model_cost"": {""count"": 9084.0, ""seconds"": 0.2289873327827081}, ""scan_build"": {""count"": 57.0, ""seconds"": 0.06098216600366868}, ""scan_score"": {""count"": 57.0, ""seconds"": 0.038131963927298784}}}",SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,3,GA,280.0,OK,OK,,3345.110693759611,16000,277.313709457987,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__GA__seed3.json,True,0,14,8,6,0.5714285714285714,8,0.1414111705106984,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,3,LNS,280.0,OK,OK,,3163.601789653744,16000,896.9873734169814,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__LNS__seed3.json,True,0,13,8,5,0.6153846153846154,8,0.060750192394298116,1223.2026061771103,61.576019194955734,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,3,PSO,280.0,OK,OK,,3345.110693759611,16000,263.381043166999,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__PSO__seed3.json,True,0,14,8,6,0.5714285714285714,8,0.14141117051069838,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,3,VNS,280.0,OK,OK,,3345.110693759611,16000,504.02594337501796,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__VNS__seed3.json,True,0,14,8,6,0.5714285714285714,8,0.1414111705106984,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,3,alns_e2_carbon,280.0,OK,OK,,2388.6160009097503,16000,66.6259901660087,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__alns_e2_carbon__seed3.json,True,0,14,13,1,0.9285714285714286,13,0.1590089438266202,350.2647138285256,17.632325694127978,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,1,"{""destroy"": {""carbon_related_removal"": [0, 0, 0, 8], ""random_customer_removal"": [0, 0, 0, 8], ""route_segment_removal"": [71, 3, 3712, 11392], ""shaw_related_removal"": [0, 0, 0, 8], ""vehicle_type_swap"": [6, 25, 23, 617], ""whole_route_removal"": [1, 0, 1, 53], ""worst_carbon_removal"": [0, 0, 0, 8], ""worst_customer_removal"": [0, 0, 0, 8]}, ""repair"": {""greedy_insert_repair"": [6, 25, 25, 633], ""low_carbon_charging_repair"": [1, 0, 32, 142], ""regret2_insert_repair"": [0, 0, 181, 479], ""regret3_insert_repair"": [71, 3, 3498, 10848]}, ""scan"": {""infeasible"": 56, ""rebuild_accepts"": 0, ""rebuild_attempts"": 55, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15944.0, ""seconds"": 0.08744129558908753}, ""checkpoint_model_cost"": {""count"": 79.0, ""seconds"": 0.023302292043808848}, ""destroy:carbon_related_removal"": {""count"": 8.0, ""seconds"": 0.005326623999280855}, ""destroy:random_customer_removal"": {""count"": 8.0, ""seconds"": 0.0020452499738894403}, ""destroy:route_segment_removal"": {""count"": 15178.0, ""seconds"": 3.0072817578329705}, ""destroy:shaw_related_removal"": {""count"": 8.0, ""seconds"": 0.03961270904983394}, ""destroy:vehicle_type_swap"": {""count"": 671.0, ""seconds"": 2.7308410776313394}, ""destroy:whole_route_removal"": {""count"": 55.0, ""seconds"": 0.009001750004244968}, ""destroy:worst_carbon_removal"": {""count"": 8.0, ""seconds"": 0.004879750951658934}, ""destroy:worst_customer_removal"": {""count"": 8.0, ""seconds"": 0.0016367479984182864}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0012453749950509518}, ""full_candidate_score"": {""count"": 15944.0, ""seconds"": 22.86633810264175}, ""history_model_cost"": {""count"": 79.0, ""seconds"": 0.022906035999767482}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001104707975173369}, ""local_search"": {""count"": 12329.0, ""seconds"": 0.01949279400287196}, ""repair:greedy_insert_repair"": {""count"": 689.0, ""seconds"": 2.187942713382654}, ""repair:low_carbon_charging_repair"": {""count"": 175.0, ""seconds"": 3.7733434589754324}, ""repair:regret2_insert_repair"": {""count"": 660.0, ""seconds"": 2.676592548028566}, ""repair:regret3_insert_repair"": {""count"": 14420.0, ""seconds"": 47.049013938521966}, ""repair_full_check"": {""count"": 14664.0, ""seconds"": 16.654143233550712}, ""repair_solution_score"": {""count"": 5388.0, ""seconds"": 1.6102942678844556}, ""route_model_cost"": {""count"": 11168.0, ""seconds"": 0.3146071123483125}, ""scan_build"": {""count"": 56.0, ""seconds"": 0.0625158280308824}, ""scan_score"": {""count"": 56.0, ""seconds"": 0.03871395791065879}}}",SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-100c-02,100,3,alns_e2_carbon_ablation,280.0,OK,OK,,2415.529024938542,16000,82.94457558300928,900.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__alns_e2_carbon_ablation__seed3.json,True,0,14,12,2,0.8571428571428571,12,0.10248590478529615,470.848490020077,23.702512987610678,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,19,"{""destroy"": {""carbon_related_removal"": [19, 0, 2, 619], ""random_customer_removal"": [0, 0, 0, 4], ""route_segment_removal"": [48, 2, 4332, 10162], ""shaw_related_removal"": [0, 0, 0, 4], ""vehicle_type_swap"": [9, 25, 23, 648], ""whole_route_removal"": [1, 0, 0, 42], ""worst_carbon_removal"": [0, 0, 0, 4], ""worst_customer_removal"": [0, 0, 0, 4]}, ""repair"": {""greedy_insert_repair"": [9, 25, 23, 652], ""low_carbon_charging_repair"": [0, 0, 1, 13], ""regret2_insert_repair"": [19, 0, 3, 628], ""regret3_insert_repair"": [49, 2, 4330, 10194]}, ""scan"": {""infeasible"": 52, ""rebuild_accepts"": 0, ""rebuild_attempts"": 51, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15948.0, ""seconds"": 0.10156851797364652}, ""checkpoint_model_cost"": {""count"": 78.0, ""seconds"": 0.023737626906950027}, ""destroy:carbon_related_removal"": {""count"": 640.0, ""seconds"": 3.284071749105351}, ""destroy:random_customer_removal"": {""count"": 4.0, ""seconds"": 0.0008082090062089264}, ""destroy:route_segment_removal"": {""count"": 14544.0, ""seconds"": 2.9801665685663465}, ""destroy:shaw_related_removal"": {""count"": 4.0, ""seconds"": 0.02034737399662845}, ""destroy:vehicle_type_swap"": {""count"": 705.0, ""seconds"": 2.9848002649086993}, ""destroy:whole_route_removal"": {""count"": 43.0, ""seconds"": 0.00733704399317503}, ""destroy:worst_carbon_removal"": {""count"": 4.0, ""seconds"": 0.000818000960862264}, ""destroy:worst_customer_removal"": {""count"": 4.0, ""seconds"": 0.000795624015154317}, ""final_check"": {""count"": 1.0, ""seconds"": 0.001122875022701919}, ""full_candidate_score"": {""count"": 15948.0, ""seconds"": 23.156402831024025}, ""history_model_cost"": {""count"": 78.0, ""seconds"": 0.02388082889956422}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001124874979723245}, ""local_search"": {""count"": 13575.0, ""seconds"": 0.02152930205920711}, ""repair:greedy_insert_repair"": {""count"": 709.0, ""seconds"": 2.2282660713244695}, ""repair:low_carbon_charging_repair"": {""count"": 14.0, ""seconds"": 0.16097146001993679}, ""repair:regret2_insert_repair"": {""count"": 650.0, ""seconds"": 18.930253029015148}, ""repair:regret3_insert_repair"": {""count"": 14575.0, ""seconds"": 47.974687731737504}, ""repair_full_check"": {""count"": 15531.0, ""seconds"": 17.755270042311167}, ""repair_solution_score"": {""count"": 5660.0, ""seconds"": 1.7434540014655795}, ""route_model_cost"": {""count"": 41476.0, ""seconds"": 1.135133791656699}, ""scan_build"": {""count"": 52.0, ""seconds"": 0.05888192297425121}, ""scan_score"": {""count"": 52.0, ""seconds"": 0.036130955937551335}}}",SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,1,GA,280.0,OK,OK,,6011.260481637215,16000,1297.430526208016,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__GA__seed1.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411467,2009.045376586128,101.1353442573457,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,1,LNS,280.0,OK,OK,,6011.260481637215,14394,2700.0656838330033,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__LNS__seed1.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411465,2009.045376586128,101.1353442573457,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,1,PSO,280.0,OK,OK,,6011.260481637215,16000,801.8051210829872,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__PSO__seed1.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411467,2009.045376586128,101.1353442573457,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,1,VNS,280.0,OK,OK,,6011.260481637215,16000,2177.7735094579984,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__VNS__seed1.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411467,2009.0453765861278,101.13534425734568,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,1,alns_e2_carbon,280.0,OK,OK,,5131.851089168626,16000,165.44926387499436,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__alns_e2_carbon__seed1.json,True,0,29,19,10,0.6551724137931034,19,0.19588099467190184,1358.9302510488615,68.40854883779969,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,1,"{""destroy"": {""carbon_related_removal"": [0, 0, 0, 8], ""random_customer_removal"": [0, 0, 0, 8], ""route_segment_removal"": [71, 0, 3677, 10889], ""shaw_related_removal"": [0, 1, 0, 31], ""vehicle_type_swap"": [7, 37, 31, 1091], ""whole_route_removal"": [1, 0, 3, 73], ""worst_carbon_removal"": [0, 0, 0, 8], ""worst_customer_removal"": [0, 0, 0, 8]}, ""repair"": {""greedy_insert_repair"": [0, 38, 31, 794], ""low_carbon_charging_repair"": [1, 0, 5, 92], ""regret2_insert_repair"": [7, 0, 0, 344], ""regret3_insert_repair"": [71, 0, 3675, 10886]}, ""scan"": {""infeasible"": 56, ""rebuild_accepts"": 0, ""rebuild_attempts"": 55, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15944.0, ""seconds"": 0.05515102914068848}, ""checkpoint_model_cost"": {""count"": 80.0, ""seconds"": 0.0468566240160726}, ""destroy:carbon_related_removal"": {""count"": 8.0, ""seconds"": 0.012417958991136402}, ""destroy:random_customer_removal"": {""count"": 8.0, ""seconds"": 0.003506916022161022}, ""destroy:route_segment_removal"": {""count"": 14637.0, ""seconds"": 7.875704630190739}, ""destroy:shaw_related_removal"": {""count"": 32.0, ""seconds"": 1.0889932100835722}, ""destroy:vehicle_type_swap"": {""count"": 1166.0, ""seconds"": 9.954791178024607}, ""destroy:whole_route_removal"": {""count"": 77.0, ""seconds"": 0.0389936609135475}, ""destroy:worst_carbon_removal"": {""count"": 8.0, ""seconds"": 0.011423498945077881}, ""destroy:worst_customer_removal"": {""count"": 8.0, ""seconds"": 0.003744749032193795}, ""final_check"": {""count"": 1.0, ""seconds"": 0.002231332997325808}, ""full_candidate_score"": {""count"": 15944.0, ""seconds"": 44.811402714665746}, ""history_model_cost"": {""count"": 80.0, ""seconds"": 0.04771400202298537}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.002355540986172855}, ""local_search"": {""count"": 12723.0, ""seconds"": 0.01538559002801776}, ""repair:greedy_insert_repair"": {""count"": 863.0, ""seconds"": 10.891341855574865}, ""repair:low_carbon_charging_repair"": {""count"": 98.0, ""seconds"": 34.533852584980195}, ""repair:regret2_insert_repair"": {""count"": 351.0, ""seconds"": 4.078615206060931}, ""repair:regret3_insert_repair"": {""count"": 14632.0, ""seconds"": 91.93201187430532}, ""repair_full_check"": {""count"": 15700.0, ""seconds"": 35.17615164053859}, ""repair_solution_score"": {""count"": 9381.0, ""seconds"": 5.686693099327385}, ""route_model_cost"": {""count"": 30248.0, ""seconds"": 0.8439827348047402}, ""scan_build"": {""count"": 56.0, ""seconds"": 0.15591758611844853}, ""scan_score"": {""count"": 56.0, ""seconds"": 0.0794230840401724}}}",SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,1,alns_e2_carbon_ablation,280.0,OK,OK,,5131.851089168626,16000,132.86503754198202,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__alns_e2_carbon_ablation__seed1.json,True,0,29,19,10,0.6551724137931034,19,0.19588099467190184,1358.9302510488615,68.40854883779969,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,1,"{""destroy"": {""carbon_related_removal"": [0, 0, 0, 8], ""random_customer_removal"": [0, 0, 0, 8], ""route_segment_removal"": [71, 0, 3677, 10889], ""shaw_related_removal"": [0, 1, 0, 31], ""vehicle_type_swap"": [7, 37, 31, 1091], ""whole_route_removal"": [1, 0, 3, 73], ""worst_carbon_removal"": [0, 0, 0, 8], ""worst_customer_removal"": [0, 0, 0, 8]}, ""repair"": {""greedy_insert_repair"": [0, 38, 31, 794], ""low_carbon_charging_repair"": [1, 0, 5, 92], ""regret2_insert_repair"": [7, 0, 0, 344], ""regret3_insert_repair"": [71, 0, 3675, 10886]}, ""scan"": {""infeasible"": 56, ""rebuild_accepts"": 0, ""rebuild_attempts"": 55, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15944.0, ""seconds"": 0.052885623124893755}, ""checkpoint_model_cost"": {""count"": 80.0, ""seconds"": 0.04693807993317023}, ""destroy:carbon_related_removal"": {""count"": 8.0, ""seconds"": 0.27420020804856904}, ""destroy:random_customer_removal"": {""count"": 8.0, ""seconds"": 0.003275043040048331}, ""destroy:route_segment_removal"": {""count"": 14637.0, ""seconds"": 7.895176362944767}, ""destroy:shaw_related_removal"": {""count"": 32.0, ""seconds"": 1.0819724140455946}, ""destroy:vehicle_type_swap"": {""count"": 1166.0, ""seconds"": 9.890369626169559}, ""destroy:whole_route_removal"": {""count"": 77.0, ""seconds"": 0.0393313690146897}, ""destroy:worst_carbon_removal"": {""count"": 8.0, ""seconds"": 0.0038593339559156448}, ""destroy:worst_customer_removal"": {""count"": 8.0, ""seconds"": 0.003619002061896026}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0021631249983329326}, ""full_candidate_score"": {""count"": 15944.0, ""seconds"": 44.19280981726479}, ""history_model_cost"": {""count"": 80.0, ""seconds"": 0.04713395290309563}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0023059170052874833}, ""local_search"": {""count"": 12723.0, ""seconds"": 0.01504797299276106}, ""repair:greedy_insert_repair"": {""count"": 863.0, ""seconds"": 10.924168673955137}, ""repair:low_carbon_charging_repair"": {""count"": 98.0, ""seconds"": 3.3070885500637814}, ""repair:regret2_insert_repair"": {""count"": 351.0, ""seconds"": 3.8576715819654055}, ""repair:regret3_insert_repair"": {""count"": 14632.0, ""seconds"": 90.99599609995494}, ""repair_full_check"": {""count"": 15743.0, ""seconds"": 34.61242122086696}, ""repair_solution_score"": {""count"": 9381.0, ""seconds"": 5.671763733145781}, ""route_model_cost"": {""count"": 26300.0, ""seconds"": 0.7470985150430351}, ""scan_build"": {""count"": 56.0, ""seconds"": 0.15334324596915394}, ""scan_score"": {""count"": 56.0, ""seconds"": 0.07923408402712084}}}",SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,2,GA,280.0,OK,OK,,6011.260481637215,16000,1287.5966355410055,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__GA__seed2.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411467,2009.0453765861278,101.13534425734568,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,2,LNS,280.0,OK,OK,,6011.260481637215,14398,2700.3081321249774,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__LNS__seed2.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411467,2009.045376586128,101.1353442573457,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,2,PSO,280.0,OK,OK,,6011.260481637215,16000,790.2177071250044,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__PSO__seed2.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411465,2009.0453765861278,101.13534425734568,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
stageB,threeshift,e2-threeshift-200c-01,200,2,VNS,280.0,OK,OK,,6011.260481637215,16000,2199.1109820419806,2700.0,16000,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-200c-01__VNS__seed2.json,True,0,27,17,10,0.6296296296296297,17,0.06614463222411465,2009.0453765861278,101.13534425734568,baselines/e2_alns/threeshift_280_stageB_small_warmstart_probe_stageA_data/ev_maximal_solutions/e2-threeshift-200c-01__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{},SKIPPED_EXISTING
