update_index,policy_version_before,policy_version_after,curriculum_phase,learning_rate,entropy_coef,clip_range,device,valid_steps,valid_episodes,stale_episodes,shared_baseline_group_count,shared_baseline_skipped_group_count,checkpoint_path,mask_invalid_rate_head_0,mask_invalid_rate_head_1,mask_invalid_rate_head_2,mask_invalid_rate_head_3,mask_invalid_rate_head_4,mask_invalid_rate_head_5,mask_invalid_rate_head_6,policy_loss,value_loss,entropy,approx_kl,clip_fraction,target_kl_hit,target_kl_value
68,68,69,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0069.pt,0.28869047619047616,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,5.611032429442275e-05,2054.99462890625,7.2820563316345215,9.531776186122443e-06,0.0,0.0,1.6868114471435547e-05
69,69,70,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0070.pt,0.28869047619047616,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-1.6380101897084387e-05,2547.7899169921875,7.29201078414917,3.2295784876623657e-05,0.0,0.0,4.555781924864277e-05
70,70,71,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0071.pt,0.3005952380952381,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,9.806205980567029e-06,2506.964111328125,7.307347059249878,3.473460856184829e-05,0.0,0.0,5.17268999828957e-05
71,71,72,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0072.pt,0.3005952380952381,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,2.058843847407843e-05,3251.1611328125,7.295791149139404,1.2432535640982678e-05,0.0,0.0,1.4871358871459961e-05
72,72,73,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0073.pt,0.2976190476190476,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-6.56501715639024e-05,2892.269775390625,7.278160095214844,8.228917977248784e-05,0.0,0.0,0.00010463595390319824
73,73,74,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0074.pt,0.30059523809523814,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,0.00012105703353881836,3145.5330810546875,7.284966707229614,8.34961756481789e-05,0.0,0.0,9.172161662718281e-05
74,74,75,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0075.pt,0.28273809523809523,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,-0.00011829535287688486,2017.601806640625,7.321455955505371,3.9791068047634326e-05,0.0,0.0,4.0203332901000977e-05
75,75,76,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0076.pt,0.3095238095238095,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,2.879897829188849e-05,2300.878173828125,7.251280784606934,6.978710501925889e-06,0.0,0.0,1.33514404296875e-05
76,76,77,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0077.pt,0.2886904761904762,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,8.046627655744487e-06,2778.1378173828125,7.3029115200042725,2.8068820938642602e-05,0.0,0.0,1.3490518540493213e-05
77,77,78,carbon,1e-05,0.005,0.1,cuda,52,13,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0078.pt,0.2802197802197802,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,1.964202328963438e-05,3115.3607177734375,7.326008558273315,4.0003886624617735e-05,0.0,0.0,6.890296936035156e-05
78,78,79,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0079.pt,0.27678571428571425,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,5.029141902923584e-07,2946.042724609375,7.340292453765869,5.258619967207778e-05,0.0,0.0,7.02043398632668e-05
79,79,80,carbon,1e-05,0.005,0.1,cuda,48,12,0,3,2,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0080.pt,0.2857142857142857,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,1.361221143270086e-05,1671.1953735351562,7.316663980484009,7.159014785429463e-05,0.0,0.0,7.513165473937988e-05
80,80,81,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0081.pt,0.28571428571428564,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,-0.00010452171409269795,2606.195556640625,7.3275816440582275,1.669426762873627e-05,0.0,0.0,3.1560659408569336e-05
81,81,82,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0082.pt,0.2976190476190476,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-2.3096800632060877e-06,2802.684814453125,7.277977228164673,1.557171390231815e-05,0.0,0.0,2.6067098588100635e-05
82,82,83,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0083.pt,0.2857142857142857,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,6.986906373640522e-05,3049.601806640625,7.306003570556641,0.00015331308532040566,0.0,0.0,0.00017987689352594316
83,83,84,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0084.pt,0.2886904761904762,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.8830101907951757e-05,2499.5526123046875,7.280383586883545,9.620686978450976e-05,0.0,0.0,0.00012465319014154375
84,84,85,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0085.pt,0.28869047619047616,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,-4.974256080458872e-05,2459.3775634765625,7.311805248260498,4.549821278487798e-05,0.0,0.0,5.224347114562988e-05
85,85,86,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0086.pt,0.2916666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-0.0001464324705011677,2808.58203125,7.2861621379852295,3.86039428121876e-05,0.0,0.0,2.378225326538086e-05
86,86,87,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0087.pt,0.28273809523809523,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,6.812066203565337e-05,3560.4267578125,7.328265428543091,5.6346259952988476e-05,0.0,0.0,7.406871009152383e-05
87,87,88,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0088.pt,0.3005952380952381,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-9.478007814323064e-05,3221.3428955078125,7.273751258850098,1.2273590073164087e-05,0.0,0.0,1.33514404296875e-05
88,88,89,carbon,1e-05,0.005,0.1,cuda,52,13,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0089.pt,0.2912087912087912,0.0,0.02307692307692308,0.0,0.0,0.0,0.0,-7.079656552377855e-05,3143.681884765625,7.2997658252716064,6.714692790410481e-05,0.0,0.0,9.921881428454071e-05
89,89,90,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0090.pt,0.26785714285714285,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,-8.688743218954187e-05,2046.2478637695312,7.278482675552368,1.6277035228995373e-05,0.0,0.0,1.1006991371687036e-05
90,90,91,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0091.pt,0.2976190476190476,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,-4.054109376738779e-05,3439.6292724609375,7.288224697113037,2.9921531677246094e-05,0.0,0.0,1.564621925354004e-05
91,91,92,carbon,1e-05,0.005,0.1,cuda,52,13,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0092.pt,0.2747252747252747,0.0,0.02307692307692308,0.0,0.0,0.0,0.0,-2.3007393338048132e-05,2878.6483154296875,7.3225531578063965,4.985699433746049e-05,0.0,0.0,8.23919617687352e-05
92,92,93,carbon,1e-05,0.005,0.1,cuda,48,12,0,3,2,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0093.pt,0.2916666666666667,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,5.4777910918346606e-05,2001.943359375,7.307708978652954,0.0001084357536456082,0.0,0.0,0.00013879935431759804
93,93,94,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0094.pt,0.28869047619047616,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,-1.2977669939573389e-05,3314.7327880859375,7.269205093383789,7.665654266020283e-05,0.0,0.0,7.469455886166543e-05
94,94,95,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0095.pt,0.27976190476190477,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,-7.300078868865967e-05,2510.1734619140625,7.322778940200806,2.844631853804458e-05,0.0,0.0,2.4358432710869238e-05
95,95,96,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0096.pt,0.2767857142857143,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,-0.00015413575238198973,1855.0098876953125,7.316627502441406,6.827215474913828e-05,0.0,0.0,6.305178249021992e-05
96,96,97,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0097.pt,0.30952380952380953,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,9.405240780324675e-05,1990.0482177734375,7.29152250289917,2.1174551271485598e-05,0.0,0.0,4.213055217405781e-05
97,97,98,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0098.pt,0.2916666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,3.5248698623036034e-05,3402.5980224609375,7.285807132720947,3.067652414756594e-05,0.0,0.0,8.453926056972705e-06
98,98,99,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0099.pt,0.2916666666666667,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,-6.485854828497395e-05,2818.61279296875,7.296562910079956,6.956358993193135e-05,0.0,0.0,7.938345515867695e-05
99,99,100,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0100.pt,0.27976190476190477,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,-0.00018072997772833332,3203.816162109375,7.2816712856292725,1.3495485291059595e-05,0.0,0.0,1.954038998519536e-05
100,100,101,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0101.pt,0.2976190476190476,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,4.461407934286399e-05,2679.869384765625,7.308878660202026,6.190439307829365e-05,0.0,0.0,6.193916487973183e-05
101,101,102,carbon,1e-05,0.005,0.1,cuda,56,14,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0102.pt,0.3035714285714285,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,6.568219396285713e-05,2794.692626953125,7.26532506942749,3.1709672839497216e-05,0.0,0.0,1.9354480173205957e-05
102,102,103,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0103.pt,0.30952380952380953,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.00012552241969387978,1533.7782592773438,7.2485270500183105,7.949272912810557e-05,0.0,0.0,9.273489558836445e-05
103,103,104,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0104.pt,0.2738095238095238,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.00013265635061543435,2517.5142822265625,7.309861183166504,2.741317018717382e-05,0.0,0.0,5.3117673814995214e-05
104,104,105,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0105.pt,0.3005952380952381,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,-0.00010157500946661457,2923.690673828125,7.282284259796143,3.705422113853274e-05,0.0,0.0,4.398822784423828e-05
105,105,106,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0106.pt,0.2916666666666667,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,4.867712959821802e-06,2726.8299560546875,7.316417932510376,5.041559779783711e-05,0.0,0.0,4.162391269346699e-05
106,106,107,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0107.pt,0.2797619047619048,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,-4.843870829063235e-05,2790.4844970703125,7.259344816207886,0.00011930863547604531,0.0,0.0,0.00013707081961911172
107,107,108,carbon,1e-05,0.005,0.1,cuda,56,14,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0108.pt,0.2933673469387755,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,-4.1882907680701464e-05,2882.2432861328125,7.270118951797485,0.00011602044469327666,0.0,0.0,0.0001304490288021043
108,108,109,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0109.pt,0.2976190476190476,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0001321310810453724,2838.147216796875,7.276365280151367,4.803637966688257e-05,0.0,0.0,6.810824561398476e-05
109,109,110,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0110.pt,0.2857142857142857,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,3.2331795409845654e-05,3161.918212890625,7.3145599365234375,0.00010919570922851562,0.0,0.0,0.00013256072998046875
110,110,111,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0111.pt,0.3095238095238096,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-2.2638589143753052e-05,3543.1619873046875,7.25903058052063,5.3524972827290185e-05,0.0,0.0,5.824367326567881e-05
111,111,112,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0112.pt,0.29464285714285715,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-3.3328931294818176e-06,2998.2552490234375,7.279516220092773,6.0950716942898e-05,0.0,0.0,7.870793342590332e-05
112,112,113,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0113.pt,0.2886904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.2185424566268921e-05,3153.146484375,7.330775022506714,8.976459866971709e-05,0.0,0.0,0.00011269251990597695
113,113,114,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0114.pt,0.29464285714285715,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,-6.631017095060088e-05,2787.44873046875,7.301417112350464,3.5117071092827246e-05,0.0,0.0,5.1210325182182714e-05
114,114,115,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0115.pt,0.2738095238095238,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,1.4442950828197354e-05,2426.4810791015625,7.341689109802246,6.1492128224927e-06,0.0,0.0,1.0212263077846728e-05
115,115,116,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0116.pt,0.30654761904761907,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,3.789179118030006e-05,2931.0062255859375,7.262964725494385,9.192029756377451e-05,0.0,0.0,0.00011819601058959961
116,116,117,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0117.pt,0.29464285714285715,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,-3.635014218161814e-05,3223.031005859375,7.290506839752197,2.7025739655073266e-05,0.0,0.0,3.719329833984375e-05
117,117,118,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0118.pt,0.28571428571428575,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-4.952649578626733e-05,3115.11865234375,7.292184352874756,7.952253213261429e-06,0.0,0.0,1.3033549294050317e-05
118,118,119,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0119.pt,0.2857142857142857,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-5.939354559814092e-05,2903.906005859375,7.292324066162109,1.2665987014770508e-05,0.0,0.0,2.41696834564209e-05
119,119,120,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0120.pt,0.2738095238095238,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,8.343408353539417e-06,2701.720947265625,7.308502912521362,0.00011789302152465098,0.0,0.0,0.00015226006507873535
120,120,121,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0121.pt,0.30357142857142855,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,-7.49876126064919e-05,3107.7623291015625,7.245562553405762,3.2881896459002746e-06,0.0,0.0,6.278356067923596e-06
121,121,122,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0122.pt,0.2767857142857143,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,3.3279252420470584e-07,2872.7816162109375,7.337101459503174,9.567539200361352e-05,0.0,0.0,0.00014192859816830605
122,122,123,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0123.pt,0.2827380952380953,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,-2.61763739217713e-05,2735.4298095703125,7.328164339065552,3.0850372240820434e-05,0.0,0.0,2.4606784791103564e-05
123,123,124,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0124.pt,0.2976190476190476,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,-2.3151437744672876e-05,2584.2442626953125,7.295390367507935,4.2473277062526904e-05,0.0,0.0,4.9054622650146484e-05
124,124,125,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0125.pt,0.2857142857142857,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-4.132091999053955e-05,2532.3665771484375,7.2917821407318115,2.872447248591925e-05,0.0,0.0,4.614393037627451e-05
125,125,126,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0126.pt,0.306547619047619,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,-0.00012418504047673196,3512.6204833984375,7.25081205368042,1.49458646774292e-05,0.0,0.0,1.3977289199829102e-05
126,126,127,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0127.pt,0.30654761904761907,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,-8.993595838546753e-05,1763.1461181640625,7.2939324378967285,0.0001355906351818703,0.0,0.0,0.00017324090003967285
127,127,128,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0128.pt,0.3065476190476191,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,1.0797753930091858e-05,2628.2489013671875,7.272462606430054,5.211432835494634e-05,0.0,0.0,6.383657455444336e-05
128,128,129,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0129.pt,0.3154761904761905,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-7.30628798919497e-05,2570.711181640625,7.248379230499268,0.0002120634017046541,0.0,0.0,0.00026811164570972323
129,129,130,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0130.pt,0.2886904761904762,0.0,0.05833333333333333,0.0,0.0,0.0,0.0,8.821984374662861e-05,2526.5587158203125,7.255980014801025,7.60406292101834e-05,0.0,0.0,8.358558261534199e-05
130,130,131,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0131.pt,0.29464285714285715,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.00017681469762464985,2595.0523681640625,7.3104493618011475,1.864135310825077e-05,0.0,0.0,1.4374653801496606e-05
131,131,132,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0132.pt,0.28869047619047616,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,-5.312450502970023e-05,2731.5408935546875,7.308636903762817,4.032750985061284e-05,0.0,0.0,5.313754081726074e-05
132,132,133,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0133.pt,0.31547619047619047,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,-0.0001118530890380498,2479.272216796875,7.238111257553101,9.898841744870879e-05,0.0,0.0,0.00012053053069394082
133,133,134,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0134.pt,0.3273809523809524,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,5.540748679777607e-05,2471.366943359375,7.211183071136475,8.596479892730713e-05,0.0,0.0,0.00012436509132385254
134,134,135,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0135.pt,0.2708333333333333,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,2.56349644587317e-05,2342.408447265625,7.322935104370117,9.290874004364014e-05,0.0,0.0,0.0001189112663269043
135,135,136,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0136.pt,0.2976190476190476,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,3.3088030249928124e-05,2414.049072265625,7.274779319763184,3.812213981291279e-05,0.0,0.0,7.067124533932656e-05
136,136,137,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0137.pt,0.3005952380952381,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,-4.438559221853211e-05,2579.399169921875,7.278946399688721,3.3229589462280273e-05,0.0,0.0,2.8848648071289062e-05
137,137,138,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,1,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0138.pt,0.318452380952381,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,-0.00011359900236129761,2525.8779296875,7.245155096054077,3.8936734199523926e-05,0.0,0.0,4.6700239181518555e-05
138,138,139,carbon,1e-05,0.005,0.1,cuda,56,14,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0139.pt,0.2933673469387755,0.0,0.014285714285714287,0.0,0.0,0.0,0.0,-3.2795328479551245e-05,3238.6259765625,7.303231954574585,4.408189488458447e-05,0.0,0.0,6.453480455093086e-05
139,139,140,carbon,1e-05,0.005,0.1,cuda,48,12,0,4,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0140.pt,0.2976190476190476,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,5.473692908708472e-06,2357.8187255859375,7.2950403690338135,6.910661977599375e-05,0.0,0.0,6.114443385740742e-05
140,140,141,carbon,1e-05,0.005,0.1,cuda,48,12,0,5,0,solver/reports/dr_alns_ppo_v3/final_track23/stage_c_train24/checkpoints/async_block_ppo_update_0141.pt,0.2916666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,-1.8571813910739365e-05,2494.924072265625,7.2387635707855225,1.6137958027684363e-05,0.0,0.0,1.858671566878911e-05
