completed_episodes,elapsed_seconds,num_actors,busy_time_seconds_sum,busy_ratio,idle_ratio,episodes_per_hour,block_steps_per_hour,worker_failure_count
1,29.765000000130385,6,4.4060000001918525,0.024671034213408098,0.9753289657865919,120.9474214676375,483.78968587055,0
2,29.765000000130385,6,7.562000000150874,0.042342796349839014,0.9576572036501609,241.894842935275,967.5793717411,0
3,29.765000000130385,6,11.390000000130385,0.06377736715426671,0.9362226328457333,362.8422644029125,1451.36905761165,0
4,29.780999999959022,6,18.29700000002049,0.10239750176312451,0.8976024982368755,483.5297673019648,1934.1190692078592,0
5,29.780999999959022,6,22.734000000171363,0.12722877002228852,0.8727712299777115,604.412209127456,2417.648836509824,0
6,29.780999999959022,6,34.59300000034273,0.19359658843104846,0.8064034115689516,725.2946509529472,2901.178603811789,0
7,32.21900000004098,6,37.015000000363216,0.1914760441577751,0.8085239558422249,782.1471802342701,3128.5887209370803,0
8,33.20299999997951,6,40.45300000021234,0.20305896053688574,0.7969410394631142,867.3915007685381,3469.5660030741524,0
9,33.42200000002049,6,44.07800000021234,0.21980531785543114,0.7801946821445689,969.4213392370336,3877.6853569481345,0
10,36.03099999995902,6,50.32800000021234,0.23279953373608642,0.7672004662639136,999.1396297643957,3996.558519057583,0
11,36.53099999995902,6,54.640000000130385,0.2492859945443216,0.7507140054556785,1084.010840109617,4336.043360438468,0
12,40.0,6,58.60900000017136,0.24420416666738068,0.7557958333326193,1080.0,4320.0,0
13,41.70299999997951,6,62.812000000150874,0.25102910262323946,0.7489708973767606,1122.2214229197657,4488.885691679063,0
14,43.59400000004098,6,66.40600000019185,0.253880503433689,0.7461194965663109,1156.1224021643488,4624.489608657395,0
15,45.78099999995902,6,82.40600000019185,0.30000072810505674,0.6999992718949433,1179.5286254133448,4718.114501653379,0
16,46.0,6,98.62500000023283,0.35733695652258274,0.6426630434774172,1252.1739130434783,5008.695652173913,0
17,47.515000000130385,6,112.70300000021234,0.3953242835592377,0.6046757164407623,1288.0143112665908,5152.057245066363,0
18,49.765000000130385,6,116.6870000003837,0.39079339562637055,0.6092066043736295,1302.1199638265894,5208.479855306357,0
19,50.20299999997951,6,120.87400000053458,0.40128411980885575,0.5987158801911443,1362.468378384318,5449.873513537272,0
20,50.765000000130385,6,124.12400000053458,0.4075117370899103,0.5924882629100897,1418.3000098456628,5673.200039382651,0
21,52.92200000002049,6,143.8270000005141,0.4529527732652407,0.5470472267347593,1428.5174407613229,5714.069763045291,0
22,53.125,6,153.34300000057556,0.48107607843317823,0.5189239215668218,1490.8235294117646,5963.294117647059,0
23,53.625,6,165.24900000053458,0.5135944055960671,0.48640559440393294,1544.055944055944,6176.223776223776,0
24,56.312000000150874,6,168.42100000055507,0.4984757541320495,0.5015242458679505,1534.3088506849076,6137.23540273963,0
25,56.812000000150874,6,174.45200000074692,0.5117815484999755,0.4882184515000245,1584.1723579483382,6336.689431793353,0
26,57.17200000002049,6,181.4210000007879,0.528874857158291,0.47112514284170903,1637.1650458260417,6548.660183304167,0
27,58.03099999995902,6,186.51500000059605,0.5356763339155731,0.4643236660844269,1674.9668280758326,6699.86731230333,0
28,59.640000000130385,6,188.96800000057556,0.5280795886434229,0.47192041135657714,1690.1408450667275,6760.56338026691,0
29,61.515000000130385,6,192.43600000068545,0.5213796093101346,0.4786203906898654,1697.1470373043765,6788.588149217506,0
30,63.04700000002049,6,198.67100000055507,0.5251928455503844,0.47480715444961563,1713.0077561178946,6852.031024471578,0
31,86.29700000002049,6,215.54600000055507,0.4162871633245341,0.5837128366754659,1293.2083386441418,5172.833354576567,0
32,86.31200000015087,6,219.26400000066496,0.4233941977945934,0.5766058022054066,1334.692742605879,5338.770970423516,0
33,86.31200000015087,6,231.38900000066496,0.4468073191836216,0.5531926808163784,1376.4018908123128,5505.607563249251,0
34,86.31200000015087,6,244.7800000004936,0.472665060092196,0.527334939907804,1418.1110390187464,5672.444156074986,0
35,86.32799999997951,6,253.7020000005141,0.48980245884026485,0.5101975411597351,1459.5496246875857,5838.198498750343,0
36,86.32799999997951,6,261.2020000005141,0.5042821178153402,0.49571788218465984,1501.2510425358025,6005.00417014321,0
37,88.53099999995902,6,263.4050000004936,0.4958809155373363,0.5041190844626637,1504.5577255431617,6018.230902172647,0
38,89.85899999993853,6,266.9370000003837,0.4951034398345673,0.5048965601654327,1522.385069943952,6089.540279775808,0
39,90.20299999997951,6,270.7800000004936,0.5003159540158588,0.4996840459841412,1556.4892520207964,6225.957008083185,0
40,90.5,6,274.9680000003427,0.5063867403321228,0.49361325966787717,1591.1602209944751,6364.640883977901,0
41,92.46900000004098,6,276.9220000002533,0.49912583316234016,0.5008741668376598,1596.2106219374557,6384.842487749823,0
42,93.06200000015087,6,281.4530000004452,0.504060017336093,0.49593998266390704,1624.7233027417728,6498.893210967091,0
