arm,stream_seed,stage,trigger_second,trigger_reason,event_ids,event_types,applied_event_ids,ignored_locked_event_ids,event_count,next_trigger_second,available_compute_seconds,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,dynamic_added_customer_count,dynamic_added_cross_site_customer_count,dynamic_added_cross_site_customer_ids,active_customer_count,committed_customer_count,future_customer_count,asset_state_count,asset_states_sha256,locked_routes_sha256,locked_charging_actions_sha256,active_customer_ids_sha256,committed_customer_ids_sha256,future_customer_ids_sha256,stage_solution_sha256,stage_certificate_sha256,stage_certificate_status,initial_continuation_feasible,initial_type_trial_count,changed_candidate_count,search_exact_check_count,executable_candidate_count,accepted_candidate_count,evaluations,stage_search_seed,operator_pairs,elapsed_seconds,completed_before_next_trigger,customer_accounting_pass
cooperative,1,1,10800.0,delta_t,1;2;3;4;5;6;7,cancel;add;add;demand_change;demand_change;add;demand_change,1;2;3;4;5;6;7,,7,17463.155806373295,6663.1558063732955,9,30,5265.434204845444,6832.316869718366,1,3,0,,223,50,173,20,d08320d012b3e3afcd12cc9e265ceecba890cb63338dc48644ed5a8eb32f3daa,337b52e0fe0839d841e446f953ec365bd30023362eb726b0479cc984cc0d4805,5f113f8455ccf0d545ddfff8f2b7292d988f7684ba2b53e363d0f46e9c32d425,c6c521c820c2f12ceee1416ae0c1203ebb64392e94adfb8de4bbee0e3407cd24,9dde89658431f7b3a209571e9ca2b1e70f8a532c89fdaa84b7742b2f1e251351,e6fa9f95a9bc9b108a4c0ff5b25a67b06453e51305223afcb88b573ea052da85,b51cf6980f348308143dd3c436c5eba5bee479601786158ed6eb5be346f1a643,8e41fab10edfc578c5d83b5ed27c96e642e1e2e0aeac9b877859b9a26e644b1b,PASS,True,1,8,8,1,1,8,1001,random_customer_removal+greedy_insert_repair;random_customer_removal+regret2_insert_repair;random_customer_removal+regret3_insert_repair;worst_customer_removal+greedy_insert_repair;worst_customer_removal+regret2_insert_repair;worst_customer_removal+regret3_insert_repair;shaw_related_removal+greedy_insert_repair;shaw_related_removal+regret2_insert_repair;shaw_related_removal+regret3_insert_repair;whole_route_removal+greedy_insert_repair;whole_route_removal+regret2_insert_repair;whole_route_removal+regret3_insert_repair;route_segment_removal+greedy_insert_repair;route_segment_removal+regret2_insert_repair;route_segment_removal+regret3_insert_repair;vehicle_type_swap+greedy_insert_repair;vehicle_type_swap+regret2_insert_repair;vehicle_type_swap+regret3_insert_repair,0.2361324579687789,True,True
independent,1,1,10800.0,delta_t,1;2;3;4;5;6;7,cancel;add;add;demand_change;demand_change;add;demand_change,1;2;3;4;5;6;7,,7,17463.155806373295,6663.1558063732955,9,31,5269.890349328716,6836.773014201639,0,3,0,,223,50,173,20,d08320d012b3e3afcd12cc9e265ceecba890cb63338dc48644ed5a8eb32f3daa,337b52e0fe0839d841e446f953ec365bd30023362eb726b0479cc984cc0d4805,5f113f8455ccf0d545ddfff8f2b7292d988f7684ba2b53e363d0f46e9c32d425,c6c521c820c2f12ceee1416ae0c1203ebb64392e94adfb8de4bbee0e3407cd24,9dde89658431f7b3a209571e9ca2b1e70f8a532c89fdaa84b7742b2f1e251351,e6fa9f95a9bc9b108a4c0ff5b25a67b06453e51305223afcb88b573ea052da85,c5aa5aace9892ad312b8c3fd7097694d8861c40c19119224e2b57d1802865bad,3deb44c5be56d14c76a911c8074954590a8c2937d039d311bb4d0e0b302943cd,PASS,True,1,8,8,0,0,8,1001,random_customer_removal+greedy_insert_repair;random_customer_removal+regret2_insert_repair;random_customer_removal+regret3_insert_repair;worst_customer_removal+greedy_insert_repair;worst_customer_removal+regret2_insert_repair;worst_customer_removal+regret3_insert_repair;shaw_related_removal+greedy_insert_repair;shaw_related_removal+regret2_insert_repair;shaw_related_removal+regret3_insert_repair;whole_route_removal+greedy_insert_repair;whole_route_removal+regret2_insert_repair;whole_route_removal+regret3_insert_repair;route_segment_removal+greedy_insert_repair;route_segment_removal+regret2_insert_repair;route_segment_removal+regret3_insert_repair;vehicle_type_swap+greedy_insert_repair;vehicle_type_swap+regret2_insert_repair;vehicle_type_swap+regret3_insert_repair,0.15747695899335667,True,True
