accepted_addition_count,addition_count,addition_ids,after_route_signature_sha256,before_route_signature_sha256,demand_threshold_kg,event_ids,failure_reason,instance_id,legal,newly_used_vehicle_count,newly_used_vehicle_ids,policy,route_plan_changed,search_called,stage,stage_evaluation_budget,status,stream_seed,trigger_cause,trigger_second,wall_seconds
1,1,C148,787fb4cd246d8ae8db4b31179394202fae5cf4083870349eba0994f57091c252,b1d327acb51806736788376b37abfdf4bd8d8b26acc1f5bd40249f9f9dd27b1f,,ADD_030_C148,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_20_percent_or_30_minutes,True,True,13,8,PASS_FULL_BATCH,2,maximum_wait,52200.0,0.06402512500062585
1,1,C007,fa001d0b5ce3ea2d7e3867b750c3b469a05cfab77efd626cc429eb4a39b0078d,2b43cd0d1dd7f453289f5d4d3840d3c888f7f4ef1e5fa19bfc34f2f8c87ce02c,,ADD_004_C007,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_20_percent_or_30_minutes,True,True,14,8,PASS_FULL_BATCH,2,maximum_wait,54000.0,0.05214179202448577
2,2,C005|C087,b847c33df1be8e51dfcfd610a2f3958f0faeaf3d0f1c4a4acd4477367a69a60f,23b4d378e86ae8961fcdbe331c718e088ece2f9ac1fa2a6042aa833fc27db984,,ADD_003_C005|ADD_020_C087,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_dongguan_4,hybrid_count_20_percent_or_30_minutes,True,True,15,8,PASS_FULL_BATCH,2,maximum_wait,55800.0,0.042340375017374754
1,1,C051,0f1473366da6d58e14975132502cb75da5b39fe3462ceb852c2abf309049b3ed,8201954779a4606d6fdcfe8b979a83c7d437a249d7f0058805d9ddf16ffe2d7b,,ADD_008_C051,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_10,per_order,True,True,1,8,PASS_FULL_BATCH,3,new_information,21687.843333084496,0.18473216705024242
1,1,C120,91e96f2ad6820e1efbacabce4fa4ea2ed76c3d69328b5b7f36d358539b56f240,0f1473366da6d58e14975132502cb75da5b39fe3462ceb852c2abf309049b3ed,,ADD_024_C120,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,2,8,PASS_FULL_BATCH,3,new_information,23311.70728555703,0.18731133290566504
1,1,C099,754ab4d0dd93398c508bbc005e2718fd31b3f6c027594af4c83b1a0d220d6113,91e96f2ad6820e1efbacabce4fa4ea2ed76c3d69328b5b7f36d358539b56f240,,ADD_019_C099,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,3,8,PASS_FULL_BATCH,3,new_information,23321.145743927747,0.18896754190791398
1,1,C077,387010f1a0031d74f22aec4f38580cfb034860595bd054ffd850b5e36205c13a,754ab4d0dd93398c508bbc005e2718fd31b3f6c027594af4c83b1a0d220d6113,,ADD_013_C077,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_4,per_order,True,True,4,8,PASS_FULL_BATCH,3,new_information,24390.271784415207,0.18949983303900808
1,1,C058,44d8fddb8f0fa4be9830fe152ed44395a01864517b5d11d4b3f223ae71bfa518,387010f1a0031d74f22aec4f38580cfb034860595bd054ffd850b5e36205c13a,,ADD_010_C058,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_foshan_2,per_order,True,True,5,8,PASS_FULL_BATCH,3,new_information,25877.2907836649,0.1846334170550108
1,1,C064,29215f3808c116fd0490d739a0a260c32014da656a88e92556d695d76f10ed24,44d8fddb8f0fa4be9830fe152ed44395a01864517b5d11d4b3f223ae71bfa518,,ADD_012_C064,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,6,8,PASS_FULL_BATCH,3,new_information,26989.96727549369,0.1922710839426145
1,1,C121,a354e13fc1bd1bf3658131d628c07976cd1c753fe4f378ead6ff3cb10f0848d3,29215f3808c116fd0490d739a0a260c32014da656a88e92556d695d76f10ed24,,ADD_025_C121,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,7,8,PASS_FULL_BATCH,3,new_information,28799.040522341358,0.11875824991147965
1,1,C039,39c65f9288b0092a2ccdbcf40667284150075111ccb57181262c21990db7a5c8,a354e13fc1bd1bf3658131d628c07976cd1c753fe4f378ead6ff3cb10f0848d3,,ADD_007_C039,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,8,8,PASS_FULL_BATCH,3,new_information,30422.960568491297,0.12387120793573558
1,1,C147,581b51c6497ed42191ea3329cb187113b2728924bf6882b60cf44ac93e8383ca,39c65f9288b0092a2ccdbcf40667284150075111ccb57181262c21990db7a5c8,,ADD_029_C147,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,9,8,PASS_FULL_BATCH,3,new_information,31784.12716535991,0.19866483297664672
1,1,C111,a661bbbbef29f2f33b97e13fae17325f87c0daeb418fb16646e2a76e61caeed9,581b51c6497ed42191ea3329cb187113b2728924bf6882b60cf44ac93e8383ca,,ADD_021_C111,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,10,8,PASS_FULL_BATCH,3,new_information,31810.615472930804,0.19150425004772842
1,1,C013,7b693e0e440c2017a46c31038a9ba68bb98cb40c983e70803d7163a15be189ba,a661bbbbef29f2f33b97e13fae17325f87c0daeb418fb16646e2a76e61caeed9,,ADD_003_C013,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,11,8,PASS_FULL_BATCH,3,new_information,31817.983245637985,0.3237784580560401
1,1,C115,986c7c05cc22266b0ccbe434147b7bfc1ab5817fcf608be3b405719a271d9040,7b693e0e440c2017a46c31038a9ba68bb98cb40c983e70803d7163a15be189ba,,ADD_023_C115,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_foshan_3,per_order,True,True,12,8,PASS_FULL_BATCH,3,new_information,34185.198985427545,0.20007191703189164
1,1,C112,e200a70242d859ab8c3c8d024d7db6d85a50d6328327c0ba8e44e55a12f185d5,986c7c05cc22266b0ccbe434147b7bfc1ab5817fcf608be3b405719a271d9040,,ADD_022_C112,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,13,8,PASS_FULL_BATCH,3,new_information,34667.6443679067,0.1981777079636231
1,1,C030,d2dfbc26a7b74fa9df72a7f13eab57c458465d60380c5f8453c9e0c312da3f27,e200a70242d859ab8c3c8d024d7db6d85a50d6328327c0ba8e44e55a12f185d5,,ADD_004_C030,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,14,8,PASS_FULL_BATCH,3,new_information,35418.15145658747,0.11873579199891537
1,1,C033,b49e84d6e79206430e31c7eff88085be5ab2d1b33d20e5d41e56a350da4bce4a,d2dfbc26a7b74fa9df72a7f13eab57c458465d60380c5f8453c9e0c312da3f27,,ADD_006_C033,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,15,8,PASS_FULL_BATCH,3,new_information,35658.05696409345,0.12585470802150667
1,1,C150,ef74e0d9d5c7c2b7ea93aabf2561b70f24c00ae33547b71f31ed76f5b0c5326e,b49e84d6e79206430e31c7eff88085be5ab2d1b33d20e5d41e56a350da4bce4a,,ADD_030_C150,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,16,8,PASS_FULL_BATCH,3,new_information,36495.07250088478,0.21158216602634639
1,1,C106,a04dc91800144867e5a576f3f189977eff6ddae2ed2455fc497ded01e97f06e0,ef74e0d9d5c7c2b7ea93aabf2561b70f24c00ae33547b71f31ed76f5b0c5326e,,ADD_020_C106,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,17,8,PASS_FULL_BATCH,3,new_information,37589.79072258445,0.21301179204601794
1,1,C063,1d4ed0ad19f109831a1e11df0e85d8d856a39b4804be4fbe1b1d51b20b7f30c0,1cf01fcde937f14291fe5c533c06f8cd3c189fbda9f5d730346424cd29095585,,ADD_011_C063,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,18,8,PASS_FULL_BATCH,3,new_information,38331.64458219547,0.13376691692974418
1,1,C139,c8a99573e046e16165fb581fb6024b1860ec876e3eab41e685612bc420117a8b,1d4ed0ad19f109831a1e11df0e85d8d856a39b4804be4fbe1b1d51b20b7f30c0,,ADD_028_C139,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_4,per_order,True,True,19,8,PASS_FULL_BATCH,3,new_information,38794.093251475526,0.21812187496107072
1,1,C091,a11df8fe40cb1cb6fb9e5001a8c2770d944d6b36611ffb5e81d077f38d4b59c5,7edb9a63175ed80587e7c425218ef3396bcdb291d90549b4edff962ee8e7cf3d,,ADD_016_C091,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,20,8,PASS_FULL_BATCH,3,new_information,39635.69387434327,0.19602195906918496
1,1,C011,50cb1bcd04b247bf593ce4f6ead8eed33ad19d0cdfa04f330ca1e2d9d616e914,470efc09b27ca33fe2a284d4e39780b4b4ddacd698c87bf84b9a28c538a160c6,,ADD_002_C011,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,21,8,PASS_FULL_BATCH,3,new_information,41336.492227078714,0.14674208301585168
1,1,C088,af53e4c88ca970ec86638a01b168445a8dcbc3bb59bae1236c192a4dc4f653fb,50cb1bcd04b247bf593ce4f6ead8eed33ad19d0cdfa04f330ca1e2d9d616e914,,ADD_015_C088,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_5,per_order,True,True,22,8,PASS_FULL_BATCH,3,new_information,42991.69189154225,0.09238933294545859
1,1,C003,2be4e7f38f913a6b8b1986b2f36c7322af51876fcea24fd5d826fd9aecf66d7c,513c74c313f2ec763fcf1a51df60074a5e8687abf930b041d5d1f306922ec477,,ADD_001_C003,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,23,8,PASS_FULL_BATCH,3,new_information,43805.95279635262,0.12174766603857279
1,1,C032,2af613ff13ab0efc2759a9fbbf00d7eddd32464ac0c80bde59bd9bde99324d8f,236726ae6026bba9c7f0790fd8ce6ad1140d0dc628128b4daa38d90f78d333ed,,ADD_005_C032,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,24,8,PASS_FULL_BATCH,3,new_information,45492.93662911919,0.08489583397749811
1,1,C093,6284e044e5c173445fe0ad83e05ceca7ecc270e094548be532a0e2e126429d80,631209b6f38e42a826c7004905e8ad9f5334dd05eb37b01667086f429f46d3cb,,ADD_017_C093,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,25,8,PASS_FULL_BATCH,3,new_information,46093.357922820214,0.0572533329250291
1,1,C133,cf5e3d2ef0da66d50bb2f7fce51b556395dc8d84fa74780f706a4407515f3ec6,6284e044e5c173445fe0ad83e05ceca7ecc270e094548be532a0e2e126429d80,,ADD_026_C133,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,26,8,PASS_FULL_BATCH,3,new_information,46165.42137292017,0.05615854205098003
1,1,C056,b1f1bd2e68b347340188d88b6950f667acbece2cc2834c06519bb7b3e6d342c5,760ce485c5ed88acde39dcf402a73feda9b85de054f0896f628627ffcff17242,,ADD_009_C056,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_6,per_order,True,True,27,8,PASS_FULL_BATCH,3,new_information,47761.64143112216,0.05037808301858604
1,1,C084,627daa69955c93f0eee1336485af9d1d8e3a64d2883c1ab933aa6a2233e90b71,c49573f345dbe7c6956f1ed61bec3e6fa5dc4d9ab584984356952af94a709126,,ADD_014_C084,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,28,8,PASS_FULL_BATCH,3,new_information,51199.87045747244,0.04874891694635153
1,1,C094,ee8fdfa194712ec4aa2de2b48efebe03f33878ce808839acb6cba783895b157b,70d91d7dc77b454c301beb2e6b1da6db493b310d0c718da96f066b5b03482639,,ADD_018_C094,,cn-prd-150c-01-V2-LOCATIONS,True,0,,per_order,True,True,29,8,PASS_FULL_BATCH,3,new_information,52945.561392581105,0.05151683301664889
1,1,C135,c907f47879ea2dbe5872a983c6b3c6a4370e819e1a03b850e189285e137e3405,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,ADD_027_C135,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_5,per_order,True,True,30,8,PASS_FULL_BATCH,3,new_information,56463.58038144635,0.03250495798420161
3,3,C051|C099|C120,77fcb3c7d95541d83645b4fbc741df2849e302b463b1739a78ff182712c83d53,8201954779a4606d6fdcfe8b979a83c7d437a249d7f0058805d9ddf16ffe2d7b,,ADD_008_C051|ADD_024_C120|ADD_019_C099,,cn-prd-150c-01-V2-LOCATIONS,True,2,CV_D_foshan_2|CV_D_shenzhen_10,fixed_30_minutes,True,True,1,8,PASS_FULL_BATCH,3,fixed_interval,23400.0,0.19960420799907297
1,1,C077,0c3b8accfbe7cf77a02166597bac950d4ae1ca1f47a1f0414e33edd39bee9741,77fcb3c7d95541d83645b4fbc741df2849e302b463b1739a78ff182712c83d53,,ADD_013_C077,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,2,8,PASS_FULL_BATCH,3,fixed_interval,25200.0,0.1991231250576675
2,2,C058|C064,e27740fa70c38f5336b1b6868a253bc0d4a8ec2b0bd36d3b4d92d4963419eaf4,0c3b8accfbe7cf77a02166597bac950d4ae1ca1f47a1f0414e33edd39bee9741,,ADD_010_C058|ADD_012_C064,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_4,fixed_30_minutes,True,True,3,8,PASS_FULL_BATCH,3,fixed_interval,27000.0,0.2067643329501152
1,1,C121,16a5765e2f8f626054cb0163c1aafba69a85f524628049194e00dbe181c8415d,e27740fa70c38f5336b1b6868a253bc0d4a8ec2b0bd36d3b4d92d4963419eaf4,,ADD_025_C121,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,4,8,PASS_FULL_BATCH,3,fixed_interval,28800.0,0.12505062494892627
1,1,C039,f76632b49411b772f48276fff1b8855c1bf5fbfc2814887ceff60f75242c9c1b,16a5765e2f8f626054cb0163c1aafba69a85f524628049194e00dbe181c8415d,,ADD_007_C039,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,5,8,PASS_FULL_BATCH,3,fixed_interval,30600.0,0.19672045798506588
3,3,C013|C111|C147,3a289f7043117783bfb0687419b7d981d5816ca572c9e00cddee297d6a1660ae,f76632b49411b772f48276fff1b8855c1bf5fbfc2814887ceff60f75242c9c1b,,ADD_029_C147|ADD_021_C111|ADD_003_C013,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,6,8,PASS_FULL_BATCH,3,fixed_interval,32400.0,0.21633358299732208
1,1,C115,d5b18e8750067310d22a74200d70265a05cbad787bc1a98d6fc185d2ade62109,3a289f7043117783bfb0687419b7d981d5816ca572c9e00cddee297d6a1660ae,,ADD_023_C115,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,7,8,PASS_FULL_BATCH,3,fixed_interval,34200.0,0.19527012505568564
3,3,C030|C033|C112,0b44d729b62af58cabc3b81200f12a80e3eea2df79968c9dd5ac3e96e85ad330,d5b18e8750067310d22a74200d70265a05cbad787bc1a98d6fc185d2ade62109,,ADD_022_C112|ADD_004_C030|ADD_006_C033,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_4,fixed_30_minutes,True,True,8,8,PASS_FULL_BATCH,3,fixed_interval,36000.0,0.22257291700225323
2,2,C106|C150,ecbe4028cc426d91961ddced0ef66886ce3958a9068ee85358390f893cfeafc1,0b44d729b62af58cabc3b81200f12a80e3eea2df79968c9dd5ac3e96e85ad330,,ADD_030_C150|ADD_020_C106,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_foshan_3,fixed_30_minutes,True,True,9,8,PASS_FULL_BATCH,3,fixed_interval,37800.0,0.20383320900145918
2,2,C063|C139,f7952727e504306e418cb9fb932a6f85b1fa294f5b11b895cf2f8c4b5b599132,f308beca9d88b7143c64e2f0ba3882b2c723aff15eb1beb87506ba5b9271fb9a,,ADD_011_C063|ADD_028_C139,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,10,8,PASS_FULL_BATCH,3,fixed_interval,39600.0,0.20466279098764062
2,2,C011|C091,72d1b27dcccfaa0b9102d90bb09ae8d13f1329d075b1586b63b83635ea3865ef,d318e17c93f0d11515f35826de15cefc40c058e3e06e2f14f9043bfdf249967d,,ADD_016_C091|ADD_002_C011,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_5,fixed_30_minutes,True,True,11,8,PASS_FULL_BATCH,3,fixed_interval,41400.0,0.11169704096391797
1,1,C088,fc0e55d6d44ea8e10a696ae465b75c0b47c641a56246c056f9b784f494321086,72d1b27dcccfaa0b9102d90bb09ae8d13f1329d075b1586b63b83635ea3865ef,,ADD_015_C088,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,12,8,PASS_FULL_BATCH,3,fixed_interval,43200.0,0.0913060000166297
1,1,C003,826d5547edc9fc09b478bcfbaa0e900875d7a8976b8d89a5072b8229f2221953,ea617b7b99e1b2c592b4989ee511a5a3dbde36e33106152234debe46470e673b,,ADD_001_C003,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_6,fixed_30_minutes,True,True,13,8,PASS_FULL_BATCH,3,fixed_interval,45000.0,0.0815893328981474
3,3,C032|C093|C133,fc74547520b0ac71c7cfc7d76db5469f90e94714af419b530216b7c9ac0d6ddc,0325d5b7e75beaaff9f00d8c5430658626fc4cf8d9735791a314d5ecee3b5203,,ADD_005_C032|ADD_017_C093|ADD_026_C133,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,14,8,PASS_FULL_BATCH,3,fixed_interval,46800.0,0.08166608295869082
1,1,C056,e91c62cbde5f279e5b3c897094c884941619a0e78868eece28b09853b7d38c6f,9eab93b6e5f0ef727610ecd443cdbe03e8e3293ccfd047cfa63b44a237f096a2,,ADD_009_C056,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_7,fixed_30_minutes,True,True,15,8,PASS_FULL_BATCH,3,fixed_interval,48600.0,0.05134783289395273
1,1,C084,76e6783133d895fde693e3044517c29a3cf17242b10e09b484cbdd38d9e8faf6,3c400166172003160f3c9f154c8392a130821e96375e77f6eb4aa7951d795628,,ADD_014_C084,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,16,8,PASS_FULL_BATCH,3,fixed_interval,52200.0,0.05180320795625448
1,1,C094,7edaef8f7c82e70fcb9266c8aeaeca0378b1513d4f4e5a18e7b8d5a45e3a0efe,384b64d38242f0d1d264aebe7cf4d130d0510a51352d16220c31d794dbd9d704,,ADD_018_C094,,cn-prd-150c-01-V2-LOCATIONS,True,0,,fixed_30_minutes,True,True,17,8,PASS_FULL_BATCH,3,fixed_interval,54000.0,0.038129166001453996
0,1,C135,NA,NA,,ADD_027_C135,"NoExecutableContinuation: stage search found no executable continuation (initial_feasible=False, changed=3, executable=0, accepted=0, top_rejections=[('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route REPACK_001', 2), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route DYN_EVENT_C135', 1)])",cn-prd-150c-01-V2-LOCATIONS,False,0,,fixed_30_minutes,NA,True,18,8,HALT_FULL_BATCH,3,fixed_interval,57600.0,0.058689458994194865
3,3,C051|C099|C120,77fcb3c7d95541d83645b4fbc741df2849e302b463b1739a78ff182712c83d53,8201954779a4606d6fdcfe8b979a83c7d437a249d7f0058805d9ddf16ffe2d7b,,ADD_008_C051|ADD_024_C120|ADD_019_C099,,cn-prd-150c-01-V2-LOCATIONS,True,2,CV_D_foshan_2|CV_D_shenzhen_10,hybrid_count_10_percent_or_30_minutes,True,True,1,8,PASS_FULL_BATCH,3,order_count_threshold,23321.145743927747,0.19983791594859213
1,1,C077,0c3b8accfbe7cf77a02166597bac950d4ae1ca1f47a1f0414e33edd39bee9741,77fcb3c7d95541d83645b4fbc741df2849e302b463b1739a78ff182712c83d53,,ADD_013_C077,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,2,8,PASS_FULL_BATCH,3,maximum_wait,25121.145743927747,0.19250958308111876
1,1,C058,72e8c9fe7f303c474731a20d060c706fabdd1a0acd28bc40ab267be47273f015,0c3b8accfbe7cf77a02166597bac950d4ae1ca1f47a1f0414e33edd39bee9741,,ADD_010_C058,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_4,hybrid_count_10_percent_or_30_minutes,True,True,3,8,PASS_FULL_BATCH,3,maximum_wait,26921.145743927747,0.1940750420326367
1,1,C064,e27740fa70c38f5336b1b6868a253bc0d4a8ec2b0bd36d3b4d92d4963419eaf4,72e8c9fe7f303c474731a20d060c706fabdd1a0acd28bc40ab267be47273f015,,ADD_012_C064,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,4,8,PASS_FULL_BATCH,3,maximum_wait,28721.145743927747,0.204096750007011
2,2,C039|C121,f846f7af95dface29edc61a0bc6c899a0c615ec4f42fd9428e101fe043e0af89,e27740fa70c38f5336b1b6868a253bc0d4a8ec2b0bd36d3b4d92d4963419eaf4,,ADD_025_C121|ADD_007_C039,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,5,8,PASS_FULL_BATCH,3,maximum_wait,30521.145743927747,0.16428695898503065
3,3,C013|C111|C147,772282589ff1e3c8d163f3d9ba229b644c69572c8b0eb13b1850ebbf0af440bc,f846f7af95dface29edc61a0bc6c899a0c615ec4f42fd9428e101fe043e0af89,,ADD_029_C147|ADD_021_C111|ADD_003_C013,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,6,8,PASS_FULL_BATCH,3,order_count_threshold,31817.983245637985,0.17706783302128315
2,2,C112|C115,e9291b12684483ba7f2fec8160909a9897feb8b1cacad69fc52568889bbff9e1,772282589ff1e3c8d163f3d9ba229b644c69572c8b0eb13b1850ebbf0af440bc,,ADD_023_C115|ADD_022_C112,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,7,8,PASS_FULL_BATCH,3,maximum_wait,35417.98324563798,0.1290973749710247
3,3,C030|C033|C150,d9f1d5677717749ba2b6a4c9538d3d698f87b10e1eb2e8b883308523073b373e,e9291b12684483ba7f2fec8160909a9897feb8b1cacad69fc52568889bbff9e1,,ADD_004_C030|ADD_006_C033|ADD_030_C150,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_4,hybrid_count_10_percent_or_30_minutes,True,True,8,8,PASS_FULL_BATCH,3,order_count_threshold,36495.07250088478,0.20901166601106524
1,1,C106,37acec9f8623dd1ff1c20aeb532559c6bc8aca57ef4fc054602799da2de45859,d9f1d5677717749ba2b6a4c9538d3d698f87b10e1eb2e8b883308523073b373e,,ADD_020_C106,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_5,hybrid_count_10_percent_or_30_minutes,True,True,9,8,PASS_FULL_BATCH,3,maximum_wait,38295.07250088478,0.12629687506705523
3,3,C063|C091|C139,a6e7c6bc3ebaaaffc24cd6767d1127e3eb578b5c463b5175cb64317401f5121a,10a574bf24d174f8ec3f66fbce729b56dd1166c9a497e3e7ebde0b9b06317e9b,,ADD_011_C063|ADD_028_C139|ADD_016_C091,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_shenzhen_6,hybrid_count_10_percent_or_30_minutes,True,True,10,8,PASS_FULL_BATCH,3,order_count_threshold,39635.69387434327,0.20857037499081343
1,1,C011,648e86c8aaea79c0683283ac50fc20907a82b0e13d2a96fdde187de45a2941c7,751fecc1f879d971e03306b9d884f3984d4ac20fbc1292b904c948693c634051,,ADD_002_C011,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,11,8,PASS_FULL_BATCH,3,maximum_wait,41435.69387434327,0.1404508330160752
1,1,C088,eed9140d6563873c4b5ac257808bf157ceb581fb7a33662b08b2562365f76ef9,e0bb33c7cb6fb03d57faf4f52dd0ca31ed85f419cf347bb5186fec7e9df3a159,,ADD_015_C088,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_guangzhou_5,hybrid_count_10_percent_or_30_minutes,True,True,12,8,PASS_FULL_BATCH,3,maximum_wait,43235.69387434327,0.08114249992650002
1,1,C003,2c08b06b269bd423ed4c406611e92e21cf98b3ef8046a4abf5cc5e4c7c3ddd15,7f2de55a150adf6f7681d1a4ea61013a06557dc9ee2ce0bb9380da60f1068f79,,ADD_001_C003,,cn-prd-150c-01-V2-LOCATIONS,True,1,CV_D_dongguan_3,hybrid_count_10_percent_or_30_minutes,True,True,13,8,PASS_FULL_BATCH,3,maximum_wait,45035.69387434327,0.06568620796315372
3,3,C032|C093|C133,323ab5efaf9dc69308959651fcbe83db4ea52eb5849a6544eebba382fa501210,30879dc82df40a3439812fa936f91168c3ae1bf2210107c54b65eab8d9610c71,,ADD_005_C032|ADD_017_C093|ADD_026_C133,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,14,8,PASS_FULL_BATCH,3,order_count_threshold,46165.42137292017,0.07591995899565518
1,1,C056,1df235ff497876c6983d8520cae91effd373ab3cd4ae82863c547843de66462a,4dfea9d474154d75483470202eb110e7bac03d41e8ba16012a4d98fcfb479db6,,ADD_009_C056,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,15,8,PASS_FULL_BATCH,3,maximum_wait,47965.42137292017,0.05868345801718533
1,1,C084,76e6783133d895fde693e3044517c29a3cf17242b10e09b484cbdd38d9e8faf6,3c400166172003160f3c9f154c8392a130821e96375e77f6eb4aa7951d795628,,ADD_014_C084,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,16,8,PASS_FULL_BATCH,3,maximum_wait,51565.42137292017,0.04728220799006522
1,1,C094,b3b864c37fb75b022d6371fe3d2be3a7c59767eea3533d442573d1ab253d7f9a,d538e820dfca076e6035915bea3ac62274dfbe774516f3c7637652917d859cf5,,ADD_018_C094,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,17,8,PASS_FULL_BATCH,3,maximum_wait,53365.42137292017,0.054685667040757835
1,1,C135,efc2179c1615ce73a0e1c8ffd7a66a158b5a76a248dd76ccf1d5bbbd2395ee4c,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,,ADD_027_C135,,cn-prd-150c-01-V2-LOCATIONS,True,0,,hybrid_count_10_percent_or_30_minutes,True,True,18,8,PASS_FULL_BATCH,3,maximum_wait,56965.42137292017,0.03280712501145899
3,3,C051|C099|C120,77fcb3c7d95541d83645b4fbc741df2849e302b463b1739a78ff182712c83d53,8201954779a4606d6fdcfe8b979a83c7d437a249d7f0058805d9ddf16ffe2d7b,,ADD_008_C051|ADD_024_C120|ADD_019_C099,,cn-prd-150c-01-V2-LOCATIONS,True,2,CV_D_foshan_2|CV_D_shenzhen_10,hybrid_count_20_percent_or_30_minutes,True,True,1,8,PASS_FULL_BATCH,3,maximum_wait,23400.0,0.20339545898605138
