accepted_addition_count,accepted_addition_ids,actual_cv_count,actual_ev_count,actual_route_adjustment_count,actual_vehicle_count,attempted_trigger_count,demand_threshold_kg,demand_trigger_count,distance_total_m,dynamic_addition_completion_rate_pct,failure_reason,failure_stage,final_delivery_cost_cny,generated_addition_count,instance_id,legal_full_stream,max_information_wait_minutes,mean_information_wait_minutes,newly_used_vehicle_count,newly_used_vehicle_ids,order_count_trigger_count,policy,requested_search_evaluations,scheduled_trigger_count,status,stream_seed,stream_sha256,threshold_trigger_count,time_trigger_count,total_emissions_kg,wall_seconds
10,C002|C005|C007|C011|C014|C016|C029|C037|C038|C048,6,2,10,8,10,,0,791008.113611006,100.0,,,2854.6948784969413,10,cn-prd-50c-01-V2-LOCATIONS,True,0.0,0.0,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,10,hybrid_count_10_percent_or_30_minutes,80,10,PASS_ACCEPT_ALL,3,3f547187a4424231653714fc8c2d21bcd492fd73e5a3b1d5eba6f98a01ac5200,10,0,208.21467273809486,0.28806541697122157
10,C002|C005|C007|C011|C014|C016|C029|C037|C038|C048,6,2,9,8,9,,0,793689.702937794,100.0,,,2859.4068677363166,10,cn-prd-50c-01-V2-LOCATIONS,True,26.708167261987423,16.828355163717738,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,1,hybrid_count_20_percent_or_30_minutes,72,9,PASS_ACCEPT_ALL,3,3f547187a4424231653714fc8c2d21bcd492fd73e5a3b1d5eba6f98a01ac5200,1,8,209.14200687192812,0.21101941692177206
20,C004|C007|C008|C011|C015|C019|C025|C028|C030|C034|C037|C041|C056|C062|C064|C076|C082|C086|C087|C096,12,4,20,16,20,,0,1668169.163050884,100.0,,,6264.799540064314,20,cn-prd-100c-02-V2-LOCATIONS,True,0.0,0.0,6,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6,0,per_order,160,20,PASS_ACCEPT_ALL,1,a9f9f7d12b11d144b72ead02fe736ce69ca8fb6b3256928f40852ab2fbf12891,0,0,468.85775281493693,1.856434665969573
20,C004|C007|C008|C011|C015|C019|C025|C028|C030|C034|C037|C041|C056|C062|C064|C076|C082|C086|C087|C096,13,4,12,17,12,,0,2063595.3362494751,100.0,,,7640.584205980468,20,cn-prd-100c-02-V2-LOCATIONS,True,29.924487325548036,17.305302503660094,7,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,0,fixed_30_minutes,96,12,PASS_ACCEPT_ALL,1,a9f9f7d12b11d144b72ead02fe736ce69ca8fb6b3256928f40852ab2fbf12891,0,12,605.4304110809749,1.1542925420217216
20,C004|C007|C008|C011|C015|C019|C025|C028|C030|C034|C037|C041|C056|C062|C064|C076|C082|C086|C087|C096,12,4,13,16,13,,0,2226521.666741611,100.0,,,7773.102121388818,20,cn-prd-100c-02-V2-LOCATIONS,True,28.696696304133003,8.582512310274279,6,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6,7,hybrid_count_10_percent_or_30_minutes,104,13,PASS_ACCEPT_ALL,1,a9f9f7d12b11d144b72ead02fe736ce69ca8fb6b3256928f40852ab2fbf12891,7,6,668.0266671579905,1.2650483330944553
20,C004|C007|C008|C011|C015|C019|C025|C028|C030|C034|C037|C041|C056|C062|C064|C076|C082|C086|C087|C096,13,4,12,17,12,,0,2063595.3362494751,100.0,,,7640.584205980468,20,cn-prd-100c-02-V2-LOCATIONS,True,29.924487325548036,17.305302503660094,7,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,0,hybrid_count_20_percent_or_30_minutes,96,12,PASS_ACCEPT_ALL,1,a9f9f7d12b11d144b72ead02fe736ce69ca8fb6b3256928f40852ab2fbf12891,0,12,605.4304110809749,1.2217007500585169
20,C005|C023|C032|C036|C042|C046|C048|C050|C056|C066|C071|C073|C076|C077|C079|C082|C085|C089|C097|C098,12,4,20,16,20,,0,2136065.153814773,100.0,,,8784.166082977585,20,cn-prd-100c-02-V2-LOCATIONS,True,0.0,0.0,4,CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6,0,per_order,160,20,PASS_ACCEPT_ALL,2,785ddba013ceefa531be471e801ef203de6de35a3306c6e31aedf35750e84b1b,0,0,623.1574521191529,2.937630958040245
20,C005|C023|C032|C036|C042|C046|C048|C050|C056|C066|C071|C073|C076|C077|C079|C082|C085|C089|C097|C098,12,4,11,16,11,,0,2132782.28692444,100.0,,,8285.998662460452,20,cn-prd-100c-02-V2-LOCATIONS,True,28.485821529729098,15.427791167278736,4,CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_5,0,fixed_30_minutes,88,11,PASS_ACCEPT_ALL,2,785ddba013ceefa531be471e801ef203de6de35a3306c6e31aedf35750e84b1b,0,11,628.2511695206749,1.4080981250153854
20,C005|C023|C032|C036|C042|C046|C048|C050|C056|C066|C071|C073|C076|C077|C079|C082|C085|C089|C097|C098,12,4,13,16,13,,0,2135858.5173283448,100.0,,,8784.564853923253,20,cn-prd-100c-02-V2-LOCATIONS,True,25.956608732420865,5.3512424699198196,4,CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6,7,hybrid_count_10_percent_or_30_minutes,104,13,PASS_ACCEPT_ALL,2,785ddba013ceefa531be471e801ef203de6de35a3306c6e31aedf35750e84b1b,7,6,623.3556158866609,1.814855333068408
20,C005|C023|C032|C036|C042|C046|C048|C050|C056|C066|C071|C073|C076|C077|C079|C082|C085|C089|C097|C098,14,4,11,18,11,,0,2030659.579016032,100.0,,,7769.930133876109,20,cn-prd-100c-02-V2-LOCATIONS,True,29.307427389863125,14.338180057053204,6,CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_guangzhou_7|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6,1,hybrid_count_20_percent_or_30_minutes,88,11,PASS_ACCEPT_ALL,2,785ddba013ceefa531be471e801ef203de6de35a3306c6e31aedf35750e84b1b,1,10,594.1309525796595,1.4852667499799281
20,C005|C006|C013|C024|C026|C043|C046|C049|C050|C052|C053|C060|C065|C068|C069|C071|C075|C080|C098|C100,14,4,20,18,20,,0,1900239.516956888,100.0,,,7532.397336764164,20,cn-prd-100c-02-V2-LOCATIONS,True,0.0,0.0,6,CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,0,per_order,160,20,PASS_ACCEPT_ALL,3,a614efea5ba018393e2f6f210ca6f287d16e6553d057a9f521c8a251c796fa9b,0,0,544.656712090993,2.0172894580755383
20,C005|C006|C013|C024|C026|C043|C046|C049|C050|C052|C053|C060|C065|C068|C069|C071|C075|C080|C098|C100,14,4,15,18,15,,0,1593010.366420553,100.0,,,5984.374659004881,20,cn-prd-100c-02-V2-LOCATIONS,True,29.68914794636979,14.618470173545749,6,CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,0,fixed_30_minutes,120,15,PASS_ACCEPT_ALL,3,a614efea5ba018393e2f6f210ca6f287d16e6553d057a9f521c8a251c796fa9b,0,15,442.5984694990183,1.1682968750828877
20,C005|C006|C013|C024|C026|C043|C046|C049|C050|C052|C053|C060|C065|C068|C069|C071|C075|C080|C098|C100,14,4,13,18,13,,0,1720246.739568753,100.0,,,6554.446083461122,20,cn-prd-100c-02-V2-LOCATIONS,True,25.635631148635426,8.99081791647582,6,CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,7,hybrid_count_10_percent_or_30_minutes,104,13,PASS_ACCEPT_ALL,3,a614efea5ba018393e2f6f210ca6f287d16e6553d057a9f521c8a251c796fa9b,7,6,488.75972009658005,1.0897584999911487
20,C005|C006|C013|C024|C026|C043|C046|C049|C050|C052|C053|C060|C065|C068|C069|C071|C075|C080|C098|C100,14,4,15,18,15,,0,1593010.366420553,100.0,,,5984.374659004881,20,cn-prd-100c-02-V2-LOCATIONS,True,29.68914794636979,14.618470173545749,6,CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,0,hybrid_count_20_percent_or_30_minutes,120,15,PASS_ACCEPT_ALL,3,a614efea5ba018393e2f6f210ca6f287d16e6553d057a9f521c8a251c796fa9b,0,15,442.5984694990183,1.17450133303646
30,C002|C012|C013|C018|C020|C027|C032|C046|C052|C055|C056|C070|C072|C074|C077|C081|C086|C102|C108|C109|C115|C117|C127|C130|C137|C139|C142|C144|C149|C150,15,8,30,23,30,,0,2960939.817521937,100.0,,,9360.891407141291,30,cn-prd-150c-01-V2-LOCATIONS,True,0.0,0.0,6,CV_D_dongguan_3|CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_shenzhen_10|CV_D_shenzhen_4|CV_D_shenzhen_5,0,per_order,240,30,PASS_ACCEPT_ALL,1,0577e677ca41295acd573a601ec9184e00ea69c9c08363ee9b23ead02ed22b09,0,0,871.0863083047234,4.6794152080547065
30,C002|C012|C013|C018|C020|C027|C032|C046|C052|C055|C056|C070|C072|C074|C077|C081|C086|C102|C108|C109|C115|C117|C127|C130|C137|C139|C142|C144|C149|C150,15,8,12,23,12,,0,3298092.601938276,100.0,,,10636.537315727503,30,cn-prd-150c-01-V2-LOCATIONS,True,29.12824267725967,18.118011813625973,6,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_shenzhen_10|CV_D_shenzhen_4|CV_D_shenzhen_5|CV_D_shenzhen_6,0,fixed_30_minutes,96,12,PASS_ACCEPT_ALL,1,0577e677ca41295acd573a601ec9184e00ea69c9c08363ee9b23ead02ed22b09,0,12,988.8161044941453,2.310723332921043
30,C002|C012|C013|C018|C020|C027|C032|C046|C052|C055|C056|C070|C072|C074|C077|C081|C086|C102|C108|C109|C115|C117|C127|C130|C137|C139|C142|C144|C149|C150,15,8,14,23,14,,0,3236753.509133159,100.0,,,10198.429321950976,30,cn-prd-150c-01-V2-LOCATIONS,True,27.449603496908093,9.338171659178085,6,CV_D_guangzhou_3|CV_D_shenzhen_10|CV_D_shenzhen_4|CV_D_shenzhen_5|CV_D_shenzhen_6|CV_D_shenzhen_7,6,hybrid_count_10_percent_or_30_minutes,112,14,PASS_ACCEPT_ALL,1,0577e677ca41295acd573a601ec9184e00ea69c9c08363ee9b23ead02ed22b09,6,8,971.0279966953251,3.0020325829973444
30,C002|C012|C013|C018|C020|C027|C032|C046|C052|C055|C056|C070|C072|C074|C077|C081|C086|C102|C108|C109|C115|C117|C127|C130|C137|C139|C142|C144|C149|C150,15,8,12,23,12,,0,3298092.601938276,100.0,,,10636.537315727503,30,cn-prd-150c-01-V2-LOCATIONS,True,29.12824267725967,18.118011813625973,6,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_shenzhen_10|CV_D_shenzhen_4|CV_D_shenzhen_5|CV_D_shenzhen_6,0,hybrid_count_20_percent_or_30_minutes,96,12,PASS_ACCEPT_ALL,1,0577e677ca41295acd573a601ec9184e00ea69c9c08363ee9b23ead02ed22b09,0,12,988.8161044941453,2.7925593750551343
30,C002|C004|C005|C007|C017|C021|C023|C028|C031|C040|C046|C048|C050|C059|C067|C071|C076|C078|C085|C087|C089|C097|C101|C104|C121|C131|C135|C138|C139|C148,14,6,30,20,30,,0,2910955.399615819,100.0,,,9426.48762696874,30,cn-prd-150c-01-V2-LOCATIONS,True,0.0,0.0,4,CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10,0,per_order,240,30,PASS_ACCEPT_ALL,2,a949c4efb94b3249d310d4be26d2391777b37f3c931866f7fbe384d77d3bb860,0,0,860.5479102143694,4.772517666919157
30,C002|C004|C005|C007|C017|C021|C023|C028|C031|C040|C046|C048|C050|C059|C067|C071|C076|C078|C085|C087|C089|C097|C101|C104|C121|C131|C135|C138|C139|C148,17,6,15,23,15,,0,3039439.097809049,100.0,,,10470.939700606597,30,cn-prd-150c-01-V2-LOCATIONS,True,29.503000420172732,14.821354758160169,7,CV_D_dongguan_3|CV_D_dongguan_4|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_4,0,fixed_30_minutes,120,15,PASS_ACCEPT_ALL,2,a949c4efb94b3249d310d4be26d2391777b37f3c931866f7fbe384d77d3bb860,0,15,893.8973295676325,2.6048079589381814
30,C002|C004|C005|C007|C017|C021|C023|C028|C031|C040|C046|C048|C050|C059|C067|C071|C076|C078|C085|C087|C089|C097|C101|C104|C121|C131|C135|C138|C139|C148,17,6,17,23,17,,0,2772769.340329042,100.0,,,9843.632428800987,30,cn-prd-150c-01-V2-LOCATIONS,True,26.95407015359621,10.165989816736975,7,CV_D_dongguan_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_guangzhou_7|CV_D_shenzhen_10|CV_D_shenzhen_4,4,hybrid_count_10_percent_or_30_minutes,136,17,PASS_ACCEPT_ALL,2,a949c4efb94b3249d310d4be26d2391777b37f3c931866f7fbe384d77d3bb860,4,13,805.6690601630423,3.150621874956414
30,C002|C004|C005|C007|C017|C021|C023|C028|C031|C040|C046|C048|C050|C059|C067|C071|C076|C078|C085|C087|C089|C097|C101|C104|C121|C131|C135|C138|C139|C148,17,6,15,23,15,,0,3039439.097809049,100.0,,,10470.939700606597,30,cn-prd-150c-01-V2-LOCATIONS,True,29.503000420172732,14.821354758160169,7,CV_D_dongguan_3|CV_D_dongguan_4|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_4,0,hybrid_count_20_percent_or_30_minutes,120,15,PASS_ACCEPT_ALL,2,a949c4efb94b3249d310d4be26d2391777b37f3c931866f7fbe384d77d3bb860,0,15,893.8973295676325,2.660349707934074
30,C003|C011|C013|C030|C032|C033|C039|C051|C056|C058|C063|C064|C077|C084|C088|C091|C093|C094|C099|C106|C111|C112|C115|C120|C121|C133|C135|C139|C147|C150,17,7,30,24,30,,0,3008463.02595135,100.0,,,9624.6988917622,30,cn-prd-150c-01-V2-LOCATIONS,True,0.0,0.0,8,CV_D_foshan_2|CV_D_foshan_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_shenzhen_10|CV_D_shenzhen_4|CV_D_shenzhen_5,0,per_order,240,30,PASS_ACCEPT_ALL,3,c968a794858904bd955a6bbcaff90a588317ab08d6fd044d5ba72d33634f3e3b,0,0,886.0879301678783,4.612076667021029
29,C003|C011|C013|C030|C032|C033|C039|C051|C056|C058|C063|C064|C077|C084|C088|C091|C093|C094|C099|C106|C111|C112|C115|C120|C121|C133|C139|C147|C150,NA,NA,17,NA,18,,0,NA,96.66666666666667,"NoExecutableContinuation: stage search found no executable continuation (initial_feasible=False, changed=3, executable=0, accepted=0, top_rejections=[('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route REPACK_001', 2), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route DYN_EVENT_C135', 1)])",18,NA,30,cn-prd-150c-01-V2-LOCATIONS,False,29.405102094278845,11.975107561745393,8,CV_D_foshan_2|CV_D_foshan_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_guangzhou_7|CV_D_shenzhen_10|CV_D_shenzhen_4,0,fixed_30_minutes,144,18,HALT_STAGE_FAILURE,3,c968a794858904bd955a6bbcaff90a588317ab08d6fd044d5ba72d33634f3e3b,0,18,NA,2.703517667017877
30,C003|C011|C013|C030|C032|C033|C039|C051|C056|C058|C063|C064|C077|C084|C088|C091|C093|C094|C099|C106|C111|C112|C115|C120|C121|C133|C135|C139|C147|C150,17,7,18,24,18,,0,3260221.6684527798,100.0,,,10411.459570044288,30,cn-prd-150c-01-V2-LOCATIONS,True,28.85297447390094,9.759265917107525,8,CV_D_dongguan_3|CV_D_foshan_2|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_shenzhen_10|CV_D_shenzhen_4|CV_D_shenzhen_5|CV_D_shenzhen_6,5,hybrid_count_10_percent_or_30_minutes,144,18,PASS_ACCEPT_ALL,3,c968a794858904bd955a6bbcaff90a588317ab08d6fd044d5ba72d33634f3e3b,5,13,974.6998509906821,2.5336540839634836
29,C003|C011|C013|C030|C032|C033|C039|C051|C056|C058|C063|C064|C077|C084|C088|C091|C093|C094|C099|C106|C111|C112|C115|C120|C121|C133|C139|C147|C150,NA,NA,17,NA,18,,0,NA,96.66666666666667,"NoExecutableContinuation: stage search found no executable continuation (initial_feasible=False, changed=3, executable=0, accepted=0, top_rejections=[('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route REPACK_001', 2), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route DYN_EVENT_C135', 1)])",18,NA,30,cn-prd-150c-01-V2-LOCATIONS,False,29.405102094278845,11.975107561745393,8,CV_D_foshan_2|CV_D_foshan_3|CV_D_guangzhou_4|CV_D_guangzhou_5|CV_D_guangzhou_6|CV_D_guangzhou_7|CV_D_shenzhen_10|CV_D_shenzhen_4,0,hybrid_count_20_percent_or_30_minutes,144,18,HALT_STAGE_FAILURE,3,c968a794858904bd955a6bbcaff90a588317ab08d6fd044d5ba72d33634f3e3b,0,18,NA,2.9754233340499923
