accepted_addition_count,accepted_addition_ids,actual_cv_count,actual_ev_count,actual_route_adjustment_count,actual_vehicle_count,attempted_trigger_count,demand_threshold_kg,demand_trigger_count,distance_total_m,dynamic_addition_completion_rate_pct,failure_reason,failure_stage,final_delivery_cost_cny,generated_addition_count,instance_id,legal_full_stream,max_information_wait_minutes,mean_information_wait_minutes,newly_used_vehicle_count,newly_used_vehicle_ids,order_count_trigger_count,policy,requested_search_evaluations,scheduled_trigger_count,status,stream_seed,stream_sha256,threshold_trigger_count,time_trigger_count,total_emissions_kg,wall_seconds
10,C009|C012|C014|C015|C018|C031|C034|C037|C042|C046,6,3,10,9,10,,0,719153.617296966,100.0,,,2548.8742166846555,10,cn-prd-50c-01-V2-LOCATIONS,True,0.0,0.0,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,0,per_order,80,10,PASS_ACCEPT_ALL,1,9fdd7042ed175bac70902cb62048f110d8cdc899d8cfa1487677f1503d3493d4,0,0,192.02120271812015,0.2514458750374615
10,C009|C012|C014|C015|C018|C031|C034|C037|C042|C046,5,3,8,8,8,,0,720288.711461436,100.0,,,2542.0874574831582,10,cn-prd-50c-01-V2-LOCATIONS,True,28.938302580764137,14.194115998349309,2,CV_D_guangzhou_3|CV_D_shenzhen_2,0,fixed_30_minutes,64,8,PASS_ACCEPT_ALL,1,9fdd7042ed175bac70902cb62048f110d8cdc899d8cfa1487677f1503d3493d4,0,8,189.58646678302392,0.18574491702020168
10,C009|C012|C014|C015|C018|C031|C034|C037|C042|C046,6,3,10,9,10,,0,719153.617296966,100.0,,,2548.8742166846555,10,cn-prd-50c-01-V2-LOCATIONS,True,0.0,0.0,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,10,hybrid_count_10_percent_or_30_minutes,80,10,PASS_ACCEPT_ALL,1,9fdd7042ed175bac70902cb62048f110d8cdc899d8cfa1487677f1503d3493d4,10,0,192.02120271812015,0.23115408304147422
10,C009|C012|C014|C015|C018|C031|C034|C037|C042|C046,6,3,8,9,8,,0,787436.520813781,100.0,,,2828.3527401350907,10,cn-prd-50c-01-V2-LOCATIONS,True,28.16279468882446,9.836364673014042,3,CV_D_guangzhou_3|CV_D_guangzhou_4|CV_D_shenzhen_2,2,hybrid_count_20_percent_or_30_minutes,64,8,PASS_ACCEPT_ALL,1,9fdd7042ed175bac70902cb62048f110d8cdc899d8cfa1487677f1503d3493d4,2,6,212.1969499791881,0.2668416660744697
10,C005|C008|C017|C020|C021|C022|C023|C028|C035|C039,6,3,10,9,10,,0,1040733.634649591,100.0,,,4139.9880229437,10,cn-prd-50c-01-V2-LOCATIONS,True,0.0,0.0,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,0,per_order,80,10,PASS_ACCEPT_ALL,2,8b27eb6f7541febc552d8ec344bd8edea8a1725974130358c687386d1bcfbc29,0,0,303.18015165690315,0.49247675004880875
10,C005|C008|C017|C020|C021|C022|C023|C028|C035|C039,6,3,8,9,8,,0,940247.326438418,100.0,,,3626.7530001386363,10,cn-prd-50c-01-V2-LOCATIONS,True,23.636676901299627,14.61106673569527,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,0,fixed_30_minutes,64,8,PASS_ACCEPT_ALL,2,8b27eb6f7541febc552d8ec344bd8edea8a1725974130358c687386d1bcfbc29,0,8,269.61099286337964,0.3639258749317378
10,C005|C008|C017|C020|C021|C022|C023|C028|C035|C039,6,3,10,9,10,,0,1040733.634649591,100.0,,,4139.9880229437,10,cn-prd-50c-01-V2-LOCATIONS,True,0.0,0.0,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,10,hybrid_count_10_percent_or_30_minutes,80,10,PASS_ACCEPT_ALL,2,8b27eb6f7541febc552d8ec344bd8edea8a1725974130358c687386d1bcfbc29,10,0,303.18015165690315,0.49381454195827246
10,C005|C008|C017|C020|C021|C022|C023|C028|C035|C039,6,3,9,9,9,,0,930923.809576864,100.0,,,3610.732729748614,10,cn-prd-50c-01-V2-LOCATIONS,True,29.44111361897679,13.544747625269029,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,1,hybrid_count_20_percent_or_30_minutes,72,9,PASS_ACCEPT_ALL,2,8b27eb6f7541febc552d8ec344bd8edea8a1725974130358c687386d1bcfbc29,1,8,266.51512670946596,0.380801709019579
10,C002|C005|C007|C011|C014|C016|C029|C037|C038|C048,6,2,10,8,10,,0,791008.113611006,100.0,,,2854.6948784969413,10,cn-prd-50c-01-V2-LOCATIONS,True,0.0,0.0,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,0,per_order,80,10,PASS_ACCEPT_ALL,3,3f547187a4424231653714fc8c2d21bcd492fd73e5a3b1d5eba6f98a01ac5200,0,0,208.21467273809486,0.3171644590329379
10,C002|C005|C007|C011|C014|C016|C029|C037|C038|C048,6,2,9,8,9,,0,793689.702937794,100.0,,,2859.4068677363166,10,cn-prd-50c-01-V2-LOCATIONS,True,27.760575062746405,17.459799844173126,3,CV_D_guangzhou_3|CV_D_shenzhen_2|CV_D_shenzhen_3,0,fixed_30_minutes,72,9,PASS_ACCEPT_ALL,3,3f547187a4424231653714fc8c2d21bcd492fd73e5a3b1d5eba6f98a01ac5200,0,9,209.14200687192812,0.33519433403853327
