schema,run_id,phase,budget,category,instance,profile,algorithm,seed,status,failure_reason,eval_budget,actual_evals,runtime_cap_seconds,elapsed_seconds,evals_per_second,best_cost,best_signature,feasible,violation_count,route_count,cv_route_count,ev_route_count,charging_action_count,E_total,cost_fix,cost_km,cost_carbon,cost_fuel,cost_elec,cost_occ,cost_transship,checkpoint_path,head,common_flip_preprocess
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-100c-01,LNS_NO_COMMON_FLIP,LNS,1,OK,,16000,16000,3600.0,1172.610729832988,13.644766827066762,2470.345558303238,9f805bd80162c9ebd2cb9d0d617a6570a964bcfaa064eca48d0d4e17be4829e9,True,0,14,7,7,7,814.8764446828176,1120.0,786.4857400548509,41.02088022533304,439.07149098141787,83.76744704163603,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-100c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,1,OK,,16000,16000,3600.0,1172.1057716249925,13.650645168203036,2470.345558303238,9f805bd80162c9ebd2cb9d0d617a6570a964bcfaa064eca48d0d4e17be4829e9,True,0,14,7,7,7,814.8764446828176,1120.0,786.4857400548509,41.02088022533304,439.07149098141787,83.76744704163603,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-100c-01,LNS_NO_COMMON_FLIP,LNS,2,OK,,16000,16000,3600.0,1056.099949208001,15.150081121978303,2486.6734386889134,905e0a732e486deddf861f2b4805c8bd56af554f533823dcd87be60694495060,True,0,14,6,8,10,761.5852089403596,1120.0,803.963551582763,38.338199418057705,406.1616967486405,111.56180627433801,6.648184665113892,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-100c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,2,OK,,16000,16000,3600.0,1052.4897865420062,15.202047701003174,2486.6734386889134,905e0a732e486deddf861f2b4805c8bd56af554f533823dcd87be60694495060,True,0,14,6,8,10,761.5852089403596,1120.0,803.963551582763,38.338199418057705,406.1616967486405,111.56180627433801,6.648184665113892,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-100c-01,LNS_NO_COMMON_FLIP,LNS,3,OK,,16000,16000,3600.0,1071.4885759169993,14.93249695804446,2467.994869985334,e70c66874a1df6ad2a83d728b55b41dfcb2331425ed55e007667b53c8b9a6cbe,True,0,14,7,7,7,798.6993492475665,1120.0,790.6627961616591,40.2065252411225,429.77753031320606,87.34801826934616,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-100c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,3,OK,,16000,16000,3600.0,1073.8224491250003,14.900042277729904,2467.994869985334,e70c66874a1df6ad2a83d728b55b41dfcb2331425ed55e007667b53c8b9a6cbe,True,0,14,7,7,7,798.6993492475665,1120.0,790.6627961616591,40.2065252411225,429.77753031320606,87.34801826934616,0.0,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-10c-01,LNS_NO_COMMON_FLIP,LNS,1,OK,,16000,16000,3600.0,40.20563283399679,397.9541422091151,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2,1,1,2,119.16000823688682,160.0,125.31458584208694,5.998514814644883,63.829899841896854,16.08653090470623,0.7698359175037979,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-10c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,1,OK,,16000,16000,3600.0,40.27119312500872,397.3063239610759,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2,1,1,2,119.16000823688682,160.0,125.31458584208694,5.998514814644883,63.829899841896854,16.08653090470623,0.7698359175037979,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-10c-01,LNS_NO_COMMON_FLIP,LNS,2,OK,,16000,16000,3600.0,36.533561915988685,437.9534531888295,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2,1,1,2,119.16000823688682,160.0,125.31458584208694,5.998514814644883,63.829899841896854,16.08653090470623,0.7698359175037979,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed2,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-10c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,2,OK,,16000,16000,3600.0,36.847718292003265,434.21954856096175,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2,1,1,2,119.16000823688682,160.0,125.31458584208694,5.998514814644883,63.829899841896854,16.08653090470623,0.7698359175037979,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed2.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-10c-01,LNS_NO_COMMON_FLIP,LNS,3,OK,,16000,16000,3600.0,34.55963179199898,462.9678888019434,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2,1,1,2,119.16000823688682,160.0,125.31458584208694,5.998514814644883,63.829899841896854,16.08653090470623,0.7698359175037979,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed3,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-10c-01,A13_NO_COMMON_FLIP,A13_LNS_POLICY_KERNEL,3,OK,,16000,16000,3600.0,34.42935533300624,464.7196974387876,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2,1,1,2,119.16000823688682,160.0,125.31458584208694,5.998514814644883,63.829899841896854,16.08653090470623,0.7698359175037979,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed3.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
setp-e2-lns-policy-kernel-row.v1,LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__LNS_NO_COMMON_FLIP__seed1,LNS_POLICY_KERNEL_16000,16000,multidepot,e2-multidepot-150c-01,LNS_NO_COMMON_FLIP,LNS,1,OK,,16000,16000,3600.0,1687.5901728329918,9.480974806715148,3521.1139602678973,f36a60768c4dfbfbc7a0222efe034249cdbd1f838bd42a87c33d2490cffb4430,True,0,20,12,8,9,1222.2729077398633,1600.0,1089.988882519477,61.52921817562472,665.2469030071627,99.30159298384157,5.047363581790776,0.0,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b16000__multidepot__e2-multidepot-150c-01__LNS_NO_COMMON_FLIP__seed1.json,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,False
