E_total,actual_evals,algorithm,best_cost,best_signature,budget,category,charging_action_count,checkpoint_path,common_flip_preprocess,cost_carbon,cost_elec,cost_fix,cost_fuel,cost_km,cost_occ,cost_transship,cv_route_count,elapsed_seconds,ev_route_count,eval_budget,evals_per_second,failure_reason,feasible,head,instance,phase,profile,route_count,run_id,runtime_cap_seconds,schema,seed,status,violation_count
885.1433031931938,8000,LNS,2492.08275914751,a8e414360a165699adec33749812c959f0aa675dd8a08c445ed5182c4249b3c7,8000,multidepot,6,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed1.json,False,44.558113882745374,63.13708398534257,1120.0,482.367673210053,782.0198880693692,0.0,0.0,8,623.3649391250001,6,8000,12.833573737718611,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-100c-01,LNS_POLICY_KERNEL_8000,LNS_NO_COMMON_FLIP,14,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed1,1800.0,setp-e2-lns-policy-kernel-row.v1,1,OK,0
885.1433031931938,8000,A13_LNS_POLICY_KERNEL,2492.08275914751,a8e414360a165699adec33749812c959f0aa675dd8a08c445ed5182c4249b3c7,8000,multidepot,6,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed1.json,False,44.558113882745374,63.13708398534257,1120.0,482.367673210053,782.0198880693692,0.0,0.0,8,621.3034192090054,6,8000,12.876156320131644,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-100c-01,LNS_POLICY_KERNEL_8000,A13_NO_COMMON_FLIP,14,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed1,1800.0,setp-e2-lns-policy-kernel-row.v1,1,OK,0
876.0535191156266,8000,LNS,2512.395001047942,32235337aa414506273dbf6819bd3d85070048e852ef650f11a5b62ab3bace9d,8000,multidepot,7,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed2.json,False,44.100534152280645,74.30175330603544,1120.0,475.8233955963726,795.3100996955964,2.8592182976573284,0.0,8,567.9182977090022,6,8000,14.08653305604885,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-100c-01,LNS_POLICY_KERNEL_8000,LNS_NO_COMMON_FLIP,14,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed2,1800.0,setp-e2-lns-policy-kernel-row.v1,2,OK,0
876.0535191156266,8000,A13_LNS_POLICY_KERNEL,2512.395001047942,32235337aa414506273dbf6819bd3d85070048e852ef650f11a5b62ab3bace9d,8000,multidepot,7,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed2.json,False,44.100534152280645,74.30175330603544,1120.0,475.8233955963726,795.3100996955964,2.8592182976573284,0.0,8,567.1061895000021,6,8000,14.10670538364813,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-100c-01,LNS_POLICY_KERNEL_8000,A13_NO_COMMON_FLIP,14,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed2,1800.0,setp-e2-lns-policy-kernel-row.v1,2,OK,0
807.8492993387374,8000,LNS,2470.5096283618755,9fe7ebadb7738296c72bc94b4cff3ced17a0c1685a3d1c523a9d55f27a4e48a8,8000,multidepot,7,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed3.json,False,40.667133728712045,85.55929298389239,1120.0,435.22145657418184,789.0617450750894,0.0,0.0,7,550.7020283329985,7,8000,14.526911969114625,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-100c-01,LNS_POLICY_KERNEL_8000,LNS_NO_COMMON_FLIP,14,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__LNS_NO_COMMON_FLIP__seed3,1800.0,setp-e2-lns-policy-kernel-row.v1,3,OK,0
807.8492993387374,8000,A13_LNS_POLICY_KERNEL,2470.5096283618755,9fe7ebadb7738296c72bc94b4cff3ced17a0c1685a3d1c523a9d55f27a4e48a8,8000,multidepot,7,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed3.json,False,40.667133728712045,85.55929298389239,1120.0,435.22145657418184,789.0617450750894,0.0,0.0,7,553.4996858329978,7,8000,14.453486008806305,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-100c-01,LNS_POLICY_KERNEL_8000,A13_NO_COMMON_FLIP,14,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-100c-01__A13_NO_COMMON_FLIP__seed3,1800.0,setp-e2-lns-policy-kernel-row.v1,3,OK,0
119.16000823688682,8000,LNS,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,8000,multidepot,2,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed1.json,False,5.998514814644883,16.08653090470623,160.0,63.829899841896854,125.31458584208694,0.7698359175037979,0.0,1,19.670259165999596,1,8000,406.7053330323801,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-10c-01,LNS_POLICY_KERNEL_8000,LNS_NO_COMMON_FLIP,2,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed1,1800.0,setp-e2-lns-policy-kernel-row.v1,1,OK,0
119.16000823688682,8000,A13_LNS_POLICY_KERNEL,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,8000,multidepot,2,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed1.json,False,5.998514814644883,16.08653090470623,160.0,63.829899841896854,125.31458584208694,0.7698359175037979,0.0,1,19.09200737500214,1,8000,419.02347456580827,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-10c-01,LNS_POLICY_KERNEL_8000,A13_NO_COMMON_FLIP,2,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed1,1800.0,setp-e2-lns-policy-kernel-row.v1,1,OK,0
119.16000823688682,8000,LNS,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,8000,multidepot,2,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed2.json,False,5.998514814644883,16.08653090470623,160.0,63.829899841896854,125.31458584208694,0.7698359175037979,0.0,1,22.14161687500018,1,8000,361.3103883166332,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-10c-01,LNS_POLICY_KERNEL_8000,LNS_NO_COMMON_FLIP,2,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__LNS_NO_COMMON_FLIP__seed2,1800.0,setp-e2-lns-policy-kernel-row.v1,2,OK,0
119.16000823688682,8000,A13_LNS_POLICY_KERNEL,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,8000,multidepot,2,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/lns_policy_kernel_probe_20260708/checkpoints/LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed2.json,False,5.998514814644883,16.08653090470623,160.0,63.829899841896854,125.31458584208694,0.7698359175037979,0.0,1,22.038014874997316,1,8000,363.0090880573582,,True,606d95950fb2b3973ecbfe1843e21e4985f2c1a6,e2-multidepot-10c-01,LNS_POLICY_KERNEL_8000,A13_NO_COMMON_FLIP,2,LNS_POLICY_KERNEL__b8000__multidepot__e2-multidepot-10c-01__A13_NO_COMMON_FLIP__seed2,1800.0,setp-e2-lns-policy-kernel-row.v1,2,OK,0
