bundle,left_algorithm,baseline_algorithm,paired_n,mean_relative_pct,std_relative_pct,min_relative_pct,max_relative_pct
models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,ppo_block,alpha_ucb_block,5,1.6338202725572064,1.6869263100779317,0.20623151209457144,3.5360781614725596
models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,ppo_block,alpha_ucb_env,3,0.8828252181659813,3.2277646270196896,-2.182390646196501,4.251680210544999
models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,ppo_block,official_winner_kernel,3,0.8828252181659813,3.2277646270196896,-2.182390646196501,4.251680210544999
models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,ppo_block,random_block,3,3.6363989333567517,0.8882649904048935,2.7139802467865954,4.486031394103505
models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,ppo_block,scikit-opt-SA,3,22.583171543785486,2.0604572709135405,20.22823374416617,24.054213492772984
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,ppo_block,alpha_ucb_block,5,-4.773968132113281,8.544716181338272,-14.615409405416067,2.5905379475829724
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,ppo_block,alpha_ucb_env,3,-1.2041814634115091,10.498762550683677,-13.248214442417632,6.0136474261350115
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,ppo_block,official_winner_kernel,3,-1.2041814634115091,10.498762550683677,-13.248214442417632,6.0136474261350115
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,ppo_block,random_block,3,-3.0509403944315263,8.407583828954735,-12.73036758047883,2.436062047103689
models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,ppo_block,scikit-opt-SA,3,16.90278345288624,4.223856101708351,12.025683650226092,19.37852883926663
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_block,alpha_ucb_block,5,-6.056739709393662,5.874426538497312,-13.705808882058978,0.032727070181564455
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_block,alpha_ucb_env,3,4.435233236320223,9.10540746721423,-1.7979029160022915,14.884567190644932
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_block,official_winner_kernel,3,4.435233236320223,9.10540746721423,-1.7979029160022915,14.884567190644932
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_block,random_block,3,-6.187565277547457,6.419524266828826,-11.020604557214767,1.0963551371658296
models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_block,scikit-opt-SA,3,10.750322215389568,6.209622943448584,7.101271963032733,17.92019497213739
