accepted,attempts,best_improved,changed,destroy_id,feasible_changed,first_eval,repair_id,seed,share,total_best_gain
69,201,25,201,vehicle_type_swap,201,17,greedy_insert_repair,1,0.5207253886010362,769.6189470909576
11,25,1,25,route_segment_removal,25,15,regret2_insert_repair,1,0.06476683937823834,8.199250697130992
2,24,2,2,worst_customer_removal,2,7,regret3_insert_repair,1,0.06217616580310881,928.4632913031564
2,18,1,17,route_segment_removal,17,14,greedy_insert_repair,1,0.046632124352331605,33.14777333053189
1,17,1,3,worst_customer_removal,3,6,regret2_insert_repair,1,0.04404145077720207,113.78359191034906
1,10,0,10,whole_route_removal,10,12,regret2_insert_repair,1,0.025906735751295335,0.0
1,10,0,9,route_segment_removal,9,16,regret3_insert_repair,1,0.025906735751295335,0.0
0,9,0,0,random_customer_removal,0,2,greedy_insert_repair,1,0.023316062176165803,0.0
0,9,0,1,random_customer_removal,1,3,regret2_insert_repair,1,0.023316062176165803,0.0
0,9,0,2,random_customer_removal,2,4,regret3_insert_repair,1,0.023316062176165803,0.0
0,9,0,0,worst_customer_removal,0,5,greedy_insert_repair,1,0.023316062176165803,0.0
0,9,0,4,shaw_related_removal,4,8,greedy_insert_repair,1,0.023316062176165803,0.0
0,9,0,6,shaw_related_removal,6,9,regret2_insert_repair,1,0.023316062176165803,0.0
0,9,0,5,shaw_related_removal,5,10,regret3_insert_repair,1,0.023316062176165803,0.0
0,9,0,8,whole_route_removal,8,11,greedy_insert_repair,1,0.023316062176165803,0.0
0,9,0,8,whole_route_removal,8,13,regret3_insert_repair,1,0.023316062176165803,0.0
69,185,8,185,vehicle_type_swap,185,17,greedy_insert_repair,2,0.4817708333333333,243.13637334808845
1,15,0,1,random_customer_removal,1,4,regret3_insert_repair,2,0.0390625,0.0
1,14,0,1,route_segment_removal,1,14,greedy_insert_repair,2,0.036458333333333336,0.0
1,14,0,1,route_segment_removal,1,16,regret3_insert_repair,2,0.036458333333333336,0.0
0,13,0,0,random_customer_removal,0,2,greedy_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,random_customer_removal,0,3,regret2_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,worst_customer_removal,0,5,greedy_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,worst_customer_removal,0,6,regret2_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,worst_customer_removal,0,7,regret3_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,shaw_related_removal,0,8,greedy_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,shaw_related_removal,0,9,regret2_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,shaw_related_removal,0,10,regret3_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,whole_route_removal,0,11,greedy_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,whole_route_removal,0,12,regret2_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,whole_route_removal,0,13,regret3_insert_repair,2,0.033854166666666664,0.0
0,13,0,0,route_segment_removal,0,15,regret2_insert_repair,2,0.033854166666666664,0.0
80,205,17,205,vehicle_type_swap,205,17,greedy_insert_repair,3,0.5297157622739018,565.2986576985431
2,27,2,2,whole_route_removal,2,13,regret3_insert_repair,3,0.06976744186046512,110.46135535449957
3,21,1,3,route_segment_removal,3,15,regret2_insert_repair,3,0.05426356589147287,10.248686360147985
1,12,0,1,shaw_related_removal,1,8,greedy_insert_repair,3,0.031007751937984496,0.0
1,11,0,1,shaw_related_removal,1,9,regret2_insert_repair,3,0.028423772609819122,0.0
1,11,0,1,route_segment_removal,1,16,regret3_insert_repair,3,0.028423772609819122,0.0
0,10,0,0,random_customer_removal,0,2,greedy_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,random_customer_removal,0,3,regret2_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,random_customer_removal,0,4,regret3_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,worst_customer_removal,0,5,greedy_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,worst_customer_removal,0,6,regret2_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,worst_customer_removal,0,7,regret3_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,shaw_related_removal,0,10,regret3_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,whole_route_removal,0,11,greedy_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,whole_route_removal,0,12,regret2_insert_repair,3,0.025839793281653745,0.0
0,10,0,0,route_segment_removal,0,14,greedy_insert_repair,3,0.025839793281653745,0.0
