#{"t_start": 1781611478.418334, "env_id": "None"}
r,l,t,actual_evals,candidate_scores,repair_delta_count,best_obj,violation_count
1376.3274,16000,1314.402023,16000,16000,702441,850.1507386570038,0
1418.7114,16000,1314.403673,16000,16000,700724,850.2579739413236,0
1567.9054,16000,1314.403685,16000,16000,797082,854.218150871424,0
1741.693,16000,1314.403692,16000,16000,6283771,3558.3783027504255,0
