instance_id,tier,seed,mother_cost,mother_cpu_seconds,ablation_cost,ablation_cpu_seconds,ablation_epochs,full_cost,full_cpu_seconds,full_epochs,full_vs_mother,full_vs_ablation,ablation_vs_mother,full_improvement_pct_vs_mother
cn-cy-10c-03-V2-LOCATIONS,10,5,657.8829667695985,1.5235164160840213,657.8829667695985,3.975259082042612,2,657.8829667695985,4.0620430001290515,2,tie,tie,tie,0.0
cn-cy-100c-03-V2-LOCATIONS,100,4,4717.703683123738,45.39954174996819,4716.384428350883,116.55058604187798,4,4716.384428350883,116.54870370891877,4,win,tie,win,0.02796391764862662
cn-cy-100c-03-V2-LOCATIONS,100,5,4718.634440028498,53.12097429204732,4715.381254097061,144.9938575840788,4,4717.609827264912,139.38073766697198,4,win,loss,win,0.021714179740089153
cn-cy-150c-01-V2-LOCATIONS,150,3,7260.801046048271,135.59521204198245,7250.613607842353,355.2392188339727,4,7249.1089255992265,329.01058166695293,4,win,win,win,0.16103072339942465
cn-cy-150c-01-V2-LOCATIONS,150,2,7243.762685840744,190.16838366596494,7242.736195129749,392.21976987388916,4,7242.684480591173,374.6469038319774,4,win,win,win,0.01488460205464972
cn-cy-150c-01-V2-LOCATIONS,150,4,7253.149633085305,124.93778387503698,7245.1628158592775,335.4351703750435,4,7242.092860599287,308.2268369999947,4,win,win,win,0.15244098144043317
cn-cy-150c-01-V2-LOCATIONS,150,1,7255.269804831136,180.9263389169937,7246.575390103252,371.4777617509244,4,7244.882107960189,399.96731141698547,4,win,win,win,0.14317450832813278
cn-cy-150c-02-V2-LOCATIONS,150,3,7553.97244165448,169.04409670899622,7553.97244165448,271.794991291943,2,7553.97244165448,273.97003187506925,2,tie,tie,tie,0.0
cn-cy-150c-01-V2-LOCATIONS,150,5,7247.730263562478,216.10172037500888,7247.730263562478,289.5079830000177,2,7246.098078616532,391.99476783303544,4,win,win,tie,0.022519946060245953
cn-cy-150c-02-V2-LOCATIONS,150,1,7551.096683295079,258.69541754201055,7551.096683295079,383.60795429197606,2,7551.096683295079,385.28466033400036,2,tie,tie,tie,0.0
cn-cy-150c-02-V2-LOCATIONS,150,2,7555.573792105404,228.80725549999624,7555.573792105404,357.3564659169642,2,7555.0555368040905,438.7280089580454,3,win,win,tie,0.006859244785025316
cn-cy-150c-02-V2-LOCATIONS,150,5,7550.7332375035085,225.06733154098038,7550.7332375035085,346.8797491659643,2,7550.7332375035085,346.78910816600546,2,tie,tie,tie,0.0
cn-cy-150c-02-V2-LOCATIONS,150,4,7571.620529930682,266.1700157080777,7571.620529930682,367.65484941611066,2,7558.250149093793,565.0948403330985,4,win,win,tie,0.17658545860870725
cn-cy-150c-03-V2-LOCATIONS,150,1,7448.948416950308,235.48736883397214,7448.948416950308,390.6008969589602,2,7327.973627035418,534.1410316260299,4,win,win,tie,1.6240519217398244
cn-cy-150c-03-V2-LOCATIONS,150,2,7472.724315449654,179.26400133303832,7472.724315449654,332.8978225829778,2,7459.806831375671,475.38965720811393,4,win,win,tie,0.17286177742802453
cn-cy-15c-01-V2-LOCATIONS,15,1,892.5949765633276,2.986959083005786,892.5949765633276,7.4804475830169395,2,892.5949765633276,7.133250958053395,2,tie,tie,tie,0.0
cn-cy-15c-01-V2-LOCATIONS,15,2,892.5949765633276,3.867520291940309,892.5949765633276,8.103725000866689,2,892.5949765633276,8.12401949998457,2,tie,tie,tie,0.0
cn-cy-15c-01-V2-LOCATIONS,15,3,892.5949765633276,3.204852208029479,892.5949765633276,5.8910816659918055,2,892.5949765633276,5.364135124022141,2,tie,tie,tie,0.0
cn-cy-15c-01-V2-LOCATIONS,15,4,892.5949765633276,1.7099855409469455,892.5949765633276,4.0337660409277305,2,892.5949765633276,4.2614914999576285,2,tie,tie,tie,0.0
cn-cy-15c-01-V2-LOCATIONS,15,5,892.5949765633276,1.8004627499030903,892.5949765633276,3.926996833877638,2,892.5949765633276,3.958670999854803,2,tie,tie,tie,0.0
cn-cy-15c-02-V2-LOCATIONS,15,1,912.7469762353063,1.8054505420150235,912.7469762353063,4.217970709083602,2,912.7469762353063,4.121502875932492,2,tie,tie,tie,0.0
cn-cy-15c-02-V2-LOCATIONS,15,2,912.7469762353063,1.8102086669532582,912.7469762353063,4.075059916940518,2,912.7469762353063,4.087230124976486,2,tie,tie,tie,0.0
cn-cy-15c-02-V2-LOCATIONS,15,3,912.7469762353063,1.7729727920377627,912.7469762353063,4.014683249988593,2,912.7469762353063,4.072237125015818,2,tie,tie,tie,0.0
cn-cy-15c-02-V2-LOCATIONS,15,4,912.7469762353063,2.4214987920131534,912.7469762353063,5.850412250030786,2,912.7469762353063,5.456959167029709,2,tie,tie,tie,0.0
cn-cy-15c-02-V2-LOCATIONS,15,5,912.7469762353063,2.384565791930072,912.7469762353063,5.43315304198768,2,912.7469762353063,5.701586792012677,2,tie,tie,tie,0.0
cn-cy-15c-03-V2-LOCATIONS,15,1,900.0981071227476,2.681999708060175,900.0981071227476,5.685748666059226,2,900.0981071227476,5.941923042060807,2,tie,tie,tie,0.0
cn-cy-15c-03-V2-LOCATIONS,15,2,900.0981071227476,1.8748049580026418,900.0981071227476,4.5510570829501376,2,900.0981071227476,5.1917919990373775,2,tie,tie,tie,0.0
cn-cy-15c-03-V2-LOCATIONS,15,3,900.0981071227476,2.1275535420281813,900.0981071227476,5.333852875977755,2,900.0981071227476,5.598022417048924,2,tie,tie,tie,0.0
cn-cy-15c-03-V2-LOCATIONS,15,4,900.0981071227476,2.2348051669541746,900.0981071227476,5.125775416963734,2,900.0981071227476,4.917725999956019,2,tie,tie,tie,0.0
cn-cy-15c-03-V2-LOCATIONS,15,5,900.0981071227476,2.0683060419978574,900.0981071227476,4.709197291987948,2,900.0981071227476,5.748236250015907,2,tie,tie,tie,0.0
cn-cy-150c-03-V2-LOCATIONS,150,4,7306.961760646735,315.8591305410955,7191.84757918068,458.42592849908397,4,7191.84757918068,479.0758387070382,4,win,tie,win,1.5754041862655843
cn-cy-150c-03-V2-LOCATIONS,150,3,7460.394979432852,267.84184800006915,7356.349521651383,520.109286500141,4,7323.840489083876,552.1287916671718,4,win,win,win,1.830392234264215
cn-cy-150c-03-V2-LOCATIONS,150,5,7466.515132345643,147.09608433407266,7466.515132345643,306.266262167017,2,7462.564359238112,379.7687673760811,3,win,win,tie,0.0529132136947775
cn-cy-200c-01-V2-LOCATIONS,200,1,9409.829373319903,435.6467370419996,9390.207265879719,573.1048565829406,3,9394.45940884666,596.7312101670541,4,win,loss,win,0.1633394598718388
cn-cy-200c-01-V2-LOCATIONS,200,3,9545.462627525578,308.50869970896747,9386.768172735205,461.79410845891107,3,9392.08437625392,488.1877913749777,4,win,loss,win,1.6068184147447293
cn-cy-200c-01-V2-LOCATIONS,200,2,9517.98022172773,409.66043037502095,9387.60544189293,654.8319084170507,4,9392.027086804905,581.6229714580113,4,win,loss,win,1.3233178887606694
cn-cy-200c-01-V2-LOCATIONS,200,4,9522.460971573088,437.9732697500149,9392.96048776828,625.2336760000326,4,9387.070469979892,598.5720044170739,4,win,win,win,1.4218015909686608
cn-cy-200c-02-V2-LOCATIONS,200,1,9384.208226299337,296.60312066599727,9384.208226299337,351.39924833306577,2,9384.208226299337,352.99528304103296,2,tie,tie,tie,0.0
cn-cy-200c-01-V2-LOCATIONS,200,5,9404.302474718737,435.2144183750497,9402.700885668653,553.0015424580779,3,9399.932319326746,604.1095387501409,4,win,win,win,0.04646974513781387
cn-cy-200c-02-V2-LOCATIONS,200,2,9388.796515828328,202.81517566693947,9384.478604307302,304.67151404195465,3,9384.05051649901,321.4486049589468,4,win,win,win,0.05054960261750935
cn-cy-200c-02-V2-LOCATIONS,200,3,9560.862254326546,288.1237360830419,9385.481897352818,518.3952579990728,4,9384.836565178775,440.60238270799164,4,win,win,win,1.841106842305094
cn-cy-200c-03-V2-LOCATIONS,200,1,9669.889557466337,248.530816124985,9669.889557466337,304.99575337499846,2,9669.889557466337,307.9007987920195,2,tie,tie,tie,0.0
cn-cy-200c-02-V2-LOCATIONS,200,5,9384.257093716922,324.36530408402905,9383.923693483937,422.1862882920541,3,9383.923693483937,424.1789972090628,3,win,tie,win,0.0035527610726693434
cn-cy-200c-02-V2-LOCATIONS,200,4,9391.287502910327,433.8756111250259,9384.836565178775,584.3571465420537,4,9384.208226299337,561.1816446250305,4,win,win,win,0.0753813213448741
cn-cy-200c-03-V2-LOCATIONS,200,4,9668.873757271402,270.3510702078929,9668.873757271402,329.0225817488972,2,9668.873757271402,327.3698471658863,2,tie,tie,tie,0.0
cn-cy-200c-03-V2-LOCATIONS,200,2,9665.52753300918,290.83619308297057,9663.603612478377,416.63738937396556,4,9663.603612478377,404.314720125054,4,win,tie,win,0.019904971810732083
cn-cy-20c-01-V2-LOCATIONS,20,1,1201.9264318941257,3.5655828749295324,1201.9264318941257,7.717202832922339,2,1201.9264318941257,7.649094874970615,2,tie,tie,tie,0.0
cn-cy-20c-01-V2-LOCATIONS,20,2,1201.9264318941257,3.2330227500060573,1201.9264318941257,7.496958165895194,2,1201.9264318941257,7.372946999967098,2,tie,tie,tie,0.0
cn-cy-20c-01-V2-LOCATIONS,20,3,1201.9264318941257,3.3965932079590857,1201.9264318941257,7.652168916887604,2,1201.9264318941257,7.559259374975227,2,tie,tie,tie,0.0
cn-cy-20c-01-V2-LOCATIONS,20,4,1201.9264318941257,3.2623789160279557,1201.9264318941257,7.2911198739893734,2,1201.9264318941257,7.430754958069883,2,tie,tie,tie,0.0
cn-cy-200c-03-V2-LOCATIONS,200,3,9660.864690074923,331.5432934589917,9660.864690074923,385.25327900098637,2,9660.864690074923,386.3368610009784,2,tie,tie,tie,0.0
cn-cy-20c-01-V2-LOCATIONS,20,5,1201.9264318941257,3.239195749978535,1201.9264318941257,7.349023165996186,2,1201.9264318941257,7.420825707959011,2,tie,tie,tie,0.0
cn-cy-20c-02-V2-LOCATIONS,20,3,1173.8704681602994,3.53586704202462,1173.8704681602994,7.661719667026773,2,1173.8704681602994,7.559577292064205,2,tie,tie,tie,0.0
cn-cy-20c-02-V2-LOCATIONS,20,2,1174.5726969520924,3.2942277090623975,1174.5726969520924,8.922504167072475,2,1173.8704681602994,10.299360542092472,3,win,win,tie,0.05978589436100661
cn-cy-20c-02-V2-LOCATIONS,20,1,1174.5726969520924,2.9860880830092356,1173.8704681602994,11.350148040917702,4,1173.8704681602994,11.338210165966302,4,win,tie,win,0.05978589436100661
cn-cy-20c-02-V2-LOCATIONS,20,4,1174.5726969520924,2.7410278329625726,1173.8704681602994,10.669400624930859,4,1173.8704681602994,11.031789290951565,4,win,tie,win,0.05978589436100661
cn-cy-20c-03-V2-LOCATIONS,20,1,1228.6513907138424,3.516612875042483,1228.6513907138424,8.237658999976702,2,1228.6513907138424,8.099478250020184,2,tie,tie,tie,0.0
cn-cy-20c-02-V2-LOCATIONS,20,5,1174.5726969520924,3.1911228749668226,1173.8704681602994,12.158873374923132,4,1173.8704681602994,12.230148499947973,4,win,tie,win,0.05978589436100661
cn-cy-20c-03-V2-LOCATIONS,20,2,1228.6513907138424,3.5350767920026556,1228.6513907138424,7.677888376056217,2,1228.6513907138424,7.881011834018864,2,tie,tie,tie,0.0
cn-cy-20c-03-V2-LOCATIONS,20,3,1228.6513907138424,3.7982859590556473,1228.6513907138424,8.155309917987324,2,1228.6513907138424,8.213859918061644,2,tie,tie,tie,0.0
cn-cy-20c-03-V2-LOCATIONS,20,4,1228.6513907138424,3.483388459077105,1228.6513907138424,7.846526251058094,2,1228.6513907138424,7.791339418035932,2,tie,tie,tie,0.0
cn-cy-20c-03-V2-LOCATIONS,20,5,1228.6513907138424,3.8281407090835273,1228.6513907138424,8.408558959141374,2,1228.6513907138424,8.304148667142726,2,tie,tie,tie,0.0
cn-cy-25c-01-V2-LOCATIONS,25,1,1279.6396890257479,4.945346874999814,1279.6396890257479,10.234050125000067,2,1279.6396890257479,10.319618750014342,2,tie,tie,tie,0.0
cn-cy-25c-01-V2-LOCATIONS,25,2,1279.6396890257479,5.078974750009365,1279.6396890257479,11.770582791999914,2,1279.6396890257479,11.91141387494281,2,tie,tie,tie,0.0
cn-cy-25c-01-V2-LOCATIONS,25,3,1279.6396890257479,6.88005695794709,1279.6396890257479,12.2866637079278,2,1279.6396890257479,12.4048067079857,2,tie,tie,tie,0.0
cn-cy-25c-01-V2-LOCATIONS,25,4,1279.6396890257479,4.371427749982104,1279.6396890257479,9.860831000027247,2,1279.6396890257479,9.885338374995627,2,tie,tie,tie,0.0
cn-cy-25c-01-V2-LOCATIONS,25,5,1279.6396890257479,4.647798834019341,1279.6396890257479,10.667875792016275,2,1279.6396890257479,10.917447001091205,2,tie,tie,tie,0.0
cn-cy-25c-02-V2-LOCATIONS,25,2,1498.446544305704,4.277278917026706,1417.247065168506,12.424349499982782,3,1417.247065168506,12.589100792072713,3,win,tie,win,5.418910634200925
cn-cy-25c-02-V2-LOCATIONS,25,3,1419.363826408454,4.712431167019531,1419.363826408454,9.26004829199519,2,1419.363826408454,9.35423295898363,2,tie,tie,tie,0.0
cn-cy-25c-02-V2-LOCATIONS,25,1,1498.3048993084685,5.7554873750777915,1411.6836209939518,19.03677250002511,4,1410.40871861776,18.260889750090428,4,win,win,win,5.866374776674378
cn-cy-25c-02-V2-LOCATIONS,25,4,1499.2512498276328,4.730870333965868,1411.6836209939518,12.241025958908722,3,1411.6836209939518,12.59681991697289,3,win,tie,win,5.840757434335879
cn-cy-25c-02-V2-LOCATIONS,25,5,1498.3048993084685,4.260641999891959,1411.6836209939518,13.370155082899146,3,1411.6836209939518,13.749465999891981,3,win,tie,win,5.781285127913295
cn-cy-25c-03-V2-LOCATIONS,25,1,1494.0220260872552,8.24064016691409,1494.0220260872552,13.42909141688142,2,1494.0220260872552,15.077978707966395,2,tie,tie,tie,0.0
cn-cy-25c-03-V2-LOCATIONS,25,3,1505.2177443291116,8.421446916996501,1505.2177443291116,13.827121500042267,2,1505.2177443291116,13.967419499880634,2,tie,tie,tie,0.0
cn-cy-25c-03-V2-LOCATIONS,25,2,1528.281219558142,4.15728491707705,1501.7262104032582,15.340526834013872,4,1501.7262104032582,15.692969792056829,4,win,tie,win,1.7375734789544508
cn-cy-25c-03-V2-LOCATIONS,25,4,1528.281219558142,4.263851749943569,1527.2205705275971,14.382684374926612,4,1527.2205705275971,15.4663272498874,4,win,tie,win,0.06940143063798118
cn-cy-200c-03-V2-LOCATIONS,200,5,9666.257438800023,216.0700517500518,9665.498673635066,316.8801947090542,3,9665.502986602824,307.4913824170362,3,win,loss,win,0.0078050083186399855
cn-cy-25c-03-V2-LOCATIONS,25,5,1494.0220260872552,9.155177708948031,1494.0220260872552,14.213411542936228,2,1494.0220260872552,14.29849537590053,2,tie,tie,tie,0.0
cn-cy-50c-01-V2-LOCATIONS,50,1,2544.082816614726,14.991390125011094,2544.082816614726,30.190594542073086,2,2544.082816614726,31.02860320790205,2,tie,tie,tie,0.0
cn-cy-50c-01-V2-LOCATIONS,50,2,2544.082816614726,14.009654833003879,2544.082816614726,29.590673958067782,2,2544.082816614726,29.93653016607277,2,tie,tie,tie,0.0
cn-cy-50c-01-V2-LOCATIONS,50,3,2544.082816614726,14.121014792006463,2544.082816614726,30.690344791975804,2,2544.082816614726,30.493217291892506,2,tie,tie,tie,0.0
cn-cy-50c-01-V2-LOCATIONS,50,4,2544.082816614726,14.403757125022821,2544.082816614726,31.86181079200469,2,2544.082816614726,31.300143791013397,2,tie,tie,tie,0.0
cn-cy-50c-01-V2-LOCATIONS,50,5,2544.082816614726,14.725365333026275,2544.082816614726,32.16037991596386,2,2544.082816614726,34.33783120801672,2,tie,tie,tie,0.0
cn-cy-50c-02-V2-LOCATIONS,50,1,2584.2902243433996,16.81936670804862,2584.2902243433996,39.186596582992934,2,2584.2902243433996,39.3061071659904,2,tie,tie,tie,0.0
cn-cy-50c-02-V2-LOCATIONS,50,3,2584.2902243433996,26.716291624936275,2584.2902243433996,52.78843487484846,2,2584.2902243433996,53.07234645797871,2,tie,tie,tie,0.0
cn-cy-50c-02-V2-LOCATIONS,50,2,2586.010084891401,24.370997125050053,2584.2902243433996,69.89786587504204,4,2584.2902243433996,59.06077941705007,3,win,tie,win,0.06650633568870475
cn-cy-50c-03-V2-LOCATIONS,50,1,2680.3333750762276,14.593178750015795,2680.3333750762276,27.812280540936626,2,2680.3333750762276,28.095993457944132,2,tie,tie,tie,0.0
cn-cy-50c-02-V2-LOCATIONS,50,4,2587.9154249241,19.255575584014878,2584.2902243433996,60.12362395902164,4,2584.2902243433996,61.55481462611351,3,win,tie,win,0.1400818800253805
cn-cy-50c-03-V2-LOCATIONS,50,2,2680.3333750762276,18.71568349993322,2680.3333750762276,34.29626624996308,2,2680.3333750762276,34.56519045797177,2,tie,tie,tie,0.0
cn-cy-50c-02-V2-LOCATIONS,50,5,2611.9002488311608,13.019492416991852,2584.2902243433996,56.50786287500523,4,2584.2902243433996,57.087423000950366,4,win,tie,win,1.0570857175773385
cn-cy-50c-03-V2-LOCATIONS,50,3,2680.3333750762276,15.070290416944772,2680.3333750762276,28.048267416888848,2,2680.3333750762276,28.229853791883215,2,tie,tie,tie,0.0
cn-cy-50c-03-V2-LOCATIONS,50,4,2680.3333750762276,13.422426874982193,2680.3333750762276,26.437191291945055,2,2680.3333750762276,26.788210083032027,2,tie,tie,tie,0.0
cn-cy-50c-03-V2-LOCATIONS,50,5,2680.3333750762276,16.01620425004512,2680.3333750762276,30.06181329197716,2,2680.3333750762276,30.018244875012897,2,tie,tie,tie,0.0
cn-cy-75c-01-V2-LOCATIONS,75,2,3520.3154956940953,35.798598749912344,3520.3154956940953,67.6986280408455,2,3520.3154956940953,63.66342645895202,2,tie,tie,tie,0.0
cn-cy-75c-01-V2-LOCATIONS,75,3,3520.3154956940953,36.01827358396258,3520.3154956940953,79.1058114169864,2,3520.3154956940953,79.88293337600771,2,tie,tie,tie,0.0
cn-cy-75c-01-V2-LOCATIONS,75,1,3520.5965520439095,42.90004241699353,3520.3154956940953,104.19980195898097,4,3520.3154956940953,105.25490270904265,4,win,tie,win,0.007983202439116118
cn-cy-75c-01-V2-LOCATIONS,75,5,3520.3154956940953,38.307721707969904,3520.3154956940953,72.02937991695944,2,3520.3154956940953,71.78565124992747,2,tie,tie,tie,0.0
cn-cy-75c-01-V2-LOCATIONS,75,4,3532.4148690401453,30.1690676669823,3520.3154956940953,98.24619445903227,4,3520.3154956940953,103.68425612500869,4,win,tie,win,0.34252413135543586
cn-cy-75c-02-V2-LOCATIONS,75,1,3758.48139954892,23.30719504202716,3758.48139954892,56.28894650004804,2,3758.48139954892,56.330216209054925,2,tie,tie,tie,0.0
cn-cy-75c-02-V2-LOCATIONS,75,2,3758.48139954892,28.680017750011757,3758.48139954892,59.71500187495258,2,3758.48139954892,64.93647725007031,2,tie,tie,tie,0.0
cn-cy-75c-02-V2-LOCATIONS,75,3,3758.48139954892,26.769466166966595,3758.48139954892,61.866696499986574,2,3758.48139954892,61.376070917001925,2,tie,tie,tie,0.0
cn-cy-75c-02-V2-LOCATIONS,75,4,3758.48139954892,24.61243208311498,3758.48139954892,60.83247095812112,2,3758.48139954892,60.31366770807654,2,tie,tie,tie,0.0
cn-cy-75c-02-V2-LOCATIONS,75,5,3758.48139954892,33.33864429197274,3758.48139954892,66.50937341700774,2,3758.48139954892,67.00552150106523,2,tie,tie,tie,0.0
cn-cy-75c-03-V2-LOCATIONS,75,1,3596.1698139816517,54.95676116703544,3596.1698139816517,90.48938229202759,2,3596.1698139816517,90.85245154204313,2,tie,tie,tie,0.0
cn-cy-75c-03-V2-LOCATIONS,75,4,3596.242695117928,39.699611374991946,3596.242695117928,59.206165957963094,2,3596.1698139816517,103.20389562495984,4,win,win,tie,0.0020265911523547663
cn-cy-75c-03-V2-LOCATIONS,75,2,3610.447039937167,37.042505334015004,3597.652675263614,105.75104120897595,4,3597.652675263614,108.29772399994545,4,win,tie,win,0.35437065083706787
cn-cy-75c-03-V2-LOCATIONS,75,3,3597.8339657700917,34.00669883296359,3596.242695117928,113.3555142909754,4,3597.652675263614,113.03053287405055,4,win,loss,win,0.00503887917570361
cn-cy-75c-03-V2-LOCATIONS,75,5,3601.975052876583,52.41229783301242,3596.268137135425,112.36019466607831,4,3596.1698139816517,110.80017037503421,4,win,win,win,0.1611682149296175
cn-jjj-100c-01-V2-LOCATIONS,100,1,4861.161394800419,83.49752320896368,4861.161394800419,125.78814150101971,2,4850.356493473943,232.54409387602936,4,win,win,tie,0.22226995668221344
cn-jjj-100c-01-V2-LOCATIONS,100,2,4862.459386724046,159.0702407079516,4862.459386724046,221.6837898750091,2,4849.223905154972,313.06605749891605,4,win,win,tie,0.27219726719386006
cn-jjj-100c-01-V2-LOCATIONS,100,4,4861.689146563032,84.41228795796633,4849.901325220904,191.0152869579615,4,4849.223905154972,208.48189079097938,4,win,win,win,0.2563973350059296
cn-jjj-100c-01-V2-LOCATIONS,100,3,4861.689146563032,137.41315575002227,4853.116244127795,291.29619066708256,4,4849.223905154972,302.840702583082,4,win,win,win,0.2563973350059296
cn-jjj-100c-02-V2-LOCATIONS,100,1,4914.437865039214,41.84194387495518,4914.437865039214,67.80016879201867,2,4914.4255523002375,82.15442320797592,3,win,win,tie,0.0002505421640122493
cn-jjj-100c-02-V2-LOCATIONS,100,4,4914.568095871272,58.191360959084705,4914.568095871272,96.42825245915446,2,4914.568095871272,98.05627587507479,2,tie,tie,tie,0.0
cn-jjj-100c-01-V2-LOCATIONS,100,5,4858.214595167494,74.2989485419821,4850.862875853692,227.46702545892913,4,4849.223905154972,220.88295404205564,4,win,win,win,0.18506160723045598
cn-jjj-100c-02-V2-LOCATIONS,100,2,4900.718393403845,147.21148991701193,4900.718393403845,195.00189291709103,2,4900.718393403845,202.74903691699728,2,tie,tie,tie,0.0
cn-jjj-100c-02-V2-LOCATIONS,100,3,4899.5881324345255,100.0385331249563,4899.5881324345255,134.55940283287782,2,4899.5881324345255,135.05627820896916,2,tie,tie,tie,0.0
cn-jjj-100c-03-V2-LOCATIONS,100,1,4897.682907933934,63.85502074996475,4897.682907933934,97.33549187495373,2,4897.682907933934,97.8463757908903,2,tie,tie,tie,0.0
cn-jjj-100c-02-V2-LOCATIONS,100,5,4912.281030552609,77.52998829202261,4912.281030552609,113.1538879169384,2,4912.281030552609,113.45369170804042,2,tie,tie,tie,0.0
cn-jjj-100c-03-V2-LOCATIONS,100,2,4901.123900142255,36.82870279089548,4899.057652388417,131.2581526238937,4,4899.486808104334,101.29990362387616,4,win,loss,win,0.03340238017392081
