instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-cy-200c-01-V2-LOCATIONS,16,200,9578.510244797497,9564.982973567645,-13.527271229851976,True,9567.467028998433,9564.982973567645,9575.41245707658,9564.982973567645,0.0,False,False,True,True,True,280,779,1612,two_stage_best_parent,stage_1_parent,OPTIMAL,9578.238450081662,2.8375468510899983e-05,LIMIT_WITH_INCUMBENT,9535.69102437923,0.023134733648785214,882.1600056250172,19,18,32,31,27,26,21,20,True,True,PASS
