instance,seed,run_order,hgs_distance,ils_distance,strongest_core_distance,remix_distance,remix_vs_strongest_core,remix_improvement_percent,verified_bks,remix_gap_to_bks_percent,new_bks_candidate,hgs_wall_seconds,ils_wall_seconds,remix_wall_seconds,hgs_independent_valid,ils_independent_valid,remix_independent_valid,remix_best_source,remix_route_pool_source_count
PR11A,1,hgs>ils>remix,6998588,6849667,6849667,6862989,loss,-0.19449120665281977,6655548,3.1168132210901343,false,8.78245404100744,8.707043791015167,8.310698582965415,true,true,true,route_pool,4
PR11B,1,ils>remix>hgs,5023685,4916658,4916658,4929883,loss,-0.26898352498790845,4814803,2.3901289419317884,false,8.683472000004258,8.688742167025339,8.231980875018053,true,true,true,ils,1
PR17A,1,remix>hgs>ils,6570285,6439328,6439328,6488923,loss,-0.7701890632065954,6292594,3.120001067922068,false,8.707382625027094,8.76711074996274,8.354683584009763,true,true,true,ils,1
PR17B,1,hgs>ils>remix,4980921,4915358,4915358,4916831,loss,-0.029967298414479676,4771155,3.05326488030676,false,8.71624941698974,8.791204667009879,8.225998915964738,true,true,true,ils,1
PR21A,1,ils>remix>hgs,6633940,6395861,6395861,6470208,loss,-1.1624236361609486,6230046,3.854899305719412,false,8.711124499968719,8.745799708005507,8.539624749973882,true,true,true,ils,2
PR21B,1,remix>hgs>ils,5117711,5008558,5008558,5011408,loss,-0.056902605500425474,4822337,3.920733868246869,false,8.66344937501708,8.790615457983222,8.282127458020113,true,true,true,ils,1
