implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
frozen_pyvrp,PR11B,11,13680,97.97191895899596,4820376,True,True,360,360,4700000,4700000,True
