instance_id,tier,seed,route_proxy_mode,status,cost,cpu_seconds,hgs_elapsed_seconds,hgs_iterations,violation_count,violations,error_type,error
cn-cy-200c-01-V2-LOCATIONS,200,1,cv_only,OK,9390.71355197382,113.8356119999662,96.85957908304408,11180,0,[],,
cn-cy-200c-01-V2-LOCATIONS,200,1,mechanism_ev,OK,9389.14724976716,412.2830160409212,392.8458271661075,33435,0,[],,
cn-cy-200c-01-V2-LOCATIONS,200,1,naive_ev,OK,9390.193755425857,316.6688850830542,298.66558433300816,27383,0,[],,
cn-cy-25c-01-V2-LOCATIONS,25,1,cv_only,OK,1288.33900966504,5.913725916063413,5.565205791965127,3014,0,[],,
cn-cy-25c-01-V2-LOCATIONS,25,1,mechanism_ev,OK,1279.6396890257479,6.487121792044491,6.153274500044063,3714,0,[],,
cn-cy-25c-01-V2-LOCATIONS,25,1,naive_ev,OK,1279.6396890257479,7.804378458065912,7.483878999948502,4311,0,[],,
cn-prd-75c-01-V2-LOCATIONS,75,1,cv_only,OK,3584.943073330884,32.845511415973306,31.872685250011273,5559,0,[],,
cn-prd-75c-01-V2-LOCATIONS,75,1,mechanism_ev,OK,3576.746200235848,36.527258416987024,35.27330250001978,6403,0,[],,
cn-prd-75c-01-V2-LOCATIONS,75,1,naive_ev,OK,3583.198604715205,24.85945662506856,23.876608125050552,3753,0,[],,
