task_name,instance_id,seed,arm,route_count,customer_count,depot_count_used,distinct_resource_labels,distinct_vehicle_classes,cv_route_count,ev_route_count,ev_route_share,ev_customer_count,ev_customer_share,charging_action_count,depot_charging_action_count,public_charging_action_count,zero_start_charging_action_count,vehicles_with_multiple_charging_actions,cross_site_service_count,resource_label_customer_counts_json
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed1,cn-cy-15c-01-V2-LOCATIONS,1,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed2,cn-cy-15c-01-V2-LOCATIONS,2,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed2,cn-cy-15c-01-V2-LOCATIONS,2,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed3,cn-cy-15c-01-V2-LOCATIONS,3,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed3,cn-cy-15c-01-V2-LOCATIONS,3,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed4,cn-cy-15c-01-V2-LOCATIONS,4,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed4,cn-cy-15c-01-V2-LOCATIONS,4,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed5,cn-cy-15c-01-V2-LOCATIONS,5,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed5,cn-cy-15c-01-V2-LOCATIONS,5,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed1,cn-cy-15c-02-V2-LOCATIONS,1,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed1,cn-cy-15c-02-V2-LOCATIONS,1,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed2,cn-cy-15c-02-V2-LOCATIONS,2,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed2,cn-cy-15c-02-V2-LOCATIONS,2,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed3,cn-cy-15c-02-V2-LOCATIONS,3,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed3,cn-cy-15c-02-V2-LOCATIONS,3,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed4,cn-cy-15c-02-V2-LOCATIONS,4,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed4,cn-cy-15c-02-V2-LOCATIONS,4,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed5,cn-cy-15c-02-V2-LOCATIONS,5,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-02-V2-LOCATIONS__seed5,cn-cy-15c-02-V2-LOCATIONS,5,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed1,cn-cy-15c-03-V2-LOCATIONS,1,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed1,cn-cy-15c-03-V2-LOCATIONS,1,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed2,cn-cy-15c-03-V2-LOCATIONS,2,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed2,cn-cy-15c-03-V2-LOCATIONS,2,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed3,cn-cy-15c-03-V2-LOCATIONS,3,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed3,cn-cy-15c-03-V2-LOCATIONS,3,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed4,cn-cy-15c-03-V2-LOCATIONS,4,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed4,cn-cy-15c-03-V2-LOCATIONS,4,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed5,cn-cy-15c-03-V2-LOCATIONS,5,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-15c-03-V2-LOCATIONS__seed5,cn-cy-15c-03-V2-LOCATIONS,5,MV-HGS-SP,3,15,1,2,2,2,1,0.3333333333333333,5,0.3333333333333333,1,1,0,1,0,0,"{""D_chongqing|cv"": 10, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,1,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed1,cn-cy-200c-01-V2-LOCATIONS,1,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed2,cn-cy-200c-01-V2-LOCATIONS,2,HGS-M,33,200,2,3,2,31,2,0.06060606060606061,10,0.05,2,2,0,2,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 106, ""D_chongqing|ev"": 10}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed2,cn-cy-200c-01-V2-LOCATIONS,2,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed3,cn-cy-200c-01-V2-LOCATIONS,3,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed3,cn-cy-200c-01-V2-LOCATIONS,3,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-M,33,200,2,3,2,31,2,0.06060606060606061,9,0.045,2,2,0,2,0,0,"{""D_chengdu|cv"": 75, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed2,cn-cy-200c-02-V2-LOCATIONS,2,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed2,cn-cy-200c-02-V2-LOCATIONS,2,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed3,cn-cy-200c-02-V2-LOCATIONS,3,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed3,cn-cy-200c-02-V2-LOCATIONS,3,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed4,cn-cy-200c-02-V2-LOCATIONS,4,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed4,cn-cy-200c-02-V2-LOCATIONS,4,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed5,cn-cy-200c-02-V2-LOCATIONS,5,HGS-M,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed5,cn-cy-200c-02-V2-LOCATIONS,5,MV-HGS-SP,32,200,2,2,1,32,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed1,cn-cy-200c-03-V2-LOCATIONS,1,HGS-M,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed1,cn-cy-200c-03-V2-LOCATIONS,1,MV-HGS-SP,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed2,cn-cy-200c-03-V2-LOCATIONS,2,HGS-M,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed2,cn-cy-200c-03-V2-LOCATIONS,2,MV-HGS-SP,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed3,cn-cy-200c-03-V2-LOCATIONS,3,HGS-M,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed3,cn-cy-200c-03-V2-LOCATIONS,3,MV-HGS-SP,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed4,cn-cy-200c-03-V2-LOCATIONS,4,HGS-M,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed4,cn-cy-200c-03-V2-LOCATIONS,4,MV-HGS-SP,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed5,cn-cy-200c-03-V2-LOCATIONS,5,HGS-M,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed5,cn-cy-200c-03-V2-LOCATIONS,5,MV-HGS-SP,33,200,2,2,1,33,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 84, ""D_chongqing|cv"": 116}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed1,cn-cy-20c-01-V2-LOCATIONS,1,HGS-M,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed1,cn-cy-20c-01-V2-LOCATIONS,1,MV-HGS-SP,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed2,cn-cy-20c-01-V2-LOCATIONS,2,HGS-M,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed2,cn-cy-20c-01-V2-LOCATIONS,2,MV-HGS-SP,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed3,cn-cy-20c-01-V2-LOCATIONS,3,HGS-M,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed3,cn-cy-20c-01-V2-LOCATIONS,3,MV-HGS-SP,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed4,cn-cy-20c-01-V2-LOCATIONS,4,HGS-M,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed4,cn-cy-20c-01-V2-LOCATIONS,4,MV-HGS-SP,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed5,cn-cy-20c-01-V2-LOCATIONS,5,HGS-M,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed5,cn-cy-20c-01-V2-LOCATIONS,5,MV-HGS-SP,4,20,1,2,2,3,1,0.25,5,0.25,1,1,0,1,0,0,"{""D_chongqing|cv"": 15, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed1,cn-cy-20c-02-V2-LOCATIONS,1,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed1,cn-cy-20c-02-V2-LOCATIONS,1,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed2,cn-cy-20c-02-V2-LOCATIONS,2,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed2,cn-cy-20c-02-V2-LOCATIONS,2,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed3,cn-cy-20c-02-V2-LOCATIONS,3,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed3,cn-cy-20c-02-V2-LOCATIONS,3,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed4,cn-cy-20c-02-V2-LOCATIONS,4,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed4,cn-cy-20c-02-V2-LOCATIONS,4,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed5,cn-cy-20c-02-V2-LOCATIONS,5,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed5,cn-cy-20c-02-V2-LOCATIONS,5,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed1,cn-cy-20c-03-V2-LOCATIONS,1,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed1,cn-cy-20c-03-V2-LOCATIONS,1,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed2,cn-cy-20c-03-V2-LOCATIONS,2,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed2,cn-cy-20c-03-V2-LOCATIONS,2,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed3,cn-cy-20c-03-V2-LOCATIONS,3,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed3,cn-cy-20c-03-V2-LOCATIONS,3,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed4,cn-cy-20c-03-V2-LOCATIONS,4,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed4,cn-cy-20c-03-V2-LOCATIONS,4,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed5,cn-cy-20c-03-V2-LOCATIONS,5,HGS-M,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed5,cn-cy-20c-03-V2-LOCATIONS,5,MV-HGS-SP,4,20,1,2,2,3,1,0.25,4,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 16, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed1,cn-cy-25c-01-V2-LOCATIONS,1,HGS-M,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed1,cn-cy-25c-01-V2-LOCATIONS,1,MV-HGS-SP,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed2,cn-cy-25c-01-V2-LOCATIONS,2,HGS-M,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed2,cn-cy-25c-01-V2-LOCATIONS,2,MV-HGS-SP,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed3,cn-cy-25c-01-V2-LOCATIONS,3,HGS-M,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed3,cn-cy-25c-01-V2-LOCATIONS,3,MV-HGS-SP,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed4,cn-cy-25c-01-V2-LOCATIONS,4,HGS-M,4,25,1,2,2,3,1,0.25,5,0.2,1,1,0,1,0,0,"{""D_chongqing|cv"": 20, ""D_chongqing|ev"": 5}"
