task_name,instance_id,seed,arm,route_count,customer_count,depot_count_used,distinct_resource_labels,distinct_vehicle_classes,cv_route_count,ev_route_count,ev_route_share,ev_customer_count,ev_customer_share,charging_action_count,depot_charging_action_count,public_charging_action_count,zero_start_charging_action_count,vehicles_with_multiple_charging_actions,cross_site_service_count,resource_label_customer_counts_json
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed1,cn-cy-100c-01-V2-LOCATIONS,1,HGS-M,18,100,2,4,2,14,4,0.2222222222222222,17,0.17,4,4,0,4,0,0,"{""D_chengdu|cv"": 33, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed1,cn-cy-100c-01-V2-LOCATIONS,1,MV-HGS-SP,18,100,2,4,2,14,4,0.2222222222222222,16,0.16,4,4,0,4,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,HGS-M,18,100,2,4,2,14,4,0.2222222222222222,15,0.15,4,4,0,4,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 51, ""D_chongqing|ev"": 7}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,MV-HGS-SP,18,100,2,4,2,14,4,0.2222222222222222,16,0.16,4,4,0,4,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed3,cn-cy-100c-01-V2-LOCATIONS,3,HGS-M,18,100,2,4,2,14,4,0.2222222222222222,15,0.15,4,4,0,4,0,0,"{""D_chengdu|cv"": 35, ""D_chengdu|ev"": 7, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed3,cn-cy-100c-01-V2-LOCATIONS,3,MV-HGS-SP,18,100,2,4,2,14,4,0.2222222222222222,15,0.15,4,4,0,4,0,0,"{""D_chengdu|cv"": 35, ""D_chengdu|ev"": 7, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,HGS-M,18,100,2,4,2,14,4,0.2222222222222222,15,0.15,4,4,0,4,0,0,"{""D_chengdu|cv"": 35, ""D_chengdu|ev"": 7, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed4,cn-cy-100c-01-V2-LOCATIONS,4,MV-HGS-SP,18,100,2,4,2,14,4,0.2222222222222222,16,0.16,4,4,0,4,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,HGS-M,18,100,2,4,2,14,4,0.2222222222222222,16,0.16,4,4,0,4,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed5,cn-cy-100c-01-V2-LOCATIONS,5,MV-HGS-SP,18,100,2,4,2,14,4,0.2222222222222222,16,0.16,4,4,0,4,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 50, ""D_chongqing|ev"": 8}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,HGS-M,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed1,cn-cy-100c-02-V2-LOCATIONS,1,MV-HGS-SP,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,HGS-M,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed2,cn-cy-100c-02-V2-LOCATIONS,2,MV-HGS-SP,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,HGS-M,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed3,cn-cy-100c-02-V2-LOCATIONS,3,MV-HGS-SP,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,HGS-M,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed4,cn-cy-100c-02-V2-LOCATIONS,4,MV-HGS-SP,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,HGS-M,17,100,2,3,2,15,2,0.11764705882352941,8,0.08,2,2,0,2,0,0,"{""D_chengdu|cv"": 34, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-02-V2-LOCATIONS__seed5,cn-cy-100c-02-V2-LOCATIONS,5,MV-HGS-SP,16,100,2,2,1,16,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 42, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,HGS-M,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed1,cn-cy-100c-03-V2-LOCATIONS,1,MV-HGS-SP,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,HGS-M,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed2,cn-cy-100c-03-V2-LOCATIONS,2,MV-HGS-SP,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,HGS-M,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed3,cn-cy-100c-03-V2-LOCATIONS,3,MV-HGS-SP,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,4,HGS-M,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed4,cn-cy-100c-03-V2-LOCATIONS,4,MV-HGS-SP,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed5,cn-cy-100c-03-V2-LOCATIONS,5,HGS-M,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-100c-03-V2-LOCATIONS__seed5,cn-cy-100c-03-V2-LOCATIONS,5,MV-HGS-SP,16,100,2,3,2,15,1,0.0625,5,0.05,1,1,0,1,0,0,"{""D_chengdu|cv"": 37, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 58}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed1,cn-cy-10c-01-V2-LOCATIONS,1,HGS-M,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed1,cn-cy-10c-01-V2-LOCATIONS,1,MV-HGS-SP,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed2,cn-cy-10c-01-V2-LOCATIONS,2,HGS-M,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed2,cn-cy-10c-01-V2-LOCATIONS,2,MV-HGS-SP,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed3,cn-cy-10c-01-V2-LOCATIONS,3,HGS-M,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed3,cn-cy-10c-01-V2-LOCATIONS,3,MV-HGS-SP,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed4,cn-cy-10c-01-V2-LOCATIONS,4,HGS-M,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed4,cn-cy-10c-01-V2-LOCATIONS,4,MV-HGS-SP,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed5,cn-cy-10c-01-V2-LOCATIONS,5,HGS-M,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-01-V2-LOCATIONS__seed5,cn-cy-10c-01-V2-LOCATIONS,5,MV-HGS-SP,2,10,1,2,2,1,1,0.5,4,0.4,1,1,0,1,0,0,"{""D_chongqing|cv"": 6, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed1,cn-cy-10c-02-V2-LOCATIONS,1,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed1,cn-cy-10c-02-V2-LOCATIONS,1,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed2,cn-cy-10c-02-V2-LOCATIONS,2,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed2,cn-cy-10c-02-V2-LOCATIONS,2,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed3,cn-cy-10c-02-V2-LOCATIONS,3,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed3,cn-cy-10c-02-V2-LOCATIONS,3,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed4,cn-cy-10c-02-V2-LOCATIONS,4,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed4,cn-cy-10c-02-V2-LOCATIONS,4,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed5,cn-cy-10c-02-V2-LOCATIONS,5,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-02-V2-LOCATIONS__seed5,cn-cy-10c-02-V2-LOCATIONS,5,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed1,cn-cy-10c-03-V2-LOCATIONS,1,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed1,cn-cy-10c-03-V2-LOCATIONS,1,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed2,cn-cy-10c-03-V2-LOCATIONS,2,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed2,cn-cy-10c-03-V2-LOCATIONS,2,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed3,cn-cy-10c-03-V2-LOCATIONS,3,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed3,cn-cy-10c-03-V2-LOCATIONS,3,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed4,cn-cy-10c-03-V2-LOCATIONS,4,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed4,cn-cy-10c-03-V2-LOCATIONS,4,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed5,cn-cy-10c-03-V2-LOCATIONS,5,HGS-M,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-10c-03-V2-LOCATIONS__seed5,cn-cy-10c-03-V2-LOCATIONS,5,MV-HGS-SP,2,10,1,1,1,2,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chongqing|cv"": 10}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed1,cn-cy-150c-01-V2-LOCATIONS,1,HGS-M,25,150,2,3,2,23,2,0.08,9,0.06,2,2,0,2,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed1,cn-cy-150c-01-V2-LOCATIONS,1,MV-HGS-SP,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed2,cn-cy-150c-01-V2-LOCATIONS,2,HGS-M,25,150,2,3,2,23,2,0.08,9,0.06,2,2,0,2,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed2,cn-cy-150c-01-V2-LOCATIONS,2,MV-HGS-SP,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed3,cn-cy-150c-01-V2-LOCATIONS,3,HGS-M,25,150,2,3,2,23,2,0.08,9,0.06,2,2,0,2,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed3,cn-cy-150c-01-V2-LOCATIONS,3,MV-HGS-SP,25,150,2,3,2,23,2,0.08,9,0.06,2,2,0,2,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed4,cn-cy-150c-01-V2-LOCATIONS,4,HGS-M,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed4,cn-cy-150c-01-V2-LOCATIONS,4,MV-HGS-SP,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed5,cn-cy-150c-01-V2-LOCATIONS,5,HGS-M,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-01-V2-LOCATIONS__seed5,cn-cy-150c-01-V2-LOCATIONS,5,MV-HGS-SP,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed1,cn-cy-150c-02-V2-LOCATIONS,1,HGS-M,26,150,2,4,2,24,2,0.07692307692307693,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 59, ""D_chengdu|ev"": 4, ""D_chongqing|cv"": 83, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed1,cn-cy-150c-02-V2-LOCATIONS,1,MV-HGS-SP,26,150,2,4,2,24,2,0.07692307692307693,9,0.06,2,2,0,2,0,0,"{""D_chengdu|cv"": 58, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 83, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed2,cn-cy-150c-02-V2-LOCATIONS,2,HGS-M,26,150,2,4,2,23,3,0.11538461538461539,13,0.08666666666666667,3,3,0,3,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 83, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed2,cn-cy-150c-02-V2-LOCATIONS,2,MV-HGS-SP,26,150,2,4,2,23,3,0.11538461538461539,13,0.08666666666666667,3,3,0,3,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 83, ""D_chongqing|ev"": 4}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed3,cn-cy-150c-02-V2-LOCATIONS,3,HGS-M,26,150,2,4,2,23,3,0.11538461538461539,13,0.08666666666666667,3,3,0,3,0,0,"{""D_chengdu|cv"": 53, ""D_chengdu|ev"": 10, ""D_chongqing|cv"": 84, ""D_chongqing|ev"": 3}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed3,cn-cy-150c-02-V2-LOCATIONS,3,MV-HGS-SP,26,150,2,4,2,23,3,0.11538461538461539,13,0.08666666666666667,3,3,0,3,0,0,"{""D_chengdu|cv"": 53, ""D_chengdu|ev"": 10, ""D_chongqing|cv"": 84, ""D_chongqing|ev"": 3}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed4,cn-cy-150c-02-V2-LOCATIONS,4,HGS-M,26,150,2,4,2,24,2,0.07692307692307693,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 58, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 84, ""D_chongqing|ev"": 3}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed4,cn-cy-150c-02-V2-LOCATIONS,4,MV-HGS-SP,26,150,2,4,2,24,2,0.07692307692307693,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 58, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 84, ""D_chongqing|ev"": 3}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed5,cn-cy-150c-02-V2-LOCATIONS,5,HGS-M,26,150,2,4,2,24,2,0.07692307692307693,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 58, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 84, ""D_chongqing|ev"": 3}"
D6-E2-STAGED__cn-cy-150c-02-V2-LOCATIONS__seed5,cn-cy-150c-02-V2-LOCATIONS,5,MV-HGS-SP,26,150,2,4,2,24,2,0.07692307692307693,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 58, ""D_chengdu|ev"": 5, ""D_chongqing|cv"": 84, ""D_chongqing|ev"": 3}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed1,cn-cy-150c-03-V2-LOCATIONS,1,HGS-M,25,150,2,3,2,23,2,0.08,10,0.06666666666666667,2,2,0,2,0,0,"{""D_chengdu|cv"": 53, ""D_chengdu|ev"": 10, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed1,cn-cy-150c-03-V2-LOCATIONS,1,MV-HGS-SP,24,150,2,2,1,24,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 63, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed2,cn-cy-150c-03-V2-LOCATIONS,2,HGS-M,26,150,2,4,2,22,4,0.15384615384615385,20,0.13333333333333333,4,4,0,4,0,0,"{""D_chengdu|cv"": 53, ""D_chengdu|ev"": 10, ""D_chongqing|cv"": 77, ""D_chongqing|ev"": 10}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed2,cn-cy-150c-03-V2-LOCATIONS,2,MV-HGS-SP,25,150,2,3,2,23,2,0.08,9,0.06,2,2,0,2,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed3,cn-cy-150c-03-V2-LOCATIONS,3,HGS-M,26,150,2,4,2,22,4,0.15384615384615385,19,0.12666666666666668,4,4,0,4,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 77, ""D_chongqing|ev"": 10}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed3,cn-cy-150c-03-V2-LOCATIONS,3,MV-HGS-SP,24,150,2,2,1,24,0,0.0,0,0.0,0,0,0,0,0,0,"{""D_chengdu|cv"": 63, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed4,cn-cy-150c-03-V2-LOCATIONS,4,HGS-M,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed4,cn-cy-150c-03-V2-LOCATIONS,4,MV-HGS-SP,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed5,cn-cy-150c-03-V2-LOCATIONS,5,HGS-M,26,150,2,4,2,22,4,0.15384615384615385,18,0.12,4,4,0,4,0,0,"{""D_chengdu|cv"": 54, ""D_chengdu|ev"": 9, ""D_chongqing|cv"": 78, ""D_chongqing|ev"": 9}"
D6-E2-STAGED__cn-cy-150c-03-V2-LOCATIONS__seed5,cn-cy-150c-03-V2-LOCATIONS,5,MV-HGS-SP,25,150,2,3,2,23,2,0.08,8,0.05333333333333334,2,2,0,2,0,0,"{""D_chengdu|cv"": 55, ""D_chengdu|ev"": 8, ""D_chongqing|cv"": 87}"
D6-E2-STAGED__cn-cy-15c-01-V2-LOCATIONS__seed1,cn-cy-15c-01-V2-LOCATIONS,1,HGS-M,3,15,1,2,2,2,1,0.3333333333333333,4,0.26666666666666666,1,1,0,1,0,0,"{""D_chongqing|cv"": 11, ""D_chongqing|ev"": 4}"
