instance,arm,seed,requested_iterations,iterations,runtime_seconds,cost,route_sha256,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients,compound_calls,compound_accepted_calls,compound_customer_calls,compound_customer_candidate_evaluations,compound_customer_joint_evaluations,compound_customer_moves_accepted,compound_customer_joint_only_accepted_moves,compound_route_slot_evaluations,compound_rotations_evaluated,compound_assignments_changed,compound_rotations_changed,compound_cache_hits,compound_cache_misses,compound_runtime_seconds
PR11B,copied_loop,11,1000,1000,11.656085124996025,4954233,e0dc22866fc03f426b73641c6571cab4d4a4d6fac6ba2a1d4cce031a0878576a,True,True,360,360,4700000,4700000,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
PR11B,route_only_compound,11,1000,1000,12.848911124980077,4967777,2de371ba670f5ff485f0f613b75bbd8442e7d909141eb490f305234b70e7c9d0,True,True,360,360,4700000,4700000,True,267,118,0,0,0,0,0,225856,176240,150,22,15016,13216,0.5573057053843513
PR11B,full_customer_compound,11,1000,1000,223.8026963339653,4916977,b4ed65453142907bc2b32515fea2bdd76788b3178339bc08e13ff647c4110bae,True,True,360,360,4700000,4700000,True,373,219,373,3509654,3508590,97,97,22180966,62608019,162,26,17620620,4214574,211.9586216089083
PR17A,copied_loop,11,1000,1000,12.791068499966059,6538843,66bd278a1481656ab779a02c9f60dc20f06e23bb211a06d68e79797fee11ddf5,True,True,360,360,4814000,4814000,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
PR17A,route_only_compound,11,1000,1000,12.335122958000284,6455797,fe2b59656a11dd97e8e9ff4904d0ffebdbbad10b1986d56543838031be142942,True,True,360,360,4814000,4814000,True,341,205,0,0,0,0,0,460614,226758,523,0,45042,20760,0.7007368003833108
PR17A,full_customer_compound,11,1000,1000,219.7700367079815,6455239,2e44af620a3df47bf0ef1a7d6e300ce04d91735f5dda249e48287b77289cca88,True,True,360,360,4814000,4814000,True,325,270,325,3358169,3357169,127,127,31340185,59971488,325,0,25989934,4830087,207.00603763241088
PR24B,copied_loop,11,1000,1000,51.44046250003157,11045693,a355b995ef1dedc63255c35ce97dba99b65949ddd3d80aefe197c8110effbad1,True,True,960,960,12524000,12524000,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
PR24B,route_only_compound,11,1000,1000,58.255092834006064,10960431,3fe4a74e90b49144a109114f479d0484ee65ce04df2b985231f32d65286d5ff2,True,True,960,960,12524000,12524000,True,240,196,0,0,0,0,0,1781088,1486284,1067,305,102648,119988,3.98358557902975
PR24B,full_customer_compound,11,1000,1000,667.193925708998,10983130,4d93a866208a7caf9d6c99623c30e61519ef4113ed1ac318f20864b0e862a7fc,True,True,960,960,12524000,12524000,True,271,374,271,4366914,4366235,203,203,52041120,185862316,884,215,35374865,13579339,610.1109036242124
