battery_kwh,collection_failures,comparison_mode,mean_gap_pct_alns_minus_lns,mean_winner_ev_route_share_75_200,paired_winner_counts,pairs,scenario
100.0,0,wallclock,0.5926243865910267,0.05734336969969154,"{""alns"": 2, ""lns"": 1, ""tie"": 20}",23,wc100
80.0,0,wallclock,-2.042389700913862,0.05734336969969154,"{""alns"": 2, ""lns"": 1, ""tie"": 20}",23,wc80
