active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,checkpoint_operator,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,queue_action,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share,worker_stderr_tail,worker_stdout_tail
{},16000,LNS,100.0,694.5670096792054,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-20c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,2,2,112.66468895800062,1,1,16000,142.014327186085,,True,OK,e2-multidepot-20c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,3,300.0,wc100,100kWh same wall-clock,1,20,OK,{},0,False,False,0.3333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,1130.7005298293218,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-20c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,2,4,24.444354084000224,1,1,16000,654.5478741233183,,True,OK,e2-multidepot-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc100,100kWh same wall-clock,1,20,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003844695689622313}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 6.87500141793862e-05}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.1559196844609687}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.12465312113636173}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.5383028778451262}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 1.65012147417292}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.09900871118588839}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.12907300595543347}, ""final_check"": {""count"": 1.0, ""seconds"": 9.812499047257006e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.6258008797012735}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 9.816601232159883e-05}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00020358299661893398}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 6.407986356818583}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 6.392090643246775}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 6.681652352635865}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.6237373638141435}, ""repair_solution_score"": {""count"": 5310.0, ""seconds"": 0.35064514380064793}, ""route_model_cost"": {""count"": 9810.0, ""seconds"": 0.1981013376644114}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.010902043999521993}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.008028044976526871}}",0,False,False,0.2,,
{},16000,LNS,100.0,828.678306576153,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-25c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,2,4,137.80701916699763,1,1,16000,116.1043907394212,,True,OK,e2-multidepot-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc100,100kWh same wall-clock,1,25,OK,{},0,False,False,0.2,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,828.678306576153,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-25c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,2,4,33.333943707999424,1,1,16000,479.99121076575005,,True,OK,e2-multidepot-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc100,100kWh same wall-clock,1,25,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003739485386176966}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00011737500608433038}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.15189363795798272}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.12782600391074084}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.7013034770352533}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 2.4108467882906552}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.10257133399136364}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.13824547425610945}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00010570899758022279}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.862773504020879}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00011529200128279626}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0002344999957131222}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 9.119444403288071}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 8.961698240163969}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 9.105323325216887}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.9214327175723156}, ""repair_solution_score"": {""count"": 7965.0, ""seconds"": 0.5731162989686709}, ""route_model_cost"": {""count"": 21828.0, ""seconds"": 0.4971084754652111}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.013757207983871922}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.009049335989402607}}",0,False,False,0.2,,
{},16000,LNS,100.0,2020.688951370618,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-50c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,4,8,242.9163761249947,1,1,16000,65.86628804213291,,True,OK,e2-multidepot-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,9,600.0,wc100,100kWh same wall-clock,1,50,OK,{},0,False,False,0.1111111111111111,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,2020.688951370618,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-50c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,4,8,80.97894483299751,1,1,16000,197.58222378664877,,True,OK,e2-multidepot-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,9,600.0,wc100,100kWh same wall-clock,1,50,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004056178382597864}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00013416699948720634}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.23977492350968532}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.23414863061043434}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 2.9264922763832146}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 5.973751509503927}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.19258754124166444}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.24038410687353462}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00017108299653045833}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 4.881242524046684}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0001857919996837154}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0003359580005053431}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 22.527566544275032}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 22.54298954916885}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 23.17314884014195}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 5.442355880935793}, ""repair_solution_score"": {""count"": 10620.0, ""seconds"": 1.4029539804032538}, ""route_model_cost"": {""count"": 143562.0, ""seconds"": 3.219760486870655}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.028051003930158913}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.016742667998187244}}",0,False,False,0.1111111111111111,,
{},16000,LNS,100.0,3062.7977925322516,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-75c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,6,12,369.12201704199833,1,1,16000,43.346100371410614,,True,OK,e2-multidepot-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,13,900.0,wc100,100kWh same wall-clock,1,75,OK,{},0,False,False,0.07692307692307693,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,3062.7977925322516,multidepot,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-multidepot-75c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,6,12,158.9295301670063,1,1,16000,100.6735499890227,,True,OK,e2-multidepot-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,13,900.0,wc100,100kWh same wall-clock,1,75,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.0042956526594934985}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0001935840118676424}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3261329248052789}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.340112928985036}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 7.145924656550051}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 6.353030419079005}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.29786196307395585}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3596169286320219}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00025120899954345077}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 7.0232053421932505}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0002417499927105382}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00047170800098683685}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 45.93173948115145}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 47.41332194065035}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 47.52944521128666}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 8.41878624954552}, ""repair_solution_score"": {""count"": 7968.0, ""seconds"": 1.5289866293751402}, ""route_model_cost"": {""count"": 346836.0, ""seconds"": 7.768469454545993}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.043315830975188874}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.02486391407728661}}",0,False,False,0.07692307692307693,,
{},16000,LNS,100.0,4086.253616024695,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-100c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,7,14,527.1660279579955,1,1,16000,30.35096943173067,,True,OK,e2-threeshift-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,15,900.0,wc100,100kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,4086.253616024695,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-100c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,7,14,260.50248283300607,1,1,16000,61.41976009594015,,True,OK,e2-threeshift-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,15,900.0,wc100,100kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003924888515030034}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00024254100571852177}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3998775933578145}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.4451683793304255}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 13.646808473073179}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 15.603193273753277}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.39699367730645463}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.45428754888416734}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00030779201188124716}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 8.859043383636163}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0002960829879157245}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0005874159978702664}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 71.87360881145287}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 78.04828478924173}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 75.94736880379787}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 11.036191032806528}, ""repair_solution_score"": {""count"": 10274.0, ""seconds"": 2.5484266520943493}, ""route_model_cost"": {""count"": 287885.0, ""seconds"": 7.183968676938093}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.0697270030650543}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.04546521005977411}}",0,False,False,0.06666666666666667,,
{},16000,LNS,100.0,5803.553350198798,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-150c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,10,21,895.9978220830089,1,1,16000,17.857186262800642,,True,OK,e2-threeshift-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,22,900.0,wc100,100kWh same wall-clock,1,150,OK,{},0,False,False,0.045454545454545456,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,100.0,5803.553350198798,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-150c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,10,21,613.8238682499941,1,1,16000,26.06610923360775,,True,OK,e2-threeshift-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,22,900.0,wc100,100kWh same wall-clock,1,150,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004502937532379292}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0003717910003615543}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.6307956801028922}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.7552226396655897}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 38.307262327492936}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 29.63171508628875}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.6876539147924632}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.7456320787168806}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0005180840089451522}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 13.38799870647199}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0004310829972382635}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.000862000000779517}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 177.35518429668446}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 186.48323385258846}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 173.95001287563355}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 18.086979784609866}, ""repair_solution_score"": {""count"": 11721.0, ""seconds"": 4.326407347412896}, ""route_model_cost"": {""count"": 593962.0, ""seconds"": 15.190415107033914}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.11738587405125145}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.06186475095455535}}",0,False,False,0.045454545454545456,,
{},11623,LNS,100.0,6633.4344963179965,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-200c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,14,26,903.7399457499996,1,1,16000,12.861000617112541,,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,27,900.0,wc100,100kWh same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8879,alns_e2_throughput,100.0,6633.4344963179965,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,14,26,905.1632824170083,1,1,16000,9.809279908361825,,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,27,900.0,wc100,100kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 8843.0, ""seconds"": 0.002420279575744644}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0004600420070346445}, ""destroy:random_customer_removal"": {""count"": 1476.0, ""seconds"": 0.5047939817450242}, ""destroy:route_segment_removal"": {""count"": 1473.0, ""seconds"": 0.6321083246730268}, ""destroy:shaw_related_removal"": {""count"": 1473.0, ""seconds"": 47.001478077159845}, ""destroy:vehicle_type_swap"": {""count"": 1473.0, ""seconds"": 21.922014030991704}, ""destroy:whole_route_removal"": {""count"": 1473.0, ""seconds"": 0.5874601931864163}, ""destroy:worst_customer_removal"": {""count"": 1475.0, ""seconds"": 0.6079682470008265}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006278749933699146}, ""full_candidate_score"": {""count"": 8843.0, ""seconds"": 10.009129332465818}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0005554999952437356}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001147874994785525}, ""repair:greedy_insert_repair"": {""count"": 2948.0, ""seconds"": 271.656981983062}, ""repair:regret2_insert_repair"": {""count"": 2948.0, ""seconds"": 280.9359174612182}, ""repair:regret3_insert_repair"": {""count"": 2947.0, ""seconds"": 275.08202506482485}, ""repair_full_check"": {""count"": 17686.0, ""seconds"": 14.234426948387409}, ""repair_solution_score"": {""count"": 8203.0, ""seconds"": 3.926303891072166}, ""route_model_cost"": {""count"": 987150.0, ""seconds"": 26.897898238064954}, ""scan_build"": {""count"": 36.0, ""seconds"": 0.10079628796665929}, ""scan_score"": {""count"": 36.0, ""seconds"": 0.05101358497631736}}",0,False,False,0.037037037037037035,,
{},16000,LNS,100.0,1783.6949728422799,threeshift,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_wallclock_retry_data/checkpoints/wc100/e2-threeshift-50c-01__LNS__seed1.json,True,f72c31cc8a2f3321050580cbab2c3c18e58b4ec7,wallclock,4,7,252.88076808399637,1,1,16000,63.270924559535786,,True,OK,e2-threeshift-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,8,600.0,wc100,100kWh same wall-clock,1,50,OK,{},0,False,False,0.125,,
