task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,complete_candidate_attempts,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_objective,mip_dual_bound,mip_gap,mip_node_count,mip_time_limit_seconds,mip_optimality_proven,selected_source,witness_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2__cn-prd-20c-03-V2-LOCATIONS__seed4,cn-prd-20c-03-V2-LOCATIONS,prd,20,4,1109.651968183228,12.395069041987881,1109.651968183228,11.296773333000601,1109.651968183228,11.787677917003748,1109.651968183228,35.66631758399308,85.49286822258938,85.49286822258938,85.49286822258938,85.49286822258938,80,False,True,True,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1109.6519681832278,1109.6519681832278,0.0,1,5.0,True,best_exact_hgs_parent,8598f131b91d1f7bbf50ee9d88bdd2f9578d0bdb0fc5aacfcf4c3edc348c6503,8fb2ff617cb941a62b19193e435cb63be3e1ffd0c4c0e7f393b9f250c5d4b5f6,df86f2c44f69d385e95ea2cdc4cdb3695cebf90144c4220210158f6abcf1bd99,PASS
