stage,trigger_second,trigger_cause,revealed_in_batch,active_customers,committed_customers,future_customers,iterations,runtime_seconds,population_size,initial_feasible_candidates,best_cost,best_emissions_kg,history_preserved,completed_customers,total_active_customers,termination_status,readiness_charging_kwh_cumulative
1,25200.0,fixed_interval,1,41,0,41,75,5.019063792016823,25,17,1803.2713257583946,180.50444091742102,True,41,41,INTEGRATED_HGS_STOPPED_BY_CALLER,0
2,28800.0,fixed_interval,1,42,0,42,92,5.018758332997095,25,11,1888.5124640570702,197.0456016786414,True,42,42,INTEGRATED_HGS_STOPPED_BY_CALLER,0
3,30600.0,fixed_interval,2,44,0,44,0,5.087270624993835,18,16,2180.7429708198015,220.95285909750115,True,44,44,INTEGRATED_HGS_STOPPED_BY_CALLER,0
4,34200.0,fixed_interval,1,45,0,45,187,5.006543249997776,25,16,1978.7357722739393,182.53650551281075,True,45,45,INTEGRATED_HGS_STOPPED_BY_CALLER,0
5,37800.0,fixed_interval,1,46,0,46,230,5.005641667055897,25,13,1988.7737863610832,184.57295434455594,True,46,46,INTEGRATED_HGS_STOPPED_BY_CALLER,0
6,41400.0,fixed_interval,1,47,0,47,220,5.0067877499968745,25,9,2110.3669309802094,208.76553528788074,True,47,47,INTEGRATED_HGS_STOPPED_BY_CALLER,0
7,43200.0,fixed_interval,1,48,20,28,579,5.004945916996803,25,18,2119.3125453796165,210.6473092648198,True,48,48,INTEGRATED_HGS_STOPPED_BY_CALLER,0
8,45000.0,fixed_interval,1,49,20,29,741,5.011631875007879,25,20,2293.6649575634565,211.6637095986513,True,49,49,INTEGRATED_HGS_STOPPED_BY_CALLER,0
9,50400.0,fixed_interval,1,50,49,1,3673,5.009597832977306,25,23,2418.416034653396,235.7949837312299,True,50,50,INTEGRATED_HGS_STOPPED_BY_CALLER,0
