label,run_id,seed,budget,checkpoint_interval,archive_limit_per_view,exact_elites_per_view,sp_seconds,objective,objective_float_hex,route_signature_sha256,route_signature_json,solution_sha256,search_trace_sha256,route_count,candidate_completion_attempts,candidate_completion_successes,candidate_completion_failures,failure_proxy_found_completion_failed,failure_search_not_found,failure_business_hard_infeasible,hgs_iterations_cv_only,hgs_iterations_naive_ev,hgs_iterations_mechanism_ev,selected_source,total_distance_m,total_emissions_kg
pre,seed1_budget100,1,100,100,8,2,0.5,2018.3191543892503,0x1.f8946d06880d2p+10,641235d4e0d8a5f528be4c123303ec8c7e8bcf12d1b3d853a231aa04f1497573,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C010"",""C006"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C013"",""C001"",""C004"",""C018"",""C017"",""C019"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C014"",""C021"",""C011"",""C023"",""C003"",""C007"",""C005"",""C012"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C022"",""C016"",""C020"",""C008"",""C002"",""C015"",""C009"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C029"",""C042"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C040"",""C038"",""C045"",""C044"",""C049"",""C048"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C050"",""C037"",""C039"",""C032"",""C034"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C026"",""C027"",""C031"",""C033"",""C025"",""C024"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C043"",""C041"",""C046"",""C047"",""C036"",""C035"",""C030"",""D_shenzhen""]]]",0d13c92bc9c29a4416ba29e27061de5daa93c7edaf9ff15bd71b1e52806ded81,03f45fcef1affce579492329a950523be0d7237e3e70a19d01728c8a92aeacab,9,30,5,25,25,0,0,100,100,100,best_exact_hgs_parent,740404.006511743,214.15862119032573
pre,seed2_budget100,2,100,100,8,2,0.5,2018.3191543892503,0x1.f8946d06880d2p+10,641235d4e0d8a5f528be4c123303ec8c7e8bcf12d1b3d853a231aa04f1497573,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C010"",""C006"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C013"",""C001"",""C004"",""C018"",""C017"",""C019"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C014"",""C021"",""C011"",""C023"",""C003"",""C007"",""C005"",""C012"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C022"",""C016"",""C020"",""C008"",""C002"",""C015"",""C009"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C029"",""C042"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C040"",""C038"",""C045"",""C044"",""C049"",""C048"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C050"",""C037"",""C039"",""C032"",""C034"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C026"",""C027"",""C031"",""C033"",""C025"",""C024"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C043"",""C041"",""C046"",""C047"",""C036"",""C035"",""C030"",""D_shenzhen""]]]",0d13c92bc9c29a4416ba29e27061de5daa93c7edaf9ff15bd71b1e52806ded81,3b0c4c4a3e4277b95782b81e0354ecfbe21dc5827b5cc00feca298fcab367d89,9,30,7,23,23,0,0,100,100,100,best_exact_hgs_parent,740404.006511743,214.15862119032573
pre,seed3_budget100,3,100,100,8,2,0.5,2018.3191543892503,0x1.f8946d06880d2p+10,641235d4e0d8a5f528be4c123303ec8c7e8bcf12d1b3d853a231aa04f1497573,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C010"",""C006"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C013"",""C001"",""C004"",""C018"",""C017"",""C019"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C014"",""C021"",""C011"",""C023"",""C003"",""C007"",""C005"",""C012"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C022"",""C016"",""C020"",""C008"",""C002"",""C015"",""C009"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C029"",""C042"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C040"",""C038"",""C045"",""C044"",""C049"",""C048"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C050"",""C037"",""C039"",""C032"",""C034"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C026"",""C027"",""C031"",""C033"",""C025"",""C024"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C043"",""C041"",""C046"",""C047"",""C036"",""C035"",""C030"",""D_shenzhen""]]]",0d13c92bc9c29a4416ba29e27061de5daa93c7edaf9ff15bd71b1e52806ded81,d5cef2cad78190e7b0983ab33f3fcae965a62f6470466012ade3aad8fefaf267,9,30,6,24,24,0,0,100,100,100,best_exact_hgs_parent,740404.006511743,214.15862119032573
pre,seed1_budget1000,1,1000,100,8,2,0.5,2018.3191543892503,0x1.f8946d06880d2p+10,641235d4e0d8a5f528be4c123303ec8c7e8bcf12d1b3d853a231aa04f1497573,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C010"",""C006"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C013"",""C001"",""C004"",""C018"",""C017"",""C019"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C014"",""C021"",""C011"",""C023"",""C003"",""C007"",""C005"",""C012"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C022"",""C016"",""C020"",""C008"",""C002"",""C015"",""C009"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C029"",""C042"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C040"",""C038"",""C045"",""C044"",""C049"",""C048"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C050"",""C037"",""C039"",""C032"",""C034"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C026"",""C027"",""C031"",""C033"",""C025"",""C024"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C043"",""C041"",""C046"",""C047"",""C036"",""C035"",""C030"",""D_shenzhen""]]]",0d13c92bc9c29a4416ba29e27061de5daa93c7edaf9ff15bd71b1e52806ded81,a438f008993225e644bbedb705b34326377b3dacd0cdb193017232a9b6a49c08,9,57,46,11,11,0,0,1000,1000,1000,best_exact_hgs_parent,740404.006511743,214.15862119032573
post,seed1_budget100,1,100,100,8,2,0.5,1930.5499913454935,0x1.e2a3330ee67e9p+10,70cbaf4a3c791216c195d86e519cfe0b2912064e5c19d224c9b714d532cdadcf,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C002"",""C008"",""C021"",""C003"",""C017"",""C018"",""C019"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C007"",""C013"",""C001"",""C010"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C016"",""C020"",""C022"",""C015"",""C014"",""C011"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C041"",""C036"",""C046"",""C032"",""C037"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C034"",""C026"",""C048"",""C033"",""C029"",""C024"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C039"",""C050"",""C040"",""C038"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C049"",""C031"",""C025"",""D_shenzhen""]],[""ev"",""D_guangzhou"",[""D_guangzhou"",""C009"",""C023"",""C005"",""C004"",""C012"",""C006"",""D_guangzhou""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C043"",""C035"",""C047"",""C030"",""C045"",""C044"",""C027"",""C042"",""D_shenzhen""]]]",f4f676c37d56174f8055399033af5188dccb0eb5957a7ce51fd97a93e3e54a2f,332cda23435ba64799b80985b46cc1808fec251f4069e9ec0589f3b5293a6aea,9,30,29,1,1,0,0,100,100,100,best_exact_hgs_parent,601311.65668655,173.9091789279199
post,seed2_budget100,2,100,100,8,2,0.5,1899.1067069707444,0x1.dac6d44979669p+10,55c2267b6e5aa9791b50dfba7e41eaeb950b26d46e32089f2fcf923217e4a448,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C005"",""C004"",""C017"",""C018"",""C012"",""C006"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C007"",""C001"",""C010"",""C013"",""C019"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C009"",""C015"",""C014"",""C011"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C016"",""C020"",""C022"",""C002"",""C008"",""C021"",""C003"",""C023"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C039"",""C040"",""C044"",""C038"",""C049"",""C025"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C045"",""C034"",""C026"",""C033"",""C029"",""C024"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C046"",""C047"",""C041"",""C036"",""C032"",""C037"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C050"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C043"",""C028"",""C035"",""C030"",""C048"",""C027"",""C042"",""C031"",""D_shenzhen""]]]",2aa0cc7e9c33153440cfa78bfd8ae4a96022ceb1dca3ae08e57651a3d2300453,a5077f671a0fc9fdf98bdd7ca759368b40a8f158b5aedea7afc885cd1f2ad0a4,9,30,29,1,1,0,0,100,100,100,best_exact_hgs_parent,627119.515918287,205.61449648788897
post,seed3_budget100,3,100,100,8,2,0.5,1861.5953792129237,0x1.d1661ab16a0e7p+10,84b5c5d706073bb5402bd8a67a7c872ef8654cc6b890339c310bab4e5720215d,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C007"",""C013"",""C001"",""C010"",""C012"",""C006"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C016"",""C008"",""C002"",""C009"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C020"",""C022"",""C015"",""C014"",""C011"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C021"",""C003"",""C023"",""C005"",""C004"",""C018"",""C017"",""C019"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C045"",""C044"",""C038"",""C049"",""C042"",""C031"",""C025"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C046"",""C041"",""C036"",""C047"",""C050"",""C039"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C048"",""C027"",""C026"",""C033"",""C029"",""C024"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C043"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C035"",""C032"",""C037"",""C030"",""C040"",""C034"",""D_shenzhen""]]]",27734b2f9b2ab8400c0a2c30bde1358de6a576a3bd6f20f7e7f0826ed1d1dced,035fc49049ee470c0114c4d6744892398e47250898e8e57467e8dc05382d4b1e,9,30,29,1,1,0,0,100,100,100,best_exact_hgs_parent,633325.577849824,189.566398454009
post,seed1_budget1000,1,1000,100,8,2,0.5,1922.1983391919891,0x1.e08cb196ddc6fp+10,5adff5a6c19f106e2b4af071ef4a79444c8fbd1f738e0aa1ff8ae4e957eaa882,"[[""cv"",""D_guangzhou"",[""D_guangzhou"",""C008"",""C021"",""C011"",""C014"",""C017"",""C013"",""C010"",""D_guangzhou""]],[""cv"",""D_guangzhou"",[""D_guangzhou"",""C019"",""C006"",""D_guangzhou""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C035"",""C047"",""C050"",""C039"",""C030"",""C034"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C041"",""C036"",""C045"",""C044"",""C042"",""C031"",""D_shenzhen""]],[""cv"",""D_shenzhen"",[""D_shenzhen"",""C048"",""C027"",""C026"",""C033"",""C029"",""C024"",""C025"",""D_shenzhen""]],[""ev"",""D_guangzhou"",[""D_guangzhou"",""C003"",""C023"",""C005"",""C007"",""C012"",""C004"",""C018"",""C001"",""D_guangzhou""]],[""ev"",""D_guangzhou"",[""D_guangzhou"",""C016"",""C020"",""C022"",""C015"",""C002"",""C009"",""D_guangzhou""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C028"",""C043"",""D_shenzhen""]],[""ev"",""D_shenzhen"",[""D_shenzhen"",""C046"",""C032"",""C037"",""C040"",""C038"",""C049"",""D_shenzhen""]]]",eed9242c963661d2f869480c8103098e619d57dc4cb5e62f0876604d155c2d7b,b1b685e1366f930dcda5de2d4e91852624dc87257152b4c67e59744ff6a537cd,9,57,57,0,0,0,0,1000,1000,1000,best_exact_hgs_parent,655252.552897816,148.40025954253366
