instance_id,candidate_family,source_family,seed,arm,label_to_depot,source_label_by_depot,customer_count_by_depot,demand_kg_by_depot,payload_capacity_kg_by_depot,available_cv_by_depot,available_ev_by_depot,used_cv_by_depot,used_ev_by_depot,used_cv_total,used_ev_total,total_cost_cny,total_distance_km,total_emissions_kg,cross_contractor_customer_count,joint_relative_cost_change_pct,complete_candidate_evaluations,elapsed_seconds,mapping_sha256,initial_sha256,solution_sha256,status,status_reason
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,1,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 11, ""D_shenzhen"": 11}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",27,11,14155.282248882244,5402.744607851628,1411.6194050599709,0,-34.31324235842232,32,49.37226858304348,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,82db436371497c6ccde693fba99b99a2b1d3e3bd6551621e205594e1e000c440,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,1,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 3, ""D_guangzhou"": 8, ""D_shenzhen"": 9}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9298.145944304546,2460.026155948609,642.5829610732453,135,-34.31324235842232,32,44.440633582999,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,652e7755402161bc427c746ecb1df5c41dd35ba8d4deceade40d68af6e6257cc,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,2,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 10, ""D_shenzhen"": 10}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",24,11,14179.867427949226,5879.892767743658,1507.4655751144537,0,-34.447879616825084,32,40.76166275003925,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,2,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 3, ""D_guangzhou"": 8, ""D_shenzhen"": 9}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9295.203766543886,2460.530216040248,638.0593258826887,134,-34.447879616825084,32,41.8980022079777,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,a9773172f49e3324315d2ba40787d5dbb9730199e4de7f2c62b498d67fe7c8f9,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,3,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 10, ""D_shenzhen"": 10}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",24,11,14179.867427949226,5879.892767743658,1507.4655751144537,0,-34.527547337814,32,37.8440907089971,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,3,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 3, ""D_guangzhou"": 8, ""D_shenzhen"": 9}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9283.906989324789,2466.577019555509,640.5902984432994,135,-34.527547337814,32,37.97699333296623,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,14c331e0697f5fab81f58b417ab51821de01817d5110bb6f129febadfab79bb7,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,4,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 10, ""D_shenzhen"": 10}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",24,11,14179.867427949226,5879.892767743658,1507.4655751144537,0,-34.71064619255314,32,35.36850058299024,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,4,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 8, ""D_shenzhen"": 10}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9257.943814460685,2442.9951009411143,635.8916272104155,135,-34.71064619255314,32,41.9561526250327,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,52c95488344b2a2822bddb633c460c330dedad40bdbedf3874c7fea3ae47454d,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,5,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 10, ""D_shenzhen"": 10}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",24,11,14179.867427949226,5879.892767743658,1507.4655751144537,0,-34.397025566717026,32,46.815760917030275,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,PASS,
cn-prd-200c-01-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,5,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_foshan"", ""3"": ""D_dongguan""}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5626.0, ""D_foshan"": 4929.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22709.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 24185.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 11, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 8, ""D_shenzhen"": 10}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9302.414803430951,2485.410699390947,649.123132881154,133,-34.397025566717026,32,44.53548545797821,92fdeaf927cbd7d2ed0d2402e354968ae3812c61cc08bc161b94b63906995b1e,dc330030c3d727be4db16e2c55a1bbf90b727fad277550144716e28e1bf1521a,08edaa2939b24e330527b4e0e71429e7306ff48b497efe00ad5ea1e55c004e14,PASS,
