instance,seed,budget,algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,mechanism_activity
L-main-multidepot-25c-01,1,20,pure_alns,687.9635104764286,687.9635104764286,True,20,True,0.18305799999507144,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,1,20,pure_hgs_style_outer,731.9056020898158,731.9056020898158,True,20,True,0.03472595801576972,3,True,"{""diversity_rejections"": 3, ""improvements"": 2, ""order_mutations"": 10, ""ordered_crossovers"": 19, ""outer_candidates"": 20}"
L-main-multidepot-25c-01,1,20,mechanism_hgs_alns_skeleton,612.75876084334,612.75876084334,True,20,True,0.10738929198123515,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 2, ""improvements"": 1, ""inner_budget"": 17, ""order_mutations"": 3, ""ordered_crossovers"": 2, ""outer_budget"": 3, ""outer_candidates"": 3}"
L-main-multidepot-25c-01,2,20,pure_alns,668.9519888193819,668.9519888193819,True,20,True,0.2496570420335047,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,2,20,pure_hgs_style_outer,721.3651362362266,721.3651362362266,True,20,True,0.03612900001462549,3,True,"{""diversity_rejections"": 4, ""improvements"": 2, ""order_mutations"": 10, ""ordered_crossovers"": 19, ""outer_candidates"": 20}"
L-main-multidepot-25c-01,2,20,mechanism_hgs_alns_skeleton,647.0618539069759,647.0618539069759,True,20,True,0.15023912501055747,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 1, ""improvements"": 1, ""inner_budget"": 17, ""order_mutations"": 3, ""ordered_crossovers"": 2, ""outer_budget"": 3, ""outer_candidates"": 3}"
L-main-multidepot-25c-01,3,20,pure_alns,685.8490548442018,685.8490548442018,True,20,True,0.16726983297849074,4,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-25c-01,3,20,pure_hgs_style_outer,719.8271302299718,719.8271302299718,True,20,True,0.035146125010214746,3,True,"{""diversity_rejections"": 7, ""improvements"": 1, ""order_mutations"": 13, ""ordered_crossovers"": 19, ""outer_candidates"": 20}"
L-main-multidepot-25c-01,3,20,mechanism_hgs_alns_skeleton,665.0040921230399,665.0040921230399,True,20,True,0.16832924995105714,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 2, ""improvements"": 1, ""inner_budget"": 17, ""order_mutations"": 3, ""ordered_crossovers"": 2, ""outer_budget"": 3, ""outer_candidates"": 3}"
L-main-vanilla-25c-01,1,20,pure_alns,717.1909260232359,717.1909260232359,True,20,True,0.1600056659663096,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,1,20,pure_hgs_style_outer,825.5576870053076,825.5576870053076,True,20,True,0.0601375830010511,3,True,"{""diversity_rejections"": 4, ""improvements"": 2, ""order_mutations"": 12, ""ordered_crossovers"": 19, ""outer_candidates"": 20}"
L-main-vanilla-25c-01,1,20,mechanism_hgs_alns_skeleton,738.053396321561,738.053396321561,True,20,True,0.1852053339825943,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 2, ""improvements"": 2, ""inner_budget"": 17, ""order_mutations"": 3, ""ordered_crossovers"": 2, ""outer_budget"": 3, ""outer_candidates"": 3}"
L-main-vanilla-25c-01,2,20,pure_alns,729.3104494856703,729.3104494856703,True,20,True,0.2890757080167532,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,2,20,pure_hgs_style_outer,803.6721813573489,803.6721813573489,True,20,True,0.06495795800583437,3,True,"{""diversity_rejections"": 2, ""improvements"": 1, ""order_mutations"": 8, ""ordered_crossovers"": 19, ""outer_candidates"": 20}"
L-main-vanilla-25c-01,2,20,mechanism_hgs_alns_skeleton,750.4454685348603,750.4454685348603,True,20,True,0.2637215830036439,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 1, ""improvements"": 1, ""inner_budget"": 17, ""order_mutations"": 3, ""ordered_crossovers"": 2, ""outer_budget"": 3, ""outer_candidates"": 3}"
L-main-vanilla-25c-01,3,20,pure_alns,687.7427725327111,687.7427725327111,True,20,True,0.2133462920319289,3,True,"{""alns_actual_moves"": 0}"
L-main-vanilla-25c-01,3,20,pure_hgs_style_outer,808.472078389253,808.472078389253,True,20,True,0.06060095800785348,3,True,"{""diversity_rejections"": 5, ""improvements"": 1, ""order_mutations"": 12, ""ordered_crossovers"": 19, ""outer_candidates"": 20}"
L-main-vanilla-25c-01,3,20,mechanism_hgs_alns_skeleton,712.4660632279487,712.4660632279487,True,20,True,0.12295616697520018,3,True,"{""alns_actual_moves"": 0, ""diversity_rejections"": 2, ""improvements"": 1, ""inner_budget"": 17, ""order_mutations"": 3, ""ordered_crossovers"": 2, ""outer_budget"": 3, ""outer_candidates"": 3}"
L-main-threeshift-25c-01,1,20,pure_alns,725.9053368941888,725.9053368941888,True,20,True,0.15030358295189217,4,True,"{""alns_actual_moves"": 0}"
