instance_id,stratum,region,status,detail,customer_count,city_count,cities,scenario_date,time_profile_row_count,shenzhen_independent_price_area,witness_completion_cost,witness_emissions_kg,direct_violation_count,exact_violation_count,decoder_candidate_count,decoder_complete_evaluations,decoder_feasible_evaluations,decoder_selected_cost,decoder_diagnostics_json,decoder_depot_count,decoder_vehicle_types,decoder_cache_entries,decoder_cache_hits,decoder_cache_misses,projection_native_route_count,projection_route_identity_preserved,roundtrip_completion_cost,search_iterations
cn-jjj-25c-02-V2-LOCATIONS,small,jjj,PASS,,25,1,beijing,2025-02-12,48,True,1641.3275017740052,162.82432816787605,0,0,4,4,4,1641.3275017740052,"[{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":4,""vehicle_type"":""cv""}],""feasible"":true,""objective"":1702.4963178319515,""rank"":1,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":0.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":4,""vehicle_type"":""ev""}],""feasible"":true,""objective"":1641.3275017740052,""rank"":2,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":4,""vehicle_type"":""ev""}],""feasible"":true,""objective"":1648.0344934699776,""rank"":3,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_beijing"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""legacy"",""home_depot_id"":""D_beijing"",""route_index"":4,""vehicle_type"":""ev""}],""feasible"":true,""objective"":1648.0344934699776,""rank"":4,""violations"":[]}]",1,cv|ev,20,20,20,5,True,1641.3275017740052,0
cn-prd-100c-03-V2-LOCATIONS,medium,prd,PASS,,100,2,guangzhou|shenzhen,2025-02-12,96,True,5304.280211048351,482.3872217186642,0,0,6,6,6,5304.280211048351,"[{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":4,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":5,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":6,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":7,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":8,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":9,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":10,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":11,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":12,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":13,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":14,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":15,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":16,""vehicle_type"":""cv""}],""feasible"":true,""objective"":5358.173183881584,""rank"":1,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":4,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":5,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":6,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":7,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":8,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":9,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":10,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":11,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":12,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":13,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":14,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":15,""vehicle_type"":""cv""},{""carbon_weight"":0.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":16,""vehicle_type"":""ev""}],""feasible"":true,""objective"":5304.280211048351,""rank"":2,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":4,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":5,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":6,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":7,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":8,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":9,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":10,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":11,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":12,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":13,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":14,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":15,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":16,""vehicle_type"":""ev""}],""feasible"":true,""objective"":5314.217707929509,""rank"":3,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":4,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":5,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":6,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":7,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":8,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":9,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":10,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":11,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":12,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":13,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":14,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":15,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""legacy"",""home_depot_id"":""D_shenzhen"",""route_index"":16,""vehicle_type"":""ev""}],""feasible"":true,""objective"":5314.217707929509,""rank"":4,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":4,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":5,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":6,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":7,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":8,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":9,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":10,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":11,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":12,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":13,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":14,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":15,""vehicle_type"":""cv""},{""carbon_weight"":0.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":16,""vehicle_type"":""ev""}],""feasible"":true,""objective"":5445.011606958543,""rank"":5,""violations"":[]},{""assignments"":[{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":0,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":1,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":2,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":3,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":4,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":5,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":6,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":7,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":8,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":9,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":10,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":11,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":12,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":13,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":14,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_shenzhen"",""route_index"":15,""vehicle_type"":""cv""},{""carbon_weight"":1.0,""charge_strategy"":""integrated"",""home_depot_id"":""D_guangzhou"",""route_index"":16,""vehicle_type"":""ev""}],""feasible"":true,""objective"":5529.679106660005,""rank"":6,""violations"":[]}]",2,cv|ev,136,136,136,17,True,5304.280211048351,0
