arm,timing_rule,route_fingerprint,service_fingerprint,energy_ledger_fingerprint,timing_fingerprint,source_replay_max_difference,hard_violation_count,hard_violation_types,first_trip_wrong_day_offset,charge_outside_legal_window,same_vehicle_charge_trip_overlaps,same_vehicle_charge_charge_overlaps,total_cost,total_operational_emissions_kg,direct_fuel_emissions_kg,charging_emissions_kg,total_charging_kwh,pre_day_charging_kwh,between_trip_charging_kwh,pre_day_charging_emissions_kg,between_trip_charging_emissions_kg,eligible_pre_day_kwh,eligible_between_trip_kwh,slot_energy_closure_error
ownership_fixed,immediate,6ee215743bfe8d97f9ec0e6e2a13d6743d54f6c9f4b5e959c4297878455c6862,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f62d09d4bf4c75817248b8c3abfa5fcc68ea6c4315a42c56a806e155a56488f7,69f855166bd83e8da05c968010c8b6f8c95ea3b6b01ef40ca73fd422a2f93a40,0.0,0,{},0,0,0,0,4223.5655139928,1342.5895046818603,1243.057461263113,99.53204341874714,1452.07487377362,806.4456742719683,645.6291995016518,45.76178767092214,53.770255747825,806.4456742719683,311.2254379550718,0.0
ownership_fixed,low_carbon,6ee215743bfe8d97f9ec0e6e2a13d6743d54f6c9f4b5e959c4297878455c6862,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f62d09d4bf4c75817248b8c3abfa5fcc68ea6c4315a42c56a806e155a56488f7,d2e7753aeed3eac2293bf3e3024f7ab3f90f11ff8ccddf55e5c7ed07e66d1d43,0.0,0,{},0,0,0,0,4223.5655139928,1342.5874190785664,1243.057461263113,99.52995781545339,1452.07487377362,806.4456742719683,645.6291995016518,45.759702067628396,53.770255747825,806.4456742719683,311.2254379550718,0.0
reassignment_allowed,immediate,c884d7596eea2f641122f3a3579c180c64edb6b8c6fb52652cd80030934aedbc,0e7fa0e868905be2fb44730a700c09a53689c65334c1703941a8eb217706c3d7,c9200e5147a8cd2d565244fce296828dbbc5c4e1c6f0295f12c6c13e117641a5,8b81c2d1ffb85a562a8798cada14cac026e1c7b64a26de3a243829656c1629b9,0.0,0,{},0,0,0,0,3789.601874695077,1256.037430732711,1182.408143805533,73.62928692717817,1075.5174967247613,834.3336061788091,241.18389054595218,49.30790216019686,24.321384766981282,834.3336061788091,91.69221449706689,0.0
reassignment_allowed,low_carbon,c884d7596eea2f641122f3a3579c180c64edb6b8c6fb52652cd80030934aedbc,0e7fa0e868905be2fb44730a700c09a53689c65334c1703941a8eb217706c3d7,c9200e5147a8cd2d565244fce296828dbbc5c4e1c6f0295f12c6c13e117641a5,3111495b081fe3e1d0578d1e759d4b107a1622edef6c868c5107ec09797180f1,0.0,0,{},0,0,0,0,3789.601874695077,1255.9731191435556,1182.408143805533,73.56497533802248,1075.5174967247613,834.3336061788091,241.18389054595218,49.24359057104117,24.321384766981282,834.3336061788091,91.69221449706689,0.0
