task_id,instance_id,region,arm,charge_timing_policy,seed,view,improvement_sequence,iteration,global_iteration,objective_before,objective_after,improvement_absolute,improvement_relative,objective_type
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,naive_ev,12,5468,11468,1823139,1818368,4771,0.002616915111793451,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,1,3,12003,9223372036854775807,2403396,9223372036852372411,0.9999999999997394,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,2,7,12007,2403396,1876090,527306,0.2194003817930961,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,3,49,12049,1876090,1864632,11458,0.006107382908069442,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,4,213,12213,1864632,1800003,64629,0.034660458471162135,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,5,234,12234,1800003,1781436,18567,0.010314982808361985,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,6,244,12244,1781436,1763584,17852,0.010021129021755483,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,7,370,12370,1763584,1759069,4515,0.002560127558426477,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,8,410,12410,1759069,1744272,14797,0.00841183603372011,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,9,570,12570,1744272,1713471,30801,0.017658369795536477,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,10,2366,14366,1713471,1710687,2784,0.0016247721729752064,PyVRP integer proxy objective
T24__CY__ASAP__S2026080203,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080203,mechanism_ev,11,4759,16759,1710687,1699370,11317,0.006615470860537316,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,1,1,1,9223372036854775807,3417683,9223372036851358124,0.9999999999996294,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,2,8,8,3417683,2473236,944447,0.27634131076521723,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,3,47,47,2473236,2456892,16344,0.006608346312280753,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,4,113,113,2456892,2451547,5345,0.0021755128023535427,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,5,126,126,2451547,2437246,14301,0.005833459444179533,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,6,168,168,2437246,2430032,7214,0.002959898180159081,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,7,192,192,2430032,2407761,22271,0.009164899886092035,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,8,754,754,2407761,2399265,8496,0.0035285894239503006,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,9,1107,1107,2399265,2396238,3027,0.001261636376140193,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,10,1167,1167,2396238,2388099,8139,0.0033965741299486945,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,11,2417,2417,2388099,2381762,6337,0.002653575082105055,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,12,2802,2802,2381762,2372403,9359,0.003929443831919394,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,cv_only,13,4606,4606,2372403,2367383,5020,0.002115997998653686,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,1,1,6001,9223372036854775807,2644791,9223372036852131016,0.9999999999997132,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,2,8,6008,2644791,2610349,34442,0.01302257909982301,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,3,40,6040,2610349,2582426,27923,0.010697037062860177,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,4,45,6045,2582426,2420389,162037,0.06274603802780795,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,5,46,6046,2420389,2004387,416002,0.1718740252083446,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,6,87,6087,2004387,1975179,29208,0.014572036238510826,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,7,224,6224,1975179,1868105,107074,0.05420977035499061,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,8,590,6590,1868105,1859899,8206,0.0043926867065823385,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,9,668,6668,1859899,1840846,19053,0.010244104652994598,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,10,2126,8126,1840846,1829885,10961,0.0059543275211506016,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,11,3870,9870,1829885,1823283,6602,0.0036078769977348304,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,naive_ev,12,4309,10309,1823283,1816530,6753,0.003703758549824684,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,1,3,12003,9223372036854775807,3217485,9223372036851558322,0.9999999999996512,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,2,10,12010,3217485,1866678,1350807,0.41983319269553704,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,3,36,12036,1866678,1830491,36187,0.019385775157793685,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,4,147,12147,1830491,1825220,5271,0.002879555266865557,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,5,179,12179,1825220,1778163,47057,0.0257815496214155,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,6,302,12302,1778163,1760862,17301,0.009729704194722306,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,7,425,12425,1760862,1754772,6090,0.0034585333774026584,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,8,707,12707,1754772,1750883,3889,0.0022162423380359384,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,9,1025,13025,1750883,1742513,8370,0.00478044506686055,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,10,1297,13297,1742513,1741611,902,0.0005176431969230646,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,11,1387,13387,1741611,1738985,2626,0.0015077993880378568,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,12,1733,13733,1738985,1732070,6915,0.003976457531261052,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,13,1864,13864,1732070,1730673,1397,0.0008065493888815117,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,14,2611,14611,1730673,1723831,6842,0.003953375363225751,PyVRP integer proxy objective
T24__CY__ASAP__S2026080204,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080204,mechanism_ev,15,5971,17971,1723831,1712910,10921,0.006335307811496603,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,1,1,1,9223372036854775807,3344670,9223372036851431137,0.9999999999996374,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,2,6,6,3344670,2560778,783892,0.23437050590940212,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,3,10,10,2560778,2442518,118260,0.04618127772106758,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,4,48,48,2442518,2437497,5021,0.002055665505842741,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,5,63,63,2437497,2428461,9036,0.0037070814856387515,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,6,113,113,2428461,2424095,4366,0.0017978464550182194,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,7,404,404,2424095,2419934,4161,0.0017165168856831106,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,8,655,655,2419934,2414781,5153,0.002129396917436591,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,9,846,846,2414781,2391747,23034,0.009538753203706672,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,10,1381,1381,2391747,2389596,2151,0.0008993426144153207,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,11,1555,1555,2389596,2388974,622,0.00026029504568973163,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,12,1596,1596,2388974,2374917,14057,0.005884115942659904,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,13,3632,3632,2374917,2372618,2299,0.0009680338302349092,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,cv_only,14,4589,4589,2372618,2368284,4334,0.0018266741633082106,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,1,5,6005,9223372036854775807,2736474,9223372036852039333,0.9999999999997033,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,2,6,6006,2736474,2428388,308086,0.11258502730155667,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,3,22,6022,2428388,2390192,38196,0.015728952704427795,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,4,27,6027,2390192,2053338,336854,0.1409317745185324,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,5,28,6028,2053338,1992864,60474,0.029451556441267828,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,6,73,6073,1992864,1975736,17128,0.008594665767458291,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,7,97,6097,1975736,1933253,42483,0.02150236671296165,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,8,122,6122,1933253,1904091,29162,0.015084419887102206,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,9,226,6226,1904091,1895785,8306,0.004362186471129794,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,10,268,6268,1895785,1878783,17002,0.008968316554883598,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,11,308,6308,1878783,1869375,9408,0.005007496874306399,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,12,530,6530,1869375,1835072,34303,0.018349983283182884,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,13,1387,7387,1835072,1834341,731,0.00039834949255397064,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,naive_ev,14,2975,8975,1834341,1811429,22912,0.01249058926339214,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,1,9,12009,9223372036854775807,2888611,9223372036851887196,0.9999999999996868,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,2,13,12013,2888611,2810951,77660,0.026884893812285558,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,3,18,12018,2810951,2313825,497126,0.17685331405634605,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,4,22,12022,2313825,2035556,278269,0.12026363272935507,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,5,37,12037,2035556,1806789,228767,0.11238551039617677,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,6,168,12168,1806789,1796811,9978,0.0055225042879937835,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,7,314,12314,1796811,1770834,25977,0.014457280147995532,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,8,457,12457,1770834,1757256,13578,0.007667573583972298,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,9,581,12581,1757256,1752842,4414,0.002511870780353005,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,10,641,12641,1752842,1740157,12685,0.007236818834783739,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,11,645,12645,1740157,1732926,7231,0.004155372187681916,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,12,777,12777,1732926,1726053,6873,0.003966124346913832,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,13,1371,13371,1726053,1718910,7143,0.004138343376478011,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,14,2581,14581,1718910,1712048,6862,0.003992064738700688,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,15,3046,15046,1712048,1711886,162,9.4623515228545e-05,PyVRP integer proxy objective
T24__CY__ASAP__S2026080205,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080205,mechanism_ev,16,3206,15206,1711886,1704820,7066,0.004127611301219824,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,1,1,1,9223372036854775807,4693920,9223372036850081887,0.9999999999994911,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,2,3,3,4693920,4664561,29359,0.006254686914135733,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,3,5,5,4664561,3477131,1187430,0.2545641486948075,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,4,24,24,3477131,3389941,87190,0.025075270388144708,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,5,27,27,3389941,3376123,13818,0.004076177137006219,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,6,30,30,3376123,2491403,884720,0.2620520638614174,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,7,50,50,2491403,2437058,54345,0.021813010580785205,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,8,51,51,2437058,2434432,2626,0.0010775287252088378,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,9,112,112,2434432,2431038,3394,0.001394165045480835,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,10,131,131,2431038,2429300,1738,0.0007149209514618858,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,11,187,187,2429300,2408249,21051,0.00866545918577368,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,12,242,242,2408249,2396130,12119,0.005032286943750418,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,13,793,793,2396130,2376117,20013,0.008352217951446708,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,14,1944,1944,2376117,2375746,371,0.00015613709257582855,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,15,4678,4678,2375746,2374260,1486,0.000625487741534659,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,cv_only,16,5999,5999,2374260,2369535,4725,0.001990093755528038,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,1,1,6001,9223372036854775807,2492672,9223372036852283135,0.9999999999997298,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,2,13,6013,2492672,2049794,442878,0.17767199214337065,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,3,73,6073,2049794,2024511,25283,0.012334410189511726,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,4,80,6080,2024511,1997019,27492,0.013579575512308898,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,5,124,6124,1997019,1985995,11024,0.00552022789968448,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,6,165,6165,1985995,1966848,19147,0.009641011180793507,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,7,189,6189,1966848,1941060,25788,0.013111333463490823,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,8,198,6198,1941060,1905393,35667,0.01837501159160459,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,9,249,6249,1905393,1866361,39032,0.020485012803133,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,10,813,6813,1866361,1863929,2432,0.0013030705206549002,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,11,1210,7210,1863929,1858416,5513,0.00295773068609373,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,12,1349,7349,1858416,1838802,19614,0.010554149340083167,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,13,1435,7435,1838802,1838702,100,5.438323430146367e-05,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,14,2107,8107,1838702,1832230,6472,0.0035198743461420066,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,15,2315,8315,1832230,1825418,6812,0.003717873847715625,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,naive_ev,16,3430,9430,1825418,1822029,3389,0.0018565610725872102,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,1,1,12001,9223372036854775807,2827445,9223372036851948362,0.9999999999996935,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,2,7,12007,2827445,2425367,402078,0.14220541867304226,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,3,22,12022,2425367,2353973,71394,0.029436369835987707,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,4,23,12023,2353973,2334634,19339,0.008215472310005256,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,5,24,12024,2334634,1920886,413748,0.17722178294327934,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,6,89,12089,1920886,1863853,57033,0.029690986346925324,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,7,131,12131,1863853,1852693,11160,0.005987596661324686,PyVRP integer proxy objective
T24__CY__ASAP__S2026080206,cn-cy-100c-01-V2-LOCATIONS,CY,ASAP,asap,2026080206,mechanism_ev,8,187,12187,1852693,1790971,61722,0.03331474777526552,PyVRP integer proxy objective
