actual_evaluations,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,pair_count,seed,trace_rows,violation_count
50,5802.365656357598,3,30,0.8958333333333334,32.8198302919991,6,2,48,0
