count,label,seconds,seed
48.0,acceptance,0.0007801600004313514,2
3.0,destroy:random_customer_removal,0.0026405420067021623,2
45.0,destroy:worst_customer_removal,0.047732162005559076,2
1.0,final_check,0.002602749998914078,2
48.0,full_candidate_score,0.2768919159716461,2
5.0,history_model_cost,0.014044000003195833,2
1.0,initial_reference_score,0.004522082999756094,2
28.0,local_search,0.00016712198703316972,2
2.0,repair:greedy_insert_repair,2.762125041001127,2
2.0,repair:regret2_insert_repair,0.7824067499968805,2
44.0,repair:regret3_insert_repair,29.124996459002432,2
39.0,repair_full_check,0.12209449902002234,2
4988.0,route_model_cost,0.5610980920391739,2
2.0,scan_build,0.014769084002182353,2
2.0,scan_score,0.011886209002113901,2
