accepted,accepted_worse,actual_evals_added,best_improved,better_current,candidate_backend,candidate_obj,candidate_route_count,candidate_route_count_delta,changed,destroy_id,eval,hard_violation_count,local_search_attempted,local_search_improved,local_search_obj_after,local_search_obj_before,local_search_route_count_after,local_search_route_count_before,local_search_route_count_delta,move,operator_base_id,outcome_candidate_obj,outcome_hard_violation_count,previous_best_obj,previous_obj,previous_route_count,raw_action,raw_candidate_obj,raw_candidate_route_count,raw_candidate_route_count_delta,raw_changed,raw_hard_violation_count,raw_removed_count,remove_count_q,remove_fraction,removed_count,repair_id,revert_reason,seed,selector_epsilon,selector_iter,selector_pair_times,selector_phase,selector_probability,selector_sample,selector_temperature,selector_type,selector_value,strong_bridge_backend_changed,strong_bridge_backend_destroy,strong_bridge_backend_detail,strong_bridge_backend_feasible,strong_bridge_backend_produced,strong_bridge_backend_removed_count,strong_bridge_backend_repair,temperature,winner_operator_module
False,False,1,False,False,winner_operator_set,5999.948394344144,32,1,True,worst_customer_removal,12,0,True,False,5999.948394344144,5999.948394344144,32,32,0,11,winner_kernel_v1,5999.948394344144,0,5802.365656357598,5889.304782384947,31,"[1, 2, -1, -1]",5999.948394344144,32,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,10,5,exploit,nan,nan,nan,alpha_ucb,16.578806982443762,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,6075.883724131705,33,2,True,worst_customer_removal,13,0,True,False,6075.883724131705,6075.883724131705,33,33,0,12,winner_kernel_v1,6075.883724131705,0,5802.365656357598,5889.304782384947,31,"[1, 2, -1, -1]",6075.883724131705,33,2,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,11,6,exploit,nan,nan,nan,alpha_ucb,13.843519830110388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,6033.486597510957,33,0,True,worst_customer_removal,14,0,True,False,6033.486597510957,6033.486597510957,33,33,0,13,winner_kernel_v1,6033.486597510957,0,5802.365656357598,6075.883724131705,33,"[1, 2, -1, -1]",6033.486597510957,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,12,7,exploit,nan,nan,nan,alpha_ucb,12.167297449879422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6090.827727552387,33,0,True,worst_customer_removal,15,0,True,False,6090.827727552387,6090.827727552387,33,33,0,14,winner_kernel_v1,6090.827727552387,0,5802.365656357598,6033.486597510957,33,"[1, 2, -1, -1]",6090.827727552387,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,13,8,exploit,nan,nan,nan,alpha_ucb,11.65941098515731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,6192.003103535266,34,1,True,worst_customer_removal,16,0,True,False,6192.003103535266,6192.003103535266,34,34,0,15,winner_kernel_v1,6192.003103535266,0,5802.365656357598,6033.486597510957,33,"[1, 2, -1, -1]",6192.003103535266,34,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,14,9,exploit,nan,nan,nan,alpha_ucb,10.380521653552083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,6145.153187773892,34,0,True,worst_customer_removal,17,0,True,False,6145.153187773892,6145.153187773892,34,34,0,16,winner_kernel_v1,6145.153187773892,0,5802.365656357598,6192.003103535266,34,"[1, 2, -1, -1]",6145.153187773892,34,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,15,10,exploit,nan,nan,nan,alpha_ucb,9.55200099160319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6145.153187773892,34,0,False,worst_customer_removal,18,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,17,winner_kernel_v1,6145.153187773892,0,5802.365656357598,6145.153187773892,34,"[1, 2, -1, -1]",6145.153187773892,34,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,16,11,exploit,nan,nan,nan,alpha_ucb,9.419252125807192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,5867.72104186014,32,-2,True,worst_customer_removal,19,0,True,False,5867.72104186014,5867.72104186014,32,32,0,18,winner_kernel_v1,5867.72104186014,0,5802.365656357598,6145.153187773892,34,"[1, 2, -1, -1]",5867.72104186014,32,-2,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,17,12,exploit,nan,nan,nan,alpha_ucb,8.645867548997177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6004.799909001988,33,1,True,worst_customer_removal,20,0,True,False,6004.799909001988,6004.799909001988,33,33,0,19,winner_kernel_v1,6004.799909001988,0,5802.365656357598,5867.72104186014,32,"[1, 2, -1, -1]",6004.799909001988,33,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,18,13,exploit,nan,nan,nan,alpha_ucb,8.602789550046069,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,False,winner_operator_set,5867.72104186014,32,0,True,worst_customer_removal,21,0,True,False,5867.72104186014,5867.72104186014,32,32,0,20,winner_kernel_v1,5867.72104186014,0,5802.365656357598,5867.72104186014,32,"[1, 2, -1, -1]",5867.72104186014,32,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,19,14,exploit,nan,nan,nan,alpha_ucb,7.997829674241355,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5867.72104186014,32,0,False,worst_customer_removal,22,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,21,winner_kernel_v1,5867.72104186014,0,5802.365656357598,5867.72104186014,32,"[1, 2, -1, -1]",5867.72104186014,32,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,20,15,exploit,nan,nan,nan,alpha_ucb,7.603379950513108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5867.72104186014,32,0,False,worst_customer_removal,23,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,22,winner_kernel_v1,5867.72104186014,0,5802.365656357598,5867.72104186014,32,"[1, 2, -1, -1]",5867.72104186014,32,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,21,16,exploit,nan,nan,nan,alpha_ucb,7.136232139645424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,5995.856146614818,33,1,True,worst_customer_removal,24,0,True,False,5995.856146614818,5995.856146614818,33,33,0,23,winner_kernel_v1,5995.856146614818,0,5802.365656357598,5867.72104186014,32,"[1, 2, -1, -1]",5995.856146614818,33,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,22,17,exploit,nan,nan,nan,alpha_ucb,6.723931198122202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,6084.2666810643905,34,1,True,worst_customer_removal,25,0,True,False,6084.2666810643905,6084.2666810643905,34,34,0,24,winner_kernel_v1,6084.2666810643905,0,5802.365656357598,5995.856146614818,33,"[1, 2, -1, -1]",6084.2666810643905,34,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,23,18,exploit,nan,nan,nan,alpha_ucb,6.465677479595967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,6089.816355508071,34,0,True,worst_customer_removal,26,0,True,False,6089.816355508071,6089.816355508071,34,34,0,25,winner_kernel_v1,6089.816355508071,0,5802.365656357598,6084.2666810643905,34,"[1, 2, -1, -1]",6089.816355508071,34,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,24,19,exploit,nan,nan,nan,alpha_ucb,6.234522906538835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,5971.835655345958,33,-1,True,worst_customer_removal,27,0,True,False,5971.835655345958,5971.835655345958,33,33,0,26,winner_kernel_v1,5971.835655345958,0,5802.365656357598,6089.816355508071,34,"[1, 2, -1, -1]",5971.835655345958,33,-1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,25,20,exploit,nan,nan,nan,alpha_ucb,6.026408241774654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5971.835655345958,33,0,False,worst_customer_removal,28,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,27,winner_kernel_v1,5971.835655345958,0,5802.365656357598,5971.835655345958,33,"[1, 2, -1, -1]",5971.835655345958,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,26,21,exploit,nan,nan,nan,alpha_ucb,6.123761105725639,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5971.835655345958,33,0,False,worst_customer_removal,29,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,28,winner_kernel_v1,5971.835655345958,0,5802.365656357598,5971.835655345958,33,"[1, 2, -1, -1]",5971.835655345958,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,27,22,exploit,nan,nan,nan,alpha_ucb,5.850839964910856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,5962.459961436677,33,0,True,worst_customer_removal,30,0,True,False,5962.459961436677,5962.459961436677,33,33,0,29,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5971.835655345958,33,"[1, 2, -1, -1]",5962.459961436677,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,28,23,exploit,nan,nan,nan,alpha_ucb,5.601597062573554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,31,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,29,24,exploit,nan,nan,nan,alpha_ucb,5.704325603862708,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,32,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,31,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,30,25,exploit,nan,nan,nan,alpha_ucb,5.480791607027708,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,33,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,32,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,31,26,exploit,nan,nan,nan,alpha_ucb,5.274412243273815,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,34,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,33,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,32,27,exploit,nan,nan,nan,alpha_ucb,5.083283428902022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,35,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,34,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,33,28,exploit,nan,nan,nan,alpha_ucb,4.905772929141156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,37,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,35,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,34,29,exploit,nan,nan,nan,alpha_ucb,4.740473506116926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6080.44066159879,34,1,True,worst_customer_removal,38,0,True,False,6080.44066159879,6080.44066159879,34,34,0,36,winner_kernel_v1,6080.44066159879,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",6080.44066159879,34,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,35,30,exploit,nan,nan,nan,alpha_ucb,4.586165434584986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,5963.035215348767,33,0,True,worst_customer_removal,39,0,True,False,5963.035215348767,5963.035215348767,33,33,0,37,winner_kernel_v1,5963.035215348767,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5963.035215348767,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,36,31,exploit,nan,nan,nan,alpha_ucb,4.441786270578683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,5962.459961436677,33,0,True,worst_customer_removal,40,0,True,False,5962.459961436677,5962.459961436677,33,33,0,38,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5963.035215348767,33,"[1, 2, -1, -1]",5962.459961436677,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,37,32,exploit,nan,nan,nan,alpha_ucb,4.367343786745064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6080.44066159879,34,1,True,worst_customer_removal,41,0,True,False,6080.44066159879,6080.44066159879,34,34,0,39,winner_kernel_v1,6080.44066159879,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",6080.44066159879,34,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,38,33,exploit,nan,nan,nan,alpha_ucb,4.479208372615711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,5963.035215348767,33,0,True,worst_customer_removal,42,0,True,False,5963.035215348767,5963.035215348767,33,33,0,40,winner_kernel_v1,5963.035215348767,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5963.035215348767,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,39,34,exploit,nan,nan,nan,alpha_ucb,4.350647951362281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,5962.459961436677,33,0,True,worst_customer_removal,43,0,True,False,5962.459961436677,5962.459961436677,33,33,0,41,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5963.035215348767,33,"[1, 2, -1, -1]",5962.459961436677,33,0,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,40,35,exploit,nan,nan,nan,alpha_ucb,4.285128338479726,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6079.8654076867015,34,1,True,worst_customer_removal,44,0,True,False,6079.8654076867015,6079.8654076867015,34,34,0,42,winner_kernel_v1,6079.8654076867015,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",6079.8654076867015,34,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,41,36,exploit,nan,nan,nan,alpha_ucb,4.3898968732677375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,45,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,43,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,42,37,exploit,nan,nan,nan,alpha_ucb,4.274120055391545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,True,1,False,False,winner_operator_set,6079.8654076867015,34,1,True,worst_customer_removal,46,0,True,False,6079.8654076867015,6079.8654076867015,34,34,0,44,winner_kernel_v1,6079.8654076867015,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",6079.8654076867015,34,1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,43,38,exploit,nan,nan,nan,alpha_ucb,4.164420501462911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,6079.8654076867015,34,0,False,worst_customer_removal,47,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,45,winner_kernel_v1,6079.8654076867015,0,5802.365656357598,6079.8654076867015,34,"[1, 2, -1, -1]",6079.8654076867015,34,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,44,39,exploit,nan,nan,nan,alpha_ucb,4.110331292477779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
True,False,1,False,True,winner_operator_set,5962.459961436677,33,-1,True,worst_customer_removal,48,0,True,False,5962.459961436677,5962.459961436677,33,33,0,46,winner_kernel_v1,5962.459961436677,0,5802.365656357598,6079.8654076867015,34,"[1, 2, -1, -1]",5962.459961436677,33,-1,True,0,0,,,0,regret3_insert_repair,candidate_usable,2,nan,45,40,exploit,nan,nan,nan,alpha_ucb,4.010182168768509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,49,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,47,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,46,41,exploit,nan,nan,nan,alpha_ucb,4.108807257089004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
False,False,1,False,False,winner_operator_set,5962.459961436677,33,0,False,worst_customer_removal,50,0,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,48,winner_kernel_v1,5962.459961436677,0,5802.365656357598,5962.459961436677,33,"[1, 2, -1, -1]",5962.459961436677,33,0,False,0,0,,,0,regret3_insert_repair,unchanged,2,nan,47,42,exploit,nan,nan,nan,alpha_ucb,4.0134374078499295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,setp_solver.algorithms.resetp_alns.kernel.winner
