task_id,instance_id,seed,candidate_signature,action_type,source_route,target_route,source_pos,target_pos,aux,proxy_score,proxy_feasible,exact_status,exact_objective,exact_improvement,exact_violation_count,exact_completion_seconds,error
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,896a66de1b034cd9ccccd599d20a3490ebb60faecf73bbc19d3bf0a247241a34,relocate,8,6,6,3,0,6241826,False,INFEASIBLE_OR_ERROR,,,,0.0011255419813096523,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0007:C084:late by 5429.786 s (due l=61220.266, start=66650.053); TIME_WINDOW:CH81-0007:C018:late by 20623.259 s (due l=59387.294, start=80010.553); TIME_WINDOW:CH81-0007:C014:late by 23360.462 s (due l=57021.691, start=80382.153); TIME_WINDOW:CH81-0007:D_chengdu:late by 3481.053 s (due l=79200.000, start=82681.053)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,d6e1e593a63ec7838bdad046cbcd94606f35562306b3a2adf66ef214e958131f,relocate,14,10,5,1,0,5582740,False,INFEASIBLE_OR_ERROR,,,,0.001105832983739674,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0011:D_chongqing:initial load 1874.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0011:C047:late by 15157.475 s (due l=45909.071, start=61066.546); TIME_WINDOW:CH81-0011:C069:late by 9712.648 s (due l=52341.698, start=62054.346); TIME_WINDOW:CH81-0011:C077:late by 10833.424 s (due l=52297.222, start=63130.646); TIME_WINDOW:CH81-0011:C046:late by 5532.886 s (due l=59066.060, start=64598.946); TIME_WINDOW:CH81-0011:C057:late by 922.335 s (due l=64734.511, start=65656.846)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,b56fb96fd381b13db2233d98d81bdd9ba0812277ddfdf0288ac7bb9df33e1524,relocate,5,1,1,2,0,5334459,False,INFEASIBLE_OR_ERROR,,,,0.0011565839522518218,China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0002:D_chengdu:initial load 2014.000000 exceeds Q=1735.000000
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,93b848a7b2213aa24d143490cee45c0d563ce82a3a90dcdcf2d853adf36cf7b2,relocate,1,3,1,5,0,5421600,False,INFEASIBLE_OR_ERROR,,,,0.001216834003571421,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0004:D_chengdu:initial load 1874.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0004:C021:late by 7981.074 s (due l=48744.228, start=56725.302)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,8d1687e9db86d64f2a8397e9029705a20b79736261ca57db4845667129d4e01b,relocate,6,1,4,0,0,5438803,False,INFEASIBLE_OR_ERROR,,,,0.001440166961401701,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0002:D_chengdu:initial load 1875.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0002:C040:late by 4373.209 s (due l=51407.382, start=55780.591); TIME_WINDOW:CH81-0002:C021:late by 7683.364 s (due l=48744.228, start=56427.591); TIME_WINDOW:CH81-0002:C034:late by 3207.008 s (due l=53613.083, start=56820.091)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,db05597be55ac8929999ccfe52e5d0f55dfef2089e065a6442f8934070e81554,relocate,7,4,0,6,0,5676733,False,INFEASIBLE_OR_ERROR,,,,0.001048958976753056,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0005:D_chengdu:initial load 2084.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0005:C038:late by 15582.943 s (due l=46022.708, start=61605.652)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,a202e3d33a3c4e9bc0aada2080333f13ef6a92300a445ce1df654f6658ea6db9,relocate,13,14,1,5,0,5447902,False,INFEASIBLE_OR_ERROR,,,,0.0006831670179963112,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0015:D_chongqing:initial load 1875.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0015:C094:late by 9334.917 s (due l=47708.998, start=57043.915)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,fb054b180a223a2b5396a5135f459562b4d51fadc61f6b11ab1b1dff5384f516,relocate,0,15,0,6,0,6964296,False,INFEASIBLE_OR_ERROR,,,,0.0017880829982459545,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0016:D_chongqing:initial load 2084.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0016:C030:late by 25016.944 s (due l=43143.958, start=68160.903); TIME_WINDOW:CH81-0016:C096:late by 20143.507 s (due l=61739.095, start=81882.603); TIME_WINDOW:CH81-0016:D_chongqing:late by 5014.703 s (due l=79200.000, start=84214.703)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,f201fa1ed47ab35aad9b61d4b7775aa279199da84321468508e5073a8b04a60f,relocate,9,16,0,2,0,5417982,False,INFEASIBLE_OR_ERROR,,,,0.0011569159687496722,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0017:C061:late by 6305.092 s (due l=42496.487, start=48801.579)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,9af55e92e65a0be2b3c103365d7d8103bdbf8942454a5103294872b868ed9076,relocate,3,11,2,5,0,6692871,False,INFEASIBLE_OR_ERROR,,,,0.0013185410061851144,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0012:D_chongqing:initial load 1806.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0012:C033:late by 15188.672 s (due l=48292.779, start=63481.451); TIME_WINDOW:CH81-0012:C043:late by 16617.197 s (due l=60062.055, start=76679.251); TIME_WINDOW:CH81-0012:C066:late by 12308.804 s (due l=65192.147, start=77500.951); TIME_WINDOW:CH81-0012:D_chongqing:late by 532.651 s (due l=79200.000, start=79732.651)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,476e91b9e6c15b03c315f9682bbfa8458c663f2ebe45726305209720f9197d07,relocate,15,2,2,1,0,6897574,False,INFEASIBLE_OR_ERROR,,,,0.0016620000242255628,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0003:D_chengdu:initial load 1944.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0003:C076:late by 9592.117 s (due l=50411.946, start=60004.063); TIME_WINDOW:CH81-0003:C041:late by 25367.321 s (due l=47824.341, start=73191.663); TIME_WINDOW:CH81-0003:C024:late by 22694.798 s (due l=51677.764, start=74372.563); TIME_WINDOW:CH81-0003:C012:late by 24174.948 s (due l=50962.415, start=75137.363); TIME_WINDOW:CH81-0003:C005:late by 25465.939 s (due l=50442.623, start=75908.563); TIME_WINDOW:CH81-0003:C013:late by 16465.218 s (due l=59994.244, start=76459.463)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,f5f0afcbc271c2fee3c8a661133de15d7c9947108c8b3586a38fdf3695540cf6,relocate,3,13,5,3,0,6902044,False,INFEASIBLE_OR_ERROR,,,,0.0011816670303232968,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0014:D_chongqing:initial load 1875.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0014:C070:late by 23069.110 s (due l=52586.441, start=75655.550); TIME_WINDOW:CH81-0014:C097:late by 24981.356 s (due l=51678.595, start=76659.950); TIME_WINDOW:CH81-0014:C083:late by 22591.761 s (due l=55428.689, start=78020.450); TIME_WINDOW:CH81-0014:D_chongqing:late by 683.350 s (due l=79200.000, start=79883.350)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,81a30be47f5c3c7b22ba56ae29f3223fa7b097bd16fe3cbcef202c72d51766bb,relocate,5,10,3,2,0,6809762,False,INFEASIBLE_OR_ERROR,,,,0.001968334021512419,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0011:D_chongqing:initial load 2013.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0011:C032:late by 5217.602 s (due l=51860.430, start=57078.032); TIME_WINDOW:CH81-0011:C069:late by 17687.935 s (due l=52341.698, start=70029.632); TIME_WINDOW:CH81-0011:C077:late by 18808.711 s (due l=52297.222, start=71105.932); TIME_WINDOW:CH81-0011:C046:late by 13508.173 s (due l=59066.060, start=72574.232); TIME_WINDOW:CH81-0011:C057:late by 8897.622 s (due l=64734.511, start=73632.132)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,2f5be66f4c5185858fc90928f00771911e956148f1135e27b9b0907825aad234,relocate,12,6,2,2,0,6177071,False,INFEASIBLE_OR_ERROR,,,,0.0014822499942965806,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0007:C056:late by 1698.310 s (due l=58139.520, start=59837.830); TIME_WINDOW:CH81-0007:C036:late by 17222.425 s (due l=56003.505, start=73225.930); TIME_WINDOW:CH81-0007:C018:late by 14618.336 s (due l=59387.294, start=74005.630); TIME_WINDOW:CH81-0007:C014:late by 17355.539 s (due l=57021.691, start=74377.230)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,43e435fae8bfc243738cde3bcffbea8f3b84da867c2f3fd8fb08c9447a859702,relocate,1,0,4,2,0,5470462,False,INFEASIBLE_OR_ERROR,,,,0.0013772500096820295,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0001:D_chengdu:initial load 1945.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0001:C009:late by 7208.321 s (due l=51015.290, start=58223.611); TIME_WINDOW:CH81-0001:C035:late by 8501.043 s (due l=50877.168, start=59378.211); TIME_WINDOW:CH81-0001:C010:late by 6608.070 s (due l=53791.341, start=60399.411)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,b594fc7b64c29f069cc8856744e24fddf93edaf2b23e80cd8cfacb286d3602dc,relocate,1,8,4,1,0,6928260,False,INFEASIBLE_OR_ERROR,,,,0.002123875019606203,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0009:D_chongqing:initial load 1946.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0009:C011:late by 1919.173 s (due l=59908.903, start=61828.076); TIME_WINDOW:CH81-0009:C100:late by 24683.701 s (due l=50666.475, start=75350.176); TIME_WINDOW:CH81-0009:C081:late by 24019.512 s (due l=51882.565, start=75902.076); TIME_WINDOW:CH81-0009:C054:late by 24529.295 s (due l=52756.081, start=77285.376); TIME_WINDOW:CH81-0009:C082:late by 26019.483 s (due l=52046.494, start=78065.976); TIME_WINDOW:CH81-0009:C073:late by 18923.766 s (due l=60446.910, start=79370.676); TIME_WINDOW:CH81-0009:C084:late by 19257.810 s (due l=61220.266, start=80478.076)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,4d015ffe391efa5e0cd029985b1c0541a6521da549aec07b2cb8f9726827241d,swap,15,6,0,3,0,7642222,False,INFEASIBLE_OR_ERROR,,,,0.0016279999981634319,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0007:C075:late by 15310.368 s (due l=51036.484, start=66346.853); TIME_WINDOW:CH81-0007:C014:late by 22359.762 s (due l=57021.691, start=79381.453); TIME_WINDOW:CH81-0007:D_chengdu:late by 2480.353 s (due l=79200.000, start=81680.353); TIME_WINDOW:CH81-0016:C055:late by 18680.557 s (due l=50398.880, start=69079.436); TIME_WINDOW:CH81-0016:C076:late by 19860.090 s (due l=50411.946, start=70272.036); TIME_WINDOW:CH81-0016:C062:late by 14824.375 s (due l=56355.461, start=71179.836); TIME_WINDOW:CH81-0016:C092:late by 15886.618 s (due l=56603.619, start=72490.236); TIME_WINDOW:CH81-0016:C089:late by 17796.420 s (due l=55622.116, start=73418.536)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,0a69d38fec0d415b4ac2f05055520377930d7dad3b9bd0339a310d02d65be2cb,swap,17,13,1,0,0,5290797,False,PASS,5354.937642283023,-174.17310202827503,0,0.2484233749564737,
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,6ac1bda1c5448209b21be431aefa3c4cf174b731c4a54d3347878f0aaa0ceb98,swap,15,1,2,2,0,8149845,False,INFEASIBLE_OR_ERROR,,,,0.0011255000135861337,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0002:C076:late by 11171.812 s (due l=50411.946, start=61583.758); TIME_WINDOW:CH81-0002:C042:late by 15112.482 s (due l=59902.376, start=75014.858); TIME_WINDOW:CH81-0002:C011:late by 16214.855 s (due l=59908.903, start=76123.758); TIME_WINDOW:CH81-0002:C039:late by 13897.687 s (due l=63117.071, start=77014.758); TIME_WINDOW:CH81-0002:D_chengdu:late by 405.758 s (due l=79200.000, start=79605.758); CAPACITY:CH81-0016:D_chongqing:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0016:C034:late by 8022.185 s (due l=53613.083, start=61635.268); TIME_WINDOW:CH81-0016:C062:late by 18873.207 s (due l=56355.461, start=75228.668)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,5da71410128adfe1aaeedfb7312f4bf0dcbd87e251e419ea40db369cd740aa90,swap,3,15,5,2,0,8203196,False,INFEASIBLE_OR_ERROR,,,,0.0013307919725775719,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0004:D_chengdu:initial load 1805.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0004:C076:late by 18667.756 s (due l=50411.946, start=69079.702); TIME_WINDOW:CH81-0004:D_chengdu:late by 2303.502 s (due l=79200.000, start=81503.502); TIME_WINDOW:CH81-0016:C062:late by 18377.210 s (due l=56355.461, start=74732.671); TIME_WINDOW:CH81-0016:C092:late by 19439.452 s (due l=56603.619, start=76043.071); TIME_WINDOW:CH81-0016:C089:late by 21349.255 s (due l=55622.116, start=76971.371); TIME_WINDOW:CH81-0016:C096:late by 15683.775 s (due l=61739.095, start=77422.871); TIME_WINDOW:CH81-0016:D_chongqing:late by 554.971 s (due l=79200.000, start=79754.971)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,f63d3833e964f250b3d8bba54c262e47e6fc123f16e8c6db421b0ddba28a3e42,swap,8,5,5,2,0,8281207,False,INFEASIBLE_OR_ERROR,,,,0.0013497500331141055,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0006:C073:late by 763.480 s (due l=60446.910, start=61210.390); TIME_WINDOW:CH81-0006:C032:late by 22682.260 s (due l=51860.430, start=74542.690); TIME_WINDOW:CH81-0006:C002:late by 23355.256 s (due l=52149.734, start=75504.990); CAPACITY:CH81-0009:D_chongqing:initial load 1737.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0009:C004:late by 15753.062 s (due l=49760.515, start=65513.576); TIME_WINDOW:CH81-0009:C084:late by 17929.810 s (due l=61220.266, start=79150.076); TIME_WINDOW:CH81-0009:D_chongqing:late by 1996.176 s (due l=79200.000, start=81196.176)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,f2b39bb9efa653972016b349f79cb187c74432a97dbddf1b5ce348f583b63a1f,swap,0,9,2,1,0,8092516,False,INFEASIBLE_OR_ERROR,,,,0.001286833023186773,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0001:C067:late by 15810.155 s (due l=45131.022, start=60941.176); TIME_WINDOW:CH81-0001:C035:late by 22887.308 s (due l=50877.168, start=73764.476); TIME_WINDOW:CH81-0001:C010:late by 20994.335 s (due l=53791.341, start=74785.676); TIME_WINDOW:CH81-0010:C009:late by 2013.274 s (due l=51015.290, start=53028.564); TIME_WINDOW:CH81-0010:C093:late by 17350.660 s (due l=48634.504, start=65985.164); TIME_WINDOW:CH81-0010:C087:late by 15425.444 s (due l=51665.920, start=67091.364); TIME_WINDOW:CH81-0010:C079:late by 10555.098 s (due l=57914.865, start=68469.964); TIME_WINDOW:CH81-0010:C052:late by 7959.659 s (due l=61402.505, start=69362.164)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,1785574934682ae5fe5a335a664f19c228c733e541e7301ef651b8284296b9d4,swap,2,16,3,0,0,7616333,False,INFEASIBLE_OR_ERROR,,,,0.0012579999747686088,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0003:D_chengdu:initial load 1875.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0003:C072:late by 14165.432 s (due l=47727.730, start=61893.163); TIME_WINDOW:CH81-0003:C005:late by 25076.339 s (due l=50442.623, start=75518.963); TIME_WINDOW:CH81-0003:C013:late by 16075.618 s (due l=59994.244, start=76069.863); TIME_WINDOW:CH81-0017:C044:late by 12864.783 s (due l=47801.378, start=60666.160); TIME_WINDOW:CH81-0017:C065:late by 10649.663 s (due l=51411.697, start=62061.360)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,bb1a9b6774e86ff8432081c54614175f8898505d9445d5b202a605d77e2c43e3,swap,1,14,1,1,0,8206352,False,INFEASIBLE_OR_ERROR,,,,0.0016781669692136347,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0002:D_chengdu:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0002:C048:late by 17086.717 s (due l=43867.541, start=60954.258); TIME_WINDOW:CH81-0002:C034:late by 20690.475 s (due l=53613.083, start=74303.558); TIME_WINDOW:CH81-0002:C042:late by 15631.882 s (due l=59902.376, start=75534.258); TIME_WINDOW:CH81-0002:C011:late by 16734.255 s (due l=59908.903, start=76643.158); TIME_WINDOW:CH81-0002:C039:late by 14417.087 s (due l=63117.071, start=77534.158); TIME_WINDOW:CH81-0002:D_chengdu:late by 925.158 s (due l=79200.000, start=80125.158); TIME_WINDOW:CH81-0015:C021:late by 6901.625 s (due l=48744.228, start=55645.852)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,2940d08cab02fa3acc59adbff1f874aa6fa591a62ca1a31362ea6a88acdb2173,swap,8,7,6,0,0,7919441,False,INFEASIBLE_OR_ERROR,,,,0.0018540830351412296,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0008:C006:late by 24030.134 s (due l=47148.471, start=71178.605); TIME_WINDOW:CH81-0008:C026:late by 14811.178 s (due l=57497.426, start=72308.605); CAPACITY:CH81-0009:D_chongqing:initial load 1946.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0009:C038:late by 25089.726 s (due l=46022.708, start=71112.434); TIME_WINDOW:CH81-0009:D_chongqing:late by 6981.534 s (due l=79200.000, start=86181.534)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,7322060e2da019f6bce262b7973ab5d930b8de62897ab2c6560e54aa7e084172,swap,1,4,0,5,0,5538209,False,INFEASIBLE_OR_ERROR,,,,0.0017317919991910458,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0002:D_chengdu:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0002:C021:late by 12828.624 s (due l=48744.228, start=61572.852); TIME_WINDOW:CH81-0002:C034:late by 8352.269 s (due l=53613.083, start=61965.352); TIME_WINDOW:CH81-0002:C042:late by 3293.676 s (due l=59902.376, start=63196.052); TIME_WINDOW:CH81-0002:C011:late by 4396.049 s (due l=59908.903, start=64304.952); TIME_WINDOW:CH81-0002:C039:late by 2078.881 s (due l=63117.071, start=65195.952); TIME_WINDOW:CH81-0005:C040:late by 4138.682 s (due l=51407.382, start=55546.064)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,d21e2208e65e57965a1426df1bf4e378e58e4996ac75badbbe98cec3da8b3e5d,swap,2,11,3,1,0,8367168,False,INFEASIBLE_OR_ERROR,,,,0.001360916008707136,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0003:C049:late by 12167.345 s (due l=49968.117, start=62135.463); TIME_WINDOW:CH81-0003:C005:late by 24798.039 s (due l=50442.623, start=75240.663); TIME_WINDOW:CH81-0003:C013:late by 15797.318 s (due l=59994.244, start=75791.563); CAPACITY:CH81-0012:D_chongqing:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0012:C012:late by 7008.087 s (due l=50962.415, start=57970.501); TIME_WINDOW:CH81-0012:C060:late by 21251.214 s (due l=49998.487, start=71249.701); TIME_WINDOW:CH81-0012:C095:late by 22776.426 s (due l=48962.276, start=71738.701); TIME_WINDOW:CH81-0012:C074:late by 21825.319 s (due l=50670.382, start=72495.701)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,ab5434a41bd1a27df3afe6c6a697fdb917735cc4bf21726a7e6022b8ed670f2a,swap,2,8,3,5,0,8212533,False,INFEASIBLE_OR_ERROR,,,,0.0012999589671380818,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0003:D_chengdu:initial load 1736.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0003:C073:late by 1418.252 s (due l=60446.910, start=61865.163); TIME_WINDOW:CH81-0003:C005:late by 24671.839 s (due l=50442.623, start=75114.463); TIME_WINDOW:CH81-0003:C013:late by 15671.118 s (due l=59994.244, start=75665.363); TIME_WINDOW:CH81-0009:C012:late by 14466.562 s (due l=50962.415, start=65428.976); TIME_WINDOW:CH81-0009:C084:late by 17455.710 s (due l=61220.266, start=78675.976); TIME_WINDOW:CH81-0009:D_chongqing:late by 1522.076 s (due l=79200.000, start=80722.076)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,b83b87ad6c694fd618a400353ffe38ac28e05a2c82d78ade3c0aa70c2f3259e6,swap,4,8,3,4,0,8180814,False,INFEASIBLE_OR_ERROR,,,,0.0014424999826587737,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0005:D_chengdu:initial load 1737.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0005:C082:late by 11381.278 s (due l=52046.494, start=63427.771); TIME_WINDOW:CH81-0005:C027:late by 20771.028 s (due l=56388.544, start=77159.571); TIME_WINDOW:CH81-0005:C007:late by 14566.585 s (due l=63115.787, start=77682.371); TIME_WINDOW:CH81-0005:D_chengdu:late by 350.271 s (due l=79200.000, start=79550.271); TIME_WINDOW:CH81-0009:C025:late by 7540.494 s (due l=56845.083, start=64385.576); TIME_WINDOW:CH81-0009:C073:late by 17689.766 s (due l=60446.910, start=78136.676); TIME_WINDOW:CH81-0009:C084:late by 18023.810 s (due l=61220.266, start=79244.076)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,320cb2335e5ca8d88e2d8050edaf634ef436b68b568af7907a12031abf9d6d18,swap,17,9,3,5,0,5296042,False,INFEASIBLE_OR_ERROR,,,,0.0012627909891307354,China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0010:D_chongqing:initial load 1875.000000 exceeds Q=1735.000000
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,820a469b14312c53b0bc5daeda2f17add893628c2d0f0fb13f5dbd0decbf8c65,swap,1,8,2,6,0,8146568,False,INFEASIBLE_OR_ERROR,,,,0.0016859169700182974,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0002:C084:late by 530.691 s (due l=61220.266, start=61750.958); TIME_WINDOW:CH81-0002:C042:late by 15144.882 s (due l=59902.376, start=75047.258); TIME_WINDOW:CH81-0002:C011:late by 16247.255 s (due l=59908.903, start=76156.158); TIME_WINDOW:CH81-0002:C039:late by 13930.087 s (due l=63117.071, start=77047.158); TIME_WINDOW:CH81-0002:D_chengdu:late by 438.158 s (due l=79200.000, start=79638.158); CAPACITY:CH81-0009:D_chongqing:initial load 1876.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0009:C034:late by 17543.651 s (due l=53613.083, start=71156.734); TIME_WINDOW:CH81-0009:D_chongqing:late by 6775.034 s (due l=79200.000, start=85975.034)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,740f74d55742ee19152c702b9b4253293dce98ceeb710eefcca14373f2123402,swap,11,4,6,2,0,8248240,False,INFEASIBLE_OR_ERROR,,,,0.0010957919876091182,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0005:C025:late by 19123.599 s (due l=56845.083, start=75968.682); TIME_WINDOW:CH81-0005:C027:late by 20789.738 s (due l=56388.544, start=77178.282); TIME_WINDOW:CH81-0005:C007:late by 14585.295 s (due l=63115.787, start=77701.082); TIME_WINDOW:CH81-0005:D_chengdu:late by 368.982 s (due l=79200.000, start=79568.982); CAPACITY:CH81-0012:D_chongqing:initial load 1806.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0012:C022:late by 18634.943 s (due l=51596.305, start=70231.248); TIME_WINDOW:CH81-0012:D_chongqing:late by 6244.048 s (due l=79200.000, start=85444.048)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,6f426a054565effe26a1bbf4b2021173e3b00bfeb99d8c8a51f5dd29d3f814ef,swap,8,3,0,0,0,7871579,False,INFEASIBLE_OR_ERROR,,,,0.001257041993085295,"China81 route skeleton has no feasible all-CV completion: TIME_WINDOW:CH81-0004:C029:late by 15575.721 s (due l=46104.356, start=61680.076); TIME_WINDOW:CH81-0004:C033:late by 14511.997 s (due l=48292.779, start=62804.776); TIME_WINDOW:CH81-0004:C008:late by 10481.133 s (due l=52684.744, start=63165.876); TIME_WINDOW:CH81-0004:C001:late by 5279.950 s (due l=58909.426, start=64189.376); TIME_WINDOW:CH81-0004:C016:late by 439.654 s (due l=64733.322, start=65172.976); CAPACITY:CH81-0009:D_chongqing:initial load 1876.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0009:C100:late by 5325.699 s (due l=50666.475, start=55992.174); TIME_WINDOW:CH81-0009:C081:late by 4661.509 s (due l=51882.565, start=56544.074)"
cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,2,6d8b5b383022ecfd7d567b5664e9f9b74e9bbbb1e00ced44e118617783c7dd6a,swap,5,2,1,3,0,5253532,False,INFEASIBLE_OR_ERROR,,,,0.0014219160075299442,"China81 route skeleton has no feasible all-CV completion: CAPACITY:CH81-0003:D_chengdu:initial load 1805.000000 exceeds Q=1735.000000; TIME_WINDOW:CH81-0003:C005:late by 757.339 s (due l=50442.623, start=51199.963)"
