instance_id,seed,status,customer_count,incumbent_objective,assembled_objective,engineering_delta,incumbent_columns,generated_segments,generated_options_before_dedup,columns_after_dedup,non_incumbent_columns,selected_route_count,mip_status,mip_status_class,mip_message,mip_incumbent_available,mip_dual_bound,mip_gap,mip_node_count,mip_seconds,mip_integral,mip_exact_cover,mip_fleet_feasible,mip_charger_feasible,wall_seconds,peak_rss_bytes,witness_path
cn-cy-150c-01-V2-LOCATIONS,1,OK,150,7355.363828810334,7355.363828810334,0.0,25,535,2253,2278,2253,25,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,7355.363828810334,0.0,1,0.026432499988004565,True,True,True,True,8.393881500000134,117342208,baselines/algorithm_prototypes/route_column_mip_assembly_20260725/g0_gate_v1/witnesses/cn-cy-150c-01-V2-LOCATIONS.json
cn-jjj-15c-01-V2-LOCATIONS,1,OK,15,890.1851758129094,890.1851758129094,0.0,3,45,156,159,156,3,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,890.1851758129094,0.0,1,0.008313375001307577,True,True,True,True,0.44324833300197497,104857600,baselines/algorithm_prototypes/route_column_mip_assembly_20260725/g0_gate_v1/witnesses/cn-jjj-15c-01-V2-LOCATIONS.json
cn-prd-75c-03-V2-LOCATIONS,1,OK,75,3935.78265565653,3935.78265565653,0.0,14,241,1562,1576,1562,14,0,OPTIMAL,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3935.7826556565306,0.0,1,0.02228658300009556,True,True,True,True,3.9769013750192244,107806720,baselines/algorithm_prototypes/route_column_mip_assembly_20260725/g0_gate_v1/witnesses/cn-prd-75c-03-V2-LOCATIONS.json
