field,gap_pct_mixed_minus_allcv,instance,scan_name,value
v_speed_ms,-0.920421210981882,e2-threeshift-200c-01,speed_ms,11.1
B_battery_kwh,0.5063994713521862,e2-threeshift-200c-01,battery_kwh,160.0
station_electricity_price,0.8949487770632731,e2-threeshift-200c-01,public_station_price,0.1853
occupancy_fee,0.9761363408112999,e2-threeshift-200c-01,occupancy_fee,0.0
