E_cv_direct,E_ev_indirect,E_total,algorithm,avg_ev_route_distance_m,avg_ev_route_drive_kwh,avg_ev_route_drive_kwh_over_battery,battery_kwh,carbon_price,carbon_quota_kg,charge_action_count,cost_carbon,cost_elec,cost_fix,cost_fuel,cost_km,cost_occ,cost_transship,cv_route_count,depot_charge_action_count,depot_charge_cost,depot_charge_kwh,electric_kwh,ev_public_charge_detour_m,ev_route_count,ev_routes_drive_kwh_gt_battery,ev_routes_with_public_charge,field,fuel_liters,instance,max_ev_route_distance_m,max_ev_route_drive_kwh,max_ev_route_drive_kwh_over_battery,phase,public_charge_action_count,public_charge_cost,public_charge_kwh,public_occupancy_cost,role,route_count,scan_name,source_seed,status,total_cost,value,violation_count
829.3986502027843,73.03419436079227,902.4328445635766,alns_e2_throughput,95100.66088953285,39.908186686758,0.498852333584475,80.0,0.05034,0.0,22,45.42846939533045,162.68971384723767,2560.0,462.347113218977,1436.785049476275,0.0,0.0,10,22,162.68971384723767,877.9801071086761,0.0,0.0,22,0,0,v_speed_ms,322.6202729879122,e2-threeshift-100c-01,150041.72066097596,63.491801722160346,0.7936475215270044,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,32,speed_ms,1,OK,4667.25034593782,16.7,0
1747.2419002853471,0.0,1747.2419002853471,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,87.95615726036438,0.0,2320.0,973.9975444795556,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,v_speed_ms,679.6438102571736,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,speed_ms,5,OK,4793.415392299157,11.1,0
874.7143890974492,54.35850623315072,929.0728953305999,alns_e2_throughput,95100.66088953285,30.972601205605603,0.38715751507007,80.0,0.05034,0.0,22,46.7695295509424,126.2629060747718,2560.0,487.6083082501126,1436.785049476275,0.0,0.0,10,22,126.2629060747718,681.3972265233233,0.0,0.0,22,0,0,v_speed_ms,340.24723204948197,e2-threeshift-100c-01,150041.72066097596,49.39399621623768,0.617424952702971,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,32,speed_ms,1,OK,4657.425793352102,11.1,0
1953.459930801381,0.0,1953.459930801381,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,98.33717291654152,0.0,2320.0,1088.953496095199,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,station_electricity_price,759.8586952028462,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,public_station_price,5,OK,4918.752359570978,0.82,0
977.6450300997138,118.33341157098148,1095.9784416706952,alns_e2_throughput,95100.66088953285,59.85225876039197,0.7481532345048996,80.0,0.05034,0.0,25,55.1715547537028,262.5189377745308,2560.0,544.9868495794727,1437.7008715551372,14.593681827569583,0.0,10,22,238.58529957731662,1287.5623290734843,0.0,2616.6345110343827,22,3,3,station_electricity_price,380.2852903352681,e2-threeshift-100c-01,150041.72066097596,95.34437091391771,1.1918046364239714,phase2_fixed_replay,3,23.933638197214115,29.187363655139166,14.593681827569583,mixed,32,public_station_price,1,OK,4874.971895490413,0.82,0
1953.459930801381,0.0,1953.459930801381,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,98.33717291654152,0.0,2320.0,1088.953496095199,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,station_electricity_price,759.8586952028462,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,public_station_price,5,OK,4918.752359570978,0.4,0
977.6450300997138,118.33341157098148,1095.9784416706952,alns_e2_throughput,95100.66088953285,59.85225876039197,0.7481532345048996,80.0,0.05034,0.0,25,55.1715547537028,250.26024503937228,2560.0,544.9868495794727,1437.7008715551372,14.593681827569583,0.0,10,22,238.58529957731662,1287.5623290734843,0.0,2616.6345110343827,22,3,3,station_electricity_price,380.2852903352681,e2-threeshift-100c-01,150041.72066097596,95.34437091391771,1.1918046364239714,phase2_fixed_replay,3,11.674945462055668,29.187363655139166,14.593681827569583,mixed,32,public_station_price,1,OK,4862.713202755254,0.4,0
1953.459930801381,0.0,1953.459930801381,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,98.33717291654152,0.0,2320.0,1088.953496095199,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,station_electricity_price,759.8586952028462,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,public_station_price,5,OK,4918.752359570978,0.1853,0
977.6450300997138,118.33341157098148,1095.9784416706952,alns_e2_throughput,95100.66088953285,59.85225876039197,0.7481532345048996,80.0,0.05034,0.0,25,55.1715547537028,243.9937180626139,2560.0,544.9868495794727,1437.7008715551372,14.593681827569583,0.0,10,22,238.58529957731662,1287.5623290734843,0.0,2616.6345110343827,22,3,3,station_electricity_price,380.2852903352681,e2-threeshift-100c-01,150041.72066097596,95.34437091391771,1.1918046364239714,phase2_fixed_replay,3,5.408418485297288,29.187363655139166,14.593681827569583,mixed,32,public_station_price,1,OK,4856.446675778496,0.1853,0
1953.459930801381,0.0,1953.459930801381,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,98.33717291654152,0.0,2320.0,1088.953496095199,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,occupancy_fee,759.8586952028462,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,occupancy_fee,5,OK,4918.752359570978,0.5,0
977.6450300997138,118.33341157098148,1095.9784416706952,alns_e2_throughput,95100.66088953285,59.85225876039197,0.7481532345048996,80.0,0.05034,0.0,25,55.1715547537028,262.5189377745308,2560.0,544.9868495794727,1437.7008715551372,14.593681827569583,0.0,10,22,238.58529957731662,1287.5623290734843,0.0,2616.6345110343827,22,3,3,occupancy_fee,380.2852903352681,e2-threeshift-100c-01,150041.72066097596,95.34437091391771,1.1918046364239714,phase2_fixed_replay,3,23.933638197214115,29.187363655139166,14.593681827569583,mixed,32,occupancy_fee,1,OK,4874.971895490413,0.5,0
1953.459930801381,0.0,1953.459930801381,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,98.33717291654152,0.0,2320.0,1088.953496095199,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,occupancy_fee,759.8586952028462,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,occupancy_fee,5,OK,4918.752359570978,0.1,0
977.6450300997138,118.33341157098148,1095.9784416706952,alns_e2_throughput,95100.66088953285,59.85225876039197,0.7481532345048996,80.0,0.05034,0.0,25,55.1715547537028,262.5189377745308,2560.0,544.9868495794727,1437.7008715551372,2.918736365513917,0.0,10,22,238.58529957731662,1287.5623290734843,0.0,2616.6345110343827,22,3,3,occupancy_fee,380.2852903352681,e2-threeshift-100c-01,150041.72066097596,95.34437091391771,1.1918046364239714,phase2_fixed_replay,3,23.933638197214115,29.187363655139166,2.918736365513917,mixed,32,occupancy_fee,1,OK,4863.296950028357,0.1,0
1953.459930801381,0.0,1953.459930801381,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,98.33717291654152,0.0,2320.0,1088.953496095199,1411.4616905592372,0.0,0.0,29,0,0.0,0.0,0.0,0.0,0,0,0,occupancy_fee,759.8586952028462,e2-threeshift-100c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,29,occupancy_fee,5,OK,4918.752359570978,0.0,0
977.6450300997138,118.33341157098148,1095.9784416706952,alns_e2_throughput,95100.66088953285,59.85225876039197,0.7481532345048996,80.0,0.05034,0.0,25,55.1715547537028,262.5189377745308,2560.0,544.9868495794727,1437.7008715551372,0.0,0.0,10,22,238.58529957731662,1287.5623290734843,0.0,2616.6345110343827,22,3,3,occupancy_fee,380.2852903352681,e2-threeshift-100c-01,150041.72066097596,95.34437091391771,1.1918046364239714,phase2_fixed_replay,3,23.933638197214115,29.187363655139166,0.0,mixed,32,occupancy_fee,1,OK,4860.378213662843,0.0,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,B_battery_kwh,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,battery_kwh,2,OK,7439.741686861522,80.0,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,371.802095646156,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,B_battery_kwh,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,48.529525002750695,59.182347564330115,29.591173782165058,mixed,50,battery_kwh,2,OK,7256.330133131847,80.0,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,160.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,B_battery_kwh,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,battery_kwh,2,OK,7439.741686861522,160.0,0
1385.765958564771,144.2110900522799,1529.9770486170507,alns_e2_throughput,81622.26747309242,51.38722890424233,0.32117018065151454,160.0,0.05034,0.0,35,77.01904462738234,333.27187305846365,4000.0,772.4932882190014,2002.8791971608873,0.0,0.0,15,35,333.27187305846365,1798.5530116484815,0.0,0.0,35,0,0,B_battery_kwh,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,0.6001457164358205,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,50,battery_kwh,2,OK,7185.663403065735,160.0,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,320.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,B_battery_kwh,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,battery_kwh,2,OK,7439.741686861522,320.0,0
1385.765958564771,144.2110900522799,1529.9770486170507,alns_e2_throughput,81622.26747309242,51.38722890424233,0.16058509032575727,320.0,0.05034,0.0,35,77.01904462738234,333.27187305846365,4000.0,772.4932882190014,2002.8791971608873,0.0,0.0,15,35,333.27187305846365,1798.5530116484815,0.0,0.0,35,0,0,B_battery_kwh,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,0.30007285821791024,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,50,battery_kwh,2,OK,7185.663403065735,320.0,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,480.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,B_battery_kwh,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,battery_kwh,2,OK,7439.741686861522,480.0,0
1385.765958564771,144.2110900522799,1529.9770486170507,alns_e2_throughput,81622.26747309242,51.38722890424233,0.10705672688383819,480.0,0.05034,0.0,35,77.01904462738234,333.27187305846365,4000.0,772.4932882190014,2002.8791971608873,0.0,0.0,15,35,333.27187305846365,1798.5530116484815,0.0,0.0,35,0,0,B_battery_kwh,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,0.2000485721452735,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,50,battery_kwh,2,OK,7185.663403065735,480.0,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,v_speed_ms,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,speed_ms,2,OK,7439.741686861522,25.0,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,371.802095646156,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,v_speed_ms,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,48.529525002750695,59.182347564330115,29.591173782165058,mixed,50,speed_ms,2,OK,7256.330133131847,25.0,0
2295.1342973516507,0.0,2295.1342973516507,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,115.5370605286821,0.0,3840.0,1279.4193920751552,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,v_speed_ms,892.7635141128709,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,speed_ms,2,OK,7189.73732434454,16.7,0
1174.7085155481818,88.14695236078299,1262.8554679089648,alns_e2_throughput,81622.26747309242,34.337029654838155,0.4292128706854769,80.0,0.05034,0.0,35,63.57214425453729,222.69280582645283,4000.0,654.8396128986469,2002.8791971608873,0.0,0.0,15,35,222.69280582645283,1201.7960379193355,0.0,0.0,35,0,0,v_speed_ms,456.9392316646758,e2-threeshift-150c-01,152328.60900393798,64.20316045724482,0.8025395057155602,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,50,speed_ms,2,OK,6943.983760140524,16.7,0
2420.870404050932,0.0,2420.870404050932,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,121.86661613992392,0.0,3840.0,1349.5108082422694,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,v_speed_ms,941.672464058523,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,speed_ms,2,OK,7266.158296122896,11.1,0
1239.2242493297758,67.05067485551315,1306.274924185289,alns_e2_throughput,81622.26747309242,26.667863727395297,0.3333482965924412,80.0,0.05034,0.0,35,65.75787968348745,172.95443020402223,4000.0,690.8038181259294,2002.8791971608873,0.0,0.0,15,35,172.95443020402223,933.3752304588354,0.0,0.0,35,0,0,v_speed_ms,482.03462293345154,e2-threeshift-150c-01,152328.60900393798,49.89048066881718,0.6236310083602148,phase2_fixed_replay,0,0.0,0.0,0.0,mixed,50,speed_ms,2,OK,6932.395325174327,11.1,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,station_electricity_price,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,public_station_price,2,OK,7439.741686861522,0.82,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,371.802095646156,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,station_electricity_price,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,48.529525002750695,59.182347564330115,29.591173782165058,mixed,50,public_station_price,2,OK,7256.330133131847,0.82,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,station_electricity_price,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,public_station_price,2,OK,7439.741686861522,0.4,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,346.94550966913727,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,station_electricity_price,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,23.67293902573205,59.182347564330115,29.591173782165058,mixed,50,public_station_price,2,OK,7231.473547154828,0.4,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,station_electricity_price,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,public_station_price,2,OK,7439.741686861522,0.1853,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,334.23905964707563,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,station_electricity_price,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,10.966489003670372,59.182347564330115,29.591173782165058,mixed,50,public_station_price,2,OK,7218.767097132767,0.1853,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,occupancy_fee,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,occupancy_fee,2,OK,7439.741686861522,0.5,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,371.802095646156,4000.0,772.4932882190014,2005.6460646073617,29.591173782165058,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,occupancy_fee,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,48.529525002750695,59.182347564330115,29.591173782165058,mixed,50,occupancy_fee,2,OK,7256.330133131847,0.5,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,occupancy_fee,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,occupancy_fee,2,OK,7439.741686861522,0.1,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,371.802095646156,4000.0,772.4932882190014,2005.6460646073617,5.918234756433012,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,occupancy_fee,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,48.529525002750695,59.182347564330115,5.918234756433012,mixed,50,occupancy_fee,2,OK,7232.657194106115,0.1,0
2706.4687055542954,0.0,2706.4687055542954,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,136.24363463760324,0.0,3840.0,1508.717180483216,1954.7808717407029,0.0,0.0,48,0,0.0,0.0,0.0,0.0,0,0,0,occupancy_fee,1052.7647620425762,e2-threeshift-150c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,48,occupancy_fee,2,OK,7439.741686861522,0.0,0
1385.765958564771,139.81034014723906,1525.57629871201,alns_e2_throughput,81622.26747309242,51.53635951693401,0.6442044939616751,80.0,0.05034,0.0,41,76.79751087716258,371.802095646156,4000.0,772.4932882190014,2005.6460646073617,0.0,0.0,15,35,323.27257064340523,1744.5902355283606,0.0,7905.335561355198,35,6,6,occupancy_fee,539.0365558711893,e2-threeshift-150c-01,152328.60900393798,96.02331462973127,1.200291432871641,phase2_fixed_replay,6,48.529525002750695,59.182347564330115,0.0,mixed,50,occupancy_fee,2,OK,7226.738959349682,0.0,0
3021.7224013441783,0.0,3021.7224013441783,LNS,0.0,0.0,0.0,80.0,0.05034,0.0,0,152.11350568366595,0.0,4960.0,1684.4549106379839,2182.5644213579935,0.0,0.0,62,0,0.0,0.0,0.0,0.0,0,0,0,B_battery_kwh,1175.3924434010075,e2-threeshift-200c-01,0.0,0.0,0.0,phase2_fixed_replay,0,0.0,0.0,0.0,allcv,62,battery_kwh,1,OK,8979.132837679645,80.0,0
