instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-jjj-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_NO_CHARGE,11,100,100,21.878553292015567,2675.9848226463887,2123.3303214807775,-20.652378013828532,True,50,50,13264.0,13264.0,225.2632400822265,4,2,15,12,17,12
cn-jjj-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_WITH_CHARGE,11,100,100,96.29094049998093,2675.9848226463887,2123.3303214807775,-20.652378013828532,True,50,50,13264.0,13264.0,225.2632400822265,4,2,15,12,17,12
