task_id,instance_id,replicate,status,elapsed_seconds,peak_rss_mb,detail
cn-cy-150c-03-V2-LOCATIONS__replicate1,cn-cy-150c-03-V2-LOCATIONS,1,PASS,2.9269310829986352,70.171875,
cn-cy-150c-03-V2-LOCATIONS__replicate2,cn-cy-150c-03-V2-LOCATIONS,2,PASS,2.91453987499699,70.703125,
cn-jjj-25c-02-V2-LOCATIONS__replicate1,cn-jjj-25c-02-V2-LOCATIONS,1,PASS,0.5296533750079107,55.890625,
cn-jjj-25c-02-V2-LOCATIONS__replicate2,cn-jjj-25c-02-V2-LOCATIONS,2,PASS,0.5251065000193194,56.0,
cn-prd-100c-03-V2-LOCATIONS__replicate1,cn-prd-100c-03-V2-LOCATIONS,1,PASS,1.6255002499965485,59.140625,
cn-prd-100c-03-V2-LOCATIONS__replicate2,cn-prd-100c-03-V2-LOCATIONS,2,PASS,1.6101106249843724,59.921875,
