instance_id,sample_role,seed,arm,budget,complete_candidate_evaluations_S,last_strict_improvement_evaluation_L,last_strict_improvement_fraction_L_over_S,starved_L_over_S_gt_0_5,wallclock_safety_triggered,elapsed_wall_seconds,elapsed_cpu_seconds,status
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,1,L100_control,240,240,81,0.3375,0,False,144.16669104102766,138.440023,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,2,L100_control,240,240,178,0.7416666666666667,1,False,143.10589979198994,137.77743299999997,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,3,L100_control,240,240,96,0.4,0,False,146.94555937498808,141.47812900000002,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,4,L100_control,240,240,170,0.7083333333333334,1,False,155.08430737501476,149.26904500000006,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,5,L100_control,240,240,160,0.6666666666666666,1,False,126.83541887497995,124.0289160000001,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,L100_control,240,240,239,0.9958333333333333,1,False,84.4037341660005,75.747699,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,L100_control,240,240,239,0.9958333333333333,1,False,80.73507241596235,72.07866,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,L100_control,240,240,239,0.9958333333333333,1,False,73.91034362500068,69.55021199999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,L100_control,240,240,239,0.9958333333333333,1,False,74.00511700002244,69.72096399999998,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,L100_control,240,240,239,0.9958333333333333,1,False,74.34128437499749,70.68539799999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,L100_control,240,240,239,0.9958333333333333,1,False,73.60877516696928,69.415065,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,L100_control,240,240,239,0.9958333333333333,1,False,72.86335624998901,68.57429699999997,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,L100_control,240,240,239,0.9958333333333333,1,False,73.02942370803794,68.79332200000002,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,L100_control,240,240,170,0.7083333333333334,1,False,76.22954158298671,71.73623500000002,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,L100_control,240,240,239,0.9958333333333333,1,False,73.5267485419754,69.56567999999999,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,1,NL90_mild,240,240,81,0.3375,0,False,145.12230795895448,139.352843,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,2,NL90_mild,240,240,178,0.7416666666666667,1,False,143.2838232080103,137.79983599999997,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,3,NL90_mild,240,240,96,0.4,0,False,148.59646233299281,142.70447400000006,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,4,NL90_mild,240,240,170,0.7083333333333334,1,False,155.84140941599617,150.49491900000004,PASS
cn-prd-100c-02-V2-LOCATIONS,MEDIUM_SCALE_VALIDATION,5,NL90_mild,240,240,160,0.6666666666666666,1,False,126.67640733299777,124.12709599999994,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,NL90_mild,240,240,239,0.9958333333333333,1,False,84.76337291696109,76.020822,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,NL90_mild,240,240,239,0.9958333333333333,1,False,80.70445245795418,71.811801,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,NL90_mild,240,240,239,0.9958333333333333,1,False,74.77197604102548,70.42011600000001,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,NL90_mild,240,240,239,0.9958333333333333,1,False,75.39035525004147,71.06385399999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,NL90_mild,240,240,239,0.9958333333333333,1,False,75.7362783330027,71.33369099999999,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,NL90_mild,240,240,239,0.9958333333333333,1,False,74.96522149996599,70.496858,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,NL90_mild,240,240,239,0.9958333333333333,1,False,72.09102691599401,68.406464,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,NL90_mild,240,240,239,0.9958333333333333,1,False,73.61925608303864,69.200749,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,NL90_mild,240,240,170,0.7083333333333334,1,False,77.63544899999397,72.77180500000003,PASS
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,NL90_mild,240,240,239,0.9958333333333333,1,False,74.75723433302483,70.414106,PASS
